,who,is,the,primary,rival,of,the,harvard,crimson,hockey,team,?
today,0.28769350051879883,0.3404538929462433,0.35740926861763,0.1566585898399353,0.10886966437101364,0.3291318118572235,0.35740926861763,0.15463876724243164,0.0819125548005104,0.16966837644577026,0.133749321103096,0.17338968813419342
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2565748989582062,0.16514593362808228,0.4946078956127167,0.4933079481124878,0.2719281017780304,0.21093732118606567,0.2209390550851822,0.21287471055984497,0.31091248989105225
harvard,0.12595784664154053,0.15387701988220215,0.24496200680732727,0.22158174216747284,0.14876647293567657,0.25842633843421936,0.24496200680732727,1.0,0.2547101676464081,0.2406320571899414,0.17635732889175415,0.11685016006231308
fields,0.16465042531490326,0.1549985706806183,0.16397054493427277,0.10422565042972565,-0.00829050038009882,0.19633589684963226,0.16397054493427277,0.15723970532417297,0.15158528089523315,0.1648028939962387,0.17138774693012238,0.1411406248807907
top,0.170939639210701,0.17102722823619843,0.31754136085510254,0.0826592743396759,0.15292572975158691,0.20362378656864166,0.31754136085510254,0.13158926367759705,0.19584578275680542,0.2267911732196808,0.17830802500247955,0.17265194654464722
teams,0.23560982942581177,0.1845376342535019,0.3164927661418915,0.15465371310710907,0.26259297132492065,0.27933305501937866,0.3164927661418915,0.19532155990600586,0.19240139424800873,0.4460114538669586,0.673422634601593,0.11150168627500534
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.21150650084018707,0.17891286313533783,0.5696388483047485,0.6662389636039734,0.26072487235069275,0.16905781626701355,0.20309258997440338,0.18841172754764557,0.20430970191955566
several,0.30628830194473267,0.20361857116222382,0.40559855103492737,0.1753552407026291,0.17825208604335785,0.3271615505218506,0.40559855103492737,0.19301998615264893,0.11780120432376862,0.16073128581047058,0.15005528926849365,0.15595775842666626
other,0.3612329661846161,0.25895947217941284,0.44152235984802246,0.20854246616363525,0.14883098006248474,0.38583824038505554,0.44152235984802246,0.18755465745925903,0.11951592564582825,0.17934545874595642,0.15695661306381226,0.24682199954986572
sports,0.15396633744239807,0.2082153707742691,0.20313861966133118,0.1229294016957283,0.12545637786388397,0.24392472207546234,0.20313861966133118,0.20384465157985687,0.1976870596408844,0.3841279447078705,0.3859803080558777,0.04557104781270027
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2565748989582062,0.16514593362808228,0.4946078956127167,0.4933079481124878,0.2719281017780304,0.21093732118606567,0.2209390550851822,0.21287471055984497,0.31091248989105225
such,0.2594927251338959,0.23545363545417786,0.3575236201286316,0.15780673921108246,0.11920353770256042,0.3209529519081116,0.3575236201286316,0.13503605127334595,0.14649049937725067,0.13003946840763092,0.0936845913529396,0.17851735651493073
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.2169201374053955,0.14541713893413544,0.3886612355709076,0.48381632566452026,0.19990062713623047,0.18821464478969574,0.1824793815612793,0.14189721643924713,0.27043893933296204
the,0.3733934462070465,0.5823672413825989,1.0,0.25688621401786804,0.2149961143732071,0.733189046382904,1.0,0.24496200680732727,0.2852988541126251,0.24753902852535248,0.22564226388931274,0.22068053483963013
harvard,0.12595784664154053,0.15387701988220215,0.24496200680732727,0.22158174216747284,0.14876647293567657,0.25842633843421936,0.24496200680732727,1.0,0.2547101676464081,0.2406320571899414,0.17635732889175415,0.11685016006231308
crimson,0.19450049102306366,0.17121151089668274,0.2852988541126251,0.09650923311710358,0.1848452389240265,0.2681410014629364,0.2852988541126251,0.2547101676464081,0.9999999403953552,0.20063182711601257,0.12568065524101257,0.098163902759552
men,0.3380306363105774,0.172279953956604,0.26001617312431335,0.1273978352546692,0.15010076761245728,0.2133621722459793,0.26001617312431335,0.09608174860477448,0.25135672092437744,0.2126091867685318,0.23519636690616608,0.1408759206533432
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,-0.06354844570159912,-0.0021357182413339615,-0.03817026689648628,-0.01540423184633255,-0.06887804716825485,-0.006238792557269335,0.036132704466581345,0.04450521618127823,-0.023395681753754616
ice,0.22728894650936127,0.22697323560714722,0.22322975099086761,0.06102750077843666,0.054331224411726,0.18215686082839966,0.22322975099086761,0.11174178868532181,0.18435107171535492,0.7549390196800232,0.21621616184711456,0.1261633038520813
hockey,0.2227477878332138,0.18384061753749847,0.24753902852535248,0.0877857580780983,0.1100919246673584,0.21865755319595337,0.24753902852535248,0.2406320571899414,0.20063182711601257,0.9999998807907104,0.3746713101863861,0.15142327547073364
team,0.22248858213424683,0.14871908724308014,0.22564226388931274,0.09187646210193634,0.23019084334373474,0.20352502167224884,0.22564226388931274,0.17635732889175415,0.12568065524101257,0.3746713101863861,1.0,0.11243411153554916
(,0.2443375140428543,0.35393038392066956,0.33289089798927307,0.21913397312164307,0.06293493509292603,0.35032153129577637,0.33289089798927307,0.2132066786289215,0.20949357748031616,0.15957972407341003,0.1808312088251114,0.40561532974243164
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.16595536470413208,0.228570818901062,0.41827285289764404,0.4223487675189972,0.11114109307527542,0.18419094383716583,0.2006893903017044,0.21111343801021576,0.2433311939239502
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.23038449883460999,0.17400264739990234,0.5052502155303955,0.5829201340675354,0.24754071235656738,0.23614279925823212,0.1654893010854721,0.19125498831272125,0.23916715383529663
strong,0.2281126081943512,0.24643836915493011,0.22482411563396454,0.1381816864013672,0.2161119133234024,0.2524286210536957,0.22482411563396454,0.12335293740034103,0.1923178881406784,0.13987286388874054,0.09091665595769882,0.11990999430418015
rivalry,0.2238941490650177,0.1551303267478943,0.227608323097229,0.11779376119375229,0.6626187562942505,0.22575128078460693,0.227608323097229,0.21891222894191742,0.25791868567466736,0.24472260475158691,0.2885066270828247,0.09352650493383408
against,0.2942115366458893,0.1754940152168274,0.3090755045413971,0.1568315327167511,0.3255358636379242,0.2669808566570282,0.3090755045413971,0.06580352038145065,0.21619105339050293,0.1793796271085739,0.24388600885868073,0.18095137178897858
cornell,0.18672692775726318,0.10129664838314056,0.20098842680454254,0.16167882084846497,0.08877605199813843,0.21165332198143005,0.20098842680454254,0.34942302107810974,0.2616672217845917,0.15036718547344208,0.18419544398784637,0.1534312665462494
),0.2457384318113327,0.37732169032096863,0.3456730246543884,0.19666743278503418,0.0878782644867897,0.3680361211299896,0.3456730246543884,0.226204052567482,0.21905642747879028,0.1637788861989975,0.18319997191429138,0.42300865054130554
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2565748989582062,0.16514593362808228,0.4946078956127167,0.4933079481124878,0.2719281017780304,0.21093732118606567,0.2209390550851822,0.21287471055984497,0.31091248989105225
squash,0.15929387509822845,0.21836769580841064,0.23634788393974304,0.12323278188705444,0.14514707028865814,0.146559476852417,0.23634788393974304,0.157215416431427,0.18834391236305237,0.25189292430877686,0.23845696449279785,0.12161489576101303
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2565748989582062,0.16514593362808228,0.4946078956127167,0.4933079481124878,0.2719281017780304,0.21093732118606567,0.2209390550851822,0.21287471055984497,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2539214491844177,0.18646307289600372,0.5116966962814331,0.5171257257461548,0.2453373372554779,0.26431575417518616,0.1902010291814804,0.22394508123397827,0.20544172823429108
even,0.33644744753837585,0.28202980756759644,0.37996912002563477,0.15968866646289825,0.18157346546649933,0.34735506772994995,0.37996912002563477,0.13830937445163727,0.12576858699321747,0.17090366780757904,0.1446303427219391,0.30082517862319946
recently,0.33472123742103577,0.3312858045101166,0.2774651348590851,0.15678249299526215,0.2649401128292084,0.21953822672367096,0.2774651348590851,0.21325170993804932,0.13702738285064697,0.14924901723861694,0.18657822906970978,0.18352322280406952
won,0.24654650688171387,0.1919313222169876,0.29432493448257446,0.2130834013223648,0.21388733386993408,0.20832067728042603,0.29432493448257446,0.20529963076114655,0.1764029562473297,0.25183218717575073,0.3517186939716339,0.17925700545310974
ncaa,0.17696735262870789,0.18076343834400177,0.24887123703956604,0.1289558857679367,0.1994573026895523,0.22221489250659943,0.24887123703956604,0.3165546953678131,0.26996102929115295,0.47553539276123047,0.3995611369609833,0.14618685841560364
titles,0.19958418607711792,0.15148578584194183,0.28764477372169495,0.089263916015625,0.15566320717334747,0.24191442131996155,0.28764477372169495,0.15659275650978088,0.19503852725028992,0.17939312756061554,0.28713831305503845,0.19587254524230957
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.21150650084018707,0.17891286313533783,0.5696388483047485,0.6662389636039734,0.26072487235069275,0.16905781626701355,0.20309258997440338,0.18841172754764557,0.20430970191955566
men,0.3380306363105774,0.172279953956604,0.26001617312431335,0.1273978352546692,0.15010076761245728,0.2133621722459793,0.26001617312431335,0.09608174860477448,0.25135672092437744,0.2126091867685318,0.23519636690616608,0.1408759206533432
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,-0.06354844570159912,-0.0021357182413339615,-0.03817026689648628,-0.01540423184633255,-0.06887804716825485,-0.006238792557269335,0.036132704466581345,0.04450521618127823,-0.023395681753754616
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2539214491844177,0.18646307289600372,0.5116966962814331,0.5171257257461548,0.2453373372554779,0.26431575417518616,0.1902010291814804,0.22394508123397827,0.20544172823429108
women,0.3193221390247345,0.20067402720451355,0.279754102230072,0.09228348731994629,0.13483712077140808,0.22431409358978271,0.279754102230072,0.10332894325256348,0.14661268889904022,0.2215111255645752,0.23113521933555603,0.1616753786802292
