,what,device,was,one,of,the,first,to,aid,a,controversy,?
it,0.45803478360176086,0.2587364912033081,0.4577186405658722,0.4284902811050415,0.38761502504348755,0.6251175999641418,0.3491429388523102,0.513711154460907,0.16503623127937317,0.5452592968940735,0.23128058016300201,0.25732165575027466
was,0.22111038863658905,0.18397735059261322,1.0000001192092896,0.3752199709415436,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.3636345863342285,0.15475519001483917,0.4508470594882965,0.29195332527160645,0.18412111699581146
not,0.5449194312095642,0.2767009139060974,0.2888734042644501,0.3642125129699707,0.3307090103626251,0.4310511648654938,0.2955942749977112,0.5149973034858704,0.18138156831264496,0.3791346549987793,0.29228219389915466,0.41942933201789856
until,0.2693650424480438,0.12464454770088196,0.43126991391181946,0.27872219681739807,0.2787701487541199,0.37191009521484375,0.3975810110569,0.354556679725647,0.1266045719385147,0.2314814180135727,0.16137543320655823,0.20304496586322784
january,0.19257698953151703,0.10828224569559097,0.3933098316192627,0.19966554641723633,0.19923388957977295,0.2467057853937149,0.2734774649143219,0.20270398259162903,0.09498932212591171,0.24193190038204193,0.181028813123703,0.28608936071395874
1518,-0.04537641629576683,0.03570147231221199,0.0558323860168457,-0.07472964376211166,-0.001376693369820714,0.04341644421219826,0.045943476259708405,-0.07675421237945557,-0.08501245826482773,0.08844646066427231,-0.017682457342743874,0.0713193267583847
that,0.6297725439071655,0.3073769807815552,0.33670201897621155,0.5133185982704163,0.41498205065727234,0.5473989248275757,0.3482176661491394,0.5436353087425232,0.22319309413433075,0.47537946701049805,0.28841572999954224,0.32716336846351624
friends,0.21297906339168549,0.14286397397518158,0.1968630999326706,0.2783280313014984,0.17168934643268585,0.2185121476650238,0.19579099118709564,0.2984139919281006,0.1447921246290207,0.2675223648548126,0.10548090934753418,0.12953145802021027
of,0.33290785551071167,0.17168864607810974,0.4069072902202606,0.4999135136604309,1.0,0.733189046382904,0.3536086082458496,0.41548454761505127,0.20153990387916565,0.5052502155303955,0.24529165029525757,0.1826142966747284
luther,0.2134782373905182,0.0813387930393219,0.19185513257980347,0.1255420446395874,0.1719115972518921,0.1759674996137619,0.20517638325691223,0.18029534816741943,0.1035502701997757,0.17967689037322998,0.26398056745529175,0.1732746809720993
translated,0.1382400244474411,0.1259649246931076,0.17773973941802979,0.20943300426006317,0.19178152084350586,0.23299849033355713,0.20382161438465118,0.10249040275812149,0.08669888228178024,0.15861910581588745,0.1570984572172165,0.16961964964866638
the,0.42745697498321533,0.2555081248283386,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.535392165184021,0.21952909231185913,0.5829201340675354,0.28096333146095276,0.22068053483963013
95,-0.11634417623281479,-0.057512491941452026,-0.03229140490293503,-0.04632220044732094,0.03395380079746246,-0.027035299688577652,-0.1302904635667801,-0.008685051463544369,-0.04205230996012688,-0.014207453466951847,0.007594898343086243,-0.15227507054805756
theses,0.22175903618335724,0.18923769891262054,0.11201588064432144,0.2548043727874756,0.27413663268089294,0.32067108154296875,0.13128972053527832,0.24799592792987823,0.1721205711364746,0.1673763245344162,0.30271944403648376,0.19188037514686584
from,0.2737620174884796,0.1363351196050644,0.31171464920043945,0.32194891571998596,0.4249346852302551,0.40150508284568787,0.23348960280418396,0.4069952368736267,0.2172318547964096,0.322764128446579,0.15485894680023193,0.19969791173934937
latin,0.1759578436613083,0.1134120374917984,0.15532594919204712,0.1970537155866623,0.23412929475307465,0.24914836883544922,0.21166430413722992,0.18086881935596466,0.15608637034893036,0.18326351046562195,0.09493906795978546,0.1303461492061615
into,0.2180619090795517,0.18729275465011597,0.2322220653295517,0.31758198142051697,0.32255905866622925,0.39493247866630554,0.21452488005161285,0.38810545206069946,0.13351300358772278,0.3461161255836487,0.1556520313024521,0.15662476420402527
german,0.1960553526878357,0.11853067576885223,0.26016926765441895,0.19753603637218475,0.2122138887643814,0.256483793258667,0.20368412137031555,0.15143753588199615,0.14123982191085815,0.23789440095424652,0.15997953712940216,0.13978645205497742
and,0.31309178471565247,0.15071305632591248,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.48971283435821533,0.2158033847808838,0.3739250600337982,0.20714159309864044,0.20544172823429108
printed,0.2500266134738922,0.2625712752342224,0.218587726354599,0.22174867987632751,0.21046876907348633,0.25742077827453613,0.29586008191108704,0.1925152689218521,0.16856275498867035,0.20611734688282013,0.21558797359466553,0.1726173758506775
and,0.31309178471565247,0.15071305632591248,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.48971283435821533,0.2158033847808838,0.3739250600337982,0.20714159309864044,0.20544172823429108
widely,0.22598060965538025,0.21926169097423553,0.3025229275226593,0.31258127093315125,0.22028475999832153,0.29394426941871643,0.3282143771648407,0.2705559730529785,0.08993067592382431,0.25288406014442444,0.2424587458372116,0.10354958474636078
copied,0.3524389863014221,0.23245567083358765,0.2136937826871872,0.28478115797042847,0.1900796890258789,0.24199114739894867,0.20370961725711823,0.2280242145061493,0.08831548690795898,0.18451324105262756,0.2514769732952118,0.3320571780204773
them,0.4994642734527588,0.2681874930858612,0.23709723353385925,0.4273320138454437,0.34503093361854553,0.4788833558559418,0.29246917366981506,0.5916602611541748,0.2885929048061371,0.3151612877845764,0.20165389776229858,0.35435691475868225
",",0.3087472915649414,0.13617408275604248,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.44245919585227966,0.1953202486038208,0.427140474319458,0.22738029062747955,0.31091248989105225
making,0.30777570605278015,0.21567457914352417,0.28285154700279236,0.3631944954395294,0.3250596821308136,0.35185980796813965,0.28801289200782776,0.3740498423576355,0.19517573714256287,0.3237393796443939,0.20635206997394562,0.2539324164390564
the,0.42745697498321533,0.2555081248283386,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.535392165184021,0.21952909231185913,0.5829201340675354,0.28096333146095276,0.22068053483963013
controversy,0.2736190855503082,0.1635146588087082,0.29195332527160645,0.20016424357891083,0.24529165029525757,0.28096333146095276,0.21880538761615753,0.22112806141376495,0.1124129369854927,0.23027034103870392,1.0,0.27018868923187256
