,how,many,nobel,laureates,are,among,the,school,alumni,?
to,0.44169697165489197,0.40243685245513916,0.15889747440814972,0.17896723747253418,0.3504326641559601,0.26594701409339905,0.535392165184021,0.24496325850486755,0.16467376053333282,0.29463258385658264
date,0.16644634306430817,0.10952645540237427,0.15483270585536957,0.15838083624839783,0.1222395971417427,0.07222376018762589,0.25333094596862793,0.15623918175697327,0.07232563942670822,0.2698357403278351
",",0.22659391164779663,0.40610817074775696,0.29036787152290344,0.25494539737701416,0.4062570035457611,0.2640531659126282,0.4933079481124878,0.27141863107681274,0.2394251972436905,0.31091248989105225
some,0.4180530905723572,0.7976660132408142,0.18084202706813812,0.18482846021652222,0.6331475377082825,0.4347495138645172,0.4566698372364044,0.21059708297252655,0.15433570742607117,0.2562315762042999
150,0.022369936108589172,0.01670597307384014,0.09482938051223755,0.07350735366344452,-0.10916990041732788,-0.041477836668491364,-0.08971958607435226,-0.01947074569761753,-0.012560618110001087,0.13918475806713104
nobel,0.18096405267715454,0.20896978676319122,1.0,0.7350139617919922,0.125417560338974,0.15432654321193695,0.1909446120262146,0.152613565325737,0.27874937653541565,0.15008176863193512
laureates,0.15613916516304016,0.20170320570468903,0.7350139617919922,1.0,0.13211028277873993,0.260573148727417,0.23341837525367737,0.2349356859922409,0.2953442335128784,0.12093958258628845
",",0.22659391164779663,0.40610817074775696,0.29036787152290344,0.25494539737701416,0.4062570035457611,0.2640531659126282,0.4933079481124878,0.27141863107681274,0.2394251972436905,0.31091248989105225
18,-0.03501921147108078,-0.0017783388029783964,-0.06307557970285416,-0.05200755223631859,-0.09796016663312912,-0.06260783225297928,-0.07796193659305573,-0.09021811187267303,-0.057601265609264374,-0.04919438064098358
fields,0.21759624779224396,0.23597875237464905,0.21178726851940155,0.23662717640399933,0.19811008870601654,0.1330147087574005,0.16397054493427277,0.17870640754699707,0.1866559237241745,0.1411406248807907
medalists,0.19167077541351318,0.27147915959358215,0.39945298433303833,0.40761038661003113,0.2313431203365326,0.2177780717611313,0.2830609977245331,0.18278545141220093,0.36833053827285767,0.22141943871974945
and,0.33647966384887695,0.5296266674995422,0.1760268211364746,0.21474295854568481,0.48576638102531433,0.39211368560791016,0.5171257257461548,0.2752758264541626,0.19591780006885529,0.20544172823429108
13,-0.02601788192987442,0.04598686099052429,0.09011133760213852,0.028036577627062798,-0.0380205400288105,0.08213755488395691,-0.007407139986753464,0.08201728761196136,-0.006689722184091806,-0.11384815722703934
turing,0.25509366393089294,0.29928943514823914,0.34382298588752747,0.3439544439315796,0.17666763067245483,0.25089097023010254,0.2644472122192383,0.12858626246452332,0.2151518613100052,0.1460462063550949
award,0.1740884780883789,0.18274074792861938,0.392880380153656,0.40695422887802124,0.12044070661067963,0.22256292402744293,0.24073810875415802,0.20281000435352325,0.285933256149292,0.18240714073181152
winners,0.16066159307956696,0.21403376758098602,0.4557604193687439,0.4550699293613434,0.19203417003154755,0.20046156644821167,0.2520056366920471,0.1665671467781067,0.34019914269447327,0.18557973206043243
have,0.4370637536048889,0.5841760635375977,0.16828766465187073,0.14134612679481506,0.6577680706977844,0.3610895574092865,0.40389683842658997,0.16803227365016937,0.17734979093074799,0.32991164922714233
been,0.26456597447395325,0.4963826537132263,0.17402759194374084,0.18001092970371246,0.4703826308250427,0.27084797620773315,0.3563927710056305,0.15044459700584412,0.15321041643619537,0.24354910850524902
affiliated,0.07409363240003586,0.19444812834262848,0.1733870953321457,0.23943665623664856,0.19866521656513214,0.2269265502691269,0.2365114837884903,0.24219857156276703,0.3287099003791809,0.09345421195030212
as,0.33782753348350525,0.4070141911506653,0.1452743113040924,0.1771613359451294,0.3826591968536377,0.3329014778137207,0.48381632566452026,0.2065676748752594,0.19796635210514069,0.27043893933296204
students,0.25370386242866516,0.2713872492313385,0.1921359747648239,0.24547135829925537,0.2835792899131775,0.2839011549949646,0.25268980860710144,0.6345757842063904,0.43651968240737915,0.18017297983169556
",",0.22659391164779663,0.40610817074775696,0.29036787152290344,0.25494539737701416,0.4062570035457611,0.2640531659126282,0.4933079481124878,0.27141863107681274,0.2394251972436905,0.31091248989105225
faculty,0.09291301667690277,0.18377797305583954,0.3097632825374603,0.3937399387359619,0.1803768277168274,0.18730081617832184,0.19605974853038788,0.4396723508834839,0.4697834253311157,0.04951627925038338
",",0.22659391164779663,0.40610817074775696,0.29036787152290344,0.25494539737701416,0.4062570035457611,0.2640531659126282,0.4933079481124878,0.27141863107681274,0.2394251972436905,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.1963580995798111,0.2095726728439331,0.5374364256858826,0.21097923815250397,0.4174870550632477,0.12007436156272888,0.12274957448244095,0.32389625906944275
staff,0.1983451247215271,0.1790585219860077,0.17183153331279755,0.22767505049705505,0.17470046877861023,0.16403785347938538,0.2306259125471115,0.2317168414592743,0.28443315625190735,0.15871673822402954
.,0.3287222981452942,0.3974229395389557,0.2409123331308365,0.20459836721420288,0.3452940285205841,0.22495509684085846,0.5934505462646484,0.24214158952236176,0.2471552938222885,0.4130953550338745
