,large,predators,of,the,amazon,rainforest,include,the,jaguar,",",cougar,",",and,anaconda,",",what,is,one,other,example,?
among,0.23958538472652435,0.20694667100906372,0.3679063022136688,0.3507058024406433,0.18549269437789917,0.2578172981739044,0.37623724341392517,0.3507058024406433,0.1327410787343979,0.2640531659126282,0.1442241221666336,0.2640531659126282,0.39211368560791016,0.12396194040775299,0.2640531659126282,0.21154822409152985,0.21956473588943481,0.3877730369567871,0.3694968819618225,0.22920608520507812,0.14343059062957764
the,0.3828733265399933,0.26153966784477234,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.2951717972755432,1.0,0.22393541038036346,0.4933079481124878,0.2385171800851822,0.4933079481124878,0.5171257257461548,0.25596168637275696,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.44152235984802246,0.3755223751068115,0.22068053483963013
largest,0.5584283471107483,0.14171551167964935,0.36650770902633667,0.3757036626338959,0.1760348230600357,0.2660103440284729,0.24294912815093994,0.3757036626338959,0.22961099445819855,0.26626327633857727,0.23047928512096405,0.26626327633857727,0.24602696299552917,0.26664066314697266,0.26626327633857727,0.13463157415390015,0.3413417339324951,0.3001094460487366,0.24251358211040497,0.1767050176858902,0.12401245534420013
predatory,0.3308602273464203,0.845302164554596,0.21024534106254578,0.28665468096733093,0.26166200637817383,0.3699386715888977,0.2209930717945099,0.28665468096733093,0.21214400231838226,0.21490462124347687,0.3230232298374176,0.21490462124347687,0.20629052817821503,0.3816414177417755,0.21490462124347687,0.22653597593307495,0.2139260172843933,0.1951882690191269,0.24006535112857819,0.2703111171722412,0.17665377259254456
creatures,0.2884843349456787,0.4213016629219055,0.20575933158397675,0.26411399245262146,0.2752622663974762,0.33201831579208374,0.23278410732746124,0.26411399245262146,0.25269484519958496,0.24357925355434418,0.16770197451114655,0.24357925355434418,0.3237453103065491,0.2669631540775299,0.24357925355434418,0.2478482574224472,0.2768602967262268,0.26118817925453186,0.32094472646713257,0.25847551226615906,0.23963794112205505
are,0.3467932939529419,0.28808221220970154,0.39081433415412903,0.40399202704429626,0.15230076014995575,0.2730858027935028,0.5140694975852966,0.40399202704429626,0.1641685962677002,0.4062570035457611,0.21298635005950928,0.4062570035457611,0.48576638102531433,0.23736612498760223,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.42537835240364075,0.5932393670082092,0.4108889698982239,0.24591213464736938
the,0.3828733265399933,0.26153966784477234,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.2951717972755432,1.0,0.22393541038036346,0.4933079481124878,0.2385171800851822,0.4933079481124878,0.5171257257461548,0.25596168637275696,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.44152235984802246,0.3755223751068115,0.22068053483963013
black,0.23418627679347992,0.22754676640033722,0.23966942727565765,0.28466513752937317,0.1685827225446701,0.16380588710308075,0.13864131271839142,0.28466513752937317,0.2339548021554947,0.23807229101657867,0.30395081639289856,0.23807229101657867,0.24407927691936493,0.254942387342453,0.23807229101657867,0.12054000794887543,0.20887219905853271,0.1628401279449463,0.1947280913591385,0.16272729635238647,0.15159966051578522
caiman,0.2712383568286896,0.3704473376274109,0.22928903996944427,0.2690427899360657,0.3582983911037445,0.44545575976371765,0.2340715378522873,0.2690427899360657,0.3304356634616852,0.31317225098609924,0.39030909538269043,0.31317225098609924,0.2925267815589905,0.45063546299934387,0.31317225098609924,0.18053176999092102,0.2558751404285431,0.24199704825878143,0.2556830048561096,0.21668057143688202,0.2114240825176239
",",0.2263888567686081,0.20073826611042023,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.35606324672698975,0.4933079481124878,0.18840689957141876,1.0000001192092896,0.2799193561077118,1.0000001192092896,0.6633074283599854,0.2667151093482971,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4446498453617096,0.3094974756240845,0.31091248989105225
jaguar,0.2336675524711609,0.24411508440971375,0.19940178096294403,0.22393541038036346,0.23959825932979584,0.23842109739780426,0.0904657393693924,0.22393541038036346,1.0,0.18840689957141876,0.42717376351356506,0.18840689957141876,0.1924806833267212,0.36713576316833496,0.18840689957141876,0.09330523759126663,0.1910458207130432,0.26069170236587524,0.12038056552410126,0.14472855627536774,0.080424964427948
",",0.2263888567686081,0.20073826611042023,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.35606324672698975,0.4933079481124878,0.18840689957141876,1.0000001192092896,0.2799193561077118,1.0000001192092896,0.6633074283599854,0.2667151093482971,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4446498453617096,0.3094974756240845,0.31091248989105225
cougar,0.21815183758735657,0.36248257756233215,0.15296249091625214,0.2385171800851822,0.24247516691684723,0.25702032446861267,0.17692235112190247,0.2385171800851822,0.42717376351356506,0.2799193561077118,0.9999998807907104,0.2799193561077118,0.20467223227024078,0.3903793692588806,0.2799193561077118,0.09029651433229446,0.20512035489082336,0.18602009117603302,0.1285349726676941,0.1344866007566452,0.15081338584423065
",",0.2263888567686081,0.20073826611042023,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.35606324672698975,0.4933079481124878,0.18840689957141876,1.0000001192092896,0.2799193561077118,1.0000001192092896,0.6633074283599854,0.2667151093482971,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4446498453617096,0.3094974756240845,0.31091248989105225
and,0.3404269814491272,0.1998840868473053,0.5116966962814331,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.3915219306945801,0.5171257257461548,0.1924806833267212,0.6633074283599854,0.20467223227024078,0.6633074283599854,1.0,0.2376279979944229,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5504306554794312,0.35305824875831604,0.20544172823429108
anaconda,0.2683870494365692,0.3118882179260254,0.22234022617340088,0.25596168637275696,0.31580251455307007,0.3440103530883789,0.25293460488319397,0.25596168637275696,0.36713576316833496,0.2667151093482971,0.3903793692588806,0.2667151093482971,0.2376279979944229,1.0,0.2667151093482971,0.18520626425743103,0.19669847190380096,0.23908257484436035,0.18965455889701843,0.14401370286941528,0.15886007249355316
.,0.2304532378911972,0.22090430557727814,0.5352458953857422,0.5934505462646484,0.262887567281723,0.25713270902633667,0.21809983253479004,0.5934505462646484,0.19118669629096985,0.6812511086463928,0.24610430002212524,0.6812511086463928,0.588965117931366,0.23594129085540771,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.41511186957359314,0.41217929124832153,0.4130953550338745
