,how,many,universities,does,newcastle,have,?
the,0.33890387415885925,0.4335206151008606,0.2619408071041107,0.35928019881248474,0.2253497689962387,0.40389683842658997,0.22068053483963013
city,0.12024712562561035,0.21416836977005005,0.34206879138946533,0.10004369169473648,0.32860881090164185,0.154191792011261,0.13423943519592285
has,0.26820555329322815,0.4266262650489807,0.2231019288301468,0.42885294556617737,0.18862372636795044,0.6353569626808167,0.15994466841220856
two,0.2499001920223236,0.5147606730461121,0.24796339869499207,0.2100418359041214,0.15140333771705627,0.4498785734176636,0.19645625352859497
universities,0.13380388915538788,0.296996146440506,0.9999999403953552,0.17723217606544495,0.19832536578178406,0.215876504778862,0.16836881637573242
—,0.06700973957777023,0.03826156631112099,0.12520791590213776,0.12514856457710266,0.044582825154066086,0.12473703920841217,0.23527392745018005
newcastle,0.11517360806465149,0.17336907982826233,0.19832536578178406,0.12200397253036499,1.0000001192092896,0.136333167552948,0.0902252271771431
university,0.12992997467517853,0.19385361671447754,0.6843494176864624,0.09909145534038544,0.2205878645181656,0.1617986559867859,0.11887256056070328
and,0.33647966384887695,0.5296266674995422,0.3038506805896759,0.3461615741252899,0.20204751193523407,0.4711785912513733,0.20544172823429108
northumbria,0.14933039247989655,0.16647736728191376,0.17121464014053345,0.14837658405303955,0.35455697774887085,0.20411431789398193,0.18365557491779327
university,0.12992997467517853,0.19385361671447754,0.6843494176864624,0.09909145534038544,0.2205878645181656,0.1617986559867859,0.11887256056070328
.,0.3287222981452942,0.3974229395389557,0.2545505464076996,0.3022993505001068,0.2714749276638031,0.41614407300949097,0.4130953550338745
