,how,high,do,plague,fevers,run,?
the,0.33890387415885925,0.28034812211990356,0.30239659547805786,0.2537761330604553,0.2652446925640106,0.27883726358413696,0.22068053483963013
modern,0.15316444635391235,0.16705955564975739,0.1850697249174118,0.14019879698753357,0.1123235672712326,0.14931291341781616,0.12475407868623734
bubonic,0.1958223283290863,0.18096177279949188,0.25874224305152893,0.6634843349456787,0.5461357831954956,0.12745434045791626,0.21706949174404144
plague,0.16610242426395416,0.15712063014507294,0.15466199815273285,0.9999999403953552,0.4361240863800049,0.15561649203300476,0.11872942000627518
has,0.26820555329322815,0.21330732107162476,0.22084827721118927,0.11916206032037735,0.18197320401668549,0.20399263501167297,0.15994466841220856
a,0.29312583804130554,0.22865821421146393,0.26237669587135315,0.22077761590480804,0.19979442656040192,0.2607046067714691,0.23916715383529663
mortality,0.269733190536499,0.24349845945835114,0.16612960398197174,0.3367435932159424,0.34998801350593567,0.05964868888258934,0.18695609271526337
rate,0.2722127139568329,0.2929585874080658,0.2211182862520218,0.19315223395824432,0.2464059740304947,0.13272997736930847,0.1308269053697586
of,0.2480744868516922,0.2803038954734802,0.26150479912757874,0.27455615997314453,0.24983273446559906,0.2272813767194748,0.1826142966747284
30–75,0.27019503712654114,0.11516433954238892,0.22642166912555695,0.1607208400964737,0.11463745683431625,0.07154370844364166,0.269350528717041
%,0.1237400695681572,0.1862422674894333,0.18865665793418884,0.13837918639183044,0.20242908596992493,0.23156534135341644,0.21441808342933655
and,0.33647966384887695,0.2911888659000397,0.276123583316803,0.2229994833469391,0.24879387021064758,0.2711782455444336,0.20544172823429108
symptoms,0.28108468651771545,0.13597172498703003,0.2591025233268738,0.39422205090522766,0.5875551700592041,0.1468239426612854,0.23707963526248932
including,0.20270724594593048,0.1588810384273529,0.18796655535697937,0.25680461525917053,0.20015351474285126,0.20473334193229675,0.1633303165435791
fever,0.17135733366012573,0.2286665290594101,0.1465074121952057,0.4541141986846924,0.8166049122810364,0.12821274995803833,0.19472312927246094
of,0.2480744868516922,0.2803038954734802,0.26150479912757874,0.27455615997314453,0.24983273446559906,0.2272813767194748,0.1826142966747284
38–41,-0.08358369767665863,0.037047043442726135,-0.09289813786745071,-0.07937734574079514,0.017040656879544258,0.01225217990577221,-0.07617872953414917
°c,0.1447901725769043,0.24719463288784027,0.17406757175922394,0.14716140925884247,0.2984345853328705,0.09699726849794388,0.2095707356929779
(,0.1676948219537735,0.20521607995033264,0.24216170608997345,0.137485072016716,0.21226368844509125,0.1844223588705063,0.40561532974243164
100–106,-0.046782754361629486,-0.06735498458147049,0.05606788396835327,0.11261273920536041,0.09107540547847748,-0.06824064254760742,0.1267109513282776
°f,0.16955995559692383,0.2663457989692688,0.16649973392486572,0.19531701505184174,0.3349393308162689,0.09410613030195236,0.19986218214035034
),0.17939934134483337,0.18911464512348175,0.24460165202617645,0.1338484138250351,0.19297674298286438,0.1813306212425232,0.42300865054130554
",",0.22659391164779663,0.27938312292099,0.3283645510673523,0.2630122900009155,0.2560247778892517,0.2309936285018921,0.31091248989105225
headaches,0.3088608980178833,0.19505135715007782,0.2680579125881195,0.3611135184764862,0.6090396642684937,0.15885092318058014,0.25825217366218567
",",0.22659391164779663,0.27938312292099,0.3283645510673523,0.2630122900009155,0.2560247778892517,0.2309936285018921,0.31091248989105225
painful,0.2904696762561798,0.18422619998455048,0.28164878487586975,0.2886195182800293,0.47581008076667786,0.20014767348766327,0.22760862112045288
aching,0.22595834732055664,0.1917588710784912,0.19913102686405182,0.24600963294506073,0.3030461072921753,0.19531218707561493,0.20378543436527252
joints,0.23468634486198425,0.1706022173166275,0.23983056843280792,0.1742537021636963,0.42989081144332886,0.17585095763206482,0.1446373015642166
",",0.22659391164779663,0.27938312292099,0.3283645510673523,0.2630122900009155,0.2560247778892517,0.2309936285018921,0.31091248989105225
nausea,0.27879515290260315,0.1939888596534729,0.2872106432914734,0.39368879795074463,0.5827131271362305,0.19812747836112976,0.2684856951236725
and,0.33647966384887695,0.2911888659000397,0.276123583316803,0.2229994833469391,0.24879387021064758,0.2711782455444336,0.20544172823429108
vomiting,0.23937302827835083,0.17941917479038239,0.23857751488685608,0.362056165933609,0.5552655458450317,0.15766248106956482,0.2029505968093872
",",0.22659391164779663,0.27938312292099,0.3283645510673523,0.2630122900009155,0.2560247778892517,0.2309936285018921,0.31091248989105225
and,0.33647966384887695,0.2911888659000397,0.276123583316803,0.2229994833469391,0.24879387021064758,0.2711782455444336,0.20544172823429108
a,0.29312583804130554,0.22865821421146393,0.26237669587135315,0.22077761590480804,0.19979442656040192,0.2607046067714691,0.23916715383529663
general,0.19638104736804962,0.1854226440191269,0.20145048201084137,0.10879912227392197,0.09226280450820923,0.1766333281993866,0.1972234547138214
feeling,0.27784237265586853,0.12259206920862198,0.23941507935523987,0.18203769624233246,0.3029378354549408,0.10479629039764404,0.25650694966316223
of,0.2480744868516922,0.2803038954734802,0.26150479912757874,0.27455615997314453,0.24983273446559906,0.2272813767194748,0.1826142966747284
malaise,0.20224028825759888,0.15458045899868011,0.07080373913049698,0.26060721278190613,0.36250272393226624,0.09205245971679688,0.12751911580562592
.,0.3287222981452942,0.24301011860370636,0.3613996207714081,0.2547653317451477,0.22512362897396088,0.2739698588848114,0.4130953550338745
