,what,did,kenya,name,itself,on,december,12,",",1964,?
exactly,0.5801165103912354,0.2954261898994446,0.12623725831508636,0.1969551146030426,0.3038492202758789,0.27424904704093933,0.15304824709892273,0.14829400181770325,0.2190619707107544,-0.04152240231633186,0.35508325695991516
12,0.1696145385503769,0.11160892248153687,0.10184599459171295,0.2576245367527008,0.24258935451507568,0.14110936224460602,0.025661084800958633,1.0000001192092896,0.20046983659267426,-0.024096446111798286,0.10021790862083435
months,0.24954822659492493,0.29584890604019165,0.1735820323228836,0.15078459680080414,0.19301030039787292,0.3432474136352539,0.3557884693145752,0.11987766623497009,0.28694233298301697,-0.0014759546611458063,0.2804218530654907
later,0.2517229914665222,0.38386887311935425,0.15547238290309906,0.2509414553642273,0.27742069959640503,0.30872204899787903,0.3069380521774292,0.12451636791229248,0.35016918182373047,-0.1006547287106514,0.1417175978422165
on,0.34226128458976746,0.2670976221561432,0.18445201218128204,0.17627742886543274,0.2864828109741211,0.9999999403953552,0.3479952812194824,0.14110936224460602,0.49057599902153015,0.04964355379343033,0.2714994251728058
12,0.1696145385503769,0.11160892248153687,0.10184599459171295,0.2576245367527008,0.24258935451507568,0.14110936224460602,0.025661084800958633,1.0000001192092896,0.20046983659267426,-0.024096446111798286,0.10021790862083435
december,0.19304980337619781,0.2542226016521454,0.15531376004219055,0.12413579225540161,0.16928617656230927,0.3479952812194824,1.0,0.025661084800958633,0.4136100113391876,0.0020650667138397694,0.2480352818965912
1964,-0.0811573788523674,-0.1228223368525505,0.03199021890759468,0.015069526620209217,0.042100779712200165,0.04964355379343033,0.0020650667138397694,-0.024096446111798286,0.003217993536964059,1.0,0.041380032896995544
",",0.3087472915649414,0.3015086054801941,0.23432263731956482,0.28145334124565125,0.2783147692680359,0.49057599902153015,0.4136100113391876,0.20046983659267426,1.0000001192092896,0.003217993536964059,0.31091248989105225
kenya,0.18398970365524292,0.16214214265346527,1.0,0.14614726603031158,0.05917152762413025,0.18445201218128204,0.15531376004219055,0.10184599459171295,0.23432263731956482,0.03199021890759468,0.17197901010513306
became,0.1434093862771988,0.3632316589355469,0.18316404521465302,0.21985799074172974,0.13100413978099823,0.19448097050189972,0.21714653074741364,0.14418889582157135,0.2798398435115814,-0.04013361409306526,0.11374033987522125
a,0.3320399522781372,0.2552328109741211,0.1701713502407074,0.26421117782592773,0.4065200984477997,0.3848365545272827,0.24493688344955444,0.2757076025009155,0.427140474319458,-0.04855899140238762,0.23916715383529663
republic,0.18626701831817627,0.14819517731666565,0.2751295268535614,0.2097400575876236,0.22649124264717102,0.15945054590702057,0.2038387805223465,0.15839384496212006,0.24418231844902039,0.015832098200917244,0.16880398988723755
under,0.20154598355293274,0.20815621316432953,0.07996218651533127,0.28553691506385803,0.185562863945961,0.3075410723686218,0.1788802295923233,0.08907321840524673,0.24875585734844208,0.10214608907699585,0.18233340978622437
the,0.42745697498321533,0.34736719727516174,0.21657514572143555,0.3171212375164032,0.45971640944480896,0.5107308030128479,0.23266014456748962,0.28907760977745056,0.4933079481124878,-0.01880853809416294,0.22068053483963013
name,0.18623162806034088,0.17557460069656372,0.14614726603031158,1.0,0.20301838219165802,0.17627742886543274,0.12413579225540161,0.2576245367527008,0.28145334124565125,0.015069526620209217,0.15381577610969543
``,0.008517155423760414,-0.029888948425650597,0.06875105202198029,0.1001104861497879,0.11195911467075348,-0.03274054825305939,0.025339793413877487,0.08906358480453491,0.09681109338998795,0.03757302090525627,0.0685480609536171
republic,0.18626701831817627,0.14819517731666565,0.2751295268535614,0.2097400575876236,0.22649124264717102,0.15945054590702057,0.2038387805223465,0.15839384496212006,0.24418231844902039,0.015832098200917244,0.16880398988723755
of,0.33290785551071167,0.2513895630836487,0.22226637601852417,0.24075818061828613,0.3157202899456024,0.3966929316520691,0.1503814309835434,0.2886716425418854,0.4946078956127167,0.008202686905860901,0.1826142966747284
kenya,0.18398970365524292,0.16214214265346527,1.0,0.14614726603031158,0.05917152762413025,0.18445201218128204,0.15531376004219055,0.10184599459171295,0.23432263731956482,0.03199021890759468,0.17197901010513306
'',0.08143015950918198,0.01978493109345436,-0.08265174180269241,0.003883055876940489,-0.05512392148375511,0.04238596186041832,-0.11344960331916809,0.046139854937791824,-0.037358131259679794,-0.07979007065296173,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.24234211444854736,0.24737101793289185,0.28960058093070984,0.49257001280784607,0.3439200222492218,0.20240069925785065,0.6812511086463928,-0.07040447741746902,0.4130953550338745
