,what,was,tampa,'s,primary,abc,affiliate,prior,to,1994,?
kqtv,0.19322709739208221,0.20463499426841736,0.2769564390182495,0.1279727816581726,0.08163269609212875,0.46537578105926514,0.3703618347644806,0.2401084303855896,0.23120874166488647,0.008737259544432163,0.2334170937538147
is,0.28837618231773376,0.5810302495956421,0.1641387939453125,0.02396530658006668,0.23824772238731384,0.16037321090698242,0.10908813774585724,0.14228065311908722,0.42745086550712585,-0.05395297333598137,0.22961433231830597
licensed,0.17758744955062866,0.2002338171005249,0.18414367735385895,0.008437035605311394,0.15755915641784668,0.18104086816310883,0.2481568306684494,0.3220951557159424,0.20018132030963898,0.02702810801565647,0.16613826155662537
to,0.455847829580307,0.3636345863342285,0.2329593151807785,0.03782717138528824,0.27388349175453186,0.1762417107820511,0.23261301219463348,0.264421671628952,1.0,0.0856473445892334,0.29463258385658264
st.,0.10219959169626236,0.17142929136753082,0.09419307857751846,0.045316148549318314,0.06395561248064041,0.08101978898048401,0.07261184602975845,0.11914941668510437,0.20982599258422852,-0.04510638490319252,0.13592876493930817
joseph,0.20494906604290009,0.29824966192245483,0.16421093046665192,0.07943470776081085,0.11536043882369995,0.10818171501159668,0.13695763051509857,0.15223941206932068,0.1829531341791153,0.04891844838857651,0.08421234786510468
",",0.3087472915649414,0.45456063747406006,0.24396266043186188,-0.0016132977325469255,0.2565748989582062,0.2097204476594925,0.20519042015075684,0.27105793356895447,0.44245919585227966,0.14125534892082214,0.31091248989105225
missouri,0.10127124935388565,0.24931667745113373,0.3242471218109131,0.025960145518183708,0.16013304889202118,0.20930403470993042,0.24226661026477814,0.19364221394062042,0.1851053535938263,0.046609487384557724,0.12270703911781311
",",0.3087472915649414,0.45456063747406006,0.24396266043186188,-0.0016132977325469255,0.2565748989582062,0.2097204476594925,0.20519042015075684,0.27105793356895447,0.44245919585227966,0.14125534892082214,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.17100752890110016,0.03856118768453598,0.3064635396003723,0.1991286277770996,0.13397137820720673,0.22628402709960938,0.5345056653022766,-0.13012166321277618,0.25814583897590637
is,0.28837618231773376,0.5810302495956421,0.1641387939453125,0.02396530658006668,0.23824772238731384,0.16037321090698242,0.10908813774585724,0.14228065311908722,0.42745086550712585,-0.05395297333598137,0.22961433231830597
designated,0.06610333919525146,0.20730479061603546,0.23240451514720917,-0.04129781201481819,0.1747569590806961,0.15895704925060272,0.25282490253448486,0.19476628303527832,0.194892019033432,-0.08884242177009583,0.1318070888519287
by,0.2455483376979828,0.4752357602119446,0.18762066960334778,-0.010884488001465797,0.21170571446418762,0.17600902915000916,0.06732604652643204,0.2645944356918335,0.33534231781959534,-0.017818160355091095,0.17966607213020325
nielsen,0.10549932718276978,0.1787678301334381,0.23416760563850403,0.07353013753890991,0.10707000643014908,0.25826773047447205,0.16202785074710846,0.13549916446208954,0.1356838047504425,-0.009169849567115307,0.08409283310174942
as,0.31749409437179565,0.3677520453929901,0.22247660160064697,-0.05775856226682663,0.2169201374053955,0.2286096066236496,0.19680941104888916,0.2475208342075348,0.42092081904411316,0.010747266933321953,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.16477473080158234,0.04866964742541313,0.23038449883460999,0.21331243216991425,0.15037991106510162,0.22647660970687866,0.45503583550453186,0.01061528455466032,0.23916715383529663
separate,0.33215096592903137,0.1980229765176773,0.05422841012477875,0.03854526951909065,0.23108211159706116,0.09727618843317032,0.18554328382015228,0.21643990278244019,0.3234710395336151,-0.12155899405479431,0.16835719347000122
market,0.12116116285324097,0.2252027839422226,0.16645240783691406,0.07352017611265182,0.17407755553722382,0.10615630447864532,0.089150071144104,0.16389605402946472,0.23798635601997375,0.03277033194899559,0.12805593013763428
from,0.2737620174884796,0.31171464920043945,0.12424685806035995,-0.01936490088701248,0.22633430361747742,0.12159302085638046,0.1698518693447113,0.24914854764938354,0.4069952368736267,0.04213053360581398,0.19969791173934937
kansas,0.19200700521469116,0.2310919612646103,0.36857160925865173,0.019856665283441544,0.20892994105815887,0.20425036549568176,0.2741975486278534,0.19206279516220093,0.17932894825935364,0.0215411689132452,0.17499800026416779
city,0.17493832111358643,0.3188765048980713,0.2984043061733246,0.004406440537422895,0.12276871502399445,0.2157231718301773,0.2306055873632431,0.11932358890771866,0.20300441980361938,0.060580380260944366,0.13423943519592285
despite,0.1825345903635025,0.3650621473789215,0.14172330498695374,0.05400807410478592,0.16349457204341888,0.12051708251237869,0.1733938604593277,0.3048117756843567,0.3584847152233124,0.013938344083726406,0.14350546896457672
being,0.3760843276977539,0.5201660394668579,0.2046656310558319,-0.055871423333883286,0.1616741418838501,0.10816651582717896,0.13563944399356842,0.2848459482192993,0.4514104127883911,0.03158261254429817,0.26743772625923157
located,0.2034616470336914,0.20133289694786072,0.18143831193447113,-0.031078986823558807,0.20916847884655,0.12305215001106262,0.2526513636112213,0.1958507001399994,0.20850814878940582,-0.11203751713037491,0.08983194828033447
within,0.2498195916414261,0.19280311465263367,0.10842027515172958,-0.01527355331927538,0.19679227471351624,0.07063239067792892,0.23920424282550812,0.2871227562427521,0.34980177879333496,-0.13543057441711426,0.1870293766260147
55,-0.04603438824415207,0.014333844184875488,0.06318951398134232,0.061367668211460114,0.11301106959581375,0.056545041501522064,0.0373329296708107,-0.019951263442635536,0.02756233513355255,-0.03179866448044777,-0.008884507231414318
miles,0.1893789917230606,0.1818082183599472,0.182630255818367,-0.0059337555430829525,0.16289497911930084,0.13062463700771332,0.09036438167095184,0.06749308109283447,0.2342754453420639,-0.11349454522132874,0.09363767504692078
(,0.2411840260028839,0.2980341613292694,0.20445792376995087,0.0012731997994706035,0.21913397312164307,0.183883935213089,0.19882215559482574,0.2112622708082199,0.30882009863853455,0.07292646169662476,0.40561532974243164
89,0.1313302367925644,0.15807123482227325,0.2142086923122406,0.006305416580289602,0.09163697808980942,0.16900640726089478,0.20769646763801575,0.12171462178230286,0.17839358747005463,0.06484482437372208,0.13874289393424988
km,0.1805391013622284,0.19512154161930084,0.14212889969348907,0.07796657085418701,0.13574513792991638,0.1141008660197258,0.10318604856729507,0.025894464924931526,0.19593966007232666,-0.15061569213867188,0.08180338144302368
),0.26259949803352356,0.3267642855644226,0.18780924379825592,0.021107977256178856,0.19666743278503418,0.18381085991859436,0.19913357496261597,0.20447492599487305,0.31236231327056885,0.10327751189470291,0.42300865054130554
of,0.33290785551071167,0.4069072902202606,0.12850572168827057,-0.03817026689648628,0.23414276540279388,0.14607268571853638,0.19963958859443665,0.3183474540710449,0.41548454761505127,-0.07057395577430725,0.1826142966747284
one,0.376489520072937,0.3752199709415436,0.12907886505126953,0.06913424283266068,0.18737681210041046,0.1300981342792511,0.19072313606739044,0.23925508558750153,0.4025384783744812,-0.03193332627415657,0.2673267424106598
another,0.4190070629119873,0.34961897134780884,0.16977275907993317,0.026405371725559235,0.276549756526947,0.16896098852157593,0.08644537627696991,0.18629679083824158,0.48769932985305786,0.011882469989359379,0.295511931180954
",",0.3087472915649414,0.45456063747406006,0.24396266043186188,-0.0016132977325469255,0.2565748989582062,0.2097204476594925,0.20519042015075684,0.27105793356895447,0.44245919585227966,0.14125534892082214,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.20587322115898132,0.0011869525769725442,0.1894138604402542,0.14978811144828796,0.1774560958147049,0.32266852259635925,0.43899232149124146,0.033185768872499466,0.21076419949531555
