,how,many,yards,did,brad,nortman,'s,punt,travel,?
newton,0.2514588236808777,0.1828424632549286,0.29241275787353516,0.23863376677036285,0.1723887175321579,0.2680770456790924,0.027833467349410057,0.26499101519584656,0.08829537034034729,0.09645649790763855
completed,0.2009071707725525,0.13555161654949188,0.3045698404312134,0.2574852406978607,0.13406623899936676,0.1626732498407364,-0.016786985099315643,0.17913641035556793,0.15567736327648163,0.08272653818130493
4,-0.09503452479839325,-0.054631516337394714,0.07878641039133072,0.0646207332611084,-0.01263650506734848,0.07739254087209702,-0.0858617052435875,0.11834168434143066,0.0018949664663523436,0.010515431873500347
of,0.2480744868516922,0.37253960967063904,0.14466260373592377,0.2513895630836487,0.10343866795301437,0.25880298018455505,-0.03817026689648628,0.18623360991477966,0.23167268931865692,0.1826142966747284
4,-0.09503452479839325,-0.054631516337394714,0.07878641039133072,0.0646207332611084,-0.01263650506734848,0.07739254087209702,-0.0858617052435875,0.11834168434143066,0.0018949664663523436,0.010515431873500347
passes,0.2305745780467987,0.09871689230203629,0.3818858563899994,0.11102328449487686,0.07506244629621506,0.17593860626220703,-0.03783649578690529,0.2924947142601013,0.3124566972255707,0.09716983139514923
for,0.3308170735836029,0.40972793102264404,0.21746347844600677,0.318512886762619,0.24995790421962738,0.22955100238323212,-0.07241261005401611,0.18573349714279175,0.23101238906383514,0.264628142118454
51,-0.0459023080766201,0.007035704795271158,0.08735772222280502,0.06295913457870483,0.08247345685958862,0.05051913484930992,0.00698111904785037,0.03639368712902069,0.0022654812783002853,-0.06252402067184448
yards,0.1345205456018448,0.13134367763996124,1.0,0.11230118572711945,0.2527068257331848,0.20976132154464722,0.0408332459628582,0.468953937292099,0.18829579651355743,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.22108176350593567,0.34479495882987976,0.16625285148620605,0.29629021883010864,0.06895173341035843,0.1890208125114441,0.24324584007263184,0.20544172823429108
rushed,0.16906850039958954,0.20464296638965607,0.41454800963401794,0.24934585392475128,0.19590482115745544,0.0992790013551712,-0.07089929282665253,0.24084019660949707,0.1384209841489792,0.10077773034572601
twice,0.21883222460746765,0.24584728479385376,0.2703695297241211,0.2345123291015625,0.08187585324048996,0.1935572326183319,-0.08582408726215363,0.2018575221300125,0.13710254430770874,0.16248004138469696
for,0.3308170735836029,0.40972793102264404,0.21746347844600677,0.318512886762619,0.24995790421962738,0.22955100238323212,-0.07241261005401611,0.18573349714279175,0.23101238906383514,0.264628142118454
25,0.07429084926843643,0.11531345546245575,0.19954921305179596,0.19968153536319733,0.03679655119776726,-0.0004568598815239966,0.06924083083868027,0.06773417443037033,0.086750827729702,0.09614268690347672
yards,0.1345205456018448,0.13134367763996124,1.0,0.11230118572711945,0.2527068257331848,0.20976132154464722,0.0408332459628582,0.468953937292099,0.18829579651355743,0.12453813850879669
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.19512468576431274,0.3420696556568146,-0.0016132977325469255,0.21826523542404175,0.2159072756767273,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.2172633707523346,0.3330625295639038,0.1846178025007248,0.23380178213119507,0.0011869525769725442,0.20452038943767548,0.20028352737426758,0.21076419949531555
jonathan,0.207630917429924,0.1268540769815445,0.09878552705049515,0.1912205070257187,0.3101654052734375,0.23638561367988586,0.01558009348809719,0.07968819886445999,0.1410972774028778,0.15653139352798462
stewart,0.1742994338274002,0.14387744665145874,0.17841756343841553,0.21499890089035034,0.3366226553916931,0.3069346249103546,0.10451090335845947,0.16336192190647125,0.15929248929023743,0.11473192274570465
finished,0.18142320215702057,0.15678347647190094,0.2438107579946518,0.34182655811309814,0.14982251822948456,0.12961751222610474,0.008866960182785988,0.12121407687664032,0.10995088517665863,0.14789283275604248
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,0.15679414570331573,0.30705687403678894,-0.01540423184633255,0.2358638495206833,0.2857808768749237,0.22068053483963013
drive,0.1935412734746933,0.18613727390766144,0.2445821315050125,0.1745801717042923,0.24846094846725464,0.2037467658519745,0.051911450922489166,0.16820724308490753,0.21971608698368073,0.11447915434837341
with,0.3525622487068176,0.35744401812553406,0.14512313902378082,0.25472134351730347,0.15001504123210907,0.2627406716346741,-0.04624466598033905,0.14722439646720886,0.14772900938987732,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.2552328109741211,0.18648700416088104,0.29196542501449585,0.04866964742541313,0.202503502368927,0.2213185727596283,0.23916715383529663
1-yard,0.24030393362045288,0.2006685435771942,0.5383393168449402,0.18140347301959991,0.2936980426311493,0.2778044641017914,0.03561348840594292,0.33784785866737366,0.23560458421707153,0.1193876713514328
touchdown,0.1383858025074005,0.0646008551120758,0.6753588914871216,0.1660659909248352,0.2859421372413635,0.2650936245918274,0.028220493346452713,0.47540760040283203,0.14311575889587402,0.12741123139858246
run,0.2245650738477707,0.24698178470134735,0.2157886028289795,0.2303875833749771,0.16426678001880646,0.17122609913349152,0.017889494076371193,0.18099002540111542,0.2705271244049072,0.17904110252857208
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.19512468576431274,0.3420696556568146,-0.0016132977325469255,0.21826523542404175,0.2159072756767273,0.31091248989105225
cutting,0.2312716394662857,0.25936827063560486,0.23584473133087158,0.10810140520334244,0.1785845309495926,0.1095811277627945,-0.08196442574262619,0.1985948234796524,0.17789435386657715,0.07885761559009552
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,0.15679414570331573,0.30705687403678894,-0.01540423184633255,0.2358638495206833,0.2857808768749237,0.22068053483963013
score,0.21145649254322052,0.06875400245189667,0.2295611947774887,0.1936793327331543,0.22783057391643524,0.1906941682100296,0.06112585589289665,0.12903451919555664,0.12386716157197952,0.199510395526886
to,0.44169697165489197,0.40243685245513916,0.1612969934940338,0.4452643394470215,0.1706085503101349,0.2667658030986786,0.03782717138528824,0.26177287101745605,0.324314147233963,0.29463258385658264
10–7,0.22147424519062042,0.11533179134130478,0.059250976890325546,0.019936665892601013,-0.11275053024291992,-0.03129987791180611,-0.09301035851240158,0.04660427197813988,0.051670756191015244,0.29080602526664734
with,0.3525622487068176,0.35744401812553406,0.14512313902378082,0.25472134351730347,0.15001504123210907,0.2627406716346741,-0.04624466598033905,0.14722439646720886,0.14772900938987732,0.2433311939239502
11:28,-0.03338530659675598,0.09785725921392441,0.033696770668029785,0.027782781049609184,0.02103284001350403,0.026336463168263435,0.011906062252819538,0.0012456777039915323,0.02832666225731373,-0.040974948555231094
left,0.186065211892128,0.15492984652519226,0.20534203946590424,0.27335280179977417,0.14748291671276093,0.08871686458587646,0.0003564352518878877,0.10009807348251343,0.19242669641971588,0.13251960277557373
in,0.2601168751716614,0.41474202275276184,0.14206624031066895,0.2593238651752472,0.16381125152111053,0.2928380072116852,-0.037580832839012146,0.16382674872875214,0.22463937103748322,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,0.15679414570331573,0.30705687403678894,-0.01540423184633255,0.2358638495206833,0.2857808768749237,0.22068053483963013
second,0.16459402441978455,0.1634775847196579,0.210638165473938,0.20727969706058502,0.13257715106010437,0.23711805045604706,-0.060212843120098114,0.16659589111804962,0.15209774672985077,0.17239587008953094
quarter,0.16386651992797852,0.17006465792655945,0.32110607624053955,0.13370782136917114,0.11416899412870407,0.1873168647289276,0.027195217087864876,0.3431684374809265,0.14266656339168549,0.1356993168592453
.,0.3287222981452942,0.3974229395389557,0.17664551734924316,0.35288307070732117,0.17018912732601166,0.3173682987689972,-0.003708066651597619,0.1972125768661499,0.22954578697681427,0.4130953550338745
,how,many,yards,did,brad,nortman,'s,punt,travel,?
later,0.2534695267677307,0.3450429439544678,0.18756605684757233,0.38386887311935425,0.21458877623081207,0.20831115543842316,0.05591587722301483,0.16313304007053375,0.17766493558883667,0.1417175978422165
on,0.32655060291290283,0.32520127296447754,0.15043845772743225,0.2670976221561432,0.1593211591243744,0.21539638936519623,0.0026888418942689896,0.18556265532970428,0.22256895899772644,0.2714994251728058
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.19512468576431274,0.3420696556568146,-0.0016132977325469255,0.21826523542404175,0.2159072756767273,0.31091248989105225
broncos,0.11217407882213593,0.1706678420305252,0.4475782513618469,0.1738176792860031,0.3052792251110077,0.2814079225063324,-0.037254199385643005,0.3484871983528137,0.1587352454662323,0.18377114832401276
receiver,0.1772366464138031,0.14212487637996674,0.3680224120616913,0.15293848514556885,0.23293086886405945,0.3175806999206543,-0.06732934713363647,0.31962427496910095,0.15426529943943024,0.11587938666343689
jordan,0.1386846899986267,0.17719495296478271,0.19474144279956818,0.16887551546096802,0.24073469638824463,0.21832408010959625,-0.07075484842061996,0.16792544722557068,0.040007334202528,0.10991371423006058
norwood,0.07598644495010376,0.16396178305149078,0.30871152877807617,0.15406884253025055,0.2957954704761505,0.439775675535202,-0.0029412375297397375,0.17939233779907227,0.1724054366350174,0.14529889822006226
received,0.09265316277742386,0.2257511019706726,0.18189652264118195,0.3125181496143341,0.14655111730098724,0.23748183250427246,-0.07378163188695908,0.10430052876472473,0.12518982589244843,0.11905962228775024
brad,0.18615949153900146,0.1342015117406845,0.2527068257331848,0.11875710636377335,1.0,0.40392470359802246,0.051325324922800064,0.1458459198474884,0.10071239620447159,0.12968935072422028
nortman,0.18731644749641418,0.17131225764751434,0.20976132154464722,0.1443064957857132,0.40392470359802246,0.9999998807907104,-0.031077593564987183,0.25227296352386475,0.1786094605922699,0.18721170723438263
's,-0.026164190843701363,0.01698932610452175,0.0408332459628582,0.05069678649306297,0.051325324922800064,-0.031077593564987183,0.9999999403953552,0.04587121307849884,0.04376646503806114,-0.023395681753754616
short,0.17548030614852905,0.26838254928588867,0.1712842583656311,0.2026156783103943,0.08279506117105484,0.18942515552043915,0.08013956993818283,0.17701910436153412,0.2585712671279907,0.16194626688957214
28-yard,0.24499881267547607,0.2014978677034378,0.5010285973548889,0.17931823432445526,0.2685472071170807,0.27240246534347534,0.013504965230822563,0.3293151259422302,0.19673505425453186,0.08621306717395782
punt,0.17215994000434875,0.13361568748950958,0.468953937292099,0.11398918181657791,0.1458459198474884,0.25227296352386475,0.04587121307849884,1.0,0.18034523725509644,0.1629500389099121
surrounded,0.10506618767976761,0.23879477381706238,0.15869830548763275,0.10869170725345612,0.09981635212898254,0.15362761914730072,0.0396941602230072,0.11221067607402802,0.17131634056568146,-0.022393958643078804
by,0.34370526671409607,0.3409687578678131,0.1708054542541504,0.18574509024620056,0.18655458092689514,0.21762582659721375,-0.010884488001465797,0.1608380228281021,0.20530667901039124,0.17966607213020325
