,which,group,seeks,to,reconceive,and,promote,biblical,holiness,in,today,'s,church,?
the,0.6521818041801453,0.30795547366142273,0.2753336727619171,0.535392165184021,0.29543396830558777,0.5171257257461548,0.2408624291419983,0.20867225527763367,0.2410513013601303,0.6662389636039734,0.35740926861763,-0.01540423184633255,0.23846197128295898,0.22068053483963013
umc,0.22190320491790771,0.22276800870895386,0.23522624373435974,0.23076260089874268,0.22725720703601837,0.21982228755950928,0.1655687689781189,0.27434802055358887,0.3113088607788086,0.15436193346977234,0.28416013717651367,-0.057754456996917725,0.20494024455547333,0.2609967589378357
is,0.4457404911518097,0.22153858840465546,0.23242413997650146,0.42745086550712585,0.22366482019424438,0.3859752118587494,0.1833173632621765,0.16487576067447662,0.1593778431415558,0.5394441485404968,0.3404538929462433,0.02396530658006668,0.203276589512825,0.22961433231830597
also,0.6566565632820129,0.3116292357444763,0.2578553557395935,0.5348826050758362,0.24959105253219604,0.5755972862243652,0.2673132121562958,0.23055727779865265,0.2728017270565033,0.5073733329772949,0.44338786602020264,-0.0014726108638569713,0.21634946763515472,0.21848613023757935
a,0.56894451379776,0.2594761848449707,0.2667735815048218,0.45503583550453186,0.25184983015060425,0.3739250600337982,0.2129819095134735,0.11185035854578018,0.16373175382614136,0.539380669593811,0.2396019846200943,0.04866964742541313,0.19588641822338104,0.23916715383529663
member,0.19141918420791626,0.43751513957977295,0.20276428759098053,0.19456195831298828,0.23122234642505646,0.28606608510017395,0.19187960028648376,0.06286673247814178,0.10124561935663223,0.20856694877147675,0.17124539613723755,-0.031640440225601196,0.13102787733078003,0.06826172769069672
of,0.5011631846427917,0.25542253255844116,0.2779138684272766,0.41548454761505127,0.284828782081604,0.5116966962814331,0.22270441055297852,0.2500237822532654,0.25999584794044495,0.5696388483047485,0.3291318118572235,-0.03817026689648628,0.3079429268836975,0.1826142966747284
the,0.6521818041801453,0.30795547366142273,0.2753336727619171,0.535392165184021,0.29543396830558777,0.5171257257461548,0.2408624291419983,0.20867225527763367,0.2410513013601303,0.6662389636039734,0.35740926861763,-0.01540423184633255,0.23846197128295898,0.22068053483963013
wesleyan,0.2672821581363678,0.12999171018600464,0.18853475153446198,0.26133567094802856,0.21950498223304749,0.26126691699028015,0.15189912915229797,0.3107677698135376,0.34210678935050964,0.30343031883239746,0.2491757869720459,-0.01846781186759472,0.38715294003486633,0.15342922508716583
holiness,0.28850802779197693,0.15800879895687103,0.32277601957321167,0.22553221881389618,0.3457059860229492,0.20142486691474915,0.24804040789604187,0.4653814136981964,0.9999998807907104,0.2231946736574173,0.16634011268615723,0.013374271802604198,0.38059335947036743,0.22063405811786652
consortium,0.24146662652492523,0.24422436952590942,0.15728040039539337,0.17120765149593353,0.22825837135314941,0.23358505964279175,0.26590868830680847,0.14900410175323486,0.17386415600776672,0.16420601308345795,0.17648480832576752,0.03133011609315872,0.14175201952457428,0.12730471789836884
",",0.3658004403114319,0.2809832692146301,0.18343710899353027,0.44245919585227966,0.2719917893409729,0.6633074283599854,0.27121588587760925,0.20474766194820404,0.1736684888601303,0.5201468467712402,0.3282252550125122,-0.0016132977325469255,0.2707274258136749,0.31091248989105225
which,1.0,0.32466647028923035,0.2542690634727478,0.5345056653022766,0.3043515384197235,0.506277859210968,0.23700366914272308,0.23216992616653442,0.28850802779197693,0.4840516746044159,0.3886263072490692,0.03856118768453598,0.20821009576320648,0.25814583897590637
seeks,0.2542690634727478,0.17460548877716064,1.0000001192092896,0.3406122028827667,0.34589776396751404,0.26013293862342834,0.3608721196651459,0.1880204677581787,0.32277601957321167,0.17537598311901093,0.07332206517457962,0.07112549990415573,0.12747880816459656,0.1662053018808365
to,0.5345056653022766,0.2672896385192871,0.3406122028827667,1.0,0.36663559079170227,0.48971283435821533,0.3513890206813812,0.21796278655529022,0.22553221881389618,0.45010748505592346,0.3122048079967499,0.03782717138528824,0.24439501762390137,0.29463258385658264
reconceive,0.3043515384197235,0.16604101657867432,0.34589776396751404,0.36663559079170227,1.0,0.2418517917394638,0.3451179563999176,0.3464047312736511,0.3457059860229492,0.16568471491336823,0.21007226407527924,-0.004120320547372103,0.3067087233066559,0.22475950419902802
and,0.506277859210968,0.3510662019252777,0.26013293862342834,0.48971283435821533,0.2418517917394638,1.0,0.2518306374549866,0.21185402572155,0.20142486691474915,0.4954058527946472,0.37503334879875183,0.06895173341035843,0.1976170688867569,0.20544172823429108
promote,0.23700366914272308,0.21510271728038788,0.3608721196651459,0.3513890206813812,0.3451179563999176,0.2518306374549866,0.9999998807907104,0.14814500510692596,0.24804040789604187,0.22624702751636505,0.1991005539894104,-0.00029306893702596426,0.14891493320465088,0.23677967488765717
biblical,0.23216992616653442,0.08687230199575424,0.1880204677581787,0.21796278655529022,0.3464047312736511,0.21185402572155,0.14814500510692596,1.0,0.4653814136981964,0.13338269293308258,0.21957919001579285,0.0188311580568552,0.36732062697410583,0.1909967064857483
holiness,0.28850802779197693,0.15800879895687103,0.32277601957321167,0.22553221881389618,0.3457059860229492,0.20142486691474915,0.24804040789604187,0.4653814136981964,0.9999998807907104,0.2231946736574173,0.16634011268615723,0.013374271802604198,0.38059335947036743,0.22063405811786652
in,0.4840516746044159,0.2304753065109253,0.17537598311901093,0.45010748505592346,0.16568471491336823,0.4954058527946472,0.22624702751636505,0.13338269293308258,0.2231946736574173,1.0,0.3300545811653137,-0.037580832839012146,0.2493300437927246,0.20430970191955566
today,0.3886263072490692,0.18971599638462067,0.07332206517457962,0.3122048079967499,0.21007226407527924,0.37503334879875183,0.1991005539894104,0.21957919001579285,0.16634011268615723,0.3300545811653137,1.0000001192092896,-0.017862282693386078,0.24520598351955414,0.17338968813419342
's,0.03856118768453598,-0.01093533169478178,0.07112549990415573,0.03782717138528824,-0.004120320547372103,0.06895173341035843,-0.00029306893702596426,0.0188311580568552,0.013374271802604198,-0.037580832839012146,-0.017862282693386078,0.9999999403953552,0.023664841428399086,-0.023395681753754616
church,0.20821009576320648,0.14028063416481018,0.12747880816459656,0.24439501762390137,0.3067087233066559,0.1976170688867569,0.14891493320465088,0.36732062697410583,0.38059335947036743,0.2493300437927246,0.24520598351955414,0.023664841428399086,0.9999999403953552,0.18081501126289368
.,0.45942068099975586,0.27268800139427185,0.19360657036304474,0.4645031690597534,0.23513561487197876,0.588965117931366,0.2479933649301529,0.15590158104896545,0.17490829527378082,0.5591574311256409,0.30348071455955505,-0.003708066651597619,0.28898224234580994,0.4130953550338745
