,after,the,rhine,emerges,from,lake,constance,",",what,direction,does,it,flow,?
the,0.4565047025680542,1.0,0.30735138058662415,0.31405022740364075,0.40150508284568787,0.24325428903102875,0.23177717626094818,0.4933079481124878,0.42745697498321533,0.28851455450057983,0.35928019881248474,0.6251175999641418,0.314039409160614,0.22068053483963013
rhine,0.19789908826351166,0.30735138058662415,1.0,0.12692593038082123,0.2181936800479889,0.22246339917182922,0.33406126499176025,0.167837992310524,0.16475653648376465,0.18879841268062592,0.13532963395118713,0.17693428695201874,0.20253489911556244,0.13754533231258392
emerges,0.2876134216785431,0.31405022740364075,0.12692593038082123,1.0000001192092896,0.22451725602149963,0.21355454623699188,0.04979810118675232,0.20277588069438934,0.20366497337818146,0.14999310672283173,0.21080607175827026,0.22619155049324036,0.3138720989227295,0.10154369473457336
from,0.4051513373851776,0.40150508284568787,0.2181936800479889,0.22451725602149963,1.0,0.1707027703523636,0.13637632131576538,0.39760664105415344,0.2737620174884796,0.19012711942195892,0.1777622550725937,0.325604110956192,0.21963053941726685,0.19969791173934937
lake,0.22671394050121307,0.24325428903102875,0.22246339917182922,0.21355454623699188,0.1707027703523636,1.0000001192092896,0.30982735753059387,0.2802521586418152,0.17778855562210083,0.11743859201669693,0.10660015791654587,0.21701118350028992,0.283983439207077,0.07226386666297913
constance,0.19419339299201965,0.23177717626094818,0.33406126499176025,0.04979810118675232,0.13637632131576538,0.30982735753059387,1.0,0.3135715425014496,0.143944650888443,0.2601450979709625,0.08125069737434387,0.15667074918746948,0.2329467087984085,0.1427515298128128
",",0.38860568404197693,0.4933079481124878,0.167837992310524,0.20277588069438934,0.39760664105415344,0.2802521586418152,0.3135715425014496,1.0000001192092896,0.3087472915649414,0.23287029564380646,0.28617382049560547,0.48329564929008484,0.23027558624744415,0.31091248989105225
flows,0.16856206953525543,0.32405155897140503,0.2871347963809967,0.3226756155490875,0.247153639793396,0.4263954162597656,0.25149771571159363,0.2638954818248749,0.14294633269309998,0.2956741750240326,0.23165354132652283,0.30584630370140076,0.6895013451576233,0.11636040359735489
generally,0.194672092795372,0.41466525197029114,0.15703576803207397,0.18545258045196533,0.28208622336387634,0.12112592905759811,0.10535047203302383,0.29679131507873535,0.40614598989486694,0.2586592137813568,0.38465455174446106,0.43426820635795593,0.25359684228897095,0.23411904275417328
westward,0.25157785415649414,0.30838510394096375,0.2743622064590454,0.24911488592624664,0.22624392807483673,0.24026253819465637,0.19965772330760956,0.22079868614673615,0.2100256085395813,0.3847985863685608,0.090976782143116,0.30359283089637756,0.31369537115097046,0.12436557561159134
