,what,was,found,to,be,at,fault,for,the,fire,in,the,cabin,on,apollo,1,regarding,the,cm,design,?
while,0.35511791706085205,0.3253832161426544,0.22553031146526337,0.43899232149124146,0.3466706871986389,0.37809836864471436,0.2376154661178589,0.4232339859008789,0.39804592728614807,0.24865876138210297,0.3399278521537781,0.39804592728614807,0.22207564115524292,0.44084006547927856,0.2109583169221878,-0.22627979516983032,0.3277289569377899,0.39804592728614807,0.1334305703639984,0.17481791973114014,0.21076419949531555
the,0.42745697498321533,0.48711544275283813,0.3452354073524475,0.535392165184021,0.4248143136501312,0.457212895154953,0.2534576952457428,0.4739971458911896,1.0,0.2911929488182068,0.6662389636039734,1.0,0.23489025235176086,0.5107308030128479,0.2169172167778015,-0.1554475575685501,0.29280903935432434,1.0,0.1848733276128769,0.27913451194763184,0.22068053483963013
determination,0.2873052954673767,0.15158450603485107,0.19137540459632874,0.28815507888793945,0.30704906582832336,0.1642787754535675,0.17443448305130005,0.3229980766773224,0.34492117166519165,0.16915376484394073,0.24502035975456238,0.34492117166519165,0.13393810391426086,0.2284855991601944,0.1206938698887825,-0.3135334849357605,0.3625060021877289,0.34492117166519165,0.20121686160564423,0.194102481007576,0.21046318113803864
of,0.33290785551071167,0.4069072902202606,0.2982911467552185,0.41548454761505127,0.33904364705085754,0.42558613419532776,0.18183428049087524,0.4185989499092102,0.733189046382904,0.20259131491184235,0.5696388483047485,0.733189046382904,0.2067061811685562,0.3966929316520691,0.1786269098520279,-0.09473495930433273,0.2715161442756653,0.733189046382904,0.16778232157230377,0.2522938847541809,0.1826142966747284
responsibility,0.3360894024372101,0.2186315804719925,0.1339777410030365,0.27145519852638245,0.2631148397922516,0.13160349428653717,0.26617157459259033,0.31113919615745544,0.3036732077598572,0.13872142136096954,0.18270781636238098,0.3036732077598572,0.14729496836662292,0.20950356125831604,0.04223888739943504,-0.26246631145477295,0.45279833674430847,0.3036732077598572,0.07030342519283295,0.23627644777297974,0.20907385647296906
for,0.3017193675041199,0.3863949179649353,0.19707661867141724,0.4451248347759247,0.3801851272583008,0.34237727522850037,0.13661028444766998,0.9999999403953552,0.4739971458911896,0.17143790423870087,0.4322226941585541,0.4739971458911896,0.11913209408521652,0.36199691891670227,0.18462510406970978,-0.31088897585868835,0.3162982165813446,0.4739971458911896,0.15790440142154694,0.2477298229932785,0.264628142118454
the,0.42745697498321533,0.48711544275283813,0.3452354073524475,0.535392165184021,0.4248143136501312,0.457212895154953,0.2534576952457428,0.4739971458911896,1.0,0.2911929488182068,0.6662389636039734,1.0,0.23489025235176086,0.5107308030128479,0.2169172167778015,-0.1554475575685501,0.29280903935432434,1.0,0.1848733276128769,0.27913451194763184,0.22068053483963013
accident,0.2266911268234253,0.27127954363822937,0.14501845836639404,0.16931231319904327,0.17710791528224945,0.22441038489341736,0.2803354263305664,0.1685817986726761,0.18348170816898346,0.2125214785337448,0.23779717087745667,0.18348170816898346,0.2127084881067276,0.2546263039112091,0.1856762021780014,-0.06663601845502853,0.12998934090137482,0.18348170816898346,0.12524694204330444,0.1515836864709854,0.13474830985069275
was,0.22111038863658905,1.0000001192092896,0.18447895348072052,0.3636345863342285,0.42228707671165466,0.36707764863967896,0.16192059218883514,0.3863949179649353,0.48711544275283813,0.24801933765411377,0.45514053106307983,0.48711544275283813,0.20808860659599304,0.3909217119216919,0.2306441366672516,-0.2275921255350113,0.19990648329257965,0.48711544275283813,0.15153862535953522,0.2780803442001343,0.18412111699581146
complex,0.2605343163013458,0.15738925337791443,0.20267677307128906,0.2934706509113312,0.3090525269508362,0.21126589179039001,0.21410523355007172,0.24154409766197205,0.25326284766197205,0.10794073343276978,0.26918336749076843,0.25326284766197205,0.0884360820055008,0.19742736220359802,0.13917167484760284,-0.09633787721395493,0.24634014070034027,0.25326284766197205,0.04253251478075981,0.2589570879936218,0.17752902209758759
",",0.3087472915649414,0.45456063747406006,0.27385151386260986,0.44245919585227966,0.39254459738731384,0.38314947485923767,0.2584017217159271,0.4464869201183319,0.4933079481124878,0.24915234744548798,0.5201468467712402,0.4933079481124878,0.18909597396850586,0.49057599902153015,0.19808128476142883,-0.15742997825145721,0.2758248746395111,0.4933079481124878,0.2293582409620285,0.19350415468215942,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.3452354073524475,0.535392165184021,0.4248143136501312,0.457212895154953,0.2534576952457428,0.4739971458911896,1.0,0.2911929488182068,0.6662389636039734,1.0,0.23489025235176086,0.5107308030128479,0.2169172167778015,-0.1554475575685501,0.29280903935432434,1.0,0.1848733276128769,0.27913451194763184,0.22068053483963013
review,0.27832862734794617,0.22038598358631134,0.13370637595653534,0.22984053194522858,0.2554998993873596,0.2570606470108032,0.22245262563228607,0.25302138924598694,0.245576411485672,0.11245892196893692,0.1851312667131424,0.245576411485672,0.13627474009990692,0.2625720500946045,0.17405225336551666,-0.18549582362174988,0.310630202293396,0.245576411485672,0.1217154860496521,0.2339443415403366,0.27187594771385193
board,0.15681391954421997,0.20878413319587708,0.12853015959262848,0.20624859631061554,0.1719553917646408,0.20110011100769043,0.20797310769557953,0.207724466919899,0.2871673107147217,0.223545104265213,0.19342480599880219,0.2871673107147217,0.18376882374286652,0.31186380982398987,0.20762448012828827,0.006408615969121456,0.15255525708198547,0.2871673107147217,0.1310068666934967,0.23197928071022034,0.1261475533246994
concluded,0.29084116220474243,0.25460392236709595,0.21373553574085236,0.270562082529068,0.21754881739616394,0.26272135972976685,0.20852406322956085,0.24182996153831482,0.3024786412715912,0.11655499041080475,0.2758161425590515,0.3024786412715912,0.12333113700151443,0.2713314890861511,0.24978330731391907,-0.17986465990543365,0.38625237345695496,0.3024786412715912,0.13816358149051666,0.18567350506782532,0.13595789670944214
that,0.6297725439071655,0.33670201897621155,0.29063743352890015,0.5436353087425232,0.6036020517349243,0.3183255195617676,0.3191380500793457,0.4137635827064514,0.5473989248275757,0.22560954093933105,0.435920387506485,0.5473989248275757,0.2141328901052475,0.42569106817245483,0.2014923095703125,-0.3131840229034424,0.40174636244773865,0.5473989248275757,0.1851687878370285,0.277990460395813,0.32716336846351624
``,0.008517155423760414,-0.012679691426455975,0.013845388777554035,0.06720756739377975,0.07670000940561295,-0.07642947137355804,-0.02623194269835949,0.01270448137074709,0.029072100296616554,-0.009446950629353523,0.04765888676047325,0.029072100296616554,-0.041439205408096313,-0.03274054825305939,-0.054567184299230576,-0.10415490716695786,-0.06146683171391487,0.029072100296616554,0.10798616707324982,-0.07792260497808456,0.0685480609536171
deficiencies,0.28353559970855713,0.11358367651700974,0.19696983695030212,0.3058036267757416,0.4058138430118561,0.07286234200000763,0.24136137962341309,0.3004039227962494,0.24476350843906403,0.1791413277387619,0.20034144818782806,0.24476350843906403,0.11716034263372421,0.18120616674423218,0.0813208743929863,-0.3083961308002472,0.3015786409378052,0.24476350843906403,0.128132626414299,0.23638710379600525,0.23089848458766937
existed,0.27969107031822205,0.30961549282073975,0.27930715680122375,0.18340860307216644,0.25289157032966614,0.1730823963880539,0.13175299763679504,0.17577916383743286,0.32677435874938965,0.128249391913414,0.2661771774291992,0.32677435874938965,0.12358930706977844,0.14631131291389465,0.1057581678032875,-0.06168806180357933,0.15272696316242218,0.32677435874938965,0.09162725508213043,0.10250946879386902,0.17013543844223022
in,0.30808621644973755,0.45514053106307983,0.39141854643821716,0.45010748505592346,0.3481820821762085,0.4374977946281433,0.17540042102336884,0.4322226941585541,0.6662389636039734,0.2514701783657074,1.0,0.6662389636039734,0.19721314311027527,0.46853652596473694,0.1461767554283142,-0.10660158097743988,0.2634240984916687,0.6662389636039734,0.14218971133232117,0.21856798231601715,0.20430970191955566
command,0.22732043266296387,0.22477014362812042,0.09375486522912979,0.25119054317474365,0.18214471638202667,0.21033719182014465,0.21398983895778656,0.18338429927825928,0.27488255500793457,0.27892830967903137,0.18293465673923492,0.27488255500793457,0.17836080491542816,0.22726084291934967,0.2812953591346741,-0.13362568616867065,0.20303525030612946,0.27488255500793457,0.10887647420167923,0.18311980366706848,0.13402260839939117
module,0.2071267068386078,0.09592796117067337,0.13566769659519196,0.17751087248325348,0.2258499711751938,0.12581945955753326,0.17488601803779602,0.20810315012931824,0.15147453546524048,0.14672861993312836,0.0937533974647522,0.15147453546524048,0.21982987225055695,0.21363548934459686,0.38253456354141235,-0.18794819712638855,0.1862819790840149,0.15147453546524048,-0.005161388777196407,0.2107820063829422,0.2131270468235016
