,jacksonville,began,to,suffer,and,decline,after,what,major,world,event,?
jacksonville,1.0000001192092896,0.20913556218147278,0.1994343250989914,0.15600812435150146,0.2603762745857239,0.11331818997859955,0.20310255885124207,0.14578714966773987,0.19896230101585388,0.15096579492092133,0.16827763617038727,0.1359667330980301
",",0.2837527096271515,0.2705576717853546,0.44245919585227966,0.28302544355392456,0.6633074283599854,0.26546189188957214,0.38860568404197693,0.3087472915649414,0.29355156421661377,0.26091980934143066,0.22701776027679443,0.31091248989105225
like,0.1849297434091568,0.21492990851402283,0.35482415556907654,0.2481599748134613,0.46997135877609253,0.1775342971086502,0.26750901341438293,0.4320242702960968,0.2509731352329254,0.2394198477268219,0.13093030452728271,0.3268813192844391
most,0.17340192198753357,0.2036214917898178,0.321603000164032,0.2437799721956253,0.4309377074241638,0.20398829877376556,0.22962093353271484,0.3219912350177765,0.28731590509414673,0.33157554268836975,0.1644613891839981,0.2107497900724411
large,0.20310445129871368,0.18539224565029144,0.3150999844074249,0.20931687951087952,0.3404269814491272,0.23459362983703613,0.20869922637939453,0.2017821967601776,0.2760090231895447,0.2182888388633728,0.21895915269851685,0.1355665624141693
cities,0.21934816241264343,0.15625350177288055,0.20735321938991547,0.12511102855205536,0.292957067489624,0.16785195469856262,0.16278076171875,0.161918506026268,0.2587451636791229,0.20946568250656128,0.15069568157196045,0.13339310884475708
in,0.22147351503372192,0.34154343605041504,0.45010748505592346,0.20667266845703125,0.4954058527946472,0.2551143169403076,0.44050168991088867,0.30808621644973755,0.3249945342540741,0.3038199245929718,0.27304479479789734,0.20430970191955566
the,0.2176690250635147,0.3059147596359253,0.535392165184021,0.22818626463413239,0.5171257257461548,0.2774365544319153,0.4565047025680542,0.42745697498321533,0.31775903701782227,0.33604270219802856,0.2960145175457001,0.22068053483963013
united,0.303199827671051,0.21601754426956177,0.2715383470058441,0.13360907137393951,0.28213179111480713,0.19427114725112915,0.23208022117614746,0.20036718249320984,0.24764922261238098,0.3110230267047882,0.1976313292980194,0.17266890406608582
states,0.31034567952156067,0.17401835322380066,0.2828785181045532,0.17902132868766785,0.2974761426448822,0.19701263308525085,0.20801226794719696,0.21526020765304565,0.20306000113487244,0.2862738072872162,0.18279358744621277,0.16272737085819244
",",0.2837527096271515,0.2705576717853546,0.44245919585227966,0.28302544355392456,0.6633074283599854,0.26546189188957214,0.38860568404197693,0.3087472915649414,0.29355156421661377,0.26091980934143066,0.22701776027679443,0.31091248989105225
suffered,0.25198161602020264,0.2913195788860321,0.15722067654132843,0.7251672148704529,0.17773643136024475,0.37392112612724304,0.3252882957458496,0.13741295039653778,0.22020280361175537,0.1597556322813034,0.2601178288459778,0.08963493257761002
from,0.20407649874687195,0.2095840871334076,0.4069952368736267,0.24764131009578705,0.3601827025413513,0.15410877764225006,0.4051513373851776,0.2737620174884796,0.1417090892791748,0.22603429853916168,0.2522880434989929,0.19969791173934937
negative,0.09711306542158127,0.13076527416706085,0.225682333111763,0.22704638540744781,0.19922970235347748,0.18735724687576294,0.11409397423267365,0.23431497812271118,0.09479662030935287,0.11597767472267151,0.17250122129917145,0.12562139332294464
effects,0.20573736727237701,0.1676541417837143,0.2419324368238449,0.3026524782180786,0.26666516065597534,0.2587815225124359,0.1702844202518463,0.22572848200798035,0.12324737757444382,0.19858509302139282,0.2128913551568985,0.16749060153961182
of,0.23084138333797455,0.2330763041973114,0.41548454761505127,0.22302617132663727,0.5116966962814331,0.20493058860301971,0.3867455720901489,0.33290785551071167,0.2641255557537079,0.2828933000564575,0.19878064095973969,0.1826142966747284
rapid,0.10857433080673218,0.2021019458770752,0.17502319812774658,0.22962594032287598,0.15131959319114685,0.2739591896533966,0.19064246118068695,0.16600939631462097,0.22850249707698822,0.12087544053792953,0.21125994622707367,0.17199881374835968
urban,0.18942369520664215,0.10554582625627518,0.16544534265995026,0.11299283802509308,0.25797802209854126,0.1255921870470047,0.06041482090950012,0.11040108650922775,0.10100261867046356,0.16940946877002716,0.05058181658387184,0.13119809329509735
sprawl,0.19317559897899628,0.18869267404079437,0.17320524156093597,0.23483099043369293,0.25025632977485657,0.251711905002594,0.1388183981180191,0.1900971680879593,0.261270135641098,0.2043249011039734,0.1564607173204422,0.12222740054130554
after,0.20310255885124207,0.42210453748703003,0.37890323996543884,0.20575493574142456,0.3765919506549835,0.3045237064361572,1.0,0.21973377466201782,0.21618323028087616,0.2694576382637024,0.2552187740802765,0.16608688235282898
world,0.15096579492092133,0.2530422508716583,0.26213452219963074,0.14032810926437378,0.3246132433414459,0.18437804281711578,0.2694576382637024,0.21669597923755646,0.24147333204746246,1.0000001192092896,0.2916157841682434,0.17579582333564758
war,0.18616357445716858,0.23302879929542542,0.2610234022140503,0.20894856750965118,0.29695844650268555,0.2603031098842621,0.3393358886241913,0.22516006231307983,0.20351628959178925,0.4748530089855194,0.20626740157604218,0.15510529279708862
ii,0.15012390911579132,0.1384928673505783,0.20368696749210358,0.11654015630483627,0.27599602937698364,0.13672491908073425,0.20194965600967407,0.13866674900054932,0.1387592852115631,0.3857489824295044,0.12953807413578033,0.11928234249353409
.,0.2843366861343384,0.19236212968826294,0.4645031690597534,0.18533723056316376,0.588965117931366,0.2693142294883728,0.35870397090911865,0.3567904531955719,0.3054012954235077,0.3177160322666168,0.2068977802991867,0.4130953550338745
,jacksonville,began,to,suffer,and,decline,after,what,major,world,event,?
after,0.20310255885124207,0.42210453748703003,0.37890323996543884,0.20575493574142456,0.3765919506549835,0.3045237064361572,1.0,0.21973377466201782,0.21618323028087616,0.2694576382637024,0.2552187740802765,0.16608688235282898
world,0.15096579492092133,0.2530422508716583,0.26213452219963074,0.14032810926437378,0.3246132433414459,0.18437804281711578,0.2694576382637024,0.21669597923755646,0.24147333204746246,1.0000001192092896,0.2916157841682434,0.17579582333564758
war,0.18616357445716858,0.23302879929542542,0.2610234022140503,0.20894856750965118,0.29695844650268555,0.2603031098842621,0.3393358886241913,0.22516006231307983,0.20351628959178925,0.4748530089855194,0.20626740157604218,0.15510529279708862
ii,0.15012390911579132,0.1384928673505783,0.20368696749210358,0.11654015630483627,0.27599602937698364,0.13672491908073425,0.20194965600967407,0.13866674900054932,0.1387592852115631,0.3857489824295044,0.12953807413578033,0.11928234249353409
",",0.2837527096271515,0.2705576717853546,0.44245919585227966,0.28302544355392456,0.6633074283599854,0.26546189188957214,0.38860568404197693,0.3087472915649414,0.29355156421661377,0.26091980934143066,0.22701776027679443,0.31091248989105225
the,0.2176690250635147,0.3059147596359253,0.535392165184021,0.22818626463413239,0.5171257257461548,0.2774365544319153,0.4565047025680542,0.42745697498321533,0.31775903701782227,0.33604270219802856,0.2960145175457001,0.22068053483963013
government,0.1274321973323822,0.2090165615081787,0.28343796730041504,0.17109054327011108,0.2859337627887726,0.22020165622234344,0.26047283411026,0.28074538707733154,0.1692594587802887,0.17855651676654816,0.19007082283496857,0.18851417303085327
of,0.23084138333797455,0.2330763041973114,0.41548454761505127,0.22302617132663727,0.5116966962814331,0.20493058860301971,0.3867455720901489,0.33290785551071167,0.2641255557537079,0.2828933000564575,0.19878064095973969,0.1826142966747284
the,0.2176690250635147,0.3059147596359253,0.535392165184021,0.22818626463413239,0.5171257257461548,0.2774365544319153,0.4565047025680542,0.42745697498321533,0.31775903701782227,0.33604270219802856,0.2960145175457001,0.22068053483963013
city,0.3285287022590637,0.17396773397922516,0.20300441980361938,0.10492002964019775,0.2827445864677429,0.1594773679971695,0.2613813877105713,0.17493832111358643,0.259122371673584,0.2572607696056366,0.13720391690731049,0.13423943519592285
of,0.23084138333797455,0.2330763041973114,0.41548454761505127,0.22302617132663727,0.5116966962814331,0.20493058860301971,0.3867455720901489,0.33290785551071167,0.2641255557537079,0.2828933000564575,0.19878064095973969,0.1826142966747284
jacksonville,1.0000001192092896,0.20913556218147278,0.1994343250989914,0.15600812435150146,0.2603762745857239,0.11331818997859955,0.20310255885124207,0.14578714966773987,0.19896230101585388,0.15096579492092133,0.16827763617038727,0.1359667330980301
began,0.20913556218147278,1.0,0.2731419503688812,0.11325716972351074,0.3021392226219177,0.2549933195114136,0.42210453748703003,0.1665823757648468,0.22081060707569122,0.2530422508716583,0.19692818820476532,0.1370266228914261
to,0.1994343250989914,0.2731419503688812,1.0,0.2893508970737457,0.48971283435821533,0.2630763649940491,0.37890323996543884,0.455847829580307,0.19240309298038483,0.26213452219963074,0.2585321366786957,0.29463258385658264
increase,0.11985880136489868,0.20139440894126892,0.3378143310546875,0.3606981039047241,0.2751924991607666,0.3883720338344574,0.16539084911346436,0.21153631806373596,0.17076142132282257,0.13770879805088043,0.24313557147979736,0.11119163036346436
spending,0.2306322306394577,0.312956303358078,0.34208691120147705,0.27183735370635986,0.348084956407547,0.28317689895629883,0.33829057216644287,0.31686943769454956,0.19723892211914062,0.19194906949996948,0.15676221251487732,0.21198494732379913
to,0.1994343250989914,0.2731419503688812,1.0,0.2893508970737457,0.48971283435821533,0.2630763649940491,0.37890323996543884,0.455847829580307,0.19240309298038483,0.26213452219963074,0.2585321366786957,0.29463258385658264
fund,0.18111367523670197,0.19584518671035767,0.23214511573314667,0.10150311887264252,0.27788683772087097,0.1740238517522812,0.20049355924129486,0.14864346385002136,0.1680835634469986,0.3518523573875427,0.2575545012950897,0.1883198469877243
new,0.2965656518936157,0.22779060900211334,0.33159172534942627,0.1209346354007721,0.31402453780174255,0.13395413756370544,0.2620960772037506,0.2130378633737564,0.19747984409332275,0.22683997452259064,0.1472334861755371,0.14782847464084625
public,0.22014451026916504,0.2836863398551941,0.2672370672225952,0.1777592897415161,0.3227643668651581,0.22300174832344055,0.18959388136863708,0.1729622185230255,0.27563515305519104,0.1668698787689209,0.2500936985015869,0.19872993230819702
building,0.14063766598701477,0.2023947834968567,0.2658686637878418,0.07793524116277695,0.2593274712562561,0.14080548286437988,0.17679904401302338,0.23529528081417084,0.11805087327957153,0.23112620413303375,0.18312226235866547,0.13549931347370148
projects,0.1491067111492157,0.22264161705970764,0.3065624237060547,0.17000024020671844,0.3284114897251129,0.15892469882965088,0.1472514271736145,0.28646913170814514,0.21183466911315918,0.23922695219516754,0.14994484186172485,0.3193145990371704
in,0.22147351503372192,0.34154343605041504,0.45010748505592346,0.20667266845703125,0.4954058527946472,0.2551143169403076,0.44050168991088867,0.30808621644973755,0.3249945342540741,0.3038199245929718,0.27304479479789734,0.20430970191955566
the,0.2176690250635147,0.3059147596359253,0.535392165184021,0.22818626463413239,0.5171257257461548,0.2774365544319153,0.4565047025680542,0.42745697498321533,0.31775903701782227,0.33604270219802856,0.2960145175457001,0.22068053483963013
boom,0.18294325470924377,0.15235985815525055,0.18714438378810883,0.18199683725833893,0.16946737468242645,0.23573186993598938,0.1869792342185974,0.1418077051639557,0.10475707799196243,0.23395487666130066,0.2399756759405136,0.155099555850029
that,0.20063675940036774,0.21520264446735382,0.5436353087425232,0.3414488136768341,0.4731321930885315,0.2880564332008362,0.373811811208725,0.6297725439071655,0.2570328712463379,0.2972288429737091,0.3453879952430725,0.32716336846351624
occurred,0.10367857664823532,0.3092268705368042,0.16706319153308868,0.3202185034751892,0.21147121489048004,0.33865565061569214,0.31322455406188965,0.22118957340717316,0.28098589181900024,0.17984677851200104,0.3857089877128601,0.15880417823791504
after,0.20310255885124207,0.42210453748703003,0.37890323996543884,0.20575493574142456,0.3765919506549835,0.3045237064361572,1.0,0.21973377466201782,0.21618323028087616,0.2694576382637024,0.2552187740802765,0.16608688235282898
the,0.2176690250635147,0.3059147596359253,0.535392165184021,0.22818626463413239,0.5171257257461548,0.2774365544319153,0.4565047025680542,0.42745697498321533,0.31775903701782227,0.33604270219802856,0.2960145175457001,0.22068053483963013
war,0.18616357445716858,0.23302879929542542,0.2610234022140503,0.20894856750965118,0.29695844650268555,0.2603031098842621,0.3393358886241913,0.22516006231307983,0.20351628959178925,0.4748530089855194,0.20626740157604218,0.15510529279708862
.,0.2843366861343384,0.19236212968826294,0.4645031690597534,0.18533723056316376,0.588965117931366,0.2693142294883728,0.35870397090911865,0.3567904531955719,0.3054012954235077,0.3177160322666168,0.2068977802991867,0.4130953550338745
