,interest,groups,and,government,agencies,that,were,concerned,with,energy,were,no,match,for,who,?
further,0.24081063270568848,0.1729087233543396,0.3426179587841034,0.23638200759887695,0.21962742507457733,0.34756001830101013,0.24651262164115906,0.29833561182022095,0.20288193225860596,0.17699915170669556,0.24651262164115906,0.397805780172348,0.1571991890668869,0.26543480157852173,0.1815619170665741,0.20960763096809387
",",0.2741461396217346,0.2671695053577423,0.6633074283599854,0.27344048023223877,0.19530947506427765,0.4137537479400635,0.36755475401878357,0.3247314691543579,0.4120737314224243,0.21156731247901917,0.36755475401878357,0.29972612857818604,0.24925857782363892,0.4464869201183319,0.3365725874900818,0.31091248989105225
interest,1.0000001192092896,0.23483189940452576,0.26105934381484985,0.19449731707572937,0.20880146324634552,0.33937549591064453,0.16368816792964935,0.33807069063186646,0.1937357634305954,0.2912856340408325,0.16368816792964935,0.2048618048429489,0.1540040522813797,0.2997593283653259,0.28795894980430603,0.2411724328994751
groups,0.23483189940452576,1.0,0.29783302545547485,0.20860309898853302,0.2115606963634491,0.2701875567436218,0.3214126229286194,0.23050758242607117,0.22698035836219788,0.17154183983802795,0.3214126229286194,0.15241126716136932,0.10176128894090652,0.21627482771873474,0.25027307868003845,0.14349548518657684
and,0.26105934381484985,0.29783302545547485,1.0,0.2859337627887726,0.2802145481109619,0.4731321930885315,0.42175528407096863,0.32755184173583984,0.5477725267410278,0.23934243619441986,0.42175528407096863,0.25880882143974304,0.24847160279750824,0.5064792633056641,0.41279885172843933,0.20544172823429108
government,0.19449731707572937,0.20860309898853302,0.2859337627887726,1.0000001192092896,0.4470944404602051,0.29558056592941284,0.27806493639945984,0.2563823461532593,0.2035938799381256,0.20771898329257965,0.27806493639945984,0.222916379570961,0.12137945741415024,0.23902073502540588,0.27194860577583313,0.18851417303085327
agencies,0.20880146324634552,0.2115606963634491,0.2802145481109619,0.4470944404602051,1.0000001192092896,0.2424272745847702,0.2155386358499527,0.2688717842102051,0.15774427354335785,0.3154391050338745,0.2155386358499527,0.1814868152141571,0.08328687399625778,0.2380693107843399,0.18258987367153168,0.1637895703315735
more,0.26096734404563904,0.24190554022789001,0.39880692958831787,0.22208929061889648,0.23978081345558167,0.4813884496688843,0.33779072761535645,0.31570395827293396,0.3535402715206146,0.2669607102870941,0.33779072761535645,0.4601985216140747,0.15980422496795654,0.3891189992427826,0.31567877531051636,0.27894994616508484
worried,0.2837563753128052,0.12647022306919098,0.24906258285045624,0.2948084771633148,0.21450361609458923,0.39578285813331604,0.3477019667625427,0.4841617941856384,0.2464020997285843,0.16420558094978333,0.3477019667625427,0.29985177516937256,0.09980382770299911,0.2516403794288635,0.3098224699497223,0.2862061858177185
about,0.31384962797164917,0.22134585678577423,0.3875081241130829,0.2398819625377655,0.1417437344789505,0.4500710964202881,0.29814305901527405,0.40401527285575867,0.3347385823726654,0.16676324605941772,0.29814305901527405,0.21095076203346252,0.13330739736557007,0.3312419354915619,0.3477841317653656,0.302409827709198
energy,0.2912856340408325,0.17154183983802795,0.23934243619441986,0.20771898329257965,0.3154391050338745,0.2617390751838684,0.13356225192546844,0.25116732716560364,0.19224508106708527,1.0000001192092896,0.13356225192546844,0.211028590798378,0.13528580963611603,0.21083484590053558,0.14706677198410034,0.14860127866268158
were,0.16368816792964935,0.3214126229286194,0.42175528407096863,0.27806493639945984,0.2155386358499527,0.35517072677612305,1.0000001192092896,0.3127950131893158,0.3179011940956116,0.13356225192546844,1.0000001192092896,0.24298787117004395,0.17960260808467865,0.33592689037323,0.3188014328479767,0.17890112102031708
no,0.2048618048429489,0.15241126716136932,0.25880882143974304,0.222916379570961,0.1814868152141571,0.41830796003341675,0.24298787117004395,0.26756519079208374,0.24678650498390198,0.211028590798378,0.24298787117004395,1.0,0.21635310351848602,0.306581974029541,0.19753101468086243,0.32165053486824036
match,0.1540040522813797,0.10176128894090652,0.24847160279750824,0.12137945741415024,0.08328687399625778,0.23705945909023285,0.17960260808467865,0.12024138122797012,0.2912657856941223,0.13528580963611603,0.17960260808467865,0.21635310351848602,1.0,0.22159262001514435,0.15127602219581604,0.1879810392856598
for,0.2997593283653259,0.21627482771873474,0.5064792633056641,0.23902073502540588,0.2380693107843399,0.4137635827064514,0.33592689037323,0.2909458875656128,0.39140474796295166,0.21083484590053558,0.33592689037323,0.306581974029541,0.22159262001514435,0.9999999403953552,0.37110671401023865,0.264628142118454
kissinger,0.18654318153858185,0.18048891425132751,0.28852078318595886,0.2788347899913788,0.22932586073875427,0.20662705600261688,0.19216106832027435,0.18006372451782227,0.20843596756458282,0.18068306148052216,0.19216106832027435,0.10833103954792023,0.153007373213768,0.16622313857078552,0.26711249351501465,0.21159520745277405
's,-0.04592332988977432,-0.022840846329927444,0.06895173341035843,0.00033092309604398906,0.08599958568811417,0.04397977516055107,0.007088581565767527,-0.07886674255132675,-0.04624466598033905,-0.050826653838157654,0.007088581565767527,0.04497740417718887,-0.03328585624694824,-0.07241261005401611,0.05599616840481758,-0.023395681753754616
dominance,0.27878618240356445,0.2792082130908966,0.30922091007232666,0.2880210280418396,0.1973920315504074,0.30339598655700684,0.20251570641994476,0.3624064028263092,0.23878230154514313,0.26371824741363525,0.20251570641994476,0.23889155685901642,0.18490663170814514,0.2627892792224884,0.2429717630147934,0.08315658569335938
.,0.2713910639286041,0.2408272922039032,0.588965117931366,0.2521961033344269,0.1897486299276352,0.4460422694683075,0.3378238379955292,0.2531110942363739,0.4446153938770294,0.22292809188365936,0.3378238379955292,0.35224834084510803,0.24568518996238708,0.4726039469242096,0.3541337847709656,0.4130953550338745
