,in,1984,",",the,abc,arts,channel,arts,was,merged,with,what,other,channel,?
that,0.435920387506485,-0.13985131680965424,0.4137537479400635,0.5473989248275757,0.17440107464790344,0.21131686866283417,0.20735839009284973,0.21131686866283417,0.33670201897621155,0.17242790758609772,0.4154358208179474,0.6297725439071655,0.5570666193962097,0.20735839009284973,0.32716336846351624
year,0.3359307050704956,0.01860816963016987,0.28560417890548706,0.3609684407711029,0.2373921275138855,0.14258131384849548,0.14741797745227814,0.14258131384849548,0.3209837079048157,0.10717922449111938,0.3220449686050415,0.15184831619262695,0.20244070887565613,0.14741797745227814,0.18315006792545319
",",0.5201468467712402,0.1623975932598114,1.0000001192092896,0.4933079481124878,0.2097204476594925,0.2528577744960785,0.18730267882347107,0.2528577744960785,0.45456063747406006,0.2192392498254776,0.4120737314224243,0.3087472915649414,0.4446498453617096,0.18730267882347107,0.31091248989105225
abc,0.1697147786617279,0.225337415933609,0.2097204476594925,0.2068762183189392,1.0000001192092896,0.1073722392320633,0.4020179808139801,0.1073722392320633,0.21565799415111542,0.0735054463148117,0.17432008683681488,0.1317344456911087,0.10159935057163239,0.4020179808139801,0.19065172970294952
and,0.4954058527946472,0.01118233148008585,0.6633074283599854,0.5171257257461548,0.16453155875205994,0.3013502061367035,0.24836963415145874,0.3013502061367035,0.3740963041782379,0.1286735236644745,0.5477725267410278,0.31309178471565247,0.5504306554794312,0.24836963415145874,0.20544172823429108
hearst,0.25979939103126526,0.17029955983161926,0.2706144154071808,0.28846439719200134,0.2835512161254883,0.18849167227745056,0.1944756656885147,0.18849167227745056,0.33547696471214294,0.13906870782375336,0.17680016160011292,0.29364898800849915,0.16465213894844055,0.1944756656885147,0.15023791790008545
reached,0.24389809370040894,0.09875837713479996,0.26771560311317444,0.29860952496528625,0.14975564181804657,0.007371587213128805,0.13219784200191498,0.007371587213128805,0.3110939562320709,0.1522529423236847,0.20852181315422058,0.20202487707138062,0.1162453293800354,0.13219784200191498,0.1518019139766693
an,0.2605783939361572,-0.00736998999491334,0.3581022024154663,0.4207492768764496,0.16561369597911835,0.14125724136829376,0.15965904295444489,0.14125724136829376,0.3694365322589874,0.09934284538030624,0.2730048894882202,0.2821882665157318,0.1556563824415207,0.15965904295444489,0.19793890416622162
agreement,0.20350398123264313,0.01607901230454445,0.23435252904891968,0.2490699142217636,0.16430042684078217,0.1042754203081131,0.1598290354013443,0.1042754203081131,0.23975293338298798,0.2419571876525879,0.29106786847114563,0.2851087749004364,0.2016534060239792,0.1598290354013443,0.15830197930335999
with,0.4080928862094879,-0.02187938429415226,0.4120737314224243,0.4223487675189972,0.17432008683681488,0.19973041117191315,0.17526158690452576,0.19973041117191315,0.27411898970603943,0.1912609189748764,0.9999999403953552,0.2464839518070221,0.44086363911628723,0.17526158690452576,0.2433311939239502
rca,0.1138772964477539,0.15736383199691772,0.19369250535964966,0.12673714756965637,0.3165186941623688,0.15559571981430054,0.15295717120170593,0.15559571981430054,0.2589319050312042,0.13254821300506592,0.2134343385696411,0.14200295507907867,0.10915074497461319,0.15295717120170593,0.07305777072906494
to,0.45010748505592346,-0.1508965641260147,0.44245919585227966,0.535392165184021,0.1762417107820511,0.2388276606798172,0.21299093961715698,0.2388276606798172,0.3636345863342285,0.08683764189481735,0.4239959120750427,0.455847829580307,0.4193183183670044,0.21299093961715698,0.29463258385658264
merge,0.2031615823507309,0.01221828255802393,0.24273967742919922,0.26616451144218445,0.08680303394794464,0.11467675864696503,0.18809163570404053,0.11467675864696503,0.1576647013425827,0.7338131070137024,0.2009592354297638,0.3021048903465271,0.23809202015399933,0.18809163570404053,0.2821604013442993
arts,0.2445804625749588,-0.0044930437579751015,0.2528577744960785,0.23374557495117188,0.1073722392320633,1.0000001192092896,0.10908431559801102,1.0000001192092896,0.25444865226745605,0.1423420011997223,0.19973041117191315,0.15975245833396912,0.2240317463874817,0.10908431559801102,0.09471383690834045
and,0.4954058527946472,0.01118233148008585,0.6633074283599854,0.5171257257461548,0.16453155875205994,0.3013502061367035,0.24836963415145874,0.3013502061367035,0.3740963041782379,0.1286735236644745,0.5477725267410278,0.31309178471565247,0.5504306554794312,0.24836963415145874,0.20544172823429108
competing,0.24096709489822388,0.04473672807216644,0.24155019223690033,0.25845134258270264,0.12181573361158371,0.23061618208885193,0.1650046557188034,0.23061618208885193,0.23055243492126465,0.19395723938941956,0.2466994822025299,0.24616995453834534,0.32252874970436096,0.1650046557188034,0.1428171843290329
arts,0.2445804625749588,-0.0044930437579751015,0.2528577744960785,0.23374557495117188,0.1073722392320633,1.0000001192092896,0.10908431559801102,1.0000001192092896,0.25444865226745605,0.1423420011997223,0.19973041117191315,0.15975245833396912,0.2240317463874817,0.10908431559801102,0.09471383690834045
service,0.1740635335445404,0.011732972227036953,0.2389259785413742,0.22661015391349792,0.22076331079006195,0.2343195527791977,0.3074278235435486,0.2343195527791977,0.22689001262187958,0.15868771076202393,0.20442402362823486,0.16857224702835083,0.19713094830513,0.3074278235435486,0.1676298975944519
",",0.5201468467712402,0.1623975932598114,1.0000001192092896,0.4933079481124878,0.2097204476594925,0.2528577744960785,0.18730267882347107,0.2528577744960785,0.45456063747406006,0.2192392498254776,0.4120737314224243,0.3087472915649414,0.4446498453617096,0.18730267882347107,0.31091248989105225
the,0.6662389636039734,-0.007670710328966379,0.4933079481124878,1.0,0.2068762183189392,0.23374557495117188,0.2860044836997986,0.23374557495117188,0.48711544275283813,0.22961698472499847,0.4223487675189972,0.42745697498321533,0.44152235984802246,0.2860044836997986,0.22068053483963013
entertainment,0.20493005216121674,-0.012329543009400368,0.21458542346954346,0.19077853858470917,0.28069135546684265,0.2809528410434723,0.25154921412467957,0.2809528410434723,0.21684704720973969,0.15221039950847626,0.22968845069408417,0.21648827195167542,0.22955796122550964,0.25154921412467957,0.11855241656303406
channel,0.210372194647789,0.07989519089460373,0.18730267882347107,0.2860044836997986,0.4020179808139801,0.10908431559801102,0.9999999403953552,0.10908431559801102,0.15624403953552246,0.12751832604408264,0.17526158690452576,0.20295917987823486,0.18978659808635712,0.9999999403953552,0.20176179707050323
",",0.5201468467712402,0.1623975932598114,1.0000001192092896,0.4933079481124878,0.2097204476594925,0.2528577744960785,0.18730267882347107,0.2528577744960785,0.45456063747406006,0.2192392498254776,0.4120737314224243,0.3087472915649414,0.4446498453617096,0.18730267882347107,0.31091248989105225
into,0.38021373748779297,-0.0713234469294548,0.2826121151447296,0.39493247866630554,0.10410027205944061,0.08377251029014587,0.1659483164548874,0.08377251029014587,0.2322220653295517,0.3618413507938385,0.2912435233592987,0.2180619090795517,0.25933539867401123,0.1659483164548874,0.15662476420402527
a,0.539380669593811,-9.57133379415609e-05,0.427140474319458,0.5829201340675354,0.21331243216991425,0.21388907730579376,0.20914222300052643,0.21388907730579376,0.4508470594882965,0.1895846575498581,0.3783375024795532,0.3320399522781372,0.2806335389614105,0.20914222300052643,0.23916715383529663
single,0.23017926514148712,0.016903305426239967,0.21322597563266754,0.29338565468788147,0.2016807645559311,0.03887047991156578,0.19204697012901306,0.03887047991156578,0.22785933315753937,0.11800924688577652,0.24549491703510284,0.24458327889442444,0.26250794529914856,0.19204697012901306,0.2151121199131012
cable,0.17584200203418732,0.03387269377708435,0.19718225300312042,0.2599749267101288,0.3252342939376831,0.14330145716667175,0.514900803565979,0.14330145716667175,0.1861840933561325,0.09855090081691742,0.20673611760139465,0.14582780003547668,0.20755968987941742,0.514900803565979,0.13993921875953674
channel,0.210372194647789,0.07989519089460373,0.18730267882347107,0.2860044836997986,0.4020179808139801,0.10908431559801102,0.9999999403953552,0.10908431559801102,0.15624403953552246,0.12751832604408264,0.17526158690452576,0.20295917987823486,0.18978659808635712,0.9999999403953552,0.20176179707050323
called,0.40847352147102356,-0.013324313797056675,0.26549121737480164,0.489897221326828,0.16562479734420776,0.17035195231437683,0.2169238179922104,0.17035195231437683,0.33927658200263977,0.18235322833061218,0.3139074146747589,0.3235960602760315,0.3308360278606415,0.2169238179922104,0.18963319063186646
