,what,color,was,used,to,create,the,50-yard,line,in,levi,'s,stadium,for,the,season,leading,up,to,the,super,bowl,50,game,?
various,0.26045072078704834,0.2017081081867218,0.14120686054229736,0.36734074354171753,0.33564820885658264,0.22120212018489838,0.3235042691230774,0.11970437318086624,0.14878883957862854,0.266343355178833,0.09583251923322678,0.0089445561170578,0.0882943794131279,0.3578505516052246,0.3235042691230774,0.1328590363264084,0.2766360938549042,0.26375067234039307,0.33564820885658264,0.3235042691230774,0.18656621873378754,0.13842716813087463,0.015393019653856754,0.16809354722499847,0.12823495268821716
gold-themed,0.3060356378555298,0.2510842978954315,0.3472447395324707,0.25463593006134033,0.2885698676109314,0.28805166482925415,0.32273250818252563,0.3787224292755127,0.20232990384101868,0.3034270107746124,0.2679647207260132,0.03312410041689873,0.22952021658420563,0.27999621629714966,0.32273250818252563,0.185432568192482,0.3038753569126129,0.2803458571434021,0.2885698676109314,0.32273250818252563,0.3094090521335602,0.3193160891532898,0.07768692076206207,0.35029059648513794,0.2645840346813202
promotions,0.19845254719257355,0.14090164005756378,0.22922086715698242,0.1433205008506775,0.24143245816230774,0.21739685535430908,0.24518147110939026,0.16793744266033173,0.1329360455274582,0.1997411847114563,0.026465414091944695,-0.020309166982769966,0.17870496213436127,0.2772783041000366,0.24518147110939026,0.22722668945789337,0.2038561850786209,0.20616164803504944,0.24143245816230774,0.24518147110939026,0.15903757512569427,0.12888547778129578,0.09987545013427734,0.20772163569927216,0.23684287071228027
and,0.31309178471565247,0.21500243246555328,0.3740963041782379,0.3150506615638733,0.48971283435821533,0.290901243686676,0.5171257257461548,0.2906615734100342,0.24584348499774933,0.4954058527946472,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.5064792633056641,0.5171257257461548,0.2369309365749359,0.34015700221061707,0.4032393991947174,0.48971283435821533,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.25192898511886597,0.20544172823429108
initiatives,0.20909109711647034,0.0858483836054802,0.13597998023033142,0.19339579343795776,0.2980060577392578,0.23233212530612946,0.22065459191799164,0.20356115698814392,0.1655922383069992,0.2190941572189331,0.09661473333835602,-0.05994037911295891,0.12862585484981537,0.3080129623413086,0.22065459191799164,0.11234157532453537,0.29222726821899414,0.2155836969614029,0.2980060577392578,0.22065459191799164,0.09691639989614487,0.12038062512874603,0.006843193434178829,0.16346701979637146,0.21253491938114166
were,0.22298263013362885,0.12284558266401291,0.590133786201477,0.27636459469795227,0.31913647055625916,0.20919877290725708,0.3906462490558624,0.24769443273544312,0.16909393668174744,0.3815755248069763,0.19408033788204193,0.007088581565767527,0.15496990084648132,0.33592689037323,0.3906462490558624,0.20231115818023682,0.1924321949481964,0.29601457715034485,0.31913647055625916,0.3906462490558624,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.21951238811016083,0.17890112102031708
held,0.0974166989326477,0.09134256839752197,0.30231067538261414,0.2700320780277252,0.22177374362945557,0.14417757093906403,0.32185450196266174,0.19530925154685974,0.11537406593561172,0.3127288818359375,0.163685604929924,0.02657921425998211,0.24142779409885406,0.2495253086090088,0.32185450196266174,0.18285582959651947,0.1795833855867386,0.21317890286445618,0.22177374362945557,0.32185450196266174,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.172162726521492,0.14103956520557404
throughout,0.2130906730890274,0.15362001955509186,0.2373686283826828,0.2784973680973053,0.31226396560668945,0.1323034167289734,0.4158564507961273,0.1558534801006317,0.1058211550116539,0.46596065163612366,-0.004679040051996708,0.002080083591863513,0.12388356029987335,0.31491008400917053,0.4158564507961273,0.25280123949050903,0.2880648970603943,0.2142927646636963,0.31226396560668945,0.4158564507961273,0.1474054902791977,0.14524398744106293,0.025604495778679848,0.21184620261192322,0.12665234506130219
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.535392165184021,0.25265660881996155,1.0,0.2974485754966736,0.29789501428604126,0.6662389636039734,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,1.0,0.2507155239582062,0.3809107840061188,0.38423117995262146,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.285271555185318,0.22068053483963013
2015,-0.07269049435853958,-0.0029450252186506987,0.14799827337265015,0.03512962535023689,-0.0031493064016103745,-0.0777469053864479,0.1466771513223648,0.08843129873275757,0.05625174567103386,0.0891268327832222,0.11664821952581406,0.023902352899312973,0.08520212769508362,-0.08512632548809052,0.1466771513223648,-0.03830436244606972,0.04016697034239769,-0.024453550577163696,-0.0031493064016103745,0.1466771513223648,0.04363032057881355,0.0710686594247818,0.01757047325372696,-0.003872275585308671,-0.029954981058835983
nfl,0.12579965591430664,0.23169848322868347,0.20145657658576965,0.12976689636707306,0.1526731252670288,0.09976200014352798,0.15305201709270477,0.25576937198638916,0.1069667711853981,0.12599408626556396,0.12570512294769287,0.01630374602973461,0.28547149896621704,0.23749186098575592,0.15305201709270477,0.3929455280303955,0.122229665517807,0.19250789284706116,0.1526731252670288,0.15305201709270477,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.3143478333950043,0.10610254108905792
