,what,yuan,policies,did,muslims,dislike,?
despite,0.1825345903635025,0.09224607795476913,0.32252010703086853,0.38115930557250977,0.14728854596614838,0.38269883394241333,0.14350546896457672
the,0.42745697498321533,0.2548272907733917,0.22566401958465576,0.34736719727516174,0.2657718360424042,0.23435747623443604,0.22068053483963013
high,0.20466077327728271,0.11027754843235016,0.11488685011863708,0.15957149863243103,0.1522381752729416,0.17195503413677216,0.11137914657592773
position,0.22031237185001373,0.14908689260482788,0.2715267241001129,0.2170831561088562,0.1814565658569336,0.18306608498096466,0.15529610216617584
given,0.21883496642112732,0.15679694712162018,0.15231265127658844,0.24950160086154938,0.1989731788635254,0.24694594740867615,0.2570464313030243
to,0.455847829580307,0.1499021351337433,0.31011244654655457,0.4452643394470215,0.2779776453971863,0.3221314251422882,0.29463258385658264
muslims,0.26523277163505554,0.2013479769229889,0.23646245896816254,0.23549841344356537,1.0,0.2296161651611328,0.18742211163043976
",",0.3087472915649414,0.20958951115608215,0.2566804587841034,0.3015086054801941,0.19662503898143768,0.255535751581192,0.31091248989105225
some,0.4491020441055298,0.17040593922138214,0.25556355714797974,0.42553430795669556,0.23580306768417358,0.39890792965888977,0.2562315762042999
policies,0.37312451004981995,0.19575415551662445,0.9999998807907104,0.28301122784614563,0.23646245896816254,0.4006560444831848,0.2969106435775757
of,0.33290785551071167,0.22696353495121002,0.210641011595726,0.2513895630836487,0.22355489432811737,0.24072842299938202,0.1826142966747284
the,0.42745697498321533,0.2548272907733917,0.22566401958465576,0.34736719727516174,0.2657718360424042,0.23435747623443604,0.22068053483963013
yuan,0.13503028452396393,1.0,0.19575415551662445,0.1467057168483734,0.2013479769229889,0.15035580098628998,0.12871281802654266
emperors,0.2092321366071701,0.3459857106208801,0.2132498323917389,0.19426412880420685,0.2523266077041626,0.2608436644077301,0.20214810967445374
severely,0.19176317751407623,0.17586439847946167,0.23759135603904724,0.24242344498634338,0.1886366605758667,0.21735729277133942,0.165714293718338
discriminated,0.2510840594768524,0.06033516675233841,0.3720397651195526,0.2615359425544739,0.32912516593933105,0.3778097629547119,0.20056916773319244
against,0.24561616778373718,0.06840601563453674,0.32594001293182373,0.22514554858207703,0.22052893042564392,0.31225162744522095,0.18095137178897858
them,0.4994642734527588,0.20190900564193726,0.3296949565410614,0.44189682602882385,0.3445546329021454,0.42682626843452454,0.35435691475868225
",",0.3087472915649414,0.20958951115608215,0.2566804587841034,0.3015086054801941,0.19662503898143768,0.255535751581192,0.31091248989105225
restricting,0.31934303045272827,0.20060551166534424,0.43949079513549805,0.24651764333248138,0.2702273428440094,0.32895350456237793,0.23524156212806702
halal,0.24984975159168243,0.24190223217010498,0.18180398643016815,0.12808774411678314,0.42063790559768677,0.21491704881191254,0.27990949153900146
slaughter,0.19860325753688812,0.10844836384057999,0.0797569528222084,0.13671745359897614,0.21217793226242065,0.29314517974853516,0.1293080896139145
and,0.31309178471565247,0.22359056770801544,0.2788451910018921,0.34479495882987976,0.2307288646697998,0.2802921235561371,0.20544172823429108
other,0.341873437166214,0.18199217319488525,0.28570279479026794,0.31707024574279785,0.24129003286361694,0.37362736463546753,0.24682199954986572
islamic,0.2204568088054657,0.30396002531051636,0.2451734095811844,0.17371372878551483,0.6305913329124451,0.12528826296329498,0.1692383587360382
practices,0.30286267399787903,0.15688087046146393,0.4542011022567749,0.21679148077964783,0.3506333827972412,0.35596367716789246,0.18974241614341736
like,0.4320242702960968,0.15160170197486877,0.17238810658454895,0.40502431988716125,0.12398592382669449,0.4272134304046631,0.3268813192844391
circumcision,0.35337725281715393,0.12293483316898346,0.31826868653297424,0.22284944355487823,0.41184794902801514,0.27628231048583984,0.27049529552459717
",",0.3087472915649414,0.20958951115608215,0.2566804587841034,0.3015086054801941,0.19662503898143768,0.255535751581192,0.31091248989105225
as,0.31749409437179565,0.2132488638162613,0.27189746499061584,0.3596470057964325,0.201192706823349,0.32928669452667236,0.27043893933296204
well,0.4154493808746338,0.09698395431041718,0.32122623920440674,0.4341743588447571,0.16831840574741364,0.3096536695957184,0.24815571308135986
as,0.31749409437179565,0.2132488638162613,0.27189746499061584,0.3596470057964325,0.201192706823349,0.32928669452667236,0.27043893933296204
kosher,0.3034611642360687,0.18642988801002502,0.2417220026254654,0.23791223764419556,0.3807404339313507,0.3204271197319031,0.23208867013454437
butchering,0.26531782746315,0.1856634020805359,0.22196583449840546,0.21242670714855194,0.2633854150772095,0.31602540612220764,0.1986556500196457
for,0.3017193675041199,0.12319284677505493,0.2570570409297943,0.318512886762619,0.2375299036502838,0.2751779854297638,0.264628142118454
jews,0.22131574153900146,0.09203161299228668,0.27277806401252747,0.23080717027187347,0.5940297842025757,0.2278900295495987,0.16730794310569763
",",0.3087472915649414,0.20958951115608215,0.2566804587841034,0.3015086054801941,0.19662503898143768,0.255535751581192,0.31091248989105225
forcing,0.24178177118301392,0.14914271235466003,0.22645722329616547,0.28997835516929626,0.2585129737854004,0.32089152932167053,0.19852621853351593
them,0.4994642734527588,0.20190900564193726,0.3296949565410614,0.44189682602882385,0.3445546329021454,0.42682626843452454,0.35435691475868225
to,0.455847829580307,0.1499021351337433,0.31011244654655457,0.4452643394470215,0.2779776453971863,0.3221314251422882,0.29463258385658264
eat,0.26042336225509644,0.14732928574085236,0.12422115355730057,0.25495755672454834,0.26331284642219543,0.3247021436691284,0.2330920696258545
food,0.23540689051151276,0.14616137742996216,0.2087687849998474,0.18677744269371033,0.2314847707748413,0.247882679104805,0.15376032888889313
the,0.42745697498321533,0.2548272907733917,0.22566401958465576,0.34736719727516174,0.2657718360424042,0.23435747623443604,0.22068053483963013
mongol,0.15870186686515808,0.5039428472518921,0.2201426774263382,0.17534953355789185,0.3406200408935547,0.14907078444957733,0.12849251925945282
way,0.4835909903049469,0.16026252508163452,0.2985426187515259,0.34534135460853577,0.23862436413764954,0.3971211910247803,0.31575819849967957
.,0.3567904531955719,0.17233723402023315,0.226143017411232,0.35288307070732117,0.23631970584392548,0.2074945718050003,0.4130953550338745
