,are,there,any,regions,where,the,treaty,of,european,union,excludes,from,jurisdiction,?
the,0.40399202704429626,0.47025805711746216,0.4525727927684784,0.36158451437950134,0.5003893971443176,1.0,0.2690109610557556,0.733189046382904,0.3423081040382385,0.24421639740467072,0.2562812268733978,0.40150508284568787,0.27412351965904236,0.22068053483963013
teu,0.2244163602590561,0.2451726496219635,0.160739466547966,0.22332097589969635,0.27057480812072754,0.31191012263298035,0.22890710830688477,0.2679056227207184,0.28529414534568787,0.21982774138450623,0.16598255932331085,0.22666111588478088,0.18675224483013153,0.12451952695846558
specifically,0.36550894379615784,0.28212791681289673,0.4257572889328003,0.19983935356140137,0.28962767124176025,0.3760298490524292,0.06700588762760162,0.24232523143291473,0.16645590960979462,0.07376061379909515,0.31269869208335876,0.22877824306488037,0.2068329006433487,0.2063003033399582
excludes,0.3373923599720001,0.2657976746559143,0.31021714210510254,0.21605618298053741,0.1442926526069641,0.2562812268733978,0.2236560583114624,0.28647685050964355,0.21125206351280212,0.12580472230911255,1.0,0.22428752481937408,0.24452368915081024,0.14986906945705414
certain,0.48443952202796936,0.40079766511917114,0.5433812737464905,0.21946196258068085,0.40590155124664307,0.392071396112442,0.17266878485679626,0.40204232931137085,0.23178963363170624,0.18224044144153595,0.30870386958122253,0.27161097526550293,0.34851500391960144,0.2516106069087982
regions,0.3568890690803528,0.2921368479728699,0.19924940168857574,1.0,0.25949499011039734,0.36158451437950134,0.15197907388210297,0.3694140613079071,0.2414604276418686,0.17583990097045898,0.21605618298053741,0.22523097693920135,0.281382292509079,0.11608363687992096
",",0.4062570035457611,0.4587128460407257,0.3237466514110565,0.26776278018951416,0.3149496018886566,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.19684812426567078,0.2362271547317505,0.269907146692276,0.39760664105415344,0.20828329026699066,0.31091248989105225
for,0.3895993232727051,0.3728419542312622,0.3944643437862396,0.1788649559020996,0.38599511981010437,0.4739971458911896,0.1456756442785263,0.4185989499092102,0.2838500738143921,0.20406247675418854,0.24156345427036285,0.314039945602417,0.16932454705238342,0.264628142118454
example,0.4108889698982239,0.346343457698822,0.421649694442749,0.25909408926963806,0.3688216209411621,0.3755223751068115,0.1352347433567047,0.3570667505264282,0.2059757113456726,0.20125450193881989,0.22846834361553192,0.3175121247768402,0.22696463763713837,0.30374911427497864
the,0.40399202704429626,0.47025805711746216,0.4525727927684784,0.36158451437950134,0.5003893971443176,1.0,0.2690109610557556,0.733189046382904,0.3423081040382385,0.24421639740467072,0.2562812268733978,0.40150508284568787,0.27412351965904236,0.22068053483963013
faroe,0.2006116658449173,0.22726714611053467,0.17253665626049042,0.25992217659950256,0.18346841633319855,0.2096795290708542,0.21556150913238525,0.18264439702033997,0.35139182209968567,0.2776282727718353,0.247547909617424,0.16548442840576172,0.2500700056552887,0.11269574612379074
islands,0.23168352246284485,0.2405342310667038,0.12783893942832947,0.2994450330734253,0.18639019131660461,0.27959951758384705,0.22780664265155792,0.277767539024353,0.2258756458759308,0.16367951035499573,0.20419348776340485,0.18465809524059296,0.2096358984708786,0.11824353039264679
",",0.4062570035457611,0.4587128460407257,0.3237466514110565,0.26776278018951416,0.3149496018886566,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.19684812426567078,0.2362271547317505,0.269907146692276,0.39760664105415344,0.20828329026699066,0.31091248989105225
from,0.2674213647842407,0.2965545952320099,0.24951094388961792,0.22523097693920135,0.3713873624801636,0.40150508284568787,0.17410588264465332,0.4249346852302551,0.2091801017522812,0.19356246292591095,0.22428752481937408,1.0,0.21952375769615173,0.19969791173934937
the,0.40399202704429626,0.47025805711746216,0.4525727927684784,0.36158451437950134,0.5003893971443176,1.0,0.2690109610557556,0.733189046382904,0.3423081040382385,0.24421639740467072,0.2562812268733978,0.40150508284568787,0.27412351965904236,0.22068053483963013
jurisdiction,0.20440074801445007,0.23205573856830597,0.3284521698951721,0.281382292509079,0.23819105327129364,0.27412351965904236,0.28372910618782043,0.2942456901073456,0.17284676432609558,0.20570071041584015,0.24452368915081024,0.21952375769615173,1.0000001192092896,0.19550715386867523
of,0.39081433415412903,0.44397735595703125,0.3769088089466095,0.3694140613079071,0.38066378235816956,0.733189046382904,0.2602092921733856,1.0,0.2507138252258301,0.2642118036746979,0.28647685050964355,0.4249346852302551,0.2942456901073456,0.1826142966747284
european,0.15548661351203918,0.18805880844593048,0.2373010665178299,0.2414604276418686,0.17414534091949463,0.3423081040382385,0.25059598684310913,0.2507138252258301,0.9999998807907104,0.3571677803993225,0.21125206351280212,0.2091801017522812,0.17284676432609558,0.14560863375663757
union,0.15829040110111237,0.18366625905036926,0.23426634073257446,0.17583990097045898,0.14066480100154877,0.24421639740467072,0.3147597312927246,0.2642118036746979,0.3571677803993225,0.9999999403953552,0.12580472230911255,0.19356246292591095,0.20570071041584015,0.07797172665596008
law,0.13009320199489594,0.15803654491901398,0.22835305333137512,0.15506605803966522,0.21956811845302582,0.24548950791358948,0.3302869200706482,0.2816956341266632,0.17164482176303864,0.19371826946735382,0.23118725419044495,0.19070591032505035,0.4610377252101898,0.1528988480567932
.,0.3452940285205841,0.43897318840026855,0.39295488595962524,0.25618889927864075,0.41390106081962585,0.5934505462646484,0.17410176992416382,0.5352458953857422,0.2095622420310974,0.23708370327949524,0.149366557598114,0.41536515951156616,0.22709663212299347,0.4130953550338745
