,what,has,islamism,been,increasingly,interdependent,with,following,the,arab,spring,?
following,0.2506418824195862,0.20366720855236053,0.2261323630809784,0.2210397720336914,0.19053547084331512,0.19328086078166962,0.30096235871315,0.9999999403953552,0.39779382944107056,0.17285239696502686,0.19139525294303894,0.1555173695087433
the,0.42745697498321533,0.4177538752555847,0.2584027051925659,0.3563927710056305,0.3152945339679718,0.28425103425979614,0.4223487675189972,0.39779382944107056,1.0,0.2674407660961151,0.316989928483963,0.22068053483963013
arab,0.14742176234722137,0.17250628769397736,0.5104608535766602,0.20099736750125885,0.20620284974575043,0.2102946937084198,0.1795298308134079,0.17285239696502686,0.2674407660961151,1.0,0.28560003638267517,0.18450474739074707
spring,0.17833508551120758,0.16562797129154205,0.2365344911813736,0.15466958284378052,0.2409951388835907,0.18039286136627197,0.21274785697460175,0.19139525294303894,0.316989928483963,0.28560003638267517,1.0,0.06767474114894867
",",0.3087472915649414,0.3734780251979828,0.20622773468494415,0.34873589873313904,0.19576682150363922,0.23743413388729095,0.4120737314224243,0.27101513743400574,0.4933079481124878,0.21227021515369415,0.30197975039482117,0.31091248989105225
roy,0.2334662228822708,0.1709250807762146,0.16901402175426483,0.23366978764533997,0.10577324777841568,0.02187606878578663,0.13884525001049042,0.12106979638338089,0.1859140545129776,0.09838318079710007,0.1464124321937561,0.18236976861953735
has,0.20338068902492523,1.0,0.1472405195236206,0.6162750124931335,0.2991989254951477,0.2409103363752365,0.44092974066734314,0.20366720855236053,0.4177538752555847,0.17250628769397736,0.16562797129154205,0.15994466841220856
described,0.22590412199497223,0.24291560053825378,0.2011890411376953,0.3098832666873932,0.31221508979797363,0.24119284749031067,0.24371938407421112,0.2431791126728058,0.2878154516220093,0.2159019410610199,0.10778535902500153,0.1374269425868988
islamism,0.28119760751724243,0.1472405195236206,1.0000001192092896,0.2002374231815338,0.3246018886566162,0.29540491104125977,0.15082941949367523,0.2261323630809784,0.2584027051925659,0.5104608535766602,0.2365344911813736,0.19147449731826782
as,0.31749409437179565,0.351646363735199,0.22173546254634857,0.3975982367992401,0.3422496020793915,0.25812044739723206,0.40387406945228577,0.39620932936668396,0.48381632566452026,0.20004864037036896,0.2178656905889511,0.27043893933296204
``,0.008517155423760414,0.06254398077726364,0.09567752480506897,0.006640665698796511,0.08345358073711395,0.09806396067142487,0.08974023163318634,0.04280305653810501,0.029072100296616554,0.07730448246002197,0.046201545745134354,0.0685480609536171
increasingly,0.19974569976329803,0.2991989254951477,0.3246018886566162,0.3773781657218933,1.0000001192092896,0.34146785736083984,0.2568368911743164,0.19053547084331512,0.3152945339679718,0.20620284974575043,0.2409951388835907,0.059327382594347
interdependent,0.34028804302215576,0.2409103363752365,0.29540491104125977,0.22213363647460938,0.34146785736083984,1.0,0.26559019088745117,0.19328086078166962,0.28425103425979614,0.2102946937084198,0.18039286136627197,0.1836124062538147
'',0.08143015950918198,0.004576915875077248,-0.0031336434185504913,-0.031851496547460556,-0.03585773706436157,0.053975265473127365,0.07907696813344955,0.04169570282101631,0.041273195296525955,-0.0002542186120990664,-0.0413866862654686,0.018684765323996544
with,0.2464839518070221,0.44092974066734314,0.15082941949367523,0.2804456949234009,0.2568368911743164,0.26559019088745117,0.9999999403953552,0.30096235871315,0.4223487675189972,0.1795298308134079,0.21274785697460175,0.2433311939239502
democracy,0.22238294780254364,0.1546911746263504,0.49334433674812317,0.17769350111484528,0.2678006589412689,0.29729288816452026,0.13285599648952484,0.1808326095342636,0.22284646332263947,0.27064165472984314,0.15017852187156677,0.20770417153835297
in,0.30808621644973755,0.4173259735107422,0.20508189499378204,0.3515113592147827,0.23806603252887726,0.26579082012176514,0.4080928862094879,0.355264812707901,0.6662389636039734,0.19895488023757935,0.3244975805282593,0.20430970191955566
much,0.45316147804260254,0.31650421023368835,0.19437585771083832,0.34950098395347595,0.4336288869380951,0.23937849700450897,0.2808258831501007,0.13647125661373138,0.35023224353790283,0.14432010054588318,0.20234838128089905,0.23442231118679047
of,0.33290785551071167,0.3909035325050354,0.2555263340473175,0.31685134768486023,0.2953035831451416,0.3274565041065216,0.41827285289764404,0.3576679527759552,0.733189046382904,0.22039446234703064,0.2455621361732483,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.2584027051925659,0.3563927710056305,0.3152945339679718,0.28425103425979614,0.4223487675189972,0.39779382944107056,1.0,0.2674407660961151,0.316989928483963,0.22068053483963013
arab,0.14742176234722137,0.17250628769397736,0.5104608535766602,0.20099736750125885,0.20620284974575043,0.2102946937084198,0.1795298308134079,0.17285239696502686,0.2674407660961151,1.0,0.28560003638267517,0.18450474739074707
muslim,0.2631456255912781,0.1731201708316803,0.6367560625076294,0.18657736480236053,0.2407548874616623,0.26237064599990845,0.170431450009346,0.1658051609992981,0.28099653124809265,0.521757960319519,0.17842721939086914,0.17456822097301483
world,0.21669597923755646,0.21706144511699677,0.23072826862335205,0.23422138392925262,0.2888151705265045,0.19963954389095306,0.2832821011543274,0.2127237617969513,0.33604270219802856,0.30316483974456787,0.21429982781410217,0.17579582333564758
",",0.3087472915649414,0.3734780251979828,0.20622773468494415,0.34873589873313904,0.19576682150363922,0.23743413388729095,0.4120737314224243,0.27101513743400574,0.4933079481124878,0.21227021515369415,0.30197975039482117,0.31091248989105225
such,0.23989605903625488,0.26101309061050415,0.16560325026512146,0.33591920137405396,0.3253001570701599,0.3037351667881012,0.3346101939678192,0.26987478137016296,0.3575236201286316,0.15648746490478516,0.191105917096138,0.17851735651493073
that,0.6297725439071655,0.41272613406181335,0.27515143156051636,0.4152003228664398,0.32732531428337097,0.31927287578582764,0.4154358208179474,0.3429057002067566,0.5473989248275757,0.20723535120487213,0.2511378526687622,0.32716336846351624
``,0.008517155423760414,0.06254398077726364,0.09567752480506897,0.006640665698796511,0.08345358073711395,0.09806396067142487,0.08974023163318634,0.04280305653810501,0.029072100296616554,0.07730448246002197,0.046201545745134354,0.0685480609536171
neither,0.376018226146698,0.2828500270843506,0.19175098836421967,0.28899824619293213,0.21056528389453888,0.34469935297966003,0.32305625081062317,0.1636364609003067,0.34867867827415466,0.16562487185001373,0.12013111263513565,0.262674480676651
can,0.34502777457237244,0.4103628396987915,0.16523142158985138,0.3498430848121643,0.2748265266418457,0.31947964429855347,0.3572797477245331,0.20435290038585663,0.312528520822525,0.18196696043014526,0.16995148360729218,0.3226337134838104
now,0.4903225302696228,0.3383018970489502,0.14076772332191467,0.44026124477386475,0.24311117827892303,0.243939608335495,0.2213166505098343,0.1291295289993286,0.38266420364379883,0.12242823094129562,0.17608636617660522,0.29641881585121155
survive,0.21734777092933655,0.17031894624233246,0.1130048856139183,0.24081121385097504,0.24264635145664215,0.25456076860427856,0.21341855823993683,0.17909090220928192,0.25732097029685974,0.0973067432641983,0.14755594730377197,0.15179267525672913
without,0.3181614279747009,0.20659762620925903,0.17767402529716492,0.26306283473968506,0.2270217090845108,0.27980124950408936,0.4047483801841736,0.19367000460624695,0.3270869255065918,0.114822156727314,0.12582242488861084,0.2928665280342102
the,0.42745697498321533,0.4177538752555847,0.2584027051925659,0.3563927710056305,0.3152945339679718,0.28425103425979614,0.4223487675189972,0.39779382944107056,1.0,0.2674407660961151,0.316989928483963,0.22068053483963013
other,0.341873437166214,0.3162766396999359,0.19773612916469574,0.34575363993644714,0.33171546459198,0.3466542959213257,0.44086363911628723,0.25207242369651794,0.44152235984802246,0.22306567430496216,0.2197519689798355,0.24682199954986572
.,0.3567904531955719,0.4105546176433563,0.23342493176460266,0.33645182847976685,0.19793471693992615,0.25151970982551575,0.4446153938770294,0.30538758635520935,0.5934505462646484,0.22325089573860168,0.2571665942668915,0.4130953550338745
'',0.08143015950918198,0.004576915875077248,-0.0031336434185504913,-0.031851496547460556,-0.03585773706436157,0.053975265473127365,0.07907696813344955,0.04169570282101631,0.041273195296525955,-0.0002542186120990664,-0.0413866862654686,0.018684765323996544
