,how,much,did,tesla,sell,his,ac,patents,to,westinghouse,electric,for,?
westinghouse,0.1836739182472229,0.1912594586610794,0.1608617752790451,0.35764777660369873,0.22662457823753357,0.2343376725912094,0.2760004699230194,0.39605584740638733,0.22176946699619293,0.9999999403953552,0.4146316647529602,0.25690075755119324,0.17307911813259125
convinced,0.31025415658950806,0.31253039836883545,0.4463092088699341,0.1325654238462448,0.26459893584251404,0.3095298111438751,0.12095063179731369,0.17309652268886566,0.3825732171535492,0.17355062067508698,0.07677554339170456,0.24778787791728973,0.27685287594795227
tesla,0.19128404557704926,0.20609156787395477,0.09757418930530548,0.9999999403953552,0.1555752456188202,0.1580733060836792,0.31766265630722046,0.352291464805603,0.17548894882202148,0.35764777660369873,0.3824412524700165,0.13983871042728424,0.10250775516033173
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.17548894882202148,0.35664159059524536,0.3715193271636963,0.13302072882652283,0.2135588526725769,1.0,0.22176946699619293,0.2115597426891327,0.4451248347759247,0.29463258385658264
release,0.18830232322216034,0.21562662720680237,0.16092081367969513,0.14636866748332977,0.24737456440925598,0.1770111471414566,0.08107583969831467,0.21907192468643188,0.2868979573249817,0.27618837356567383,0.17231838405132294,0.21817782521247864,0.14489315450191498
his,0.24614305794239044,0.23178109526634216,0.3546801507472992,0.1580733060836792,0.22891919314861298,0.9999998807907104,0.08581247925758362,0.1780233383178711,0.3715193271636963,0.2343376725912094,0.1696784496307373,0.39312878251075745,0.18075084686279297
company,0.15308363735675812,0.17030248045921326,0.16800642013549805,0.23045730590820312,0.4149223566055298,0.21722809970378876,0.0813010185956955,0.3766961097717285,0.24903783202171326,0.35389670729637146,0.27608945965766907,0.25874319672584534,0.12195809185504913
from,0.22939439117908478,0.24480824172496796,0.20248863101005554,0.10324860364198685,0.19389642775058746,0.3195365369319916,0.1348489373922348,0.15596331655979156,0.4069952368736267,0.2171432226896286,0.1910351812839508,0.314039945602417,0.19969791173934937
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.1324402391910553,0.19874759018421173,0.4394008219242096,0.11894276738166809,0.20236903429031372,0.535392165184021,0.3101098835468292,0.21345196664333344,0.4739971458911896,0.22068053483963013
licensing,0.22058209776878357,0.2199123352766037,0.2698881924152374,0.19400954246520996,0.3603825271129608,0.16950109601020813,0.13287219405174255,0.33205461502075195,0.26254668831825256,0.3373691439628601,0.2078685462474823,0.2815176546573639,0.23048727214336395
agreement,0.21985773742198944,0.14130866527557373,0.2812501788139343,0.1580989509820938,0.2591250240802765,0.1892467588186264,0.11030488461256027,0.19625185430049896,0.2757699489593506,0.2030821144580841,0.08372066169977188,0.20913051068782806,0.15830197930335999
over,0.31446483731269836,0.3711091876029968,0.2535076439380646,0.16356024146080017,0.25228530168533325,0.3031150996685028,0.08267270773649216,0.17893843352794647,0.38635820150375366,0.19553717970848083,0.17168892920017242,0.3419422209262848,0.25742942094802856
tesla,0.19128404557704926,0.20609156787395477,0.09757418930530548,0.9999999403953552,0.1555752456188202,0.1580733060836792,0.31766265630722046,0.352291464805603,0.17548894882202148,0.35764777660369873,0.3824412524700165,0.13983871042728424,0.10250775516033173
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,0.06449045985937119,0.10946694761514664,0.047556519508361816,0.040544040501117706,0.011529999785125256,0.03782717138528824,-0.008012998849153519,-0.0115516884252429,-0.07241261005401611,-0.023395681753754616
ac,0.11219378560781479,0.12022420018911362,0.08334841579198837,0.31766265630722046,0.10539230704307556,0.08581247925758362,1.0000001192092896,0.1844795197248459,0.13302072882652283,0.2760004699230194,0.4138762056827545,0.13663122057914734,0.19071458280086517
patents,0.22582566738128662,0.2118929922580719,0.19803202152252197,0.352291464805603,0.3380891680717468,0.1780233383178711,0.1844795197248459,1.0,0.2135588526725769,0.39605584740638733,0.24766060709953308,0.2654845714569092,0.1148110032081604
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.17097744345664978,0.23190630972385406,0.3598145842552185,0.09242649376392365,0.20229753851890564,0.45010748505592346,0.2579890191555023,0.19779469072818756,0.4322226941585541,0.20430970191955566
exchange,0.19227394461631775,0.17910951375961304,0.07428870350122452,0.11101709306240082,0.2386823147535324,0.11702585965394974,0.01296389102935791,0.2291225641965866,0.20507046580314636,0.24603284895420074,0.17218148708343506,0.22285395860671997,0.048212938010692596
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.13983871042728424,0.2719201445579529,0.39312878251075745,0.13663122057914734,0.2654845714569092,0.4451248347759247,0.25690075755119324,0.2190219610929489,0.9999999403953552,0.264628142118454
westinghouse,0.1836739182472229,0.1912594586610794,0.1608617752790451,0.35764777660369873,0.22662457823753357,0.2343376725912094,0.2760004699230194,0.39605584740638733,0.22176946699619293,0.9999999403953552,0.4146316647529602,0.25690075755119324,0.17307911813259125
electric,0.22688037157058716,0.1872546225786209,0.12459144741296768,0.3824412524700165,0.18676349520683289,0.1696784496307373,0.4138762056827545,0.24766060709953308,0.2115597426891327,0.4146316647529602,1.0000001192092896,0.2190219610929489,0.15674720704555511
purchasing,0.24109995365142822,0.26998913288116455,0.20166154205799103,0.24435614049434662,0.5059188604354858,0.25663459300994873,0.05044058710336685,0.3469550609588623,0.2600758969783783,0.28120940923690796,0.14118392765522003,0.2341153919696808,0.13069698214530945
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.1324402391910553,0.19874759018421173,0.4394008219242096,0.11894276738166809,0.20236903429031372,0.535392165184021,0.3101098835468292,0.21345196664333344,0.4739971458911896,0.22068053483963013
patents,0.22582566738128662,0.2118929922580719,0.19803202152252197,0.352291464805603,0.3380891680717468,0.1780233383178711,0.1844795197248459,1.0,0.2135588526725769,0.39605584740638733,0.24766060709953308,0.2654845714569092,0.1148110032081604
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.13983871042728424,0.2719201445579529,0.39312878251075745,0.13663122057914734,0.2654845714569092,0.4451248347759247,0.25690075755119324,0.2190219610929489,0.9999999403953552,0.264628142118454
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.2211925983428955,0.1961973011493683,0.3497250974178314,0.11213719099760056,0.2283138483762741,0.45503583550453186,0.25513118505477905,0.24061402678489685,0.44038116931915283,0.23916715383529663
lump,0.3092561364173889,0.2955818176269531,0.12626533210277557,0.03233081474900246,0.15950576961040497,0.15454034507274628,0.024187251925468445,0.11135989427566528,0.1949070394039154,0.09787005186080933,0.08661531656980515,0.13184314966201782,0.25402092933654785
sum,0.20732133090496063,0.27666014432907104,0.17277900874614716,0.25539126992225647,0.2786366045475006,0.18014396727085114,0.0863674208521843,0.15917333960533142,0.23063914477825165,0.14532382786273956,0.2283766269683838,0.2368583381175995,0.1473705917596817
payment,0.19359762966632843,0.2376270592212677,0.18888795375823975,0.2469467669725418,0.3750295639038086,0.19041197001934052,0.1053081527352333,0.33781537413597107,0.20781071484088898,0.24388487637043,0.2138345092535019,0.2850750684738159,0.174774169921875
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.18837453424930573,0.16354906558990479,0.38364991545677185,0.09591341018676758,0.17704786360263824,0.41548454761505127,0.28119996190071106,0.17329032719135284,0.4185989499092102,0.1826142966747284
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.23458653688430786,0.3366301655769348,0.15203753113746643,0.10123731940984726,0.25174519419670105,0.22282108664512634,0.1781255006790161,0.11733546853065491,0.22711659967899323,0.2786129117012024
"216,000",-0.04025623947381973,-0.09876313805580139,0.05633939802646637,0.10478449612855911,0.06285728514194489,0.22565333545207977,0.3326440453529358,0.07491777092218399,0.06987535953521729,0.26249343156814575,0.16834677755832672,0.15193895995616913,0.0729956105351448
;,0.07230665534734726,0.128553569316864,0.10727239400148392,-0.03835732489824295,0.09163210541009903,0.07100893557071686,0.0419929102063179,0.018575049936771393,0.0979827418923378,0.037525154650211334,0.014871018007397652,0.0293948445469141,0.10349778085947037
this,0.45272302627563477,0.5015546083450317,0.3609912693500519,0.2066725641489029,0.21001771092414856,0.3549620509147644,0.16687603294849396,0.2568124234676361,0.5759071707725525,0.19725455343723297,0.23794974386692047,0.5082864165306091,0.3155723512172699
provided,0.25793027877807617,0.24202565848827362,0.2778315246105194,0.19611623883247375,0.19603991508483887,0.2315002828836441,0.12465167045593262,0.2465600222349167,0.28066325187683105,0.2970586121082306,0.16960284113883972,0.38938868045806885,0.16893617808818817
westinghouse,0.1836739182472229,0.1912594586610794,0.1608617752790451,0.35764777660369873,0.22662457823753357,0.2343376725912094,0.2760004699230194,0.39605584740638733,0.22176946699619293,0.9999999403953552,0.4146316647529602,0.25690075755119324,0.17307911813259125
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.2211925983428955,0.1961973011493683,0.3497250974178314,0.11213719099760056,0.2283138483762741,0.45503583550453186,0.25513118505477905,0.24061402678489685,0.44038116931915283,0.23916715383529663
break,0.2660876214504242,0.2753322422504425,0.26556721329689026,0.07342249155044556,0.170781210064888,0.20606279373168945,0.05972197279334068,0.12826894223690033,0.32659798860549927,0.13894423842430115,0.09719926863908768,0.22607485949993134,0.19753244519233704
from,0.22939439117908478,0.24480824172496796,0.20248863101005554,0.10324860364198685,0.19389642775058746,0.3195365369319916,0.1348489373922348,0.15596331655979156,0.4069952368736267,0.2171432226896286,0.1910351812839508,0.314039945602417,0.19969791173934937
what,0.6468034982681274,0.45316147804260254,0.4259131848812103,0.23221199214458466,0.24112503230571747,0.26976513862609863,0.12080251425504684,0.16317835450172424,0.455847829580307,0.16126319766044617,0.15451551973819733,0.3017193675041199,0.5051238536834717
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.26397812366485596,0.3378419280052185,0.1705707460641861,0.22191748023033142,0.44245919585227966,0.277236670255661,0.22981849312782288,0.4464869201183319,0.31091248989105225
due,0.19407185912132263,0.2505093812942505,0.15152592957019806,0.1344064325094223,0.2110348790884018,0.2196607142686844,0.12240613996982574,0.10641037672758102,0.35188060998916626,0.1560773253440857,0.1281478852033615,0.2363993525505066,0.10954997688531876
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.17548894882202148,0.35664159059524536,0.3715193271636963,0.13302072882652283,0.2135588526725769,1.0,0.22176946699619293,0.2115597426891327,0.4451248347759247,0.29463258385658264
alternating,0.2108776718378067,0.2001315802335739,0.023347359150648117,0.20965251326560974,0.0626392811536789,0.140254408121109,0.3527459502220154,0.1579882651567459,0.23102223873138428,0.24903084337711334,0.4392686188220978,0.28052112460136414,0.13878576457500458
current,0.17794625461101532,0.15414083003997803,0.07635620981454849,0.19374153017997742,0.0739811360836029,0.1555706262588501,0.21337713301181793,0.1413441002368927,0.30630946159362793,0.24448244273662567,0.3218620717525482,0.27481377124786377,0.12074550241231918
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,0.06449045985937119,0.10946694761514664,0.047556519508361816,0.040544040501117706,0.011529999785125256,0.03782717138528824,-0.008012998849153519,-0.0115516884252429,-0.07241261005401611,-0.023395681753754616
rapid,0.1725734919309616,0.13892655074596405,0.08790485560894012,0.18893074989318848,0.0752994492650032,0.15461057424545288,0.2518276870250702,0.0991516038775444,0.17502319812774658,0.16062937676906586,0.19317065179347992,0.220044806599617,0.17199881374835968
gain,0.22131459414958954,0.31327834725379944,0.2568015456199646,0.21462078392505646,0.26474398374557495,0.2778317630290985,0.21020814776420593,0.12293171882629395,0.3898973762989044,0.11170529574155807,0.16515055298805237,0.2699543833732605,0.1417919248342514
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.17097744345664978,0.23190630972385406,0.3598145842552185,0.09242649376392365,0.20229753851890564,0.45010748505592346,0.2579890191555023,0.19779469072818756,0.4322226941585541,0.20430970191955566
