,who,made,their,super,bowl,commercial,debut,with,nintendo,?
nintendo,0.1919703483581543,0.21636863052845,0.17464761435985565,0.4243071973323822,0.22110988199710846,0.1932874619960785,0.23656730353832245,0.16152323782444,1.0000001192092896,0.17269451916217804
and,0.41279885172843933,0.34954607486724854,0.45114588737487793,0.18368244171142578,0.1698254644870758,0.240259051322937,0.1683131754398346,0.5477725267410278,0.22430242598056793,0.20544172823429108
the,0.3733934462070465,0.3885267674922943,0.516537070274353,0.21959073841571808,0.21576224267482758,0.23051398992538452,0.2226441204547882,0.4223487675189972,0.21949313580989838,0.22068053483963013
pokémon,0.21651406586170197,0.13404667377471924,0.18802876770496368,0.28236693143844604,0.13844171166419983,0.12182102352380753,0.08198163658380508,0.22821959853172302,0.4952222406864166,0.2271277755498886
company,0.2383776307106018,0.2360643744468689,0.19651755690574646,0.11376534402370453,0.10346642881631851,0.2870384752750397,0.20735035836696625,0.24132338166236877,0.24173274636268616,0.12195809185504913
also,0.47919341921806335,0.39542055130004883,0.4181114733219147,0.27527010440826416,0.2647361755371094,0.2830050587654114,0.21993643045425415,0.44397303462028503,0.2165203094482422,0.21848613023757935
made,0.2576322853565216,1.0,0.2909255027770996,0.14032290875911713,0.206265389919281,0.24747855961322784,0.31565913558006287,0.3459964990615845,0.21636863052845,0.17218779027462006
their,0.3767721951007843,0.2909255027770996,1.0,0.14342328906059265,0.1663845032453537,0.23722012341022491,0.2307511568069458,0.4258328378200531,0.17464761435985565,0.1898253709077835
super,0.1819351613521576,0.14032290875911713,0.14342328906059265,1.0000001192092896,0.4848237931728363,0.20105868577957153,0.17349262535572052,0.1518537551164627,0.4243071973323822,0.166326642036438
bowl,0.09189514070749283,0.206265389919281,0.1663845032453537,0.4848237931728363,1.0,0.16026756167411804,0.13468661904335022,0.18353787064552307,0.22110988199710846,0.21118052303791046
debut,0.09844397008419037,0.31565913558006287,0.2307511568069458,0.17349262535572052,0.13468661904335022,0.264404296875,1.0000001192092896,0.2036544531583786,0.23656730353832245,0.10726679861545563
",",0.3365725874900818,0.32507219910621643,0.3045167922973633,0.22322475910186768,0.1810409277677536,0.26546892523765564,0.2218245416879654,0.4120737314224243,0.20814019441604614,0.31091248989105225
promoting,0.21391776204109192,0.25097209215164185,0.3088698089122772,0.11872433871030807,0.04649815708398819,0.3357124626636505,0.26942741870880127,0.25252777338027954,0.17873139679431915,0.2656548321247101
the,0.3733934462070465,0.3885267674922943,0.516537070274353,0.21959073841571808,0.21576224267482758,0.23051398992538452,0.2226441204547882,0.4223487675189972,0.21949313580989838,0.22068053483963013
20th,0.12597180902957916,0.1164110004901886,0.09894181042909622,0.2248833030462265,0.16469363868236542,0.1291002631187439,0.24564750492572784,0.22445109486579895,0.1937427669763565,0.14985637366771698
anniversary,0.16220717132091522,0.23727121949195862,0.18730859458446503,0.24517762660980225,0.26429256796836853,0.12273537367582321,0.28497228026390076,0.20003211498260498,0.29552096128463745,0.1981802135705948
of,0.2827862501144409,0.33167365193367004,0.4329940676689148,0.14718765020370483,0.2243070751428604,0.21107374131679535,0.12960465252399445,0.41827285289764404,0.1831316351890564,0.1826142966747284
the,0.3733934462070465,0.3885267674922943,0.516537070274353,0.21959073841571808,0.21576224267482758,0.23051398992538452,0.2226441204547882,0.4223487675189972,0.21949313580989838,0.22068053483963013
pokémon,0.21651406586170197,0.13404667377471924,0.18802876770496368,0.28236693143844604,0.13844171166419983,0.12182102352380753,0.08198163658380508,0.22821959853172302,0.4952222406864166,0.2271277755498886
video,0.24429279565811157,0.20331908762454987,0.1793735921382904,0.23280853033065796,0.11146090924739838,0.18199311196804047,0.27009907364845276,0.21089397370815277,0.5918321013450623,0.22771678864955902
game,0.2523840069770813,0.19576728343963623,0.2491205334663391,0.3480181396007538,0.2413962334394455,0.20594170689582825,0.2770695984363556,0.19394829869270325,0.6648058891296387,0.1829071193933487
and,0.41279885172843933,0.34954607486724854,0.45114588737487793,0.18368244171142578,0.1698254644870758,0.240259051322937,0.1683131754398346,0.5477725267410278,0.22430242598056793,0.20544172823429108
media,0.14310432970523834,0.14125113189220428,0.12086445838212967,0.2023422122001648,0.10416857153177261,0.2335136979818344,0.16417773067951202,0.1988309621810913,0.3310033082962036,0.1571006178855896
franchise,0.26402056217193604,0.17310434579849243,0.23422278463840485,0.3508962392807007,0.2876890301704407,0.27367910742759705,0.27663713693618774,0.21402783691883087,0.38491517305374146,0.13445523381233215
.,0.3541337847709656,0.4032190144062042,0.34427863359451294,0.2757420241832733,0.21516893804073334,0.2460125982761383,0.20454879105091095,0.4446153938770294,0.255659282207489,0.4130953550338745
