,what,is,the,bassin,de,compensation,de,plobsheim,in,alsace,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18229888379573822,0.24818959832191467,0.17731177806854248,0.24818959832191467,0.2877163589000702,1.0,0.2968940734863281,0.20430970191955566
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.1294998824596405,0.17393504083156586,0.28027230501174927,0.17393504083156586,0.2784409523010254,0.4010399878025055,0.1924225389957428,0.2562315762042999
places,0.19604378938674927,0.3042297065258026,0.31653955578804016,0.061254486441612244,0.10616219788789749,0.11882767081260681,0.10616219788789749,0.27599436044692993,0.3709096312522888,0.20067773759365082,0.17623652517795563
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2684626877307892,0.2882855534553528,0.24930427968502045,0.2882855534553528,0.33116209506988525,0.5201468467712402,0.26316773891448975,0.31091248989105225
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.16641473770141602,0.14624004065990448,0.25305524468421936,0.14624004065990448,0.29505103826522827,0.5361666083335876,0.22005929052829742,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.10404905676841736,0.1437842696905136,0.2553270161151886,0.1437842696905136,0.27987992763519287,0.3841303884983063,0.16309799253940582,0.24591213464736938
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.10717304050922394,0.12724021077156067,0.2244681864976883,0.12724021077156067,0.343953013420105,0.2841601073741913,0.20432235300540924,0.1355665624141693
compensation,0.3246670365333557,0.20761074125766754,0.24913841485977173,0.07203470170497894,0.11884431540966034,1.0,0.11884431540966034,0.23443195223808289,0.17731177806854248,0.19252075254917145,0.20586632192134857
pools,0.11367636919021606,0.18493230640888214,0.2141215205192566,0.21592830121517181,0.1423063725233078,0.18185073137283325,0.1423063725233078,0.25393396615982056,0.24314425885677338,0.07774729281663895,0.12269051373004913
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2684626877307892,0.2882855534553528,0.24930427968502045,0.2882855534553528,0.33116209506988525,0.5201468467712402,0.26316773891448975,0.31091248989105225
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.08586020022630692,0.15479344129562378,0.2912580370903015,0.15479344129562378,0.2030363231897354,0.4322226941585541,0.17261438071727753,0.264628142118454
example,0.3456268310546875,0.36737263202667236,0.3755223751068115,0.08672601729631424,0.1293044537305832,0.28588196635246277,0.1293044537305832,0.1932428479194641,0.30483278632164,0.1966276466846466,0.30374911427497864
the,0.42745697498321533,0.5823672413825989,1.0,0.2366657704114914,0.23491892218589783,0.24913841485977173,0.23491892218589783,0.3035545349121094,0.6662389636039734,0.3544199764728546,0.22068053483963013
huge,0.2735622227191925,0.22918659448623657,0.3726782202720642,0.1650126576423645,0.0935749039053917,0.25218063592910767,0.0935749039053917,0.2556150257587433,0.2714290916919708,0.1435210406780243,0.13631469011306763
bassin,0.11854872852563858,0.20603720843791962,0.2366657704114914,1.0,0.3625025153160095,0.07203470170497894,0.3625025153160095,0.31118735671043396,0.18229888379573822,0.3828720450401306,0.18202272057533264
de,0.10476839542388916,0.20309367775917053,0.23491892218589783,0.3625025153160095,1.0,0.11884431540966034,1.0,0.21547579765319824,0.24818959832191467,0.28432953357696533,0.11064168810844421
compensation,0.3246670365333557,0.20761074125766754,0.24913841485977173,0.07203470170497894,0.11884431540966034,1.0,0.11884431540966034,0.23443195223808289,0.17731177806854248,0.19252075254917145,0.20586632192134857
de,0.10476839542388916,0.20309367775917053,0.23491892218589783,0.3625025153160095,1.0,0.11884431540966034,1.0,0.21547579765319824,0.24818959832191467,0.28432953357696533,0.11064168810844421
plobsheim,0.21347486972808838,0.2834026515483856,0.3035545349121094,0.31118735671043396,0.21547579765319824,0.23443195223808289,0.21547579765319824,0.9999999403953552,0.2877163589000702,0.42625394463539124,0.26129788160324097
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18229888379573822,0.24818959832191467,0.17731177806854248,0.24818959832191467,0.2877163589000702,1.0,0.2968940734863281,0.20430970191955566
alsace,0.2365240901708603,0.24614931643009186,0.3544199764728546,0.3828720450401306,0.28432953357696533,0.19252075254917145,0.28432953357696533,0.42625394463539124,0.2968940734863281,1.0000001192092896,0.17753762006759644
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2250228077173233,0.2525182366371155,0.21346372365951538,0.2525182366371155,0.3108026087284088,0.5591574311256409,0.29646942019462585,0.4130953550338745
