,what,do,current,ctenophores,have,that,fossils,found,did,not,have,?
despite,0.1825345903635025,0.17690110206604004,0.19426752626895905,0.20875760912895203,0.33455711603164673,0.3715449869632721,0.21924017369747162,0.22573569416999817,0.38115930557250977,0.3768695294857025,0.33455711603164673,0.14350546896457672
their,0.35142919421195984,0.35424983501434326,0.18771663308143616,0.34535476565361023,0.523270845413208,0.4266771972179413,0.208581805229187,0.16267240047454834,0.38078752160072327,0.4368778169155121,0.523270845413208,0.1898253709077835
soft,0.22882381081581116,0.20124627649784088,0.13036561012268066,0.2689204216003418,0.3149976134300232,0.283719927072525,0.24756060540676117,0.19314168393611908,0.161678284406662,0.2427849918603897,0.3149976134300232,0.20168161392211914
",",0.3087472915649414,0.3283645510673523,0.29341426491737366,0.19362998008728027,0.3541618287563324,0.4137537479400635,0.21695511043071747,0.27385151386260986,0.3015086054801941,0.3769696354866028,0.3541618287563324,0.31091248989105225
gelatinous,0.15438850224018097,0.2259150743484497,0.17574772238731384,0.5155947208404541,0.3874933421611786,0.2851770520210266,0.34085941314697266,0.2719419598579407,0.09631364792585373,0.259057879447937,0.3874933421611786,0.17941416800022125
bodies,0.1688588559627533,0.23864081501960754,0.08954691886901855,0.3575955331325531,0.3680446147918701,0.30124250054359436,0.3195175230503082,0.31567689776420593,0.24644926190376282,0.29127058386802673,0.3680446147918701,0.18285469710826874
",",0.3087472915649414,0.3283645510673523,0.29341426491737366,0.19362998008728027,0.3541618287563324,0.4137537479400635,0.21695511043071747,0.27385151386260986,0.3015086054801941,0.3769696354866028,0.3541618287563324,0.31091248989105225
fossils,0.24009542167186737,0.19304291903972626,0.12108323723077774,0.5183635354042053,0.31919050216674805,0.29984185099601746,1.0000001192092896,0.44371047616004944,0.17319244146347046,0.23554696142673492,0.31919050216674805,0.1504307985305786
thought,0.4469435214996338,0.2794938385486603,0.14116114377975464,0.28449246287345886,0.45581644773483276,0.520185112953186,0.25450655817985535,0.372762531042099,0.482954740524292,0.449548602104187,0.45581644773483276,0.2600135803222656
to,0.455847829580307,0.38876664638519287,0.30630946159362793,0.2038351595401764,0.4544740617275238,0.5436353087425232,0.22865045070648193,0.25225648283958435,0.4452643394470215,0.5149973034858704,0.4544740617275238,0.29463258385658264
represent,0.2515442371368408,0.2658964991569519,0.23606640100479126,0.26890915632247925,0.36942538619041443,0.31693750619888306,0.23489755392074585,0.2021806240081787,0.16118790209293365,0.2917863130569458,0.36942538619041443,0.1972627341747284
ctenophores,0.2505159080028534,0.33553314208984375,0.10702556371688843,1.0,0.3612369894981384,0.3005664348602295,0.5183635354042053,0.32198694348335266,0.1785532683134079,0.3236076831817627,0.3612369894981384,0.2054179310798645
",",0.3087472915649414,0.3283645510673523,0.29341426491737366,0.19362998008728027,0.3541618287563324,0.4137537479400635,0.21695511043071747,0.27385151386260986,0.3015086054801941,0.3769696354866028,0.3541618287563324,0.31091248989105225
apparently,0.3612438142299652,0.245319202542305,0.13574524223804474,0.2976723909378052,0.4457801878452301,0.45604047179222107,0.26656341552734375,0.2703741490840912,0.2779636085033417,0.442005455493927,0.4457801878452301,0.3236613869667053
with,0.2464839518070221,0.23744353652000427,0.1750524342060089,0.17838598787784576,0.48046383261680603,0.4154358208179474,0.16163332760334015,0.2364431470632553,0.25472134351730347,0.3409014642238617,0.48046383261680603,0.2433311939239502
no,0.339326947927475,0.3198779225349426,0.3298044502735138,0.1589290350675583,0.38691386580467224,0.41830796003341675,0.14432072639465332,0.18801116943359375,0.23735837638378143,0.4487079083919525,0.38691386580467224,0.32165053486824036
tentacles,0.17259258031845093,0.2578895092010498,0.13681025803089142,0.5793060064315796,0.3148491680622101,0.2598695456981659,0.3400595784187317,0.15879622101783752,0.10777673870325089,0.2661753296852112,0.3148491680622101,0.15145425498485565
but,0.5029441118240356,0.4077886939048767,0.2106652706861496,0.24390928447246552,0.5920813083648682,0.7244205474853516,0.2830428183078766,0.32550859451293945,0.49033689498901367,0.6553761959075928,0.5920813083648682,0.27921953797340393
many,0.36131182312965393,0.38738366961479187,0.15019191801548004,0.2795896530151367,0.5841760635375977,0.5391656160354614,0.29095715284347534,0.27700337767601013,0.375588983297348,0.4369727373123169,0.5841760635375977,0.2124512493610382
more,0.3484537899494171,0.3514035940170288,0.32762542366981506,0.22139282524585724,0.49033403396606445,0.4813884496688843,0.19407662749290466,0.23245514929294586,0.2803135812282562,0.4605548083782196,0.49033403396606445,0.27894994616508484
