,how,can,you,find,the,absolute,age,of,sedimentary,rock,units,which,do,not,contain,radioactive,isotopes,?
these,0.41104358434677124,0.4833051562309265,0.36201566457748413,0.26576027274131775,0.49086877703666687,0.22473981976509094,0.19724537432193756,0.42684608697891235,0.29026567935943604,0.2087220847606659,0.3419276773929596,0.5959210991859436,0.4402875602245331,0.5041285753250122,0.47262340784072876,0.23567034304141998,0.2874593138694763,0.2571668326854706
methods,0.34907329082489014,0.34947484731674194,0.23770929872989655,0.2677226662635803,0.22011874616146088,0.2185865342617035,0.20965537428855896,0.25110384821891785,0.28036603331565857,0.12232524156570435,0.23406602442264557,0.2949608862400055,0.2658452093601227,0.30183884501457214,0.26919040083885193,0.3546471893787384,0.3807825446128845,0.19441695511341095
are,0.311818927526474,0.5408529043197632,0.3272087574005127,0.29022112488746643,0.40399202704429626,0.18117347359657288,0.1542336493730545,0.39081433415412903,0.2701125144958496,0.2232755869626999,0.2583767771720886,0.42922598123550415,0.41111594438552856,0.46186959743499756,0.5326977372169495,0.2092656046152115,0.2572533190250397,0.24591213464736938
used,0.34819337725639343,0.48128408193588257,0.33300864696502686,0.25108572840690613,0.3718377649784088,0.21698953211307526,0.07633404433727264,0.3075267970561981,0.1836346983909607,0.18291133642196655,0.29663047194480896,0.414506196975708,0.3054939806461334,0.358921617269516,0.38755109906196594,0.2614927291870117,0.25701582431793213,0.22430120408535004
for,0.3308170735836029,0.35690054297447205,0.31656414270401,0.3409616947174072,0.4739971458911896,0.19913284480571747,0.23129768669605255,0.4185989499092102,0.18431241810321808,0.20388811826705933,0.24534544348716736,0.44095608592033386,0.29510271549224854,0.39280617237091064,0.30063194036483765,0.227464497089386,0.24533236026763916,0.264628142118454
a,0.29312583804130554,0.3915780484676361,0.334549218416214,0.2540014088153839,0.5829201340675354,0.23519659042358398,0.19297243654727936,0.5052502155303955,0.22127015888690948,0.25165656208992004,0.2457057684659958,0.56894451379776,0.26237669587135315,0.3791346549987793,0.23510922491550446,0.23369985818862915,0.21168026328086853,0.23916715383529663
variety,0.24128027260303497,0.30242419242858887,0.2260931432247162,0.1919337511062622,0.22543764114379883,0.08773383498191833,0.13696271181106567,0.21034783124923706,0.2698606252670288,0.20905795693397522,0.16963693499565125,0.3791255056858063,0.1883482038974762,0.20339782536029816,0.28490909934043884,0.14340366423130035,0.20136137306690216,0.13376861810684204
of,0.2480744868516922,0.2603091299533844,0.1774725764989853,0.2276865392923355,0.733189046382904,0.2950317859649658,0.2372717410326004,1.0,0.30878832936286926,0.2653365731239319,0.2597769498825073,0.5011631846427917,0.26150479912757874,0.3307090103626251,0.30574339628219604,0.2351102977991104,0.22727559506893158,0.1826142966747284
applications,0.26299619674682617,0.4060838520526886,0.3032943606376648,0.2350829690694809,0.23664557933807373,0.2130827009677887,0.18474167585372925,0.24918507039546967,0.23996245861053467,0.15443183481693268,0.36009231209754944,0.34649497270584106,0.2836752235889435,0.26754695177078247,0.31508588790893555,0.2854592502117157,0.34393054246902466,0.19125857949256897
.,0.3287222981452942,0.35783761739730835,0.31283900141716003,0.3133861720561981,0.5934505462646484,0.21997621655464172,0.2498820275068283,0.5352458953857422,0.22532618045806885,0.24835698306560516,0.2587635815143585,0.45942068099975586,0.3613996207714081,0.4824007451534271,0.22565869987010956,0.22110705077648163,0.2755253314971924,0.4130953550338745
,how,can,you,find,the,absolute,age,of,sedimentary,rock,units,which,do,not,contain,radioactive,isotopes,?
dating,0.1927265226840973,0.14642655849456787,0.128109410405159,0.21692246198654175,0.23401090502738953,0.13376139104366302,0.2943451404571533,0.2134421318769455,0.3272084891796112,0.24752582609653473,0.07924455404281616,0.2229909896850586,0.12015832215547562,0.1337156593799591,0.23547835648059845,0.2949366569519043,0.30085963010787964,0.1135709211230278
of,0.2480744868516922,0.2603091299533844,0.1774725764989853,0.2276865392923355,0.733189046382904,0.2950317859649658,0.2372717410326004,1.0,0.30878832936286926,0.2653365731239319,0.2597769498825073,0.5011631846427917,0.26150479912757874,0.3307090103626251,0.30574339628219604,0.2351102977991104,0.22727559506893158,0.1826142966747284
lava,0.18432852625846863,0.2658810615539551,0.16175615787506104,0.13108251988887787,0.1775549203157425,0.15457789599895477,0.15481917560100555,0.13713309168815613,0.41183918714523315,0.28640395402908325,0.17453329265117645,0.2738599479198456,0.09860532730817795,0.10037226229906082,0.2092629075050354,0.3441205620765686,0.24621376395225525,0.12033136188983917
and,0.33647966384887695,0.3675691485404968,0.34939926862716675,0.3228435218334198,0.5171257257461548,0.21965505182743073,0.20936404168605804,0.5116966962814331,0.30291467905044556,0.2808155119419098,0.2126137614250183,0.506277859210968,0.276123583316803,0.39099299907684326,0.3066939413547516,0.20245471596717834,0.21556945145130157,0.20544172823429108
volcanic,0.12845207750797272,0.17727875709533691,0.16772907972335815,0.11681147664785385,0.2569253444671631,0.12352974712848663,0.18981054425239563,0.22652027010917664,0.4697829484939575,0.3014007806777954,0.14448808133602142,0.2597072124481201,0.20367255806922913,0.15932661294937134,0.2182815670967102,0.3598625361919403,0.36038970947265625,0.11614231020212173
ash,0.10499478876590729,0.20658348500728607,0.18234005570411682,0.17134901881217957,0.18908189237117767,0.11615435779094696,0.1896529644727707,0.17366795241832733,0.3346513509750366,0.26016464829444885,0.1418459415435791,0.2169339656829834,0.08170425891876221,0.1264171600341797,0.16590195894241333,0.2522857189178467,0.18070703744888306,0.1842072457075119
layers,0.24087738990783691,0.2992985248565674,0.22995442152023315,0.14754018187522888,0.24930399656295776,0.1694715917110443,0.18816512823104858,0.24201519787311554,0.4907463490962982,0.28336501121520996,0.24015028774738312,0.36429905891418457,0.22848673164844513,0.2098120152950287,0.33977407217025757,0.30855920910835266,0.25756004452705383,0.09622068703174591
found,0.12975606322288513,0.24230946600437164,0.1594753861427307,0.411496639251709,0.3452354073524475,0.12776421010494232,0.21284176409244537,0.2982911467552185,0.30481916666030884,0.18355251848697662,0.10113096982240677,0.25134438276290894,0.19611693918704987,0.23683975636959076,0.29978108406066895,0.25139397382736206,0.2713553309440613,0.16790300607681274
within,0.24755704402923584,0.27913734316825867,0.2089373618364334,0.16830798983573914,0.39827480912208557,0.28682222962379456,0.18803569674491882,0.39594778418540955,0.20324741303920746,0.19510747492313385,0.3089343011379242,0.43539655208587646,0.21291908621788025,0.33411741256713867,0.36643797159194946,0.2239958941936493,0.21942497789859772,0.1870293766260147
a,0.29312583804130554,0.3915780484676361,0.334549218416214,0.2540014088153839,0.5829201340675354,0.23519659042358398,0.19297243654727936,0.5052502155303955,0.22127015888690948,0.25165656208992004,0.2457057684659958,0.56894451379776,0.26237669587135315,0.3791346549987793,0.23510922491550446,0.23369985818862915,0.21168026328086853,0.23916715383529663
stratigraphic,0.22219985723495483,0.20787495374679565,0.14159253239631653,0.2118116319179535,0.3194960653781891,0.2148178368806839,0.22220231592655182,0.338003009557724,0.5736516714096069,0.2781538665294647,0.2891218960285187,0.3455890119075775,0.17644378542900085,0.20868834853172302,0.24939937889575958,0.334711492061615,0.35660919547080994,0.13672329485416412
sequence,0.23729996383190155,0.20705975592136383,0.2295587807893753,0.20587456226348877,0.2635619342327118,0.22950217127799988,0.1572868376970291,0.20772917568683624,0.30563151836395264,0.1908154934644699,0.14549469947814941,0.34560152888298035,0.15132492780685425,0.24098747968673706,0.30804046988487244,0.182908296585083,0.2557952105998993,0.1508881151676178
can,0.49246567487716675,1.0,0.5051328539848328,0.38054314255714417,0.312528520822525,0.1994364708662033,0.17416419088840485,0.2603091299533844,0.18778736889362335,0.1506635546684265,0.19262604415416718,0.41132649779319763,0.45775556564331055,0.49270012974739075,0.382681280374527,0.2677859663963318,0.2577046751976013,0.3226337134838104
provide,0.3199661672115326,0.3899819850921631,0.3408856689929962,0.4066329896450043,0.26373472809791565,0.2159968763589859,0.09724842756986618,0.27198103070259094,0.18976454436779022,0.14644859731197357,0.2958822548389435,0.33578091859817505,0.36434707045555115,0.3629520833492279,0.45354482531547546,0.19035130739212036,0.17788930237293243,0.22704634070396423
absolute,0.23440814018249512,0.1994364708662033,0.2649626135826111,0.24838624894618988,0.26488861441612244,0.9999998807907104,0.1761169582605362,0.2950317859649658,0.21037082374095917,0.13682039082050323,0.20214012265205383,0.2838975787162781,0.23054471611976624,0.28281062841415405,0.22423969209194183,0.25160592794418335,0.25603368878364563,0.22724391520023346
age,0.17137715220451355,0.17416419088840485,0.1377372145652771,0.2183041125535965,0.24711290001869202,0.1761169582605362,0.9999998807907104,0.2372717410326004,0.2466534674167633,0.17315417528152466,0.055236704647541046,0.1620659977197647,0.14775970578193665,0.2090955525636673,0.13029538094997406,0.18792183697223663,0.20910584926605225,0.16859300434589386
data,0.2773200571537018,0.21799646317958832,0.24865958094596863,0.21726687252521515,0.20546740293502808,0.10432573407888412,0.10482404381036758,0.20013196766376495,0.22141437232494354,0.14850524067878723,0.22644370794296265,0.23669208586215973,0.16594001650810242,0.19857001304626465,0.2416529655456543,0.1802884191274643,0.1958019882440567,0.17909851670265198
for,0.3308170735836029,0.35690054297447205,0.31656414270401,0.3409616947174072,0.4739971458911896,0.19913284480571747,0.23129768669605255,0.4185989499092102,0.18431241810321808,0.20388811826705933,0.24534544348716736,0.44095608592033386,0.29510271549224854,0.39280617237091064,0.30063194036483765,0.227464497089386,0.24533236026763916,0.264628142118454
sedimentary,0.17308709025382996,0.18778736889362335,0.1851656436920166,0.18163929879665375,0.2576860189437866,0.21037082374095917,0.2466534674167633,0.30878832936286926,1.0,0.4918837249279022,0.18815360963344574,0.3548518121242523,0.16419275104999542,0.17139104008674622,0.2876345217227936,0.3599938452243805,0.3308570086956024,0.1575118452310562
rock,0.14451827108860016,0.1506635546684265,0.19783160090446472,0.15619617700576782,0.23786304891109467,0.13682039082050323,0.17315417528152466,0.2653365731239319,0.4918837249279022,1.0,0.1478174924850464,0.2919301390647888,0.14039506018161774,0.22037340700626373,0.23541943728923798,0.18970568478107452,0.17982587218284607,0.13172835111618042
units,0.21447613835334778,0.19262604415416718,0.17822815477848053,0.13540884852409363,0.2691343426704407,0.20214012265205383,0.055236704647541046,0.2597769498825073,0.18815360963344574,0.1478174924850464,1.0,0.26203450560569763,0.13284477591514587,0.24219836294651031,0.26151108741760254,0.22343765199184418,0.25552597641944885,0.089388407766819
which,0.4852597713470459,0.41132649779319763,0.3689880967140198,0.24280805885791779,0.6521818041801453,0.2838975787162781,0.1620659977197647,0.5011631846427917,0.3548518121242523,0.2919301390647888,0.26203450560569763,1.0,0.31153854727745056,0.46766895055770874,0.39727339148521423,0.27470454573631287,0.22502407431602478,0.25814583897590637
do,0.40287578105926514,0.45775556564331055,0.4814927875995636,0.3571088910102844,0.30239659547805786,0.23054471611976624,0.14775970578193665,0.26150479912757874,0.16419275104999542,0.14039506018161774,0.13284477591514587,0.31153854727745056,1.0,0.6619802713394165,0.31365397572517395,0.19688202440738678,0.211422860622406,0.4093979299068451
not,0.4869767427444458,0.49270012974739075,0.49501559138298035,0.3796599209308624,0.4310511648654938,0.28281062841415405,0.2090955525636673,0.3307090103626251,0.17139104008674622,0.22037340700626373,0.24219836294651031,0.46766895055770874,0.6619802713394165,0.9999999403953552,0.39340853691101074,0.26813703775405884,0.26178252696990967,0.41942933201789856
contain,0.2636528015136719,0.382681280374527,0.3118351697921753,0.2769610583782196,0.26383090019226074,0.22423969209194183,0.13029538094997406,0.30574339628219604,0.2876345217227936,0.23541943728923798,0.26151108741760254,0.39727339148521423,0.31365397572517395,0.39340853691101074,1.0,0.2713719308376312,0.29368963837623596,0.18853069841861725
radioactive,0.24828049540519714,0.2677859663963318,0.1797306090593338,0.20651963353157043,0.1904602199792862,0.25160592794418335,0.18792183697223663,0.2351102977991104,0.3599938452243805,0.18970568478107452,0.22343765199184418,0.27470454573631287,0.19688202440738678,0.26813703775405884,0.2713719308376312,0.9999999403953552,0.7159970998764038,0.18001475930213928
isotopes,0.22888821363449097,0.2577046751976013,0.20918437838554382,0.21158865094184875,0.16556376218795776,0.25603368878364563,0.20910584926605225,0.22727559506893158,0.3308570086956024,0.17982587218284607,0.25552597641944885,0.22502407431602478,0.211422860622406,0.26178252696990967,0.29368963837623596,0.7159970998764038,1.0,0.1561429351568222
and,0.33647966384887695,0.3675691485404968,0.34939926862716675,0.3228435218334198,0.5171257257461548,0.21965505182743073,0.20936404168605804,0.5116966962814331,0.30291467905044556,0.2808155119419098,0.2126137614250183,0.506277859210968,0.276123583316803,0.39099299907684326,0.3066939413547516,0.20245471596717834,0.21556945145130157,0.20544172823429108
calibrate,0.3139963448047638,0.4071520268917084,0.31641414761543274,0.34487026929855347,0.2610487639904022,0.2832570970058441,0.1772930920124054,0.1983606219291687,0.29610368609428406,0.2343321442604065,0.3281306028366089,0.3268211781978607,0.2667170763015747,0.36140352487564087,0.26967060565948486,0.304910808801651,0.3064537048339844,0.25639885663986206
relative,0.2679363489151001,0.1995767503976822,0.17714467644691467,0.25827425718307495,0.24540278315544128,0.42464950680732727,0.17646417021751404,0.32158899307250977,0.23374271392822266,0.13933731615543365,0.17850995063781738,0.2950720489025116,0.1587928682565689,0.23633871972560883,0.21367689967155457,0.23632551729679108,0.31603559851646423,0.1457768678665161
dating,0.1927265226840973,0.14642655849456787,0.128109410405159,0.21692246198654175,0.23401090502738953,0.13376139104366302,0.2943451404571533,0.2134421318769455,0.3272084891796112,0.24752582609653473,0.07924455404281616,0.2229909896850586,0.12015832215547562,0.1337156593799591,0.23547835648059845,0.2949366569519043,0.30085963010787964,0.1135709211230278
techniques,0.30078184604644775,0.27718308568000793,0.19166512787342072,0.21324275434017181,0.18448615074157715,0.17448438704013824,0.1720995455980301,0.2114233523607254,0.24768812954425812,0.1882355511188507,0.19929656386375427,0.27518805861473083,0.18510258197784424,0.21426557004451752,0.20654119551181793,0.21896110475063324,0.23943917453289032,0.1533757448196411
.,0.3287222981452942,0.35783761739730835,0.31283900141716003,0.3133861720561981,0.5934505462646484,0.21997621655464172,0.2498820275068283,0.5352458953857422,0.22532618045806885,0.24835698306560516,0.2587635815143585,0.45942068099975586,0.3613996207714081,0.4824007451534271,0.22565869987010956,0.22110705077648163,0.2755253314971924,0.4130953550338745
