,stable,and,radioactive,isotope,studies,provide,insight,into,what,?
stable,1.0000001192092896,0.24914555251598358,0.40940481424331665,0.44517630338668823,0.18792375922203064,0.206735298037529,0.13479314744472504,0.20694555342197418,0.19113974273204803,0.11452282965183258
and,0.24914555251598358,1.0,0.20245471596717834,0.18160630762577057,0.30504533648490906,0.32960009574890137,0.20923620462417603,0.36597734689712524,0.31309178471565247,0.20544172823429108
radioactive,0.40940481424331665,0.20245471596717834,0.9999999403953552,0.7058400511741638,0.19167593121528625,0.19035130739212036,0.1326926052570343,0.15458884835243225,0.25844255089759827,0.18001475930213928
isotope,0.44517630338668823,0.18160630762577057,0.7058400511741638,1.0,0.2823624908924103,0.17119760811328888,0.17253941297531128,0.09477703273296356,0.19590917229652405,0.16495643556118011
studies,0.18792375922203064,0.30504533648490906,0.19167593121528625,0.2823624908924103,0.9999998807907104,0.1756121963262558,0.3023126423358917,0.173822283744812,0.18772079050540924,0.1388726830482483
provide,0.206735298037529,0.32960009574890137,0.19035130739212036,0.17119760811328888,0.1756121963262558,1.0,0.33047762513160706,0.14820438623428345,0.27049049735069275,0.22704634070396423
insight,0.13479314744472504,0.20923620462417603,0.1326926052570343,0.17253941297531128,0.3023126423358917,0.33047762513160706,1.0000001192092896,0.1748606413602829,0.3574843108654022,0.34185463190078735
into,0.20694555342197418,0.36597734689712524,0.15458884835243225,0.09477703273296356,0.173822283744812,0.14820438623428345,0.1748606413602829,1.0,0.2180619090795517,0.15662476420402527
the,0.19243422150611877,0.5171257257461548,0.1904602199792862,0.15879318118095398,0.22738903760910034,0.26373472809791565,0.15509411692619324,0.39493247866630554,0.42745697498321533,0.22068053483963013
geochemical,0.29860854148864746,0.1630827933549881,0.5012076497077942,0.5671490430831909,0.3568417429924011,0.23809218406677246,0.29895156621932983,0.15302708745002747,0.2871178388595581,0.189472034573555
evolution,0.2564709186553955,0.19243520498275757,0.19349947571754456,0.27538561820983887,0.3295932710170746,0.2607150375843048,0.3837268352508545,0.18167363107204437,0.2432696372270584,0.26797422766685486
of,0.21093958616256714,0.5116966962814331,0.2351102977991104,0.21059486269950867,0.26975658535957336,0.27198103070259094,0.12511052191257477,0.32255905866622925,0.33290785551071167,0.1826142966747284
rock,0.20473740994930267,0.2808155119419098,0.18970568478107452,0.19444526731967926,0.12123125046491623,0.14644859731197357,0.06798307597637177,0.2020813673734665,0.1923677921295166,0.13172835111618042
units,0.1281958818435669,0.2126137614250183,0.22343765199184418,0.2638014554977417,0.10716455429792404,0.2958822548389435,0.14044979214668274,0.21355803310871124,0.1804584264755249,0.089388407766819
.,0.2419736087322235,0.588965117931366,0.22110705077648163,0.2560277283191681,0.22173671424388885,0.23842981457710266,0.2433774471282959,0.26250120997428894,0.3567904531955719,0.4130953550338745
