,who,was,nasa,'s,administrator,?
when,0.48282691836357117,0.37326499819755554,0.1527581512928009,-0.03368149697780609,0.21907278895378113,0.22841128706932068
kennedy,0.19708238542079926,0.1929353028535843,0.2364986389875412,-0.03838328644633293,0.33687540888786316,0.21965277194976807
's,0.05599616840481758,0.008974763564765453,-0.09383333474397659,0.9999999403953552,0.00012216161121614277,-0.023395681753754616
newly,0.2577650249004364,0.39056387543678284,0.16564832627773285,-0.0343291349709034,0.16385751962661743,0.08549588173627853
appointed,0.3215055465698242,0.33569878339767456,0.22014421224594116,-0.07290255278348923,0.36824923753738403,0.13895352184772491
nasa,0.1536933034658432,0.19417528808116913,1.0000001192092896,-0.09383333474397659,0.2822103500366211,0.1809994876384735
administrator,0.29738950729370117,0.26034414768218994,0.2822103500366211,0.00012216161121614277,0.9999999403953552,0.2915230691432953
james,0.2562035918235779,0.2958067059516907,0.12130460888147354,0.043919146060943604,0.14453387260437012,0.12139993160963058
e.,-0.02677040547132492,0.04124482721090317,0.0278021153062582,-0.06661205738782883,0.0011576353572309017,0.04848470166325569
webb,0.27205929160118103,0.2562257945537567,0.33022621273994446,-0.049451619386672974,0.21940287947654724,0.11173157393932343
requested,0.32294291257858276,0.24532678723335266,0.1497439295053482,0.018166447058320045,0.3944925367832184,0.3419589698314667
a,0.36608949303627014,0.4508470594882965,0.19403119385242462,0.04866964742541313,0.23652416467666626,0.23916715383529663
30,0.0856964960694313,0.08394331485033035,-0.00047345843631774187,-0.03394532576203346,0.06667207181453705,-0.08261742442846298
percent,0.23825250566005707,0.15081442892551422,0.16855734586715698,0.09135904163122177,0.12035946547985077,0.14671556651592255
budget,0.16109293699264526,0.28109338879585266,0.2532660663127899,0.03800197318196297,0.20900000631809235,0.14098747074604034
increase,0.16291113197803497,0.13373249769210815,0.1267326921224594,-0.07857929915189743,0.19515067338943481,0.11119163036346436
for,0.37110671401023865,0.3863949179649353,0.17481353878974915,-0.07241261005401611,0.22280412912368774,0.264628142118454
his,0.44966956973075867,0.4405253231525421,0.15133658051490784,0.047556519508361816,0.2117617130279541,0.18075084686279297
agency,0.11960361897945404,0.19805613160133362,0.32444897294044495,-0.003614572109654546,0.3180958032608032,0.18185843527317047
",",0.3365725874900818,0.45456063747406006,0.18665438890457153,-0.0016132977325469255,0.30028748512268066,0.31091248989105225
kennedy,0.19708238542079926,0.1929353028535843,0.2364986389875412,-0.03838328644633293,0.33687540888786316,0.21965277194976807
supported,0.22602812945842743,0.3039414882659912,0.1431725025177002,-0.053373903036117554,0.11602076143026352,0.11593948304653168
an,0.2848317325115204,0.3694365322589874,0.17511004209518433,0.025255560874938965,0.31552863121032715,0.19793890416622162
acceleration,0.07029955834150314,0.1786421239376068,0.2048267424106598,-0.017094241455197334,0.20546312630176544,0.16905567049980164
of,0.2827862501144409,0.4069072902202606,0.17935146391391754,-0.03817026689648628,0.22513146698474884,0.1826142966747284
nasa,0.1536933034658432,0.19417528808116913,1.0000001192092896,-0.09383333474397659,0.2822103500366211,0.1809994876384735
's,0.05599616840481758,0.008974763564765453,-0.09383333474397659,0.9999999403953552,0.00012216161121614277,-0.023395681753754616
large,0.20182651281356812,0.21717436611652374,0.1397431641817093,0.06319566071033478,0.09731915593147278,0.1355665624141693
booster,0.1884879469871521,0.1904049515724182,0.24864713847637177,0.09456237405538559,0.13835741579532623,0.17435741424560547
program,0.2097788155078888,0.1849333792924881,0.3442091643810272,0.0445902980864048,0.2415497601032257,0.1440187245607376
but,0.4487357437610626,0.36023372411727905,0.15602748095989227,0.04136733338236809,0.2486518919467926,0.27921953797340393
deferred,0.22654509544372559,0.2497662901878357,0.07164669036865234,-0.08293766528367996,0.1938895732164383,0.264619916677475
a,0.36608949303627014,0.4508470594882965,0.19403119385242462,0.04866964742541313,0.23652416467666626,0.23916715383529663
decision,0.2630499601364136,0.25498270988464355,0.1862768828868866,0.04087042436003685,0.31796321272850037,0.2796577215194702
on,0.2340552806854248,0.3909217119216919,0.18220403790473938,0.0026888418942689896,0.18246042728424072,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,0.19786997139453888,-0.01540423184633255,0.23136885464191437,0.22068053483963013
broader,0.15580104291439056,0.13227923214435577,0.14067046344280243,0.02097405306994915,0.2394283264875412,0.31004589796066284
issue,0.18869589269161224,0.22246617078781128,0.09711329638957977,-0.0772196352481842,0.27131709456443787,0.32172858715057373
.,0.3541337847709656,0.40146201848983765,0.22033250331878662,-0.003708066651597619,0.279374897480011,0.4130953550338745
