,other,than,the,san,jacinto,fault,",",and,the,elsinore,fault,",",name,one,other,fault,.
other,0.9999999403953552,0.5105555653572083,0.44152235984802246,0.19091297686100006,0.2433389276266098,0.15305308997631073,0.4446498453617096,0.5504306554794312,0.44152235984802246,0.20443731546401978,0.15305308997631073,0.4446498453617096,0.20388714969158173,0.45956575870513916,0.9999999403953552,0.15305308997631073,0.41511186957359314
faults,0.2349480241537094,0.2174776792526245,0.3002931475639343,0.20477719604969025,0.19092194736003876,0.7531968355178833,0.22731737792491913,0.26066941022872925,0.3002931475639343,0.2562297284603119,0.7531968355178833,0.22731737792491913,0.10095217823982239,0.2362823635339737,0.2349480241537094,0.7531968355178833,0.20188970863819122
include,0.448042094707489,0.26059964299201965,0.2951717972755432,0.11985837668180466,0.15425194799900055,0.12253794074058533,0.35606324672698975,0.3915219306945801,0.2951717972755432,0.20812757313251495,0.12253794074058533,0.35606324672698975,0.1803218424320221,0.28309059143066406,0.448042094707489,0.12253794074058533,0.21809983253479004
the,0.44152235984802246,0.3227543234825134,1.0,0.2858080565929413,0.3337836265563965,0.2534576952457428,0.4933079481124878,0.5171257257461548,1.0,0.278500497341156,0.2534576952457428,0.4933079481124878,0.3171212375164032,0.5514441132545471,0.44152235984802246,0.2534576952457428,0.5934505462646484
san,0.19091297686100006,0.12380602955818176,0.2858080565929413,0.9999999403953552,0.5219237804412842,0.2665966749191284,0.25561806559562683,0.23541347682476044,0.2858080565929413,0.37750139832496643,0.2665966749191284,0.25561806559562683,0.14419548213481903,0.2074461579322815,0.19091297686100006,0.2665966749191284,0.24563752114772797
jacinto,0.2433389276266098,0.16790874302387238,0.3337836265563965,0.5219237804412842,1.0,0.23733410239219666,0.34818774461746216,0.3321276009082794,0.3337836265563965,0.3245736062526703,0.23733410239219666,0.34818774461746216,0.15818345546722412,0.2842448353767395,0.2433389276266098,0.23733410239219666,0.2802687883377075
fault,0.15305308997631073,0.1325051635503769,0.2534576952457428,0.2665966749191284,0.23733410239219666,1.0,0.2584017217159271,0.23141981661319733,0.2534576952457428,0.2751050591468811,1.0,0.2584017217159271,0.11129485815763474,0.2156037986278534,0.15305308997631073,1.0,0.21987590193748474
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.25561806559562683,0.34818774461746216,0.2584017217159271,1.0000001192092896,0.6633074283599854,0.4933079481124878,0.3910088837146759,0.2584017217159271,1.0000001192092896,0.28145334124565125,0.3696635365486145,0.4446498453617096,0.2584017217159271,0.6812511086463928
the,0.44152235984802246,0.3227543234825134,1.0,0.2858080565929413,0.3337836265563965,0.2534576952457428,0.4933079481124878,0.5171257257461548,1.0,0.278500497341156,0.2534576952457428,0.4933079481124878,0.3171212375164032,0.5514441132545471,0.44152235984802246,0.2534576952457428,0.5934505462646484
puente,0.12863467633724213,0.13236336410045624,0.20833145081996918,0.43503785133361816,0.5255241394042969,0.13472378253936768,0.2445337027311325,0.23260203003883362,0.20833145081996918,0.3861089050769806,0.13472378253936768,0.2445337027311325,0.17747561633586884,0.23291100561618805,0.12863467633724213,0.13472378253936768,0.2370966374874115
