,ableine,was,retired,and,the,new,platform,is,called
in,0.2287159413099289,0.45514053106307983,0.18745069205760956,0.4954058527946472,0.6662389636039734,0.3758552670478821,0.13559897243976593,0.5394441485404968,0.40847352147102356
october,0.051712002605199814,0.4627581834793091,0.3394976556301117,0.2883152663707733,0.2621108889579773,0.26180192828178406,0.10595357418060303,0.24397309124469757,0.09169458597898483
",",0.2233351767063141,0.45456063747406006,0.2615712583065033,0.6633074283599854,0.4933079481124878,0.36073189973831177,0.18828214704990387,0.4691906273365021,0.26549121737480164
2007,-0.011441745795309544,-0.29168957471847534,-0.1691252589225769,-0.2391151487827301,-0.23657195270061493,-0.1927516609430313,-0.1395142674446106,-0.07598017156124115,-0.028870709240436554
",",0.2233351767063141,0.45456063747406006,0.2615712583065033,0.6633074283599854,0.4933079481124878,0.36073189973831177,0.18828214704990387,0.4691906273365021,0.26549121737480164
internet2,0.17907410860061646,0.22513216733932495,0.16115310788154602,0.2442026287317276,0.23407307267189026,0.2183687537908554,0.17667078971862793,0.17447224259376526,0.18165424466133118
officially,0.09927550703287125,0.4353274703025818,0.21263723075389862,0.18821144104003906,0.36343514919281006,0.23530681431293488,0.2547754943370819,0.2830421030521393,0.31531384587287903
retired,0.13364051282405853,0.28931909799575806,1.0,0.17111437022686005,0.1808674931526184,0.21863843500614166,0.08497937768697739,0.1302638202905655,0.13799117505550385
abilene,0.23491232097148895,0.3409584164619446,0.2278185784816742,0.2807156443595886,0.2744511365890503,0.3221781551837921,0.21246357262134552,0.23137666285037994,0.17039062082767487
and,0.21202832460403442,0.3740963041782379,0.17111437022686005,1.0,0.5171257257461548,0.31402453780174255,0.1552499383687973,0.3859752118587494,0.3251761794090271
now,0.18475452065467834,0.35876134037971497,0.23936069011688232,0.35309651494026184,0.38266420364379883,0.31683605909347534,0.18491347134113312,0.39589470624923706,0.3215823769569397
refers,0.15461543202400208,0.2717186212539673,0.1101541593670845,0.27250516414642334,0.3041703402996063,0.10182201862335205,0.13568945229053497,0.4262860119342804,0.4536310136318207
to,0.2277357131242752,0.3636345863342285,0.16731317341327667,0.48971283435821533,0.535392165184021,0.33159172534942627,0.20954805612564087,0.42745086550712585,0.2987143397331238
its,0.13943402469158173,0.3518870174884796,0.09840477257966995,0.3841775357723236,0.559237003326416,0.2215755134820938,0.1960494965314865,0.4447362422943115,0.2840702533721924
new,0.12900826334953308,0.2748313844203949,0.21863843500614166,0.31402453780174255,0.3845241069793701,0.9999999403953552,0.23142841458320618,0.2208656519651413,0.2586444020271301
",",0.2233351767063141,0.45456063747406006,0.2615712583065033,0.6633074283599854,0.4933079481124878,0.36073189973831177,0.18828214704990387,0.4691906273365021,0.26549121737480164
higher,0.2412465363740921,0.12998951971530914,0.15440118312835693,0.3147866129875183,0.3292480409145355,0.19019809365272522,0.17762401700019836,0.24683357775211334,0.21442903578281403
capacity,0.12609679996967316,0.13935771584510803,0.1263090819120407,0.2218906134366989,0.1849547177553177,0.12306904792785645,0.27295106649398804,0.17435728013515472,0.11910717189311981
network,0.19451996684074402,0.1994880586862564,0.08642024546861649,0.27591994404792786,0.27187061309814453,0.18174515664577484,0.17663708329200745,0.2196272611618042,0.207405224442482
as,0.1790270060300827,0.3677520453929901,0.19263425469398499,0.49487000703811646,0.48381632566452026,0.24585270881652832,0.17198772728443146,0.43216490745544434,0.2827680706977844
the,0.2443026453256607,0.48711544275283813,0.1808674931526184,0.5171257257461548,1.0,0.3845241069793701,0.18037788569927216,0.5823672413825989,0.489897221326828
internet2,0.17907410860061646,0.22513216733932495,0.16115310788154602,0.2442026287317276,0.23407307267189026,0.2183687537908554,0.17667078971862793,0.17447224259376526,0.18165424466133118
network,0.19451996684074402,0.1994880586862564,0.08642024546861649,0.27591994404792786,0.27187061309814453,0.18174515664577484,0.17663708329200745,0.2196272611618042,0.207405224442482
.,0.3044613301753998,0.40146201848983765,0.1850108951330185,0.588965117931366,0.5934505462646484,0.35031336545944214,0.22104737162590027,0.4569662809371948,0.300344854593277
