,what,omen,was,genghis,khan,reported,to,have,seen,assuring,his,coming,victory,against,the,tanguts,?
according,0.2776208221912384,0.11365144699811935,0.31116798520088196,0.25313591957092285,0.12182368338108063,0.33541378378868103,0.28520727157592773,0.23988237977027893,0.14103426039218903,0.22676998376846313,0.2082674354314804,0.10251002013683319,0.08874573558568954,0.16972097754478455,0.3202974498271942,0.16338659822940826,0.21173474192619324
to,0.455847829580307,0.194276362657547,0.3636345863342285,0.2294713407754898,0.18221943080425262,0.20339804887771606,1.0,0.4544740617275238,0.2634880542755127,0.3704468905925751,0.3715193271636963,0.37835928797721863,0.17833203077316284,0.310872346162796,0.535392165184021,0.26696404814720154,0.29463258385658264
legend,0.1718679517507553,0.29387977719306946,0.23389975726604462,0.33802154660224915,0.14088506996631622,0.17532917857170105,0.17162109911441803,0.1757415384054184,0.12270023673772812,0.1398143321275711,0.19915001094341278,0.18263298273086548,0.23146285116672516,0.1292942315340042,0.19108377397060394,0.19726179540157318,0.1287047564983368
",",0.3087472915649414,0.2436932921409607,0.45456063747406006,0.2891939878463745,0.19700400531291962,0.2771649956703186,0.44245919585227966,0.3541618287563324,0.28642043471336365,0.2732678949832916,0.3378419280052185,0.32352879643440247,0.22238308191299438,0.31168749928474426,0.4933079481124878,0.36696121096611023,0.31091248989105225
it,0.45803478360176086,0.2229728102684021,0.4577186405658722,0.2149120718240738,0.13704395294189453,0.16811372339725494,0.513711154460907,0.40974161028862,0.2688419222831726,0.22828009724617004,0.2876833975315094,0.3259769380092621,0.22078481316566467,0.19986185431480408,0.6251175999641418,0.2954518496990204,0.25732165575027466
was,0.22111038863658905,0.26714035868644714,1.0000001192092896,0.3037589192390442,0.23483267426490784,0.2993243634700775,0.3636345863342285,0.2863433063030243,0.2286430299282074,0.24545103311538696,0.4405253231525421,0.25429201126098633,0.28069007396698,0.22972732782363892,0.48711544275283813,0.17581206560134888,0.18412111699581146
here,0.5220553874969482,0.22688546776771545,0.20684681832790375,0.23464322090148926,0.14478620886802673,0.16942459344863892,0.4292696416378021,0.5184332728385925,0.36689290404319763,0.38545358180999756,0.21456658840179443,0.35202673077583313,0.1469375044107437,0.19591517746448517,0.37885698676109314,0.31809455156326294,0.5686008334159851
that,0.6297725439071655,0.23573650419712067,0.33670201897621155,0.21352417767047882,0.14077997207641602,0.2721617817878723,0.5436353087425232,0.6182622313499451,0.3623615801334381,0.4118046462535858,0.3173833191394806,0.4132051467895508,0.19827833771705627,0.3318655490875244,0.5473989248275757,0.32047930359840393,0.32716336846351624
genghis,0.24369274079799652,0.3500732183456421,0.3037589192390442,1.0,0.5896923542022705,0.18908794224262238,0.2294713407754898,0.19005528092384338,0.14442457258701324,0.20282955467700958,0.3744826912879944,0.23746268451213837,0.32778698205947876,0.2344937026500702,0.3448939025402069,0.37913164496421814,0.18813461065292358
khan,0.16476042568683624,0.2353556752204895,0.23483267426490784,0.5896923542022705,1.0,0.09538117051124573,0.18221943080425262,0.15938645601272583,0.0855334997177124,0.17932625114917755,0.26570460200309753,0.191402405500412,0.16670085489749908,0.10938236117362976,0.21067845821380615,0.28002387285232544,0.12862591445446014
reportedly,0.21226909756660461,0.16628026962280273,0.391547292470932,0.2750219702720642,0.2455713003873825,0.7018330693244934,0.23860850930213928,0.26102107763290405,0.2076311707496643,0.287325918674469,0.3467721939086914,0.2515013515949249,0.14372240006923676,0.18019577860832214,0.23811356723308563,0.1151508316397667,0.14895299077033997
saw,0.24788837134838104,0.25317496061325073,0.42132335901260376,0.16285446286201477,0.07976312190294266,0.31850749254226685,0.2710057497024536,0.2567714750766754,0.387998104095459,0.28516894578933716,0.282370001077652,0.32422858476638794,0.235673725605011,0.31385913491249084,0.318278044462204,0.18807357549667358,0.14690998196601868
a,0.3320399522781372,0.23549245297908783,0.4508470594882965,0.194350928068161,0.1743650734424591,0.2021687626838684,0.45503583550453186,0.338716596364975,0.26090866327285767,0.3009129464626312,0.3497250974178314,0.28068089485168457,0.20717723667621613,0.2227657586336136,0.5829201340675354,0.33095401525497437,0.23916715383529663
line,0.2245367169380188,0.13947395980358124,0.1765366792678833,0.16266505420207977,0.13002119958400726,0.10563509166240692,0.2615616023540497,0.1510397344827652,0.20704054832458496,0.16891871392726898,0.18334023654460907,0.23059529066085815,0.16000685095787048,0.16020739078521729,0.29789501428604126,0.2107308954000473,0.16271452605724335
of,0.33290785551071167,0.2492290586233139,0.4069072902202606,0.2938849925994873,0.17124508321285248,0.23745855689048767,0.41548454761505127,0.3802283704280853,0.28639769554138184,0.3808131515979767,0.38364991545677185,0.31330832839012146,0.21037539839744568,0.2669808566570282,0.733189046382904,0.31206390261650085,0.1826142966747284
five,0.18688078224658966,0.10589811950922012,0.310379296541214,0.2113618701696396,0.1654539853334427,0.19181744754314423,0.29041585326194763,0.35977232456207275,0.17811904847621918,0.18319055438041687,0.31267768144607544,0.18484972417354584,0.17492793500423431,0.17331549525260925,0.41977158188819885,0.23001663386821747,0.18342848122119904
stars,0.11062070727348328,0.3378983736038208,0.20969745516777039,0.1304054707288742,0.11782877892255783,0.09457214176654816,0.15924187004566193,0.16180282831192017,0.17414486408233643,0.17321257293224335,0.1056666150689125,0.15592364966869354,0.10254348069429398,0.11566498130559921,0.21492059528827667,0.16365839540958405,0.08345213532447815
arranged,0.1523403525352478,0.10898151993751526,0.1825263798236847,0.15210655331611633,0.12169571965932846,0.1811220496892929,0.2805038392543793,0.25285637378692627,0.18120689690113068,0.1735287606716156,0.20409953594207764,0.17113913595676422,0.09597095102071762,0.13674090802669525,0.26620063185691833,0.23546940088272095,0.08499907702207565
