,other,than,the,desert,city,why,do,many,locals,and,tourists,frequent,southern,california,?
many,0.6324484348297119,0.39069414138793945,0.4335206151008606,0.24732324481010437,0.21416836977005005,0.38531482219696045,0.38738366961479187,0.9999999403953552,0.3621686100959778,0.5296266674995422,0.3706132471561432,0.2912168502807617,0.18025599420070648,0.24571245908737183,0.2124512493610382
locals,0.3114693760871887,0.16604773700237274,0.2628128230571747,0.18034259974956512,0.2076036036014557,0.21890783309936523,0.1968471258878708,0.3621686100959778,1.0,0.2704598307609558,0.4378516674041748,0.1439390927553177,0.2729335129261017,0.1157366931438446,0.19693240523338318
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.23454883694648743,0.2827445864677429,0.27806392312049866,0.276123583316803,0.5296266674995422,0.2704598307609558,1.0,0.21279871463775635,0.2355867624282837,0.24232792854309082,0.2441616654396057,0.20544172823429108
tourists,0.2943006157875061,0.17557038366794586,0.2852522134780884,0.22293159365653992,0.3217882812023163,0.21122992038726807,0.2065892070531845,0.3706132471561432,0.4378516674041748,0.21279871463775635,0.9999999403953552,0.24921534955501556,0.1748807281255722,0.14638403058052063,0.10706513375043869
frequent,0.24896880984306335,0.2731079161167145,0.20967717468738556,0.2003161907196045,0.052559707313776016,0.2279006391763687,0.230634868144989,0.2912168502807617,0.1439390927553177,0.2355867624282837,0.24921534955501556,1.0,0.11373331397771835,0.1497996747493744,0.13923750817775726
the,0.44152235984802246,0.3227543234825134,1.0,0.234701469540596,0.35769423842430115,0.30742117762565613,0.30239659547805786,0.4335206151008606,0.2628128230571747,0.5171257257461548,0.2852522134780884,0.20967717468738556,0.3282862603664398,0.2750805914402008,0.22068053483963013
southern,0.22025135159492493,0.16775213181972504,0.3282862603664398,0.2897672653198242,0.31186121702194214,0.1125493124127388,0.12368836998939514,0.18025599420070648,0.2729335129261017,0.24232792854309082,0.1748807281255722,0.11373331397771835,1.0,0.2983402609825134,0.11225555837154388
california,0.19346874952316284,0.17079950869083405,0.2750805914402008,0.2769716680049896,0.2801341712474823,0.15919966995716095,0.1666015088558197,0.24571245908737183,0.1157366931438446,0.2441616654396057,0.14638403058052063,0.1497996747493744,0.2983402609825134,1.0,0.1409905105829239
coast,0.16443121433258057,0.1233530044555664,0.28366661071777344,0.34079092741012573,0.3207913041114807,0.18660178780555725,0.16845616698265076,0.20054754614830017,0.2418767362833023,0.2847609519958496,0.28967997431755066,0.20874275267124176,0.44782236218452454,0.2948465347290039,0.15869849920272827
for,0.3273986279964447,0.30793827772140503,0.4739971458911896,0.1676986664533615,0.18687109649181366,0.3869043290615082,0.29510271549224854,0.40972793102264404,0.17231222987174988,0.5064792633056641,0.20635972917079926,0.22613394260406494,0.14496514201164246,0.23038740456104279,0.264628142118454
its,0.29483991861343384,0.3136501908302307,0.559237003326416,0.1109466552734375,0.3465842306613922,0.2255094349384308,0.18495778739452362,0.3319723308086395,0.19694004952907562,0.3841775357723236,0.251553475856781,0.18105481564998627,0.27002355456352234,0.16180482506752014,0.15103481709957123
popular,0.2623973786830902,0.23986786603927612,0.2724021077156067,0.12720856070518494,0.19899040460586548,0.22294260561466217,0.190198615193367,0.41885265707969666,0.2246515154838562,0.3164171278476715,0.39663761854171753,0.25410276651382446,0.1939951330423355,0.19769582152366638,0.13108457624912262
beaches,0.23287177085876465,0.19880609214305878,0.253246545791626,0.30511748790740967,0.32652127742767334,0.17997141182422638,0.18134966492652893,0.3108937740325928,0.32664674520492554,0.3217299282550812,0.5231483578681946,0.20610393583774567,0.25064730644226074,0.274342805147171,0.13028982281684875
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.21947160363197327,0.35839709639549255,0.2827242314815521,0.3283645510673523,0.40610817074775696,0.24849440157413483,0.6633074283599854,0.19027641415596008,0.1712440401315689,0.2795628309249878,0.2704589068889618,0.31091248989105225
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.23454883694648743,0.2827445864677429,0.27806392312049866,0.276123583316803,0.5296266674995422,0.2704598307609558,1.0,0.21279871463775635,0.2355867624282837,0.24232792854309082,0.2441616654396057,0.20544172823429108
the,0.44152235984802246,0.3227543234825134,1.0,0.234701469540596,0.35769423842430115,0.30742117762565613,0.30239659547805786,0.4335206151008606,0.2628128230571747,0.5171257257461548,0.2852522134780884,0.20967717468738556,0.3282862603664398,0.2750805914402008,0.22068053483963013
desert,0.16797059774398804,0.16823725402355194,0.234701469540596,1.0,0.24031664431095123,0.16996821761131287,0.14559876918792725,0.24732324481010437,0.18034259974956512,0.23454883694648743,0.22293159365653992,0.2003161907196045,0.2897672653198242,0.2769716680049896,0.16409924626350403
city,0.20028837025165558,0.12447118014097214,0.35769423842430115,0.24031664431095123,1.0,0.12395288795232773,0.11803969740867615,0.21416836977005005,0.2076036036014557,0.2827445864677429,0.3217882812023163,0.052559707313776016,0.31186121702194214,0.2801341712474823,0.13423943519592285
of,0.38583824038505554,0.33036211133003235,0.733189046382904,0.20448997616767883,0.32503411173820496,0.28464117646217346,0.26150479912757874,0.37253960967063904,0.20127134025096893,0.5116966962814331,0.21494702994823456,0.17798742651939392,0.31933003664016724,0.24929828941822052,0.1826142966747284
palm,0.24017935991287231,0.15361353754997253,0.23239637911319733,0.32150140404701233,0.2562462091445923,0.1450222283601761,0.17890633642673492,0.20877130329608917,0.1982392519712448,0.21356837451457977,0.1868164986371994,0.10700921714305878,0.24601362645626068,0.3128533661365509,0.14437739551067352
springs,0.2247680276632309,0.19470253586769104,0.2626856863498688,0.41149014234542847,0.27796900272369385,0.16353130340576172,0.11419837176799774,0.2192389816045761,0.20202653110027313,0.30992886424064636,0.2940997779369354,0.17694853246212006,0.24729172885417938,0.3477928042411804,0.0950024425983429
