,though,unkown,",",what,are,the,most,commonly,ascribed,attributes,of,l,in,relation,to,p
similarly,0.39910727739334106,0.32957640290260315,0.31510427594184875,0.2804308831691742,0.4371143579483032,0.33859682083129883,0.3428037166595459,0.3383156657218933,0.33533504605293274,0.3670407831668854,0.29464200139045715,0.14890368282794952,0.31369346380233765,0.3561756908893585,0.38353443145751953,0.0860581174492836
",",0.42253127694129944,0.2907607853412628,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3636029064655304,0.27548834681510925,0.20257076621055603,0.20958593487739563,0.4946078956127167,0.2714451849460602,0.5201468467712402,0.2668071985244751,0.44245919585227966,0.291064590215683
it,0.5042033195495605,0.2077290266752243,0.48329564929008484,0.45803478360176086,0.3617996573448181,0.6251175999641418,0.4001435935497284,0.2820725440979004,0.16466115415096283,0.22771963477134705,0.38761502504348755,0.15249915421009064,0.5130809545516968,0.25993046164512634,0.513711154460907,0.14431746304035187
is,0.3265945613384247,0.22776201367378235,0.4691906273365021,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.41165053844451904,0.3994327187538147,0.1527765691280365,0.2318233847618103,0.4854315221309662,0.18223042786121368,0.5394441485404968,0.2880297899246216,0.42745086550712585,0.11757151037454605
not,0.6113561391830444,0.4045405983924866,0.3769696354866028,0.5449194312095642,0.46186959743499756,0.4310511648654938,0.419027179479599,0.24139097332954407,0.2716979682445526,0.33722561597824097,0.3307090103626251,0.0853256806731224,0.3403114080429077,0.29026907682418823,0.5149973034858704,0.18450647592544556
known,0.2840145528316498,0.24970228970050812,0.3604377806186676,0.20381177961826324,0.26720109581947327,0.3624623417854309,0.3850763440132141,0.4381987154483795,0.30050939321517944,0.15606743097305298,0.35814476013183594,0.14100603759288788,0.32641831040382385,0.1675877869129181,0.14337651431560516,0.14122170209884644
if,0.443914532661438,0.37961944937705994,0.257730096578598,0.5277165174484253,0.32547882199287415,0.33724796772003174,0.2885936200618744,0.1819966733455658,0.20498250424861908,0.38972949981689453,0.2557544410228729,0.08853445202112198,0.2589588761329651,0.289203405380249,0.4559597074985504,0.17701710760593414
l,0.09498050063848495,0.1087736040353775,0.2714451849460602,0.053181253373622894,0.1573498249053955,0.18770581483840942,0.13464994728565216,0.14046710729599,0.1719736009836197,0.09215402603149414,0.1817270964384079,1.0000001192092896,0.20132999122142792,0.1540859043598175,0.13000278174877167,0.30408549308776855
(,0.26887810230255127,0.23399201035499573,0.6363511681556702,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.20654040575027466,0.2443668395280838,0.11041112244129181,0.2410673350095749,0.35032153129577637,0.2328861951828003,0.3087427020072937,0.23913483321666718,0.30882009863853455,0.28021711111068726
the,0.38776206970214844,0.21036891639232635,0.4933079481124878,0.42745697498321533,0.40399202704429626,1.0,0.47635307908058167,0.2974449694156647,0.242087721824646,0.2440909594297409,0.733189046382904,0.18770581483840942,0.6662389636039734,0.2734622061252594,0.535392165184021,0.16481639444828033
set,0.14302723109722137,0.23124819993972778,0.24912182986736298,0.28954121470451355,0.2029329091310501,0.2927955985069275,0.15995323657989502,0.024271754547953606,0.20776095986366272,0.21199136972427368,0.20671486854553223,0.07017737627029419,0.2663729190826416,0.23859035968780518,0.320547491312027,0.12864716351032257
of,0.37307101488113403,0.2409423291683197,0.4946078956127167,0.33290785551071167,0.39081433415412903,0.733189046382904,0.4178851246833801,0.29300037026405334,0.25009214878082275,0.31193238496780396,1.0,0.1817270964384079,0.5696388483047485,0.29761821031570435,0.41548454761505127,0.18174134194850922
all,0.42709672451019287,0.2718229591846466,0.425624817609787,0.41981086134910583,0.5343062281608582,0.4860881567001343,0.5116150975227356,0.18058986961841583,0.2247704118490219,0.3143082857131958,0.42798417806625366,0.16879071295261383,0.3335905969142914,0.2417779415845871,0.42520734667778015,0.1652599275112152
problems,0.3269670307636261,0.3271339237689972,0.2596952021121979,0.3306994140148163,0.2565869987010956,0.2659202516078949,0.25217464566230774,0.20154808461666107,0.2029239386320114,0.2879806458950043,0.2450421154499054,0.10165426135063171,0.21061907708644867,0.28896400332450867,0.28989166021347046,0.1230422630906105
that,0.5324916243553162,0.38568562269210815,0.4137537479400635,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.4497850239276886,0.23247161507606506,0.2523329555988312,0.3559757173061371,0.41498205065727234,0.11878139525651932,0.435920387506485,0.342557817697525,0.5436353087425232,0.15546166896820068
can,0.37406715750694275,0.3097304701805115,0.3139454126358032,0.34502777457237244,0.5408529043197632,0.312528520822525,0.3452373743057251,0.36005309224128723,0.1759842187166214,0.2734180688858032,0.2603091299533844,0.13262878358364105,0.26527702808380127,0.2000260055065155,0.4979398250579834,0.15593776106834412
be,0.46173956990242004,0.3471266031265259,0.39254459738731384,0.3929833769798279,0.5556803941726685,0.4248143136501312,0.3381733000278473,0.3145580291748047,0.27883976697921753,0.32690390944480896,0.33904364705085754,0.13495628535747528,0.3481820821762085,0.28023120760917664,0.4972836375236511,0.12313798069953918
solved,0.21532796323299408,0.3400478959083557,0.25483599305152893,0.247396320104599,0.17527443170547485,0.21140827238559723,0.17417727410793304,0.08423691987991333,0.27424320578575134,0.21454587578773499,0.17960071563720703,0.1327025443315506,0.17707815766334534,0.3037106990814209,0.1576203852891922,0.18734224140644073
in,0.3193182945251465,0.236118882894516,0.5201468467712402,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.41416558623313904,0.2769457697868347,0.15755720436573029,0.15802253782749176,0.5696388483047485,0.20132999122142792,1.0,0.22537265717983246,0.45010748505592346,0.10853569954633713
logarithmic,0.1624799519777298,0.2701875567436218,0.22325852513313293,0.23448531329631805,0.2443259358406067,0.19849702715873718,0.17459796369075775,0.2138288915157318,0.30560874938964844,0.31335678696632385,0.24869036674499512,0.15284618735313416,0.16665425896644592,0.4142557978630066,0.19613678753376007,0.18974214792251587
space,0.19448186457157135,0.2999865412712097,0.2285580337047577,0.20525942742824554,0.18112362921237946,0.24495907127857208,0.11876187473535538,0.10354386270046234,0.1244368702173233,0.21266674995422363,0.21300287544727325,0.16587825119495392,0.17648501694202423,0.2588493525981903,0.22712917625904083,0.17297589778900146
),0.28698426485061646,0.26341813802719116,0.63033527135849,0.26259949803352356,0.2373749315738678,0.3456730246543884,0.23620007932186127,0.2611285150051117,0.1170511320233345,0.2508927285671234,0.3680361211299896,0.24393987655639648,0.3326910734176636,0.24291372299194336,0.31236231327056885,0.26532381772994995
is,0.3265945613384247,0.22776201367378235,0.4691906273365021,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.41165053844451904,0.3994327187538147,0.1527765691280365,0.2318233847618103,0.4854315221309662,0.18223042786121368,0.5394441485404968,0.2880297899246216,0.42745086550712585,0.11757151037454605
strictly,0.3482428193092346,0.2791248857975006,0.2523971199989319,0.2703031599521637,0.2901736795902252,0.24418626725673676,0.25302356481552124,0.22947202622890472,0.20715779066085815,0.25062042474746704,0.1883901208639145,0.1264687329530716,0.18136976659297943,0.25410327315330505,0.281207412481308,0.1115163117647171
contained,0.28579503297805786,0.3121310770511627,0.2537172734737396,0.18997789919376373,0.35942453145980835,0.31440216302871704,0.26949188113212585,0.2010769098997116,0.32258033752441406,0.29982104897499084,0.37918418645858765,0.09740065038204193,0.3168308436870575,0.22282129526138306,0.21074968576431274,0.1349617838859558
in,0.3193182945251465,0.236118882894516,0.5201468467712402,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.41416558623313904,0.2769457697868347,0.15755720436573029,0.15802253782749176,0.5696388483047485,0.20132999122142792,1.0,0.22537265717983246,0.45010748505592346,0.10853569954633713
