,who,founded,telnet
it,0.2868398427963257,0.24971328675746918,0.27301114797592163
was,0.3318818509578705,0.36917948722839355,0.1336187869310379
founded,0.2723641097545624,1.0000001192092896,0.10467047989368439
by,0.39727845788002014,0.264241099357605,0.2207980901002884
former,0.25351381301879883,0.2792665660381317,0.1634535938501358
arpa,0.1664498746395111,0.25903210043907166,0.3472297191619873
ipto,0.23285281658172607,0.1335352659225464,0.44446396827697754
director,0.19509299099445343,0.20003068447113037,0.1271762102842331
larry,0.22541575133800507,0.14406798779964447,0.2070547342300415
roberts,0.31390053033828735,0.12655651569366455,0.1571197658777237
as,0.3923053741455078,0.2213044911623001,0.19249147176742554
a,0.36608949303627014,0.1686933934688568,0.2509952187538147
means,0.22125157713890076,0.14480672776699066,0.2110152691602707
of,0.2827862501144409,0.24571022391319275,0.21975179016590118
making,0.2312910407781601,0.12654277682304382,0.23851077258586884
arpanet,0.19704864919185638,0.1302824169397354,0.560100257396698
technology,0.15122637152671814,0.2284700572490692,0.361306756734848
public,0.18950407207012177,0.19852060079574585,0.25933384895324707
.,0.3541337847709656,0.23141497373580933,0.23955440521240234
