,how,much,heavier,is,oxygen,18,than,oxygen,16,?
seawater,0.1909206211566925,0.3518696129322052,0.3577161431312561,0.2564377188682556,0.47563767433166504,-0.025076109915971756,0.3086142838001251,0.47563767433166504,0.08046068996191025,0.1952858418226242
molecules,0.34323933720588684,0.24064867198467255,0.3493581712245941,0.20481984317302704,0.5126039981842041,-0.0022692675702273846,0.22153866291046143,0.5126039981842041,0.04004413262009621,0.17409995198249817
that,0.557814359664917,0.4869440197944641,0.3357086479663849,0.3995479643344879,0.2717767655849457,-0.12899349629878998,0.4891277849674225,0.2717767655849457,-0.011943371966481209,0.32716336846351624
contain,0.2636528015136719,0.24450838565826416,0.2959190309047699,0.31030410528182983,0.2880042791366577,-0.03063146397471428,0.3503720760345459,0.2880042791366577,-0.0018501534359529614,0.18853069841861725
the,0.33890387415885925,0.35023224353790283,0.2591978907585144,0.5823672413825989,0.20428593456745148,-0.07796193659305573,0.3227543234825134,0.20428593456745148,0.0058518932200968266,0.22068053483963013
lighter,0.23837979137897491,0.48529180884361267,0.6200451850891113,0.23929919302463531,0.37333130836486816,-0.011693868786096573,0.4539019465446472,0.37333130836486816,0.11927219480276108,0.13723474740982056
isotope,0.2330828458070755,0.2786085903644562,0.44446825981140137,0.24059085547924042,0.5064195394515991,-0.07003132998943329,0.24102117121219635,0.5064195394515991,0.007334888447076082,0.16495643556118011
",",0.22659391164779663,0.36182254552841187,0.21369844675064087,0.4691906273365021,0.21812842786312103,-0.03270421177148819,0.3371901512145996,0.21812842786312103,0.04709499701857567,0.31091248989105225
oxygen-16,0.2538520395755768,0.33539456129074097,0.3857566714286804,0.2357422560453415,0.9598668813705444,0.00919197965413332,0.2763967514038086,0.9598668813705444,-0.0023784965742379427,0.18815967440605164
",",0.22659391164779663,0.36182254552841187,0.21369844675064087,0.4691906273365021,0.21812842786312103,-0.03270421177148819,0.3371901512145996,0.21812842786312103,0.04709499701857567,0.31091248989105225
evaporate,0.2181881070137024,0.2941731810569763,0.3871227502822876,0.248049795627594,0.49913960695266724,0.015389631502330303,0.2814849019050598,0.49913960695266724,0.04515757039189339,0.18591727316379547
at,0.2154216170310974,0.23158283531665802,0.12489954382181168,0.25906258821487427,0.1428557187318802,-0.11965709179639816,0.27679139375686646,0.1428557187318802,0.004100513178855181,0.21978627145290375
a,0.29312583804130554,0.2958075702190399,0.2904433012008667,0.658733606338501,0.21662019193172455,-0.08585336059331894,0.3126874566078186,0.21662019193172455,0.09943632781505585,0.23916715383529663
slightly,0.3024066984653473,0.5075998306274414,0.43763643503189087,0.32454636693000793,0.18072201311588287,-0.10072461515665054,0.5264992713928223,0.18072201311588287,0.009065212681889534,0.15424269437789917
faster,0.38175448775291443,0.5207486152648926,0.5100148320198059,0.17344902455806732,0.2846527397632599,-0.07899155467748642,0.5198703408241272,0.2846527397632599,0.056401580572128296,0.2566389739513397
rate,0.2722127139568329,0.31914231181144714,0.2762918472290039,0.24290183186531067,0.254759818315506,-0.06674210727214813,0.2922893166542053,0.254759818315506,0.0075470940209925175,0.1308269053697586
than,0.29763275384902954,0.632695198059082,0.5036073923110962,0.2839990258216858,0.25305241346359253,-0.09327849000692368,1.0,0.25305241346359253,0.07223804295063019,0.24917294085025787
water,0.19594718515872955,0.2890187203884125,0.3858981430530548,0.2879090905189514,0.4692627191543579,0.010092809796333313,0.26151132583618164,0.4692627191543579,0.04040862247347832,0.14731885492801666
molecules,0.34323933720588684,0.24064867198467255,0.3493581712245941,0.20481984317302704,0.5126039981842041,-0.0022692675702273846,0.22153866291046143,0.5126039981842041,0.04004413262009621,0.17409995198249817
containing,0.18926005065441132,0.18677754700183868,0.2848478853702545,0.31318455934524536,0.3438732624053955,0.015761764720082283,0.2943013906478882,0.3438732624053955,-0.049108680337667465,0.1655367761850357
the,0.33890387415885925,0.35023224353790283,0.2591978907585144,0.5823672413825989,0.20428593456745148,-0.07796193659305573,0.3227543234825134,0.20428593456745148,0.0058518932200968266,0.22068053483963013
12,0.10959922522306442,0.21391910314559937,0.16167528927326202,0.33493560552597046,0.0862145945429802,0.012466782703995705,0.1957065612077713,0.0862145945429802,-0.06349790841341019,0.10021790862083435
%,0.1237400695681572,0.26866111159324646,0.21370773017406464,0.18672586977481842,0.25139331817626953,-0.019343817606568336,0.3115805387496948,0.25139331817626953,0.031227191910147667,0.21441808342933655
heavier,0.23526203632354736,0.44560810923576355,1.0000001192092896,0.2303333580493927,0.38095200061798096,-0.12929615378379822,0.5036073923110962,0.38095200061798096,0.08643702417612076,0.16665932536125183
oxygen-18,0.23176360130310059,0.3182898461818695,0.3763464093208313,0.22614090144634247,0.9602074027061462,0.012821277603507042,0.257429838180542,0.9602074027061462,-0.000644135579932481,0.17341867089271545
;,0.07230665534734726,0.128553569316864,0.04363749548792839,0.05324986204504967,0.010789583437144756,-0.021073654294013977,0.04767092317342758,0.010789583437144756,0.03454158455133438,0.10349778085947037
this,0.45272302627563477,0.5015546083450317,0.32144904136657715,0.480927973985672,0.31131085753440857,-0.10476349294185638,0.42539164423942566,0.31131085753440857,0.012474658899009228,0.3155723512172699
disparity,0.3942207098007202,0.3507519066333771,0.2673546075820923,0.24964092671871185,0.24529008567333221,-0.07812786847352982,0.31619545817375183,0.24529008567333221,-0.008818501606583595,0.2772253155708313
increases,0.32843008637428284,0.42140522599220276,0.36518311500549316,0.24743452668190002,0.3400064706802368,-0.04916631057858467,0.39614054560661316,0.3400064706802368,0.04343234375119209,0.10270863026380539
at,0.2154216170310974,0.23158283531665802,0.12489954382181168,0.25906258821487427,0.1428557187318802,-0.11965709179639816,0.27679139375686646,0.1428557187318802,0.004100513178855181,0.21978627145290375
