,which,buddhist,monastery,hosted,the,genghis,khan,mausoleum,during,the,japanese,occupation,?
it,0.616637647151947,0.16157037019729614,0.22360195219516754,0.23161670565605164,0.6251175999641418,0.2149120718240738,0.13704395294189453,0.16123519837856293,0.26678937673568726,0.6251175999641418,0.12745626270771027,0.1094738021492958,0.25732165575027466
was,0.2830964922904968,0.16299016773700714,0.2539490759372711,0.266493022441864,0.48711544275283813,0.3037589192390442,0.23483267426490784,0.26164430379867554,0.4470829963684082,0.48711544275283813,0.21891649067401886,0.2635958790779114,0.18412111699581146
taken,0.287870854139328,0.15702691674232483,0.1810731291770935,0.24047347903251648,0.3309854567050934,0.16701428592205048,0.08974990993738174,0.13670842349529266,0.27745702862739563,0.3309854567050934,0.10957863181829453,0.14325878024101257,0.17662954330444336
through,0.40321648120880127,0.16466791927814484,0.1445012390613556,0.16328810155391693,0.44071322679519653,0.20685775578022003,0.12210649251937866,0.07062749564647675,0.3816036581993103,0.44071322679519653,0.12343134731054306,0.04491538926959038,0.16913433372974396
communist-held,0.28210434317588806,0.2728087604045868,0.25528520345687866,0.23274822533130646,0.3417247235774994,0.37847647070884705,0.24087907373905182,0.19893066585063934,0.2608911097049713,0.3417247235774994,0.2496652603149414,0.2322656363248825,0.21686884760856628
territory,0.27571672201156616,0.038623541593551636,0.16365166008472443,0.11258133500814438,0.3000710904598236,0.23760022222995758,0.10965795069932938,0.1829536408185959,0.2481779158115387,0.3000710904598236,0.10354311764240265,0.271270215511322,0.09435105323791504
in,0.4840516746044159,0.22351108491420746,0.22446364164352417,0.2707974314689636,0.6662389636039734,0.224680557847023,0.1527150720357895,0.18680685758590698,0.4627237319946289,0.6662389636039734,0.1623581349849701,0.1896161586046219,0.20430970191955566
yan'an,0.16471074521541595,0.4071682095527649,0.21791909635066986,0.08787351101636887,0.2097407877445221,0.44940313696861267,0.47264450788497925,0.19759762287139893,0.1634507179260254,0.2097407877445221,0.37393391132354736,0.17082904279232025,0.18991057574748993
some,0.5407140851020813,0.20998837053775787,0.1773695945739746,0.1366947889328003,0.4566698372364044,0.19859196245670319,0.10166428983211517,0.09754789620637894,0.2788774073123932,0.4566698372364044,0.16636328399181366,0.15005278587341309,0.2562315762042999
900,0.18337450921535492,0.13506770133972168,0.019077157601714134,0.2421441525220871,0.13004404306411743,-0.022111644968390465,0.03718235343694687,-0.11965305358171463,0.0864260196685791,0.13004404306411743,0.195020392537117,0.09849356859922409,0.12609796226024628
km,0.2210298627614975,0.14225049316883087,0.1759994626045227,0.13290968537330627,0.21376769244670868,0.18038593232631683,0.11221390962600708,0.20667535066604614,0.10071985423564911,0.21376769244670868,0.08655049651861191,0.0846564844250679,0.08180338144302368
on,0.4245251417160034,0.12441282719373703,0.16531118750572205,0.2524368166923523,0.5107308030128479,0.17695671319961548,0.13222354650497437,0.17247335612773895,0.3347817361354828,0.5107308030128479,0.20194518566131592,0.11494617164134979,0.2714994251728058
carts,0.2980841398239136,0.17757123708724976,0.2402811050415039,0.12785230576992035,0.31253287196159363,0.17453822493553162,0.105004221200943,0.14781375229358673,0.2529834508895874,0.31253287196159363,0.07861778140068054,0.03292842581868172,0.10224577784538269
to,0.5345056653022766,0.1974063515663147,0.21633468568325043,0.170383021235466,0.535392165184021,0.2294713407754898,0.18221943080425262,0.18265455961227417,0.2828781306743622,0.535392165184021,0.1551903486251831,0.1859113872051239,0.29463258385658264
safety,0.25007596611976624,0.08345572650432587,0.12362181395292282,0.05623515695333481,0.25972458720207214,0.15032373368740082,0.047656282782554626,0.20547287166118622,0.14592088758945465,0.25972458720207214,0.13539476692676544,0.14658142626285553,0.1443338692188263
at,0.3286694884300232,0.13974617421627045,0.19356974959373474,0.2963753044605255,0.457212895154953,0.17962470650672913,0.15931449830532074,0.22389397025108337,0.372769296169281,0.457212895154953,0.12607170641422272,0.12943653762340546,0.21978627145290375
a,0.56894451379776,0.230187326669693,0.18998850882053375,0.14970986545085907,0.5829201340675354,0.194350928068161,0.1743650734424591,0.13732898235321045,0.30341604351997375,0.5829201340675354,0.24601349234580994,0.22733436524868011,0.23916715383529663
buddhist,0.19033551216125488,1.0000001192092896,0.4486531615257263,0.14511719346046448,0.20901480317115784,0.3970502018928528,0.2522484064102173,0.2292151302099228,0.14119695127010345,0.20901480317115784,0.3690530061721802,0.1331115961074829,0.15461066365242004
monastery,0.20159155130386353,0.4486531615257263,1.0,0.11674335598945618,0.22441139817237854,0.334021657705307,0.15661853551864624,0.34812602400779724,0.15541750192642212,0.22441139817237854,0.11886405944824219,0.035340212285518646,0.11713293194770813
",",0.3658004403114319,0.17548716068267822,0.19176508486270905,0.27969205379486084,0.4933079481124878,0.2891939878463745,0.19700400531291962,0.2180003970861435,0.3225448727607727,0.4933079481124878,0.18483802676200867,0.28664809465408325,0.31091248989105225
the,0.6521818041801453,0.20901480317115784,0.22441139817237854,0.2576315402984619,1.0,0.3448939025402069,0.21067845821380615,0.21872887015342712,0.4838213622570038,1.0,0.21599429845809937,0.23079249262809753,0.22068053483963013
dongshan,0.28731420636177063,0.3852374255657196,0.2826818823814392,0.1454734057188034,0.30026912689208984,0.46390557289123535,0.47104671597480774,0.2774021625518799,0.24222321808338165,0.30026912689208984,0.3030059039592743,0.18199522793293,0.1168861910700798
dafo,0.20973755419254303,0.1814834177494049,0.177268847823143,0.28642261028289795,0.25074711441993713,0.33776524662971497,0.268767386674881,0.19281691312789917,0.17597025632858276,0.25074711441993713,0.16130609810352325,0.16467228531837463,0.26326751708984375
dian,0.10120698064565659,0.22941698133945465,0.08161384612321854,0.09050610661506653,0.14388078451156616,0.3255716860294342,0.2874188721179962,0.19187259674072266,0.12632331252098083,0.14388078451156616,0.28356629610061646,0.15628010034561157,0.12639892101287842
",",0.3658004403114319,0.17548716068267822,0.19176508486270905,0.27969205379486084,0.4933079481124878,0.2891939878463745,0.19700400531291962,0.2180003970861435,0.3225448727607727,0.4933079481124878,0.18483802676200867,0.28664809465408325,0.31091248989105225
where,0.5477990508079529,0.15073847770690918,0.19567489624023438,0.19847238063812256,0.5003893971443176,0.1839626133441925,0.1568954735994339,0.22028474509716034,0.3543127477169037,0.5003893971443176,0.15238790214061737,0.16166119277477264,0.24793872237205505
it,0.616637647151947,0.16157037019729614,0.22360195219516754,0.23161670565605164,0.6251175999641418,0.2149120718240738,0.13704395294189453,0.16123519837856293,0.26678937673568726,0.6251175999641418,0.12745626270771027,0.1094738021492958,0.25732165575027466
remained,0.22100548446178436,0.09520792216062546,0.17820316553115845,0.18915577232837677,0.3492392301559448,0.13916312158107758,0.14283330738544464,0.20698148012161255,0.35575875639915466,0.3492392301559448,0.1261214166879654,0.2751670479774475,0.08263323456048965
for,0.44095608592033386,0.14142470061779022,0.14075161516666412,0.2607939839363098,0.4739971458911896,0.14123353362083435,0.13388998806476593,0.13951098918914795,0.3448435664176941,0.4739971458911896,0.2696073353290558,0.22735603153705597,0.264628142118454
ten,0.31220048666000366,0.2035290002822876,0.15733371675014496,0.17660990357398987,0.3256247341632843,0.20406556129455566,0.1531772017478943,0.13585472106933594,0.26941290497779846,0.3256247341632843,0.10824454575777054,0.054901719093322754,0.14471080899238586
years,0.23232990503311157,0.15057314932346344,0.16980600357055664,0.148066908121109,0.2912273406982422,0.25086215138435364,0.15620282292366028,0.20575781166553497,0.39110565185546875,0.2912273406982422,0.16746364533901215,0.1632380187511444,0.1914375126361847
.,0.45942068099975586,0.19625234603881836,0.1667601764202118,0.22959090769290924,0.5934505462646484,0.25373268127441406,0.19819748401641846,0.18851764500141144,0.3485563397407532,0.5934505462646484,0.22132645547389984,0.20114995539188385,0.4130953550338745
