,who,painted,the,retable,of,st.,george,that,is,in,the,v,&,a,collection,?
one,0.40083858370780945,0.19186271727085114,0.5514441132545471,0.2791302800178528,0.4999135136604309,0.16169856488704681,0.16032107174396515,0.5133185982704163,0.4544198513031006,0.4129433035850525,0.5514441132545471,0.1586812287569046,0.0723944678902626,0.4910551905632019,0.29259923100471497,0.2673267424106598
of,0.2827862501144409,0.21165502071380615,0.733189046382904,0.254965215921402,1.0,0.19887582957744598,0.22097964584827423,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.1826142966747284
the,0.3733934462070465,0.18695808947086334,1.0,0.25613582134246826,0.733189046382904,0.18141359090805054,0.2510760426521301,0.5473989248275757,0.5823672413825989,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
largest,0.12422340363264084,0.11968611180782318,0.3757036626338959,0.1394493132829666,0.36650770902633667,0.028261275961995125,0.10052777081727982,0.19412246346473694,0.3413417339324951,0.3017216920852661,0.3757036626338959,0.06051240116357803,0.13004033267498016,0.24042341113090515,0.22454601526260376,0.12401245534420013
objects,0.19808335602283478,0.2672866880893707,0.24716724455356598,0.22897568345069885,0.23814009130001068,0.060687433928251266,0.09037129580974579,0.33961281180381775,0.23756065964698792,0.23406893014907837,0.24716724455356598,0.12864506244659424,0.043518271297216415,0.24898670613765717,0.3340989947319031,0.15479016304016113
in,0.2792111933231354,0.17467723786830902,0.6662389636039734,0.26776084303855896,0.5696388483047485,0.15931649506092072,0.18167929351329803,0.435920387506485,0.5394441485404968,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23004686832427979,0.20430970191955566
the,0.3733934462070465,0.18695808947086334,1.0,0.25613582134246826,0.733189046382904,0.18141359090805054,0.2510760426521301,0.5473989248275757,0.5823672413825989,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
collection,0.11647152900695801,0.24867796897888184,0.25281965732574463,0.1551184356212616,0.2915455996990204,0.10898510366678238,0.15784206986427307,0.22439968585968018,0.21135231852531433,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.9999998807907104,0.20069393515586853
is,0.24293622374534607,0.18059886991977692,0.5823672413825989,0.2863854467868805,0.4854315221309662,0.16120703518390656,0.14082063734531403,0.3995479643344879,1.0,0.5394441485404968,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.21135231852531433,0.22961433231830597
the,0.3733934462070465,0.18695808947086334,1.0,0.25613582134246826,0.733189046382904,0.18141359090805054,0.2510760426521301,0.5473989248275757,0.5823672413825989,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
spanish,0.2404279112815857,0.16388608515262604,0.23213517665863037,0.18236300349235535,0.1623179167509079,0.04666322097182274,0.15388479828834534,0.1831190586090088,0.14942079782485962,0.15696977078914642,0.23213517665863037,0.13177014887332916,0.06955421715974808,0.1956731081008911,0.09870271384716034,0.14750491082668304
tempera,0.13767413794994354,0.4554622173309326,0.19711410999298096,0.11704115569591522,0.2164972573518753,0.22052206099033356,0.18649117648601532,0.15262262523174286,0.23227328062057495,0.1945067197084427,0.19711410999298096,0.12711849808692932,0.1601203829050064,0.17667271196842194,0.19727319478988647,0.17696085572242737
on,0.2340552806854248,0.18201114237308502,0.5107308030128479,0.24061362445354462,0.3966929316520691,0.19196833670139313,0.1973860114812851,0.42569106817245483,0.3635730445384979,0.46853652596473694,0.5107308030128479,0.1826705038547516,0.14816857874393463,0.3848365545272827,0.2131180614233017,0.2714994251728058
wood,0.14688429236412048,0.23846061527729034,0.23035094141960144,0.1696927547454834,0.22215111553668976,0.359068363904953,0.12401893734931946,0.17977556586265564,0.20529299974441528,0.16444914042949677,0.23035094141960144,0.10083416849374771,0.10598709434270859,0.2106132060289383,0.15115562081336975,0.1346656233072281
",",0.3365725874900818,0.1939309537410736,0.4933079481124878,0.3028993308544159,0.4946078956127167,0.26603782176971436,0.24972979724407196,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
670,0.08110587298870087,0.062721848487854,-0.00045212797704152763,0.012390630319714546,0.016796184703707695,0.06315676122903824,-0.06002610921859741,0.04572242125868797,0.04345017299056053,-0.03354622796177864,-0.00045212797704152763,-0.06509888172149658,-0.08410585671663284,0.02929518185555935,-0.042573925107717514,0.05458153784275055
x,0.11065699905157089,0.19974957406520844,0.20980626344680786,0.11959438771009445,0.1708947718143463,0.050938546657562256,0.046563081443309784,0.2282639741897583,0.1738782823085785,0.16749148070812225,0.20980626344680786,0.2557331621646881,0.15219247341156006,0.21952441334724426,0.1725917011499405,0.23304535448551178
486,0.038141947239637375,-0.04678509384393692,0.10051741451025009,0.1959337592124939,0.17034630477428436,-0.0898856669664383,0.041260648518800735,0.14593330025672913,0.03581388294696808,0.10624568909406662,0.10051741451025009,0.10871504992246628,0.007283068727701902,0.13309600949287415,0.1490381360054016,0.10960023105144501
cm,0.10422862321138382,0.3169742822647095,0.1848733276128769,0.14249564707279205,0.16778232157230377,0.2088789939880371,0.05385126546025276,0.1851687878370285,0.2241038680076599,0.14218971133232117,0.1848733276128769,0.15658240020275116,0.11767817288637161,0.2136566936969757,0.1685769110918045,0.22839917242527008
",",0.3365725874900818,0.1939309537410736,0.4933079481124878,0.3028993308544159,0.4946078956127167,0.26603782176971436,0.24972979724407196,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
retable,0.1512683480978012,0.1705816388130188,0.25613582134246826,1.0,0.254965215921402,0.08100548386573792,0.11533084511756897,0.3667758107185364,0.2863854467868805,0.26776084303855896,0.25613582134246826,0.1847192347049713,0.12423231452703476,0.30959105491638184,0.1551184356212616,0.2563023865222931
of,0.2827862501144409,0.21165502071380615,0.733189046382904,0.254965215921402,1.0,0.19887582957744598,0.22097964584827423,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.1826142966747284
st,0.1950429379940033,0.1587231606245041,0.27966225147247314,0.12443895637989044,0.2636793851852417,0.3634484112262726,0.2742933928966522,0.162772074341774,0.14744308590888977,0.259651780128479,0.27966225147247314,0.15186242759227753,0.17163974046707153,0.175659641623497,0.15601705014705658,0.13298600912094116
george,0.25805044174194336,0.1417960673570633,0.2510760426521301,0.11533084511756897,0.22097964584827423,0.22430634498596191,1.0000001192092896,0.16321812570095062,0.14082063734531403,0.18167929351329803,0.2510760426521301,0.24794483184814453,0.1754932850599289,0.19503153860569,0.15784206986427307,0.1479024887084961
",",0.3365725874900818,0.1939309537410736,0.4933079481124878,0.3028993308544159,0.4946078956127167,0.26603782176971436,0.24972979724407196,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
c.,0.04752575606107712,-0.10624001175165176,-0.23451577126979828,0.023997878655791283,-0.18015630543231964,-0.04267270863056183,0.0012038005515933037,-0.01804785244166851,-0.12003367394208908,-0.17233212292194366,-0.23451577126979828,-0.09730144590139389,-0.04750737547874451,-0.07696226239204407,-0.08050963282585144,0.019047532230615616
1400,0.031665414571762085,-0.00991255883127451,0.24083220958709717,0.13852472603321075,0.22940677404403687,-0.006699421443045139,0.024217810481786728,0.07855398952960968,0.20671088993549347,0.233106791973114,0.24083220958709717,0.038931235671043396,0.03791153058409691,0.1723470240831375,0.11744143068790436,0.012539627030491829
",",0.3365725874900818,0.1939309537410736,0.4933079481124878,0.3028993308544159,0.4946078956127167,0.26603782176971436,0.24972979724407196,0.4137537479400635,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
consisting,0.12026083469390869,0.20548823475837708,0.33371514081954956,0.2362341582775116,0.40096408128738403,0.17855259776115417,0.11379983276128769,0.21189340949058533,0.33188143372535706,0.2985212802886963,0.33371514081954956,0.029801882803440094,0.18380890786647797,0.3325510621070862,0.25256940722465515,0.006223649252206087
of,0.2827862501144409,0.21165502071380615,0.733189046382904,0.254965215921402,1.0,0.19887582957744598,0.22097964584827423,0.41498205065727234,0.4854315221309662,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.1826142966747284
numerous,0.24434210360050201,0.13823489844799042,0.3353725075721741,0.17831721901893616,0.3024154603481293,0.06769505888223648,0.1187652051448822,0.3390238285064697,0.14785398542881012,0.30740252137184143,0.3353725075721741,0.021210676059126854,0.08085133135318756,0.1547548472881317,0.26454100012779236,0.0875130444765091
scenes,0.24678342044353485,0.43644601106643677,0.25766557455062866,0.18256348371505737,0.22366395592689514,0.20368169248104095,0.12591540813446045,0.2623842656612396,0.1306147277355194,0.20784160494804382,0.25766557455062866,0.09068021178245544,0.07568485289812088,0.1615697294473648,0.19810357689857483,0.1263595074415207
and,0.41279885172843933,0.22326073050498962,0.5171257257461548,0.2766008675098419,0.5116966962814331,0.22686052322387695,0.22245058417320251,0.4731321930885315,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
painted,0.19521427154541016,1.0,0.18695808947086334,0.1705816388130188,0.21165502071380615,0.23258714377880096,0.1417960673570633,0.21828441321849823,0.18059886991977692,0.17467723786830902,0.18695808947086334,0.10813717544078827,0.10313834995031357,0.18873080611228943,0.24867796897888184,0.13457663357257843
by,0.39727845788002014,0.24111458659172058,0.4408751428127289,0.21594837307929993,0.3646814823150635,0.22391770780086517,0.22194799780845642,0.37496164441108704,0.3899846076965332,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.2678082287311554,0.17966607213020325
andrés,0.22247916460037231,0.19820177555084229,0.2076028436422348,0.04088621586561203,0.17645128071308136,0.1472899615764618,0.25856196880340576,0.13937564194202423,0.14724233746528625,0.15897388756275177,0.2076028436422348,0.09703681617975235,0.10417355597019196,0.1944899708032608,0.16747096180915833,0.1471719890832901
marzal,0.22417806088924408,0.1923748403787613,0.3269652724266052,0.24043774604797363,0.3268258571624756,0.1777839958667755,0.24237307906150818,0.22104117274284363,0.2860189974308014,0.34709131717681885,0.3269652724266052,0.14627289772033691,0.19886331260204315,0.2828418016433716,0.21260575950145721,0.21010662615299225
de,0.18189555406570435,0.19702348113059998,0.23491892218589783,0.06941072642803192,0.26292696595191956,0.17633593082427979,0.10978107154369354,0.16662734746932983,0.20309367775917053,0.24818959832191467,0.23491892218589783,0.10887385904788971,0.14760345220565796,0.19532008469104767,0.16278176009655,0.11064168810844421
sax,0.21768513321876526,0.07970147579908371,0.1687910109758377,0.16123545169830322,0.1758420169353485,0.29566243290901184,0.1876031905412674,0.10088623315095901,0.14673496782779694,0.14301089942455292,0.1687910109758377,0.0742010548710823,0.14572495222091675,0.18243427574634552,0.1994064450263977,0.12675929069519043
in,0.2792111933231354,0.17467723786830902,0.6662389636039734,0.26776084303855896,0.5696388483047485,0.15931649506092072,0.18167929351329803,0.435920387506485,0.5394441485404968,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23004686832427979,0.20430970191955566
valencia,0.1536422073841095,0.2544896900653839,0.1995488703250885,0.17000433802604675,0.22154949605464935,0.05637437850236893,0.13844719529151917,0.14222043752670288,0.18063984811306,0.2004239559173584,0.1995488703250885,0.1604285091161728,0.13696686923503876,0.2446179986000061,0.14994138479232788,0.12010836601257324
.,0.3541337847709656,0.20401738584041595,0.5934505462646484,0.2505226731300354,0.5352458953857422,0.2214197814464569,0.26540547609329224,0.4460422694683075,0.4569662809371948,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
