,which,kicker,had,a,portion,of,the,turf,collapse,",",causing,him,to,miss,a,field,goal,?
concerns,0.234709233045578,0.10680263489484787,0.24424195289611816,0.17636512219905853,0.20534686744213104,0.18160763382911682,0.23063859343528748,0.19878342747688293,0.16403236985206604,0.3228265941143036,0.325243204832077,0.2739666998386383,0.3080695569515228,0.14612427353858948,0.17636512219905853,0.19200827181339264,0.18095673620700836,0.3555730879306793
were,0.2807837128639221,0.15548619627952576,0.6150832772254944,0.17203083634376526,0.19479751586914062,0.34038281440734863,0.3906462490558624,0.1600910872220993,0.1581236869096756,0.36755475401878357,0.19000954926013947,0.289580374956131,0.31913647055625916,0.1278262585401535,0.17203083634376526,0.11600887030363083,0.16779333353042603,0.17890112102031708
raised,0.14648617804050446,0.16111218929290771,0.28326234221458435,0.2132149040699005,0.21676699817180634,0.21491092443466187,0.2089216411113739,0.14163967967033386,0.03860338404774666,0.33604082465171814,0.23329012095928192,0.21035461127758026,0.18795548379421234,0.18188200891017914,0.2132149040699005,0.12314791977405548,0.09682738780975342,0.1332261711359024
over,0.4256240129470825,0.14158740639686584,0.3937615752220154,0.32199642062187195,0.31517404317855835,0.36136594414711,0.39856547117233276,0.22982017695903778,0.25939327478408813,0.3301127254962921,0.36950257420539856,0.3073261082172394,0.38635820150375366,0.12905405461788177,0.32199642062187195,0.1666642725467682,0.20290982723236084,0.25742942094802856
whether,0.41544070839881897,0.1590602993965149,0.2009420096874237,0.38829004764556885,0.24530966579914093,0.24392437934875488,0.3211745023727417,0.20878511667251587,0.12170856446027756,0.18435215950012207,0.26624923944473267,0.28084471821784973,0.43423423171043396,0.09128913283348083,0.38829004764556885,0.18917080760002136,0.18071489036083221,0.3150278329849243
levi,0.08619074523448944,0.148453950881958,0.24291031062602997,0.14748936891555786,0.14559979736804962,0.14476609230041504,0.15661084651947021,0.1276061236858368,0.09747517108917236,0.2592664957046509,0.05667898431420326,0.18453527987003326,0.18474219739437103,0.10321230441331863,0.14748936891555786,0.1189475953578949,0.1729503720998764,0.09252339601516724
's,0.03856118768453598,0.03639395907521248,-0.004401352722197771,0.04866964742541313,-0.014645480550825596,-0.03817026689648628,-0.01540423184633255,0.07264405488967896,0.027035072445869446,-0.0016132977325469255,-0.13326315581798553,0.004161491058766842,0.03782717138528824,0.0012329015880823135,0.04866964742541313,0.07850787043571472,0.0441170372068882,-0.023395681753754616
stadium,0.20091398060321808,0.2695585787296295,0.1497623771429062,0.14596018195152283,0.13463465869426727,0.17126937210559845,0.21145665645599365,0.3282683491706848,0.17896614968776703,0.2056228220462799,0.10512444376945496,0.14557886123657227,0.2075904905796051,0.07837405800819397,0.14596018195152283,0.31675073504447937,0.21689622104167938,0.07579939067363739
's,0.03856118768453598,0.03639395907521248,-0.004401352722197771,0.04866964742541313,-0.014645480550825596,-0.03817026689648628,-0.01540423184633255,0.07264405488967896,0.027035072445869446,-0.0016132977325469255,-0.13326315581798553,0.004161491058766842,0.03782717138528824,0.0012329015880823135,0.04866964742541313,0.07850787043571472,0.0441170372068882,-0.023395681753754616
field,0.21286733448505402,0.24471083283424377,0.14218349754810333,0.2030690312385559,0.15324991941452026,0.20410659909248352,0.2105809599161148,0.22418086230754852,0.11546068638563156,0.27645614743232727,0.1107848733663559,0.17112205922603607,0.2647967040538788,0.1418994665145874,0.2030690312385559,1.0,0.26796361804008484,0.11279727518558502
was,0.2830964922904968,0.23053236305713654,0.5927209258079529,0.4508470594882965,0.20989027619361877,0.4069072902202606,0.48711544275283813,0.15670937299728394,0.18394240736961365,0.45456063747406006,0.1618882715702057,0.3675798773765564,0.3636345863342285,0.19229768216609955,0.4508470594882965,0.15975919365882874,0.18331198394298553,0.18412111699581146
of,0.5011631846427917,0.17422713339328766,0.37755560874938965,0.5052502155303955,0.31845465302467346,1.0,0.733189046382904,0.2042369246482849,0.26751232147216797,0.4946078956127167,0.2885251045227051,0.2764812409877777,0.41548454761505127,0.1681801825761795,0.5052502155303955,0.20410659909248352,0.1838325709104538,0.1826142966747284
a,0.56894451379776,0.29131606221199036,0.34897568821907043,1.0,0.3207106590270996,0.5052502155303955,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.427140474319458,0.23259559273719788,0.32137390971183777,0.45503583550453186,0.1587100327014923,1.0,0.2030690312385559,0.20853768289089203,0.23916715383529663
high,0.25426656007766724,0.18380557000637054,0.1883465200662613,0.22865821421146393,0.19865310192108154,0.2803038954734802,0.28034812211990356,0.24437108635902405,0.11995438486337662,0.27938312292099,0.19636103510856628,0.14583136141300201,0.28947713971138,0.17326994240283966,0.22865821421146393,0.15615272521972656,0.11715123057365417,0.11137914657592773
enough,0.3905327022075653,0.17905236780643463,0.3470923900604248,0.36969423294067383,0.26317253708839417,0.21740707755088806,0.304282009601593,0.1914173662662506,0.19081595540046692,0.2852858901023865,0.33981242775917053,0.3346661627292633,0.43150144815444946,0.21104151010513306,0.36969423294067383,0.1857391744852066,0.19500628113746643,0.3526461720466614
quality,0.296709269285202,0.09941329061985016,0.20469070971012115,0.1999066025018692,0.24990077316761017,0.24742498993873596,0.21949779987335205,0.30773311853408813,0.042455270886421204,0.23283851146697998,0.19134245812892914,0.18018285930156708,0.28523996472358704,0.1938662976026535,0.1999066025018692,0.1965181827545166,0.24537824094295502,0.23524069786071777
to,0.5345056653022766,0.26560527086257935,0.37984350323677063,0.45503583550453186,0.3284904956817627,0.41548454761505127,0.535392165184021,0.22923210263252258,0.1598730832338333,0.44245919585227966,0.32551613450050354,0.4702378511428833,1.0,0.13942687213420868,0.45503583550453186,0.2647967040538788,0.37094977498054504,0.29463258385658264
host,0.27663925290107727,0.18017356097698212,0.10191752016544342,0.1733594834804535,0.10372000187635422,0.1709926575422287,0.26909032464027405,0.18523931503295898,0.0811421126127243,0.26840344071388245,0.16609759628772736,0.1264830082654953,0.18300798535346985,0.19765248894691467,0.1733594834804535,0.14034751057624817,0.0842033252120018,0.1021634042263031
a,0.56894451379776,0.29131606221199036,0.34897568821907043,1.0,0.3207106590270996,0.5052502155303955,0.5829201340675354,0.2702938914299011,0.2268700748682022,0.427140474319458,0.23259559273719788,0.32137390971183777,0.45503583550453186,0.1587100327014923,1.0,0.2030690312385559,0.20853768289089203,0.23916715383529663
super,0.25759580731391907,0.26444011926651,0.17216899991035461,0.26005712151527405,0.1408732384443283,0.14718765020370483,0.21959073841571808,0.2351023554801941,0.13643452525138855,0.22322475910186768,0.15384988486766815,0.16607952117919922,0.17783479392528534,0.16846522688865662,0.26005712151527405,0.1592533439397812,0.08206433802843094,0.166326642036438
bowl,0.23468568921089172,0.26187098026275635,0.1661457121372223,0.19533146917819977,0.1491580307483673,0.2243070751428604,0.21576224267482758,0.264580100774765,0.08042445033788681,0.1810409277677536,0.13051281869411469,0.1690473109483719,0.16993016004562378,0.15305408835411072,0.19533146917819977,0.15438513457775116,0.08366335183382034,0.21118052303791046
;,-0.01244901679456234,0.03770505636930466,0.036781277507543564,-0.02122584730386734,0.09233561158180237,0.054534342139959335,0.09152708947658539,-0.09007593989372253,-0.07311560958623886,0.04938793554902077,0.0013404968194663525,0.050773736089468,0.0979827418923378,0.06071402505040169,-0.02122584730386734,-0.016989825293421745,0.0810844898223877,0.10349778085947037
during,0.3590145409107208,0.1740882396697998,0.39748913049697876,0.30341604351997375,0.19588935375213623,0.3869180977344513,0.4838213622570038,0.11135489493608475,0.2433658093214035,0.3225448727607727,0.2695426046848297,0.2599809467792511,0.2828781306743622,0.12669681012630463,0.30341604351997375,0.10801912844181061,0.1779095083475113,0.1325719803571701
the,0.6521818041801453,0.21651580929756165,0.3875846862792969,0.5829201340675354,0.42017096281051636,0.733189046382904,1.0,0.18297892808914185,0.31475353240966797,0.4933079481124878,0.2816545367240906,0.39213326573371887,0.535392165184021,0.15176062285900116,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.22068053483963013
inaugural,0.18137262761592865,0.2206200361251831,0.15443991124629974,0.15900948643684387,0.01696839928627014,0.2616688311100006,0.2678447663784027,0.1846214085817337,0.1738174557685852,0.22278369963169098,0.07639383524656296,0.21546007692813873,0.1739099621772766,0.16128921508789062,0.15900948643684387,0.04625199735164642,0.22857795655727386,0.16871942579746246
season,0.20103639364242554,0.30054160952568054,0.1978970468044281,0.1855505406856537,0.07296457141637802,0.1598338931798935,0.2507155239582062,0.2273017019033432,0.10500164330005646,0.2232367992401123,0.1595979481935501,0.1514175981283188,0.22382742166519165,0.2236272543668747,0.1855505406856537,0.16996100544929504,0.23933489620685577,0.16793298721313477
",",0.3658004403114319,0.24440039694309235,0.35487717390060425,0.427140474319458,0.23716022074222565,0.4946078956127167,0.4933079481124878,0.21927887201309204,0.192181795835495,1.0000001192092896,0.2622236907482147,0.31121695041656494,0.44245919585227966,0.25264912843704224,0.427140474319458,0.27645614743232727,0.2145523726940155,0.31091248989105225
the,0.6521818041801453,0.21651580929756165,0.3875846862792969,0.5829201340675354,0.42017096281051636,0.733189046382904,1.0,0.18297892808914185,0.31475353240966797,0.4933079481124878,0.2816545367240906,0.39213326573371887,0.535392165184021,0.15176062285900116,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.22068053483963013
field,0.21286733448505402,0.24471083283424377,0.14218349754810333,0.2030690312385559,0.15324991941452026,0.20410659909248352,0.2105809599161148,0.22418086230754852,0.11546068638563156,0.27645614743232727,0.1107848733663559,0.17112205922603607,0.2647967040538788,0.1418994665145874,0.2030690312385559,1.0,0.26796361804008484,0.11279727518558502
had,0.3188965916633606,0.16986925899982452,0.9999999403953552,0.34897568821907043,0.22401762008666992,0.37755560874938965,0.3875846862792969,0.0948357805609703,0.22298564016819,0.35487717390060425,0.30104365944862366,0.3950670063495636,0.37984350323677063,0.1689739227294922,0.34897568821907043,0.14218349754810333,0.17518562078475952,0.20728366076946259
