,for,what,nation,did,ribault,initially,claim,what,is,now,jacksonville,?
ribault,0.20259125530719757,0.19485299289226532,0.18045839667320251,0.20181918144226074,1.0,0.14421774446964264,0.16720852255821228,0.19485299289226532,0.2133931666612625,0.15981674194335938,0.3739089071750641,0.18847298622131348
erected,0.15745578706264496,0.12341726571321487,0.11916498839855194,0.16319355368614197,0.18642200529575348,0.18200525641441345,0.12396419048309326,0.12341726571321487,0.11483649909496307,0.2024078071117401,0.12841100990772247,0.08063657581806183
a,0.44038116931915283,0.3320399522781372,0.23379194736480713,0.2552328109741211,0.2987509071826935,0.25532233715057373,0.19074557721614838,0.3320399522781372,0.658733606338501,0.3046339154243469,0.28008249402046204,0.23916715383529663
stone,0.19386178255081177,0.1478947550058365,0.15156987309455872,0.10463202744722366,0.21163031458854675,0.17358694970607758,0.1366180181503296,0.1478947550058365,0.2026512622833252,0.1650262475013733,0.1283041387796402,0.11966012418270111
column,0.1947171986103058,0.15417897701263428,0.13310204446315765,0.08230926096439362,0.23581179976463318,0.0577121302485466,0.0978032648563385,0.15417897701263428,0.13739842176437378,0.11339464783668518,0.11711262911558151,0.10008178651332855
near,0.12145546078681946,0.19414293766021729,0.11657044291496277,0.08748484402894974,0.20596088469028473,0.16906675696372986,0.1320905089378357,0.19414293766021729,0.25453904271125793,0.31918078660964966,0.22511541843414307,0.10734958201646805
present-day,0.3807838261127472,0.3194306194782257,0.24058417975902557,0.20096364617347717,0.20337364077568054,0.20508602261543274,0.21242119371891022,0.3194306194782257,0.29683420062065125,0.30884042382240295,0.2541079819202423,0.24972984194755554
jacksonville,0.28549739718437195,0.14578714966773987,0.13604333996772766,0.22992172837257385,0.3739089071750641,0.1766665279865265,0.10750046372413635,0.14578714966773987,0.1726600080728531,0.15667501091957092,1.0000001192092896,0.1359667330980301
claiming,0.2987908124923706,0.34834736585617065,0.28129953145980835,0.33133918046951294,0.1982656866312027,0.2750522494316101,0.6744071841239929,0.34834736585617065,0.20532378554344177,0.23107370734214783,0.1704777032136917,0.2698664963245392
the,0.4739971458911896,0.42745697498321533,0.39486879110336304,0.34736719727516174,0.2843990921974182,0.2997018098831177,0.25873351097106934,0.42745697498321533,0.5823672413825989,0.38266420364379883,0.2176690250635147,0.22068053483963013
newly,0.23413661122322083,0.16360709071159363,0.2564115524291992,0.18732944130897522,0.09836633503437042,0.35350272059440613,0.14352700114250183,0.16360709071159363,0.18145374953746796,0.34550806879997253,0.12810565531253815,0.08549588173627853
discovered,0.15577654540538788,0.19526781141757965,0.09290360659360886,0.22983382642269135,0.20398952066898346,0.1994578093290329,0.1820611208677292,0.19526781141757965,0.21262536942958832,0.2540929317474365,0.10838671773672104,0.08452875912189484
land,0.19845563173294067,0.23411516845226288,0.2615116536617279,0.19881628453731537,0.12270088493824005,0.1456262767314911,0.3093138635158539,0.23411516845226288,0.22457899153232574,0.23429442942142487,0.1483359932899475,0.1432059109210968
for,0.9999999403953552,0.3017193675041199,0.23218970000743866,0.318512886762619,0.20259125530719757,0.2961968183517456,0.22986814379692078,0.3017193675041199,0.43268078565597534,0.3636377453804016,0.28549739718437195,0.264628142118454
france,0.21557466685771942,0.17793065309524536,0.22675038874149323,0.2138325721025467,0.44791725277900696,0.14217977225780487,0.1904456615447998,0.17793065309524536,0.22835302352905273,0.20848935842514038,0.2628583014011383,0.15069349110126495
.,0.4726039469242096,0.3567904531955719,0.2852533757686615,0.35288307070732117,0.3263445794582367,0.23941664397716522,0.24773532152175903,0.3567904531955719,0.4569662809371948,0.36271902918815613,0.2843366861343384,0.4130953550338745
