,who,along,with,russia,supported,post,ww-ii,communist,movements,?
the,0.3733934462070465,0.39495137333869934,0.4223487675189972,0.2746676802635193,0.27276676893234253,0.26656362414360046,0.21944445371627808,0.24560265243053436,0.31594985723495483,0.22068053483963013
soviet,0.19540928304195404,0.12589064240455627,0.1796698123216629,0.5611785054206848,0.21390403807163239,0.18476025760173798,0.20155279338359833,0.5568238496780396,0.22937951982021332,0.08693568408489227
union,0.16662479937076569,0.11030567437410355,0.19172410666942596,0.3352377414703369,0.20195183157920837,0.17461824417114258,0.18237081170082092,0.4377516508102417,0.2422936111688614,0.07797172665596008
and,0.41279885172843933,0.4213258922100067,0.5477725267410278,0.26785826683044434,0.3113573491573334,0.21927542984485626,0.21404169499874115,0.23656320571899414,0.32778605818748474,0.20544172823429108
the,0.3733934462070465,0.39495137333869934,0.4223487675189972,0.2746676802635193,0.27276676893234253,0.26656362414360046,0.21944445371627808,0.24560265243053436,0.31594985723495483,0.22068053483963013
people,0.3933800458908081,0.15930365025997162,0.20958639681339264,0.20019401609897614,0.12862399220466614,0.09897669404745102,0.17815524339675903,0.24816308915615082,0.23154081404209137,0.23739641904830933
’,0.07404322177171707,0.09897109121084213,0.022331437095999718,0.00590005936101079,0.004550982732325792,0.05906431004405022,0.03420102596282959,0.05110933259129524,-0.010412830859422684,0.045561522245407104
s,0.32984477281570435,0.20512108504772186,0.2998523414134979,0.1537657082080841,0.2678735852241516,0.19691286981105804,0.22834119200706482,0.178409606218338,0.23701681196689606,0.25130221247673035
republic,0.1744387000799179,0.13049998879432678,0.15649500489234924,0.3340699076652527,0.21001484990119934,0.23282232880592346,0.25392094254493713,0.4322625994682312,0.17345723509788513,0.16880398988723755
of,0.2827862501144409,0.34889817237854004,0.41827285289764404,0.23331232368946075,0.30414751172065735,0.20282196998596191,0.20359089970588684,0.24402955174446106,0.24170123040676117,0.1826142966747284
china,0.17514774203300476,0.13751818239688873,0.19833041727542877,0.42701125144958496,0.16665081679821014,0.10840717703104019,0.26012369990348816,0.40995508432388306,0.216454416513443,0.18007943034172058
supported,0.22602812945842743,0.21876831352710724,0.2909988462924957,0.1406433880329132,1.0000001192092896,0.11192473769187927,0.2297244817018509,0.3668753504753113,0.25258272886276245,0.11593948304653168
post–world,0.25664010643959045,0.2154267281293869,0.35026830434799194,0.25314438343048096,0.20237131416797638,0.5645461678504944,0.44081419706344604,0.3144958019256592,0.23938295245170593,0.2755745053291321
war,0.24286115169525146,0.13454990088939667,0.20580904185771942,0.23956188559532166,0.227574422955513,0.2637156844139099,0.3844837546348572,0.39592429995536804,0.24924564361572266,0.15510529279708862
ii,0.20800143480300903,0.10674469918012619,0.22142726182937622,0.2072693556547165,0.20946139097213745,0.21508446335792542,0.42536428570747375,0.24867181479930878,0.12193161249160767,0.11928234249353409
communist,0.2632272243499756,0.16223271191120148,0.1727391630411148,0.3461052477359772,0.3668753504753113,0.21280120313167572,0.29963526129722595,0.9999999403953552,0.3618999123573303,0.13955675065517426
movements,0.19825470447540283,0.1825142353773117,0.19645880162715912,0.11031606048345566,0.25258272886276245,0.18333473801612854,0.14743955433368683,0.3618999123573303,0.9999999403953552,0.1501890867948532
in,0.2792111933231354,0.3603311777114868,0.4080928862094879,0.2859639823436737,0.22075232863426208,0.23444387316703796,0.16796840727329254,0.2044694870710373,0.23150597512722015,0.20430970191955566
foreign,0.24245285987854004,0.11575200408697128,0.16528955101966858,0.27397704124450684,0.2510230839252472,0.18116289377212524,0.16358336806297302,0.36574482917785645,0.14108912646770477,0.13770383596420288
nations,0.2393599897623062,0.13754667341709137,0.2591147720813751,0.31622061133384705,0.2065449357032776,0.20292292535305023,0.2475358098745346,0.3304794728755951,0.30126479268074036,0.20999202132225037
and,0.41279885172843933,0.4213258922100067,0.5477725267410278,0.26785826683044434,0.3113573491573334,0.21927542984485626,0.21404169499874115,0.23656320571899414,0.32778605818748474,0.20544172823429108
colonies,0.20463168621063232,0.20331384241580963,0.17207865417003632,0.22219717502593994,0.1845104992389679,0.19212119281291962,0.28671184182167053,0.30554109811782837,0.24056529998779297,0.07886616140604019
to,0.42656609416007996,0.2976071536540985,0.4239959120750427,0.2318052053451538,0.19981899857521057,0.24259215593338013,0.22159555554389954,0.20094585418701172,0.278380423784256,0.29463258385658264
advance,0.2092251479625702,0.22109654545783997,0.17014874517917633,0.19569894671440125,0.20316876471042633,0.19149474799633026,0.2234332412481308,0.19024395942687988,0.24597151577472687,0.21102593839168549
their,0.3767721951007843,0.30045241117477417,0.4258328378200531,0.18625153601169586,0.22218579053878784,0.17603178322315216,0.14759443700313568,0.16512134671211243,0.2848229706287384,0.1898253709077835
own,0.31838667392730713,0.20375321805477142,0.290842205286026,0.16326922178268433,0.2194918692111969,0.22176305949687958,0.13293400406837463,0.13321563601493835,0.1276910901069641,0.1937696635723114
interests,0.36465388536453247,0.20277029275894165,0.23100849986076355,0.21214652061462402,0.2868371307849884,0.2043195515871048,0.2191620022058487,0.24212639033794403,0.2672881782054901,0.21539683640003204
",",0.3365725874900818,0.29824912548065186,0.4120737314224243,0.2660351097583771,0.2703314423561096,0.2842937111854553,0.26810863614082336,0.2367876023054123,0.2241983860731125,0.31091248989105225
but,0.4487357437610626,0.21012422442436218,0.4495173394680023,0.23542003333568573,0.32408320903778076,0.25092974305152893,0.1595153510570526,0.18670761585235596,0.259364515542984,0.27921953797340393
were,0.3188014328479767,0.30671337246894836,0.3179011940956116,0.16925744712352753,0.271778404712677,0.17615072429180145,0.22519972920417786,0.20956014096736908,0.23067548871040344,0.17890112102031708
not,0.369414746761322,0.21075627207756042,0.3409014642238617,0.1786101907491684,0.30957934260368347,0.1926378309726715,0.2107081413269043,0.18699103593826294,0.20511238276958466,0.41942933201789856
always,0.35447362065315247,0.23701417446136475,0.355209082365036,0.18721336126327515,0.225582554936409,0.14096258580684662,0.10154026001691818,0.20972852408885956,0.19034229218959808,0.26136693358421326
successful,0.22461774945259094,0.12407373636960983,0.23784777522087097,0.1401940882205963,0.29681602120399475,0.12802016735076904,0.13381759822368622,0.18490082025527954,0.16412685811519623,0.1132197454571724
.,0.3541337847709656,0.27491724491119385,0.4446153938770294,0.2664543688297272,0.29144924879074097,0.2821767330169678,0.24687695503234863,0.2384379804134369,0.23011820018291473,0.4130953550338745
