,the,restriction,modification,system,is,used,by,bacteria,for,protection,from,what,pathogens,?
immune,0.21364226937294006,0.29964786767959595,0.3851082921028137,0.3962631821632385,0.2092347890138626,0.20730088651180267,0.17260463535785675,0.41212543845176697,0.1448224037885666,0.23693980276584625,0.13325795531272888,0.2410416603088379,0.5922579765319824,0.16080476343631744
systems,0.28089964389801025,0.2556876242160797,0.40934884548187256,0.7890681028366089,0.23126937448978424,0.3663484752178192,0.2058878391981125,0.2171166092157364,0.25885844230651855,0.18649616837501526,0.14510750770568848,0.1871482878923416,0.29468807578086853,0.1575973927974701
appear,0.3581200838088989,0.22811992466449738,0.2280278354883194,0.1366439163684845,0.2552686333656311,0.30038413405418396,0.21565574407577515,0.21829724311828613,0.2555735111236572,0.15007540583610535,0.1857801228761673,0.2962318956851959,0.22196736931800842,0.22635367512702942
even,0.37996912002563477,0.3848082423210144,0.2920704483985901,0.26037853956222534,0.28202980756759644,0.363117516040802,0.2642922103404999,0.298115611076355,0.39184510707855225,0.25860410928726196,0.2615048885345459,0.40872135758399963,0.3026759922504425,0.30082517862319946
in,0.6662389636039734,0.21895073354244232,0.17019543051719666,0.21978288888931274,0.5394441485404968,0.3090210556983948,0.370934396982193,0.1903567910194397,0.4322226941585541,0.15337345004081726,0.4274188280105591,0.30808621644973755,0.17208784818649292,0.20430970191955566
the,1.0,0.2859073281288147,0.2607528269290924,0.3233085572719574,0.5823672413825989,0.3718377649784088,0.4408751428127289,0.1839996725320816,0.4739971458911896,0.26689648628234863,0.40150508284568787,0.42745697498321533,0.23115308582782745,0.22068053483963013
structurally,0.24165211617946625,0.35152000188827515,0.40683165192604065,0.27270153164863586,0.22290584444999695,0.3113347589969635,0.19232948124408722,0.28605958819389343,0.20944488048553467,0.17225117981433868,0.18269215524196625,0.25080808997154236,0.36475858092308044,0.1785702109336853
most,0.47635307908058167,0.22502382099628448,0.20481641590595245,0.1998981088399887,0.41165053844451904,0.306323766708374,0.270847886800766,0.14577016234397888,0.3906237483024597,0.16820943355560303,0.28580769896507263,0.3219912350177765,0.2673565149307251,0.2107497900724411
simple,0.24738673865795135,0.3331373929977417,0.3754677474498749,0.201027050614357,0.29377081990242004,0.3725593388080597,0.18426847457885742,0.21700610220432281,0.32954689860343933,0.22031188011169434,0.18467454612255096,0.4218197166919708,0.24868236482143402,0.4614735543727875
forms,0.2950737178325653,0.2014482468366623,0.35154101252555847,0.2846747636795044,0.35419854521751404,0.2931652367115021,0.19076815247535706,0.27454015612602234,0.2109229564666748,0.17160458862781525,0.27224797010421753,0.16334041953086853,0.3103882968425751,0.1196754202246666
of,0.733189046382904,0.23267412185668945,0.21708963811397552,0.25597915053367615,0.4854315221309662,0.3075267970561981,0.3646814823150635,0.17966590821743011,0.4185989499092102,0.22774651646614075,0.4249346852302551,0.33290785551071167,0.22946582734584808,0.1826142966747284
life,0.23528170585632324,0.1333598494529724,0.18939682841300964,0.17331111431121826,0.2110576033592224,0.15016493201255798,0.18554949760437012,0.2140149623155594,0.244698166847229,0.20058095455169678,0.17661170661449432,0.24693015217781067,0.211442768573761,0.21677987277507782
",",0.4933079481124878,0.2652888894081116,0.21028536558151245,0.18439900875091553,0.4691906273365021,0.3120402991771698,0.3680937886238098,0.2358950972557068,0.4464869201183319,0.2575337290763855,0.39760664105415344,0.3087472915649414,0.20320750772953033,0.31091248989105225
with,0.4223487675189972,0.24154092371463776,0.22989915311336517,0.14296101033687592,0.3250955045223236,0.3047430217266083,0.39731505513191223,0.17902995645999908,0.39140474796295166,0.1859341710805893,0.26272761821746826,0.2464839518070221,0.1887669414281845,0.2433311939239502
bacteria,0.1839996725320816,0.24018004536628723,0.30492979288101196,0.196626216173172,0.15164050459861755,0.2366444319486618,0.22791919112205505,0.9999998807907104,0.191389262676239,0.14259079098701477,0.21068820357322693,0.1863701492547989,0.7157832980155945,0.18786604702472687
