,what,did,did,article,34,discriminate,against,in,procureur,du,roi,v,dassonville,?
it,0.45803478360176086,0.2993364930152893,0.2993364930152893,0.40533560514450073,0.01046333834528923,0.25019627809524536,0.19986185431480408,0.5130809545516968,0.1592348963022232,0.127555713057518,0.24505725502967834,0.1784781813621521,0.17951448261737823,0.25732165575027466
discriminated,0.2510840594768524,0.2615359425544739,0.2615359425544739,0.28888413310050964,0.007423730101436377,0.9360302090644836,0.42849165201187134,0.19082114100456238,0.2503646910190582,0.06279438734054565,0.11201265454292297,0.1672389954328537,0.1377728134393692,0.20056916773319244
against,0.24561616778373718,0.22514554858207703,0.22514554858207703,0.19034041464328766,0.015430395491421223,0.4040992259979248,1.0,0.27273955941200256,0.1899229735136032,0.022811684757471085,0.11697313189506531,0.19552305340766907,0.1070576086640358,0.18095137178897858
parallel,0.23414644598960876,0.13319198787212372,0.13319198787212372,0.15550827980041504,0.021349899470806122,0.17471246421337128,0.13420847058296204,0.20074914395809174,0.16180524230003357,0.1573868989944458,0.051904309540987015,0.13625012338161469,0.13110102713108063,0.13566309213638306
importers,0.2534346580505371,0.225152388215065,0.225152388215065,0.3398577570915222,-0.04904524236917496,0.32943516969680786,0.20216906070709229,0.17952990531921387,0.2147231251001358,0.0808827131986618,0.14899489283561707,0.1698780059814453,0.08983773738145828,0.3109816610813141
like,0.4320242702960968,0.40502431988716125,0.40502431988716125,0.30790406465530396,0.12645965814590454,0.2888132631778717,0.29237788915634155,0.31010183691978455,0.17202576994895935,0.10720182210206985,0.11269906908273697,0.17847205698490143,0.1504219025373459,0.3268813192844391
mr,0.19674371182918549,0.1890934705734253,0.1890934705734253,0.11813375353813171,0.06790760904550552,0.13190484046936035,0.12711861729621887,0.09395952522754669,0.14756746590137482,0.037836458534002304,0.1261848360300064,0.11449340730905533,0.06810133159160614,0.15658774971961975
dassonville,0.16291895508766174,0.17591439187526703,0.17591439187526703,0.21679648756980896,0.01789913699030876,0.11157591640949249,0.1070576086640358,0.2821395695209503,0.3274897634983063,0.34957972168922424,0.3678309917449951,0.15648595988750458,1.0,0.16979385912418365
",",0.3087472915649414,0.3015086054801941,0.3015086054801941,0.28605279326438904,0.028389768674969673,0.1813768744468689,0.31168749928474426,0.5201468467712402,0.29430079460144043,0.2132224291563034,0.27600154280662537,0.22053663432598114,0.3262178599834442,0.31091248989105225
who,0.40942975878715515,0.34038686752319336,0.34038686752319336,0.2547345757484436,-0.0371900349855423,0.2887752950191498,0.2942115366458893,0.2792111933231354,0.26384657621383667,0.11933305114507675,0.24783837795257568,0.06742344051599503,0.2480180561542511,0.26220351457595825
could,0.4188697934150696,0.6308382749557495,0.6308382749557495,0.3629496991634369,-0.003327870275825262,0.33759012818336487,0.23186609148979187,0.29357993602752686,0.19847826659679413,0.16935203969478607,0.1322627067565918,0.17897208034992218,0.1658395677804947,0.3411986827850342
not,0.5449194312095642,0.6481515765190125,0.6481515765190125,0.427753210067749,0.0322251133620739,0.3433672785758972,0.22345952689647675,0.3403114080429077,0.2145630270242691,0.09908764064311981,0.10911137610673904,0.1493779718875885,0.1629917174577713,0.41942933201789856
get,0.3490515947341919,0.3220681846141815,0.3220681846141815,0.3466619551181793,0.03676275163888931,0.3280089497566223,0.22437554597854614,0.24899829924106598,0.25370216369628906,0.12293580174446106,0.08117173612117767,0.08962888270616531,0.11666286736726761,0.3499825894832611
certificates,0.16428524255752563,0.15964868664741516,0.15964868664741516,0.22279037535190582,-0.0526764839887619,0.2599569857120514,0.11243128776550293,0.20634618401527405,0.3503454029560089,0.18010708689689636,0.16372624039649963,0.13534878194332123,0.1501152068376541,0.2220875322818756
from,0.2737620174884796,0.20248863101005554,0.20248863101005554,0.21608585119247437,-0.010119033977389336,0.13668468594551086,0.2447778731584549,0.4274188280105591,0.20316003262996674,0.15518777072429657,0.13226079940795898,0.13980557024478912,0.2259601205587387,0.19969791173934937
authorities,0.23251837491989136,0.30031415820121765,0.30031415820121765,0.20185498893260956,-0.022212520241737366,0.34812304377555847,0.26821282505989075,0.2868952453136444,0.2610481381416321,0.14011068642139435,0.18028904497623444,0.08228515833616257,0.15182802081108093,0.17285770177841187
in,0.30808621644973755,0.2593238651752472,0.2593238651752472,0.26153311133384705,0.03443729504942894,0.14724473655223846,0.27273955941200256,1.0,0.19868604838848114,0.22358232736587524,0.2702060341835022,0.15216681361198425,0.2821395695209503,0.20430970191955566
france,0.17793065309524536,0.2138325721025467,0.2138325721025467,0.14733269810676575,-0.02179792895913124,0.14031486213207245,0.13826583325862885,0.3812309503555298,0.3607582151889801,0.35278066992759705,0.4557821452617645,0.1773144006729126,0.4117896258831024,0.15069349110126495
",",0.3087472915649414,0.3015086054801941,0.3015086054801941,0.28605279326438904,0.028389768674969673,0.1813768744468689,0.31168749928474426,0.5201468467712402,0.29430079460144043,0.2132224291563034,0.27600154280662537,0.22053663432598114,0.3262178599834442,0.31091248989105225
where,0.4457937180995941,0.24159270524978638,0.24159270524978638,0.2605186104774475,0.04925273358821869,0.23053212463855743,0.27812469005584717,0.5344807505607605,0.18064358830451965,0.20427294075489044,0.21848557889461517,0.18955472111701965,0.20404288172721863,0.24793872237205505
they,0.4431931674480438,0.4879390597343445,0.4879390597343445,0.21624155342578888,0.006285729818046093,0.32388028502464294,0.26509472727775574,0.4330179989337921,0.18512122333049774,0.15483158826828003,0.12529630959033966,0.2006511688232422,0.17376293241977692,0.2753053903579712
bought,0.1247478798031807,0.25327521562576294,0.25327521562576294,0.13419336080551147,-0.03256496787071228,0.1688230186700821,0.17255908250808716,0.2049272358417511,0.2906592786312103,0.1136639416217804,0.18465033173561096,0.07146774977445602,0.21794936060905457,0.09624434262514114
the,0.42745697498321533,0.34736719727516174,0.34736719727516174,0.3329811692237854,0.0011487285373732448,0.18134459853172302,0.3090755045413971,0.6662389636039734,0.22826126217842102,0.22366085648536682,0.2727039158344269,0.18580520153045654,0.23871755599975586,0.22068053483963013
scotch,0.2012673169374466,0.22949092090129852,0.22949092090129852,0.1494118869304657,-0.028873389586806297,0.19277244806289673,0.13749416172504425,0.2038997858762741,0.24863342940807343,0.15471237897872925,0.1318032294511795,0.10908754914999008,0.2130710482597351,0.11546119302511215
.,0.3567904531955719,0.35288307070732117,0.35288307070732117,0.30669885873794556,0.013581615872681141,0.18075788021087646,0.28705209493637085,0.5591574311256409,0.2458995282649994,0.20510727167129517,0.26170772314071655,0.2973858416080475,0.30214086174964905,0.4130953550338745
