,what,was,the,occasion,when,he,claimed,he,'d,made,the,death,ray,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.16129016876220703,0.4431333839893341,0.41690486669540405,0.21382014453411102,0.41690486669540405,0.1172151118516922,0.25271502137184143,0.6662389636039734,0.18743370473384857,0.18432968854904175,0.20430970191955566
1937,0.005233327392488718,-0.011258510872721672,0.11461441218852997,-0.08142074197530746,0.03458652272820473,-0.14754964411258698,0.005622381344437599,-0.14754964411258698,-0.037648484110832214,-0.03639042750000954,0.11461441218852997,-0.09389833360910416,-0.05223548412322998,-0.06511971354484558
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.27114757895469666,0.36674630641937256,0.40251094102859497,0.24827811121940613,0.40251094102859497,0.11865904182195663,0.32507219910621643,0.4933079481124878,0.2070959210395813,0.2391526848077774,0.31091248989105225
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.1614541858434677,0.38876327872276306,0.3280475437641144,0.20993585884571075,0.3280475437641144,0.1764984428882599,0.20185844600200653,0.457212895154953,0.18045911192893982,0.08697054535150528,0.21978627145290375
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23190216720104218,0.44397395849227905,0.4393508732318878,0.19752803444862366,0.4393508732318878,0.023557579144835472,0.3180864453315735,0.5829201340675354,0.16249743103981018,0.18048162758350372,0.23916715383529663
luncheon,0.17029623687267303,0.18689249455928802,0.17910358309745789,0.21525056660175323,0.18258914351463318,0.1917666494846344,0.10859998315572739,0.1917666494846344,0.0154263349249959,0.15239784121513367,0.17910358309745789,0.06923018395900726,0.1038125678896904,0.1798567920923233
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.16129016876220703,0.4431333839893341,0.41690486669540405,0.21382014453411102,0.41690486669540405,0.1172151118516922,0.25271502137184143,0.6662389636039734,0.18743370473384857,0.18432968854904175,0.20430970191955566
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.3645612299442291,0.37120407819747925,0.7171558737754822,0.2649261951446533,0.7171558737754822,-0.010539223439991474,0.29201897978782654,0.4394008219242096,0.3678654432296753,0.16634288430213928,0.18075084686279297
honor,0.15029305219650269,0.2958109676837921,0.2633417248725891,0.22457212209701538,0.17545892298221588,0.21954664587974548,0.14313818514347076,0.21954664587974548,0.08323581516742706,0.21478641033172607,0.2633417248725891,0.21946179866790771,0.16982166469097137,0.1187526285648346
concerning,0.32910221815109253,0.172305166721344,0.3162810802459717,0.20360875129699707,0.28355079889297485,0.20467470586299896,0.2510182857513428,0.20467470586299896,0.07907440513372421,0.21601124107837677,0.3162810802459717,0.16987615823745728,0.11971534043550491,0.2719282805919647
the,0.42745697498321533,0.48711544275283813,1.0,0.22899624705314636,0.5091903209686279,0.4571082592010498,0.2761930227279663,0.4571082592010498,0.0335611067712307,0.3885267674922943,1.0,0.21438048779964447,0.16151063144207,0.22068053483963013
death,0.2267695665359497,0.28516459465026855,0.21438048779964447,0.1355379968881607,0.21254116296768188,0.2806733548641205,0.2252623587846756,0.2806733548641205,-0.03981797769665718,0.11060672253370285,0.21438048779964447,0.9999998807907104,0.18475371599197388,0.21149799227714539
ray,0.16643990576267242,0.1756460815668106,0.16151063144207,0.08943183720111847,0.1336790919303894,0.1291179060935974,0.22111904621124268,0.1291179060935974,-0.01964522898197174,0.062064480036497116,0.16151063144207,0.18475371599197388,0.9999999403953552,0.11706188321113586
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.27114757895469666,0.36674630641937256,0.40251094102859497,0.24827811121940613,0.40251094102859497,0.11865904182195663,0.32507219910621643,0.4933079481124878,0.2070959210395813,0.2391526848077774,0.31091248989105225
tesla,0.23221199214458466,0.16455206274986267,0.1324402391910553,0.1115165501832962,0.1504557579755783,0.12373391538858414,0.09713935106992722,0.12373391538858414,0.1656404584646225,0.1893712431192398,0.1324402391910553,0.11229380965232849,0.17506682872772217,0.10250775516033173
stated,0.3668954074382782,0.33307945728302,0.2814950942993164,0.2565566897392273,0.22441600263118744,0.20432022213935852,0.5120334625244141,0.20432022213935852,-0.08439867198467255,0.2476620376110077,0.2814950942993164,0.20407801866531372,0.1375253051519394,0.24280361831188202
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.27114757895469666,0.36674630641937256,0.40251094102859497,0.24827811121940613,0.40251094102859497,0.11865904182195663,0.32507219910621643,0.4933079481124878,0.2070959210395813,0.2391526848077774,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.06278536468744278,0.07174111902713776,0.05585138872265816,0.0019830670207738876,0.05585138872265816,0.08918466418981552,-0.0342245027422905,0.029072100296616554,0.02746286429464817,-0.10670576244592667,0.0685480609536171
but,0.5029441118240356,0.36023372411727905,0.4859698414802551,0.3629211485385895,0.5599016547203064,0.3970399796962738,0.30688703060150146,0.3970399796962738,0.0025920746847987175,0.3279869258403778,0.4859698414802551,0.17718371748924255,0.1366099715232849,0.27921953797340393
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.21886342763900757,0.4775012135505676,0.36018872261047363,0.21661654114723206,0.36018872261047363,0.05835160240530968,0.3944323658943176,0.6251175999641418,0.16903388500213623,0.13473767042160034,0.25732165575027466
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.19067539274692535,0.3471449911594391,0.36230841279029846,0.17499059438705444,0.36230841279029846,0.04449784755706787,0.29543453454971313,0.5823672413825989,0.17991963028907776,0.14666490256786346,0.22961433231830597
not,0.5449194312095642,0.2888734042644501,0.4310511648654938,0.26547905802726746,0.4799930453300476,0.29440581798553467,0.31597745418548584,0.29440581798553467,0.017328526824712753,0.35529249906539917,0.4310511648654938,0.23071882128715515,0.17118310928344727,0.41942933201789856
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.13905435800552368,0.33026179671287537,0.281929612159729,0.15401221811771393,0.281929612159729,0.02804269827902317,0.2376096546649933,0.4207492768764496,0.16046245396137238,0.15902820229530334,0.19793890416622162
experiment,0.29811543226242065,0.21177788078784943,0.168198361992836,0.14939621090888977,0.29783669114112854,0.21155096590518951,0.2226557731628418,0.21155096590518951,0.08573038876056671,0.18021589517593384,0.168198361992836,0.17036262154579163,0.2325224131345749,0.14968745410442352
...,0.001098619308322668,0.1733308732509613,0.04743409901857376,-0.07294397801160812,0.017524629831314087,0.22987064719200134,-0.07043646275997162,0.22987064719200134,0.42194250226020813,0.00469106063246727,0.04743409901857376,0.04528088867664337,0.04170091450214386,-0.07163430005311966
