,where,is,the,george,w.,bush,presidential,library,?
one,0.3907615840435028,0.4544198513031006,0.5514441132545471,0.16032107174396515,-0.009079826064407825,0.14860652387142181,0.2126016765832901,0.19550721347332,0.2673267424106598
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.22097964584827423,-0.0285952165722847,0.16954964399337769,0.226227268576622,0.21889357268810272,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.2510760426521301,0.007494001649320126,0.2197706699371338,0.2443588525056839,0.19920319318771362,0.22068053483963013
most,0.3678402900695801,0.41165053844451904,0.47635307908058167,0.1734868884086609,-0.07288818061351776,0.08602811396121979,0.1525687575340271,0.16268503665924072,0.2107497900724411
high,0.26466572284698486,0.2383800595998764,0.28034812211990356,0.12047552317380905,0.013227120041847229,0.1467982977628708,0.14916972815990448,0.11629285663366318,0.11137914657592773
profile,0.1934373825788498,0.13278131186962128,0.18867962062358856,0.09877542406320572,0.0055127693340182304,0.13274763524532318,0.20065678656101227,0.21420317888259888,0.13535112142562866
decisions,0.20364421606063843,0.2378915399312973,0.30538004636764526,0.20656955242156982,-0.10103794187307358,0.2005009651184082,0.240462526679039,0.18488919734954834,0.29068708419799805
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.18167929351329803,-0.029492290690541267,0.13115869462490082,0.2229764759540558,0.2101847380399704,0.20430970191955566
recent,0.20222888886928558,0.2643822133541107,0.31046223640441895,0.1701698750257492,0.05689925327897072,0.2002398669719696,0.24018701910972595,0.14453943073749542,0.2544887959957123
years,0.26697102189064026,0.19551363587379456,0.2912273406982422,0.19849732518196106,-0.04052039608359337,0.19676454365253448,0.19287903606891632,0.1851419061422348,0.1914375126361847
by,0.2641284465789795,0.3899846076965332,0.4408751428127289,0.22194799780845642,-0.01250501535832882,0.1418849527835846,0.19287072122097015,0.17569513618946075,0.17966607213020325
one,0.3907615840435028,0.4544198513031006,0.5514441132545471,0.16032107174396515,-0.009079826064407825,0.14860652387142181,0.2126016765832901,0.19550721347332,0.2673267424106598
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.22097964584827423,-0.0285952165722847,0.16954964399337769,0.226227268576622,0.21889357268810272,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.2510760426521301,0.007494001649320126,0.2197706699371338,0.2443588525056839,0.19920319318771362,0.22068053483963013
councils,0.17415355145931244,0.24459819495677948,0.26719751954078674,0.11283677816390991,-0.0791066363453865,0.11554600298404694,0.1831802874803543,0.18114608526229858,0.11664968729019165
was,0.20731619000434875,0.5810302495956421,0.48711544275283813,0.2601471245288849,-0.022806311026215553,0.18609271943569183,0.22171081602573395,0.1691625416278839,0.18412111699581146
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.19503153860569,0.004890094976872206,0.20030783116817474,0.239190936088562,0.13480092585086823,0.23916715383529663
decision,0.19157181680202484,0.2514069080352783,0.2905151844024658,0.1851382702589035,-0.07019197195768356,0.19720229506492615,0.232625350356102,0.14438489079475403,0.2796577215194702
by,0.2641284465789795,0.3899846076965332,0.4408751428127289,0.22194799780845642,-0.01250501535832882,0.1418849527835846,0.19287072122097015,0.17569513618946075,0.17966607213020325
the,0.5003893971443176,0.5823672413825989,1.0,0.2510760426521301,0.007494001649320126,0.2197706699371338,0.2443588525056839,0.19920319318771362,0.22068053483963013
mission,0.2506496012210846,0.1684449464082718,0.22673439979553223,0.07584428042173386,-0.01855139061808586,0.1313745677471161,0.18911929428577423,0.13903237879276276,0.19506393373012543
council,0.17153799533843994,0.2196589708328247,0.2829204201698303,0.08804488927125931,-0.03522598743438721,0.15384823083877563,0.20163166522979736,0.21988408267498016,0.1160062924027443
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.22097964584827423,-0.0285952165722847,0.16954964399337769,0.226227268576622,0.21889357268810272,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.2510760426521301,0.007494001649320126,0.2197706699371338,0.2443588525056839,0.19920319318771362,0.22068053483963013
south,0.2539864182472229,0.27680471539497375,0.3129390776157379,0.1744174212217331,-0.09756765514612198,0.1949567049741745,0.22139190137386322,0.1872434765100479,0.12336621433496475
central,0.24971573054790497,0.273421049118042,0.3417201042175293,0.12499380856752396,-0.09592078626155853,0.20601916313171387,0.1773744523525238,0.14499929547309875,0.14787602424621582
jurisdiction,0.23819105327129364,0.23435065150260925,0.27412351965904236,0.09952850639820099,-0.05109662562608719,0.08737197518348694,0.20024220645427704,0.15940001606941223,0.19550715386867523
which,0.5477990508079529,0.4457404911518097,0.6521818041801453,0.16627563536167145,-0.018299119547009468,0.17834782600402832,0.2069881111383438,0.1813201606273651,0.25814583897590637
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.18167929351329803,-0.029492290690541267,0.13115869462490082,0.2229764759540558,0.2101847380399704,0.20430970191955566
march,0.17354139685630798,0.22987359762191772,0.2680487632751465,0.19814276695251465,-0.04335068166255951,0.08208398520946503,0.22936606407165527,0.1716037392616272,0.2802562415599823
2007,-0.1698848009109497,-0.07598017156124115,-0.23657195270061493,-0.16502448916435242,0.07946450263261795,-0.0708991289138794,-0.23818153142929077,-0.07354513555765152,-0.1664225310087204
approved,0.12247870117425919,0.17836499214172363,0.30207422375679016,0.17188890278339386,-0.03964924067258835,0.15222062170505524,0.24237045645713806,0.22126072645187378,0.25914356112480164
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.19503153860569,0.004890094976872206,0.20030783116817474,0.239190936088562,0.13480092585086823,0.23916715383529663
99-year,0.12703116238117218,0.15782207250595093,0.25664210319519043,0.1862030029296875,-0.04092467203736305,0.16190205514431,0.24581070244312286,0.20409390330314636,0.33379992842674255
lease,0.18178690969944,0.19346830248832703,0.303044855594635,0.18040819466114044,0.014820815064013004,0.23823243379592896,0.24521179497241974,0.1665756106376648,0.11201063543558121
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.22097964584827423,-0.0285952165722847,0.16954964399337769,0.226227268576622,0.21889357268810272,0.1826142966747284
36,-0.08091043680906296,-0.02822631224989891,-0.13033781945705414,-0.07088965177536011,0.07541637122631073,-0.08167204260826111,-0.1718219369649887,-0.09303763508796692,-0.2611904740333557
acres,0.17968957126140594,0.20078809559345245,0.1636062115430832,0.17263102531433105,0.051421236246824265,0.22734132409095764,0.17601029574871063,0.16270403563976288,0.15370787680149078
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.19849281013011932,-0.007671634666621685,0.15305419266223907,0.15941376984119415,0.18725703656673431,0.40561532974243164
"150,000",0.04655853286385536,0.06832264363765717,0.0617680624127388,-0.06340304017066956,0.07619829475879669,-0.03828936815261841,-0.00821296963840723,-0.024064451456069946,-0.019906021654605865
m2,-0.06416656076908112,0.05608909949660301,-0.011643829755485058,0.05699668079614639,0.06581362336874008,-0.012081291526556015,0.0481998547911644,0.010330118238925934,0.0007930725696496665
