,who,purhcased,the,remaining,4,pacakages,available,to,broadcasters,?
in,0.2792111933231354,0.2531066834926605,0.6662389636039734,0.3161192238330841,0.08310048282146454,0.26583898067474365,0.1939793825149536,0.45010748505592346,0.2702135443687439,0.20430970191955566
may,0.23082798719406128,0.24900594353675842,0.2694292366504669,0.18778996169567108,0.08595432341098785,0.313223659992218,0.25284212827682495,0.391582727432251,0.2175939977169037,0.2768254578113556
2006,-0.026890208944678307,0.11173376441001892,0.11294147372245789,0.14706134796142578,-0.11524391174316406,0.12515155971050262,0.03705860301852226,0.012056082487106323,0.008599981665611267,-0.1194092258810997
",",0.3365725874900818,0.33057901263237,0.4933079481124878,0.2946331799030304,0.15652385354042053,0.31942570209503174,0.2614012062549591,0.44245919585227966,0.28777721524238586,0.31091248989105225
the,0.3733934462070465,0.32139283418655396,1.0,0.45105910301208496,0.15499350428581238,0.3380008637905121,0.26723232865333557,0.535392165184021,0.27276062965393066,0.22068053483963013
irish,0.24074740707874298,0.19170774519443512,0.20936301350593567,0.1627291738986969,0.1357843279838562,0.1366679072380066,0.09094126522541046,0.19614946842193604,0.2913595139980316,0.09232300519943237
broadcaster,0.26076436042785645,0.2925426661968231,0.1970033198595047,0.08981481939554214,0.12320523709058762,0.19153763353824615,0.1598154455423355,0.15827877819538116,0.8911710977554321,0.13187550008296967
setanta,0.16126205027103424,0.31747445464134216,0.23956644535064697,0.18130306899547577,0.1992795169353485,0.3271371126174927,0.1788315773010254,0.2352461814880371,0.2813010513782501,0.1556110829114914
sports,0.15396633744239807,0.2565877139568329,0.20313861966133118,0.05984443053603172,0.02979263663291931,0.19349801540374756,0.2095705270767212,0.1915440857410431,0.4168190658092499,0.04557104781270027
was,0.3318818509578705,0.30458682775497437,0.48711544275283813,0.27740269899368286,0.23394860327243805,0.21840524673461914,0.1657772958278656,0.3636345863342285,0.24629826843738556,0.18412111699581146
awarded,0.22917822003364563,0.24779631197452545,0.24971646070480347,0.11600246280431747,0.21266470849514008,0.14017660915851593,0.20543654263019562,0.17180772125720978,0.27143633365631104,0.1431703418493271
two,0.2791741192340851,0.2606353163719177,0.43858039379119873,0.3923018276691437,0.08326134085655212,0.3310162127017975,0.19488383829593658,0.3343428373336792,0.20396921038627625,0.19645625352859497
of,0.2827862501144409,0.33394405245780945,0.733189046382904,0.3693024218082428,0.17227263748645782,0.3133361339569092,0.2416580766439438,0.41548454761505127,0.21280793845653534,0.1826142966747284
the,0.3733934462070465,0.32139283418655396,1.0,0.45105910301208496,0.15499350428581238,0.3380008637905121,0.26723232865333557,0.535392165184021,0.27276062965393066,0.22068053483963013
six,0.19475196301937103,0.21991375088691711,0.3614266812801361,0.344409704208374,0.06204419583082199,0.272592157125473,0.18400581181049347,0.2762264311313629,0.22220265865325928,0.15298804640769958
premier,0.23959188163280487,0.1779564917087555,0.22658593952655792,0.17992788553237915,0.1178283542394638,0.11888469010591507,0.13456417620182037,0.170038640499115,0.2593478262424469,0.1292608082294464
league,0.2161521464586258,0.19867587089538574,0.2724147439002991,0.1701379120349884,0.10837370157241821,0.21452607214450836,0.10353022068738937,0.18720030784606934,0.4259948134422302,0.15941482782363892
packages,0.2090287208557129,0.34795641899108887,0.1993655115365982,0.21440231800079346,-0.06797268986701965,0.6159616112709045,0.4803856611251831,0.3064035177230835,0.255429208278656,0.2038814127445221
that,0.45444270968437195,0.4128166139125824,0.5473989248275757,0.35767316818237305,-0.04881570115685463,0.3837094008922577,0.2840282618999481,0.5436353087425232,0.28455498814582825,0.32716336846351624
the,0.3733934462070465,0.32139283418655396,1.0,0.45105910301208496,0.15499350428581238,0.3380008637905121,0.26723232865333557,0.535392165184021,0.27276062965393066,0.22068053483963013
english,0.33983519673347473,0.23884861171245575,0.23982001841068268,0.1326015591621399,0.1565023511648178,0.12860925495624542,0.15360336005687714,0.21984367072582245,0.3127932548522949,0.23251567780971527
fa,0.15853749215602875,0.2123265117406845,0.22381247580051422,0.17078818380832672,0.12455166131258011,0.1772817224264145,0.11542091518640518,0.14400863647460938,0.19629602134227753,0.25038349628448486
offered,0.2448675036430359,0.2647089660167694,0.270993173122406,0.2546755075454712,0.0991707295179367,0.2711673974990845,0.3958701491355896,0.28788384795188904,0.2156447023153305,0.22244536876678467
to,0.42656609416007996,0.3061909079551697,0.535392165184021,0.3465334177017212,0.059323787689208984,0.3741585314273834,0.2394571453332901,1.0,0.2560518682003021,0.29463258385658264
broadcasters,0.2782592475414276,0.34930041432380676,0.27276062965393066,0.15483826398849487,0.05694743990898132,0.3165019750595093,0.2113780826330185,0.2560518682003021,1.0,0.20347130298614502
.,0.3541337847709656,0.30564314126968384,0.5934505462646484,0.27891913056373596,0.0835196003317833,0.2912548780441284,0.3383464217185974,0.4645031690597534,0.2741623818874359,0.4130953550338745
