,who,led,new,france,reinforcements,in,1756,?
french,0.2756427824497223,0.18706461787223816,0.1977054476737976,0.5492131114006042,0.14010004699230194,0.22093388438224792,0.29304540157318115,0.1386883556842804
regular,0.2929244339466095,0.20082803070545197,0.21821914613246918,0.05855783447623253,0.25467023253440857,0.23172755539417267,0.08900660276412964,0.18334713578224182
army,0.2866576313972473,0.3755970299243927,0.1521562784910202,0.2546367645263672,0.4371081292629242,0.25258398056030273,0.07705584168434143,0.180583193898201
reinforcements,0.18859897553920746,0.2628675699234009,0.15636877715587616,0.2262783795595169,1.0,0.25703945755958557,0.1388344168663025,0.13907551765441895
arrived,0.29454702138900757,0.31648391485214233,0.22840465605258942,0.1664872020483017,0.2960715889930725,0.2573651373386383,0.06093711778521538,0.1681029200553894
in,0.2792111933231354,0.2990247309207916,0.3758552670478821,0.3812309503555298,0.25703945755958557,1.0,0.13103048503398895,0.20430970191955566
new,0.2378052920103073,0.21234406530857086,0.9999999403953552,0.2269197404384613,0.15636877715587616,0.3758552670478821,0.03289187699556351,0.14782847464084625
france,0.18489117920398712,0.2015276998281479,0.2269197404384613,1.0000001192092896,0.2262783795595169,0.3812309503555298,0.32210081815719604,0.15069349110126495
in,0.2792111933231354,0.2990247309207916,0.3758552670478821,0.3812309503555298,0.25703945755958557,1.0,0.13103048503398895,0.20430970191955566
may,0.23082798719406128,0.14675860106945038,0.19349534809589386,0.18858866393566132,0.20092588663101196,0.3424151837825775,0.08044717460870743,0.2768254578113556
1756,5.855167182744481e-05,0.11404841393232346,0.03289187699556351,0.32210081815719604,0.1388344168663025,0.13103048503398895,0.9999998807907104,0.1882779449224472
",",0.3365725874900818,0.22548827528953552,0.36073189973831177,0.28250643610954285,0.22962012887001038,0.5201468467712402,0.1573939174413681,0.31091248989105225
led,0.2450801581144333,0.9999999403953552,0.21234406530857086,0.2015276998281479,0.2628675699234009,0.2990247309207916,0.11404841393232346,0.09273858368396759
by,0.39727845788002014,0.30694612860679626,0.25394493341445923,0.22743742167949677,0.23079192638397217,0.370934396982193,0.15865279734134674,0.17966607213020325
major,0.17810054123401642,0.25333622097969055,0.19747984409332275,0.13191354274749756,0.16941168904304504,0.3249945342540741,0.047164835035800934,0.19788557291030884
general,0.2461782991886139,0.3108576536178589,0.18503837287425995,0.1631249636411667,0.35486242175102234,0.259066641330719,0.128247931599617,0.1972234547138214
louis-joseph,0.28513601422309875,0.2569476366043091,0.25560662150382996,0.328002393245697,0.29725635051727295,0.25997278094291687,0.2007763534784317,0.1382550448179245
de,0.18189555406570435,0.1650221049785614,0.14845386147499084,0.42480456829071045,0.1717551350593567,0.24818959832191467,0.300875186920166,0.11064168810844421
montcalm,0.21936243772506714,0.2036377638578415,0.22727273404598236,0.4564112424850464,0.20059654116630554,0.30460497736930847,0.3789634704589844,0.23564797639846802
and,0.41279885172843933,0.2780643701553345,0.31402453780174255,0.2925812005996704,0.2746492624282837,0.4954058527946472,0.0868627205491066,0.20544172823429108
seconded,0.27241992950439453,0.391684353351593,0.2586124539375305,0.19684526324272156,0.30320531129837036,0.28805986046791077,0.21985536813735962,0.3312508165836334
by,0.39727845788002014,0.30694612860679626,0.25394493341445923,0.22743742167949677,0.23079192638397217,0.370934396982193,0.15865279734134674,0.17966607213020325
the,0.3733934462070465,0.3267505168914795,0.3845241069793701,0.35517507791519165,0.307033896446228,0.6662389636039734,0.1283157765865326,0.22068053483963013
chevalier,0.1935146450996399,0.19953584671020508,0.1590656042098999,0.386852502822876,0.18102118372917175,0.24067312479019165,0.27540722489356995,0.13465407490730286
de,0.18189555406570435,0.1650221049785614,0.14845386147499084,0.42480456829071045,0.1717551350593567,0.24818959832191467,0.300875186920166,0.11064168810844421
lévis,0.2341698259115219,0.17442627251148224,0.1905895322561264,0.5286388993263245,0.19387824833393097,0.2649533748626709,0.47078537940979004,0.2042679339647293
and,0.41279885172843933,0.2780643701553345,0.31402453780174255,0.2925812005996704,0.2746492624282837,0.4954058527946472,0.0868627205491066,0.20544172823429108
colonel,0.2749594748020172,0.2629280090332031,0.10704919695854187,0.15506362915039062,0.3256431221961975,0.18506139516830444,0.11298869550228119,0.14849194884300232
françois-charles,0.2444480061531067,0.23218987882137299,0.2379869520664215,0.4632521867752075,0.14623671770095825,0.2288285195827484,0.2991918623447418,0.23025017976760864
de,0.18189555406570435,0.1650221049785614,0.14845386147499084,0.42480456829071045,0.1717551350593567,0.24818959832191467,0.300875186920166,0.11064168810844421
bourlamaque,0.23881950974464417,0.23497475683689117,0.24717740714550018,0.4239966869354248,0.19812755286693573,0.3762379586696625,0.32637736201286316,0.18120555579662323
",",0.3365725874900818,0.22548827528953552,0.36073189973831177,0.28250643610954285,0.22962012887001038,0.5201468467712402,0.1573939174413681,0.31091248989105225
all,0.3698336184024811,0.2386244237422943,0.29927533864974976,0.23571501672267914,0.24901562929153442,0.3335905969142914,0.1291511505842209,0.29575422406196594
experienced,0.35885247588157654,0.318017840385437,0.22689130902290344,0.1558997631072998,0.2889924943447113,0.25524765253067017,0.056002575904130936,0.23420310020446777
veterans,0.2933216691017151,0.1461714208126068,0.17679165303707123,0.24020729959011078,0.3222307562828064,0.22477714717388153,0.16939127445220947,0.17911319434642792
from,0.27839982509613037,0.2455430030822754,0.3360432982444763,0.20540620386600494,0.1935712695121765,0.4274188280105591,0.052893903106451035,0.19969791173934937
the,0.3733934462070465,0.3267505168914795,0.3845241069793701,0.35517507791519165,0.307033896446228,0.6662389636039734,0.1283157765865326,0.22068053483963013
war,0.24286115169525146,0.2665179967880249,0.18623678386211395,0.2819103002548218,0.2999962568283081,0.29904094338417053,0.08749715238809586,0.15510529279708862
of,0.2827862501144409,0.32918456196784973,0.343457967042923,0.3265724182128906,0.2869001030921936,0.5696388483047485,0.13523223996162415,0.1826142966747284
the,0.3733934462070465,0.3267505168914795,0.3845241069793701,0.35517507791519165,0.307033896446228,0.6662389636039734,0.1283157765865326,0.22068053483963013
austrian,0.2619900107383728,0.1880991905927658,0.14713555574417114,0.2663417458534241,0.06459091603755951,0.16418905556201935,0.0793871060013771,0.10452693700790405
succession,0.17989537119865417,0.24022416770458221,0.14950092136859894,0.29318177700042725,0.21249443292617798,0.2511105239391327,0.16240590810775757,0.13082198798656464
.,0.3541337847709656,0.19335708022117615,0.35031336545944214,0.33719199895858765,0.25976628065109253,0.5591574311256409,0.1861400157213211,0.4130953550338745
,who,led,new,france,reinforcements,in,1756,?
newcastle,0.21185682713985443,0.14872077107429504,0.30626022815704346,0.23968186974525452,0.1521095633506775,0.19270820915699005,0.0991959422826767,0.0902252271771431
replaced,0.1576022207736969,0.2884131073951721,0.19021332263946533,0.13185644149780273,0.141106516122818,0.2068215310573578,0.15046225488185883,0.14945141971111298
him,0.5491244792938232,0.28022801876068115,0.2352551519870758,0.20642876625061035,0.22235533595085144,0.2284061461687088,-0.039487238973379135,0.23943768441677094
in,0.2792111933231354,0.2990247309207916,0.3758552670478821,0.3812309503555298,0.25703945755958557,1.0,0.13103048503398895,0.20430970191955566
january,0.20979668200016022,0.1434469074010849,0.28180065751075745,0.2100014090538025,0.14992713928222656,0.28467586636543274,0.14281043410301208,0.28608936071395874
1756,5.855167182744481e-05,0.11404841393232346,0.03289187699556351,0.32210081815719604,0.1388344168663025,0.13103048503398895,0.9999998807907104,0.1882779449224472
with,0.3282766342163086,0.27114903926849365,0.24325589835643768,0.20020143687725067,0.194004625082016,0.4080928862094879,0.16067667305469513,0.2433311939239502
lord,0.25294241309165955,0.15928784012794495,0.13789735734462738,0.183960422873497,0.11943632364273071,0.18930333852767944,0.04006444290280342,0.09544310718774796
loudoun,0.19463728368282318,0.1449536383152008,0.2963838279247284,0.2960559129714966,0.2230430543422699,0.29492443799972534,0.3195073902606964,0.08689435571432114
",",0.3365725874900818,0.22548827528953552,0.36073189973831177,0.28250643610954285,0.22962012887001038,0.5201468467712402,0.1573939174413681,0.31091248989105225
with,0.3282766342163086,0.27114903926849365,0.24325589835643768,0.20020143687725067,0.194004625082016,0.4080928862094879,0.16067667305469513,0.2433311939239502
major,0.17810054123401642,0.25333622097969055,0.19747984409332275,0.13191354274749756,0.16941168904304504,0.3249945342540741,0.047164835035800934,0.19788557291030884
general,0.2461782991886139,0.3108576536178589,0.18503837287425995,0.1631249636411667,0.35486242175102234,0.259066641330719,0.128247931599617,0.1972234547138214
james,0.2562035918235779,0.1722095012664795,0.23571988940238953,0.2230088710784912,0.1601424664258957,0.1994210183620453,0.07205480337142944,0.12139993160963058
abercrombie,0.23313577473163605,0.1252935230731964,0.2675846219062805,0.23509739339351654,0.14803889393806458,0.28571146726608276,0.11642716825008392,0.19258330762386322
as,0.3923053741455078,0.20535489916801453,0.24585270881652832,0.19034622609615326,0.1931227743625641,0.3887844979763031,0.08722767233848572,0.27043893933296204
his,0.44966956973075867,0.30691808462142944,0.24132801592350006,0.25797635316848755,0.24462087452411652,0.3598145842552185,0.011091802269220352,0.18075084686279297
second,0.21920166909694672,0.24436724185943604,0.2587158977985382,0.21528330445289612,0.17905938625335693,0.34510284662246704,0.13675197958946228,0.17239587008953094
in,0.2792111933231354,0.2990247309207916,0.3758552670478821,0.3812309503555298,0.25703945755958557,1.0,0.13103048503398895,0.20430970191955566
command,0.23636431992053986,0.31496530771255493,0.13774996995925903,0.1969142109155655,0.4139629602432251,0.18293465673923492,0.1322488635778427,0.13402260839939117
.,0.3541337847709656,0.19335708022117615,0.35031336545944214,0.33719199895858765,0.25976628065109253,0.5591574311256409,0.1861400157213211,0.4130953550338745
