,what,is,the,name,of,the,fund,that,focuses,on,youth,",",community,and,sustainable,environments,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.25521403551101685,0.5473989248275757,0.26860302686691284,0.5107308030128479,0.26209625601768494,0.4933079481124878,0.2601400911808014,0.5171257257461548,0.23000730574131012,0.24010388553142548,0.22068053483963013
committee,0.18195343017578125,0.1410297304391861,0.24322165548801422,0.14093075692653656,0.2920650243759155,0.24322165548801422,0.32903406023979187,0.2412172257900238,0.12135763466358185,0.20945778489112854,0.25507739186286926,0.20982497930526733,0.3086933493614197,0.22311176359653473,0.33739349246025085,0.191198468208313,0.12144632637500763
created,0.20714101195335388,0.28467464447021484,0.3539263904094696,0.25696396827697754,0.32043445110321045,0.3539263904094696,0.1692037433385849,0.3583657741546631,0.217693492770195,0.20446635782718658,0.17731988430023193,0.2755771577358246,0.2543397843837738,0.2873832881450653,0.16095978021621704,0.21920046210289001,0.21177415549755096
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.25521403551101685,0.5473989248275757,0.26860302686691284,0.5107308030128479,0.26209625601768494,0.4933079481124878,0.2601400911808014,0.5171257257461548,0.23000730574131012,0.24010388553142548,0.22068053483963013
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,-0.0409264862537384,0.006577443331480026,0.03602437674999237,-0.013180726207792759,-0.014119508676230907,0.015702905133366585,0.05590687692165375,0.0704558938741684,-0.025195008143782616,-0.03622574731707573,0.0032697415444999933,-0.01874394901096821,0.09263653308153152,0.030512850731611252
fund,0.14864346385002136,0.16683584451675415,0.25521403551101685,0.1593160480260849,0.27318620681762695,0.25521403551101685,1.0000001192092896,0.20568999648094177,0.2556614279747009,0.21186517179012299,0.2916795313358307,0.23835203051567078,0.2876719534397125,0.27788683772087097,0.3712209463119507,0.19850772619247437,0.1883198469877243
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.2181423008441925,0.4735107421875,0.2201686054468155,0.36047765612602234,0.1967555433511734,0.48816442489624023,0.22733435034751892,0.49487000703811646,0.1705504059791565,0.25028470158576965,0.27043893933296204
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.317160964012146,0.48690423369407654,0.559237003326416,0.19881699979305267,0.416561484336853,0.25674277544021606,0.34331920742988586,0.1835598200559616,0.33157986402511597,0.24188821017742157,0.3841775357723236,0.23107770085334778,0.27801817655563354,0.15103481709957123
philanthropic,0.1870797723531723,0.13364285230636597,0.17239925265312195,0.12189202755689621,0.20743587613105774,0.17239925265312195,0.49635031819343567,0.23001478612422943,0.2800145149230957,0.14289362728595734,0.23544882237911224,0.22389380633831024,0.22510221600532532,0.24663834273815155,0.37036725878715515,0.23946718871593475,0.17462901771068573
initiative,0.22199440002441406,0.18351870775222778,0.23040100932121277,0.11261515319347382,0.250868022441864,0.23040100932121277,0.4130183756351471,0.23888739943504333,0.28894954919815063,0.19717080891132355,0.26868316531181335,0.18207481503486633,0.3555445373058319,0.24450580775737762,0.4574495255947113,0.23758333921432495,0.2048262655735016
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.27788683772087097,0.4731321930885315,0.26309964060783386,0.4077630043029785,0.2684251070022583,0.6633074283599854,0.2756517827510834,1.0,0.3109722435474396,0.3015255331993103,0.20544172823429108
focuses,0.27091580629348755,0.3330233693122864,0.26860302686691284,0.0658797025680542,0.29358524084091187,0.26860302686691284,0.2556614279747009,0.2547721862792969,0.9999998807907104,0.32762500643730164,0.2006990909576416,0.2549460232257843,0.223281130194664,0.26309964060783386,0.35091856122016907,0.32274532318115234,0.15887200832366943
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.21186517179012299,0.42569106817245483,0.32762500643730164,0.9999999403953552,0.1602422297000885,0.49057599902153015,0.21522703766822815,0.4077630043029785,0.2563767433166504,0.21269403398036957,0.2714994251728058
providing,0.21766136586666107,0.27256250381469727,0.29839932918548584,0.035194624215364456,0.24403119087219238,0.29839932918548584,0.2750456631183624,0.30122050642967224,0.32499513030052185,0.23362857103347778,0.20201526582241058,0.26877787709236145,0.2082837074995041,0.381117045879364,0.4236226975917816,0.33062639832496643,0.1936793476343155
grants,0.18652507662773132,0.16080595552921295,0.2900126874446869,0.15477146208286285,0.3099519908428192,0.2900126874446869,0.4391464591026306,0.23747944831848145,0.19234849512577057,0.2398548126220703,0.17168934643268585,0.30463892221450806,0.30592870712280273,0.2782057225704193,0.29102206230163574,0.22004161775112152,0.1494954377412796
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.23214511573314667,0.5436353087425232,0.27192121744155884,0.41031414270401,0.1984357386827469,0.44245919585227966,0.2863751947879791,0.48971283435821533,0.2900981903076172,0.26333698630332947,0.29463258385658264
aid,0.1778782606124878,0.10512593388557434,0.21952909231185913,0.0864768847823143,0.20153990387916565,0.21952909231185913,0.30693984031677246,0.22319309413433075,0.22432750463485718,0.15889853239059448,0.2493124157190323,0.1953202486038208,0.18376749753952026,0.2158033847808838,0.31042012572288513,0.20945043861865997,0.08358026295900345
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.1840275228023529,0.4154358208179474,0.25242915749549866,0.40749499201774597,0.2341127246618271,0.4120737314224243,0.15797209739685059,0.5477725267410278,0.24759593605995178,0.22694581747055054,0.2433311939239502
youth,0.1100270077586174,0.15418380498886108,0.26209625601768494,0.16091006994247437,0.2297523021697998,0.26209625601768494,0.2916795313358307,0.14846810698509216,0.2006990909576416,0.1602422297000885,1.0,0.1725531816482544,0.19370584189891815,0.2684251070022583,0.2837863862514496,0.21306955814361572,0.18005552887916565
development,0.19014155864715576,0.2293442040681839,0.3362044394016266,0.1231662780046463,0.28700894117355347,0.3362044394016266,0.3953835368156433,0.2717459201812744,0.3360274136066437,0.23800693452358246,0.28809434175491333,0.23776917159557343,0.29234668612480164,0.26069340109825134,0.44483813643455505,0.3795662820339203,0.1211358830332756
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23835203051567078,0.4137537479400635,0.2549460232257843,0.49057599902153015,0.1725531816482544,1.0000001192092896,0.2761111557483673,0.6633074283599854,0.2595685124397278,0.2650628387928009,0.31091248989105225
community,0.29032719135284424,0.26023760437965393,0.2601400911808014,0.146366685628891,0.2367410808801651,0.2601400911808014,0.2876719534397125,0.2687637507915497,0.223281130194664,0.21522703766822815,0.19370584189891815,0.2761111557483673,0.9999998807907104,0.2756517827510834,0.31844794750213623,0.31895992159843445,0.2380419820547104
