,abc,had,secondary,status,on,the,existing,stations,in,what,ohio,town,?
as,0.2286096066236496,0.3393979072570801,0.2349337488412857,0.26448342204093933,0.36047765612602234,0.48381632566452026,0.2994588613510132,0.23359498381614685,0.3887844979763031,0.31749409437179565,0.17608439922332764,0.17528915405273438,0.27043893933296204
a,0.21331243216991425,0.34897568821907043,0.225028395652771,0.28739041090011597,0.3848365545272827,0.5829201340675354,0.2590343654155731,0.199105903506279,0.539380669593811,0.3320399522781372,0.1863771378993988,0.2832636833190918,0.23916715383529663
result,0.14806517958641052,0.24595926702022552,0.138541117310524,0.27621495723724365,0.22479186952114105,0.27778977155685425,0.258209764957428,0.10213406383991241,0.25670310854911804,0.19945499300956726,0.16697394847869873,0.10981476306915283,0.17218433320522308
",",0.2097204476594925,0.35487717390060425,0.2158004194498062,0.2404196411371231,0.49057599902153015,0.4933079481124878,0.2549736201763153,0.26337406039237976,0.5201468467712402,0.3087472915649414,0.21788300573825836,0.27598801255226135,0.31091248989105225
with,0.17432008683681488,0.4739086329936981,0.21208807826042175,0.12184803932905197,0.40749499201774597,0.4223487675189972,0.33076590299606323,0.1949257254600525,0.4080928862094879,0.2464839518070221,0.19753271341323853,0.13294368982315063,0.2433311939239502
the,0.2068762183189392,0.3875846862792969,0.21037471294403076,0.23601171374320984,0.5107308030128479,1.0,0.36013904213905334,0.24762700498104095,0.6662389636039734,0.42745697498321533,0.24653035402297974,0.2974243760108948,0.22068053483963013
exception,0.10771087557077408,0.2523156404495239,0.2227666676044464,0.23088400065898895,0.25334203243255615,0.35692375898361206,0.3182925879955292,0.17359988391399384,0.2843743860721588,0.2586587369441986,0.18229931592941284,0.17000670731067657,0.2036404013633728
of,0.14607268571853638,0.37755560874938965,0.219074085354805,0.20139996707439423,0.3966929316520691,0.733189046382904,0.30417704582214355,0.20414425432682037,0.5696388483047485,0.33290785551071167,0.1960361748933792,0.26585668325424194,0.1826142966747284
the,0.2068762183189392,0.3875846862792969,0.21037471294403076,0.23601171374320984,0.5107308030128479,1.0,0.36013904213905334,0.24762700498104095,0.6662389636039734,0.42745697498321533,0.24653035402297974,0.2974243760108948,0.22068053483963013
largest,0.09599892795085907,0.16465751826763153,0.16270579397678375,0.1365974396467209,0.16868500411510468,0.3757036626338959,0.1948283612728119,0.22964605689048767,0.3017216920852661,0.13463157415390015,0.15297864377498627,0.2161252647638321,0.12401245534420013
markets,0.16946740448474884,0.19512154161930084,0.1350107043981552,0.22646313905715942,0.24747714400291443,0.23818166553974152,0.24303480982780457,0.37372493743896484,0.2811138927936554,0.12341798096895218,0.13321121037006378,0.221337229013443,0.11209505051374435
",",0.2097204476594925,0.35487717390060425,0.2158004194498062,0.2404196411371231,0.49057599902153015,0.4933079481124878,0.2549736201763153,0.26337406039237976,0.5201468467712402,0.3087472915649414,0.21788300573825836,0.27598801255226135,0.31091248989105225
abc,1.0000001192092896,0.18355661630630493,0.03982029855251312,0.15242455899715424,0.2862928807735443,0.2068762183189392,0.12463470548391342,0.23858611285686493,0.1697147786617279,0.1317344456911087,0.17616164684295654,0.12729541957378387,0.19065172970294952
was,0.21565799415111542,0.5927209258079529,0.12099137902259827,0.18093566596508026,0.3909217119216919,0.48711544275283813,0.19214795529842377,0.15012863278388977,0.45514053106307983,0.22111038863658905,0.207236185669899,0.26823142170906067,0.18412111699581146
relegated,0.15822751820087433,0.3190980553627014,0.18315085768699646,0.28112494945526123,0.2172316312789917,0.29375341534614563,0.19581098854541779,0.17648303508758545,0.26354989409446716,0.19728313386440277,0.14203748106956482,0.19536668062210083,0.17222239077091217
to,0.1762417107820511,0.37984350323677063,0.27947136759757996,0.268886923789978,0.41031414270401,0.535392165184021,0.36717307567596436,0.21700026094913483,0.45010748505592346,0.455847829580307,0.1818198561668396,0.18535545468330383,0.29463258385658264
secondary,0.03982029855251312,0.16662825644016266,1.0,0.18968115746974945,0.19624076783657074,0.21037471294403076,0.20931392908096313,0.19655068218708038,0.2103116512298584,0.20388361811637878,0.19464226067066193,0.2163185477256775,0.18118004500865936
status,0.15242455899715424,0.1724366843700409,0.18968115746974945,1.0000001192092896,0.17517144978046417,0.23601171374320984,0.28456249833106995,0.15131136775016785,0.20590373873710632,0.1975356787443161,0.11370626091957092,0.1877448856830597,0.16403266787528992
on,0.2862928807735443,0.36692994832992554,0.19624076783657074,0.17517144978046417,0.9999999403953552,0.5107308030128479,0.245413675904274,0.3269573450088501,0.46853652596473694,0.34226128458976746,0.16643011569976807,0.18149195611476898,0.2714994251728058
one,0.1300981342792511,0.3595404326915741,0.18394804000854492,0.21951869130134583,0.3601475656032562,0.5514441132545471,0.3237020671367645,0.24847227334976196,0.4129433035850525,0.376489520072937,0.17564953863620758,0.1844533234834671,0.2673267424106598
or,0.10767780989408493,0.2672365605831146,0.25993385910987854,0.25973665714263916,0.2897229492664337,0.4174870550632477,0.39807483553886414,0.24090826511383057,0.3586423695087433,0.33867141604423523,0.140212744474411,0.18150269985198975,0.32389625906944275
both,0.1231609657406807,0.3298463821411133,0.22094716131687164,0.256404310464859,0.3685423731803894,0.4931981563568115,0.274897962808609,0.22962424159049988,0.3960166871547699,0.3361809551715851,0.23753534257411957,0.17241811752319336,0.19455738365650177
of,0.14607268571853638,0.37755560874938965,0.219074085354805,0.20139996707439423,0.3966929316520691,0.733189046382904,0.30417704582214355,0.20414425432682037,0.5696388483047485,0.33290785551071167,0.1960361748933792,0.26585668325424194,0.1826142966747284
the,0.2068762183189392,0.3875846862792969,0.21037471294403076,0.23601171374320984,0.5107308030128479,1.0,0.36013904213905334,0.24762700498104095,0.6662389636039734,0.42745697498321533,0.24653035402297974,0.2974243760108948,0.22068053483963013
existing,0.12463470548391342,0.22110271453857422,0.20931392908096313,0.28456249833106995,0.245413675904274,0.36013904213905334,1.0,0.2720181941986084,0.2761130928993225,0.31325602531433105,0.15122027695178986,0.12425995618104935,0.31003472208976746
stations,0.23858611285686493,0.2031255066394806,0.19655068218708038,0.15131136775016785,0.3269573450088501,0.24762700498104095,0.2720181941986084,1.0,0.25864288210868835,0.1621520221233368,0.1485278159379959,0.25283101201057434,0.13192185759544373
",",0.2097204476594925,0.35487717390060425,0.2158004194498062,0.2404196411371231,0.49057599902153015,0.4933079481124878,0.2549736201763153,0.26337406039237976,0.5201468467712402,0.3087472915649414,0.21788300573825836,0.27598801255226135,0.31091248989105225
usually,0.08103301376104355,0.22845587134361267,0.2206905335187912,0.1367201954126358,0.25784361362457275,0.36782920360565186,0.2504799962043762,0.22177648544311523,0.28848564624786377,0.32521089911460876,0.0957016795873642,0.12160617113113403,0.19435347616672516
via,0.1487276554107666,0.09798664599657059,0.21512861549854279,0.16285255551338196,0.29968157410621643,0.23979412019252777,0.3079104423522949,0.2318156361579895,0.19981135427951813,0.16736915707588196,0.08135547488927841,0.1888231337070465,0.19443516433238983
off-hours,0.303799569606781,0.33426433801651,0.20205576717853546,0.2024284452199936,0.39748939871788025,0.28060388565063477,0.24341662228107452,0.37536129355430603,0.28903788328170776,0.27143043279647827,0.123092420399189,0.14483295381069183,0.2773287892341614
clearances,0.2357626110315323,0.20263610780239105,0.2770097255706787,0.2586302161216736,0.2816200852394104,0.2771119177341461,0.2843712866306305,0.3985522985458374,0.20771296322345734,0.25163793563842773,0.26805174350738525,0.18979543447494507,0.19976279139518738
(,0.183883935213089,0.16223937273025513,0.20586027204990387,0.2030869871377945,0.28656116127967834,0.33289089798927307,0.1612914800643921,0.1346510946750641,0.3087427020072937,0.2411840260028839,0.15443341434001923,0.15948902070522308,0.40561532974243164
a,0.21331243216991425,0.34897568821907043,0.225028395652771,0.28739041090011597,0.3848365545272827,0.5829201340675354,0.2590343654155731,0.199105903506279,0.539380669593811,0.3320399522781372,0.1863771378993988,0.2832636833190918,0.23916715383529663
notable,0.1550164371728897,0.188095822930336,0.27416515350341797,0.20326031744480133,0.23883786797523499,0.20948168635368347,0.3294574022293091,0.21120749413967133,0.25145605206489563,0.31026893854141235,0.16034561395645142,0.17098690569400787,0.31928157806396484
exception,0.10771087557077408,0.2523156404495239,0.2227666676044464,0.23088400065898895,0.25334203243255615,0.35692375898361206,0.3182925879955292,0.17359988391399384,0.2843743860721588,0.2586587369441986,0.18229931592941284,0.17000670731067657,0.2036404013633728
during,0.18870772421360016,0.39748913049697876,0.122556172311306,0.12024945020675659,0.3347817361354828,0.4838213622570038,0.12390509992837906,0.1689923256635666,0.4627237319946289,0.24137552082538605,0.19365194439888,0.19076913595199585,0.1325719803571701
this,0.16107726097106934,0.3222610056400299,0.1917422115802765,0.2951132357120514,0.4193967580795288,0.6274310946464539,0.38107404112815857,0.1960582435131073,0.45205554366111755,0.5489566326141357,0.19186891615390778,0.1396026909351349,0.3155723512172699
time,0.17553414404392242,0.34488338232040405,0.07934034615755081,0.20790182054042816,0.30044233798980713,0.43061500787734985,0.20665626227855682,0.24070517718791962,0.3431483507156372,0.36319252848625183,0.17301976680755615,0.17833629250526428,0.27391523122787476
was,0.21565799415111542,0.5927209258079529,0.12099137902259827,0.18093566596508026,0.3909217119216919,0.48711544275283813,0.19214795529842377,0.15012863278388977,0.45514053106307983,0.22111038863658905,0.207236185669899,0.26823142170906067,0.18412111699581146
wkst-tv,0.4513726830482483,0.25043898820877075,0.22175675630569458,0.15182174742221832,0.3606422543525696,0.31081509590148926,0.27052628993988037,0.39944037795066833,0.2706788182258606,0.31988292932510376,0.20106346905231476,0.16999301314353943,0.32580089569091797
in,0.1697147786617279,0.385026752948761,0.2103116512298584,0.20590373873710632,0.46853652596473694,0.6662389636039734,0.2761130928993225,0.25864288210868835,1.0,0.30808621644973755,0.2508675754070282,0.34975525736808777,0.20430970191955566
youngstown,0.29012545943260193,0.17848894000053406,0.24446389079093933,0.1257001906633377,0.19110769033432007,0.2505221962928772,0.17417314648628235,0.26403647661209106,0.23649904131889343,0.1435583084821701,0.5244986414909363,0.4394893944263458,0.1821252703666687
",",0.2097204476594925,0.35487717390060425,0.2158004194498062,0.2404196411371231,0.49057599902153015,0.4933079481124878,0.2549736201763153,0.26337406039237976,0.5201468467712402,0.3087472915649414,0.21788300573825836,0.27598801255226135,0.31091248989105225
ohio,0.17616164684295654,0.17652679979801178,0.19464226067066193,0.11370626091957092,0.16643011569976807,0.24653035402297974,0.15122027695178986,0.1485278159379959,0.2508675754070282,0.10887482017278671,0.9999999403953552,0.19227410852909088,0.10064033418893814
",",0.2097204476594925,0.35487717390060425,0.2158004194498062,0.2404196411371231,0.49057599902153015,0.4933079481124878,0.2549736201763153,0.26337406039237976,0.5201468467712402,0.3087472915649414,0.21788300573825836,0.27598801255226135,0.31091248989105225
now,0.16726352274417877,0.2785375118255615,0.17610926926136017,0.3216343820095062,0.2978019714355469,0.38266420364379883,0.32368066906929016,0.25119584798812866,0.3619694113731384,0.4903225302696228,0.12377208471298218,0.24391545355319977,0.29641881585121155
