,what,group,can,teachers,register,with,?
teachers,0.2526462972164154,0.2087937891483307,0.1946156919002533,1.0,0.19366194307804108,0.17936164140701294,0.19522249698638916
in,0.30808621644973755,0.2304753065109253,0.26527702808380127,0.2128150761127472,0.23328366875648499,0.4080928862094879,0.20430970191955566
scotland,0.16722074151039124,0.12868253886699677,0.17124506831169128,0.11200320720672607,0.15610246360301971,0.21539276838302612,0.09160218387842178
can,0.34502777457237244,0.15594583749771118,1.0,0.1946156919002533,0.25391584634780884,0.3572797477245331,0.3226337134838104
be,0.3929833769798279,0.21518005430698395,0.5791122913360596,0.20256873965263367,0.25457626581192017,0.36101722717285156,0.3324260413646698
registered,0.18316222727298737,0.16529883444309235,0.20924876630306244,0.222023606300354,0.8081307411193848,0.15469864010810852,0.24155336618423462
members,0.16873176395893097,0.481466144323349,0.14267030358314514,0.3276892304420471,0.18927092850208282,0.2579888701438904,0.10212311148643494
of,0.33290785551071167,0.25542253255844116,0.2603091299533844,0.27737662196159363,0.17440496385097504,0.41827285289764404,0.1826142966747284
trade,0.1555381417274475,0.1576194167137146,0.20083941519260406,0.20088323950767517,0.17993558943271637,0.2465960830450058,0.09336511790752411
unions,0.19864864647388458,0.2677338123321533,0.22990083694458008,0.352300226688385,0.20242437720298767,0.2654126286506653,0.1424994021654129
with,0.2464839518070221,0.23998425900936127,0.3572797477245331,0.17936164140701294,0.08248954266309738,0.9999999403953552,0.2433311939239502
the,0.42745697498321533,0.30795547366142273,0.312528520822525,0.22025763988494873,0.21045131981372833,0.4223487675189972,0.22068053483963013
main,0.2344268560409546,0.20057010650634766,0.18884645402431488,0.1458735167980194,0.07850633561611176,0.1962798684835434,0.1665669083595276
ones,0.28536954522132874,0.2433772087097168,0.36958321928977966,0.24944758415222168,0.18282262980937958,0.3177386522293091,0.28155767917633057
being,0.3760843276977539,0.23862861096858978,0.433290958404541,0.1817714124917984,0.22091037034988403,0.36860430240631104,0.26743772625923157
the,0.42745697498321533,0.30795547366142273,0.312528520822525,0.22025763988494873,0.21045131981372833,0.4223487675189972,0.22068053483963013
educational,0.2158561795949936,0.1842820942401886,0.20035506784915924,0.5017672777175903,0.28821036219596863,0.12280987948179245,0.20904642343521118
institute,0.17608846724033356,0.11924142390489578,0.11341029405593872,0.2945884168148041,0.24088501930236816,0.11803092807531357,0.115291528403759
of,0.33290785551071167,0.25542253255844116,0.2603091299533844,0.27737662196159363,0.17440496385097504,0.41827285289764404,0.1826142966747284
scotland,0.16722074151039124,0.12868253886699677,0.17124506831169128,0.11200320720672607,0.15610246360301971,0.21539276838302612,0.09160218387842178
and,0.31309178471565247,0.3510662019252777,0.3675691485404968,0.28640416264533997,0.15724313259124756,0.5477725267410278,0.20544172823429108
the,0.42745697498321533,0.30795547366142273,0.312528520822525,0.22025763988494873,0.21045131981372833,0.4223487675189972,0.22068053483963013
scottish,0.13777151703834534,0.16256479918956757,0.11615288257598877,0.11790822446346283,0.1366637498140335,0.20394033193588257,0.06442669779062271
secondary,0.20388361811637878,0.20936909317970276,0.25221288204193115,0.3669242858886719,0.13615664839744568,0.21208807826042175,0.18118004500865936
teachers,0.2526462972164154,0.2087937891483307,0.1946156919002533,1.0,0.19366194307804108,0.17936164140701294,0.19522249698638916
',0.3245812654495239,0.2430734932422638,0.23672404885292053,0.18346013128757477,0.19619429111480713,0.2546919286251068,0.330942302942276
association,0.13908448815345764,0.2547440528869629,0.13876952230930328,0.27001574635505676,0.19160938262939453,0.17323976755142212,0.1542656421661377
.,0.3567904531955719,0.27268800139427185,0.35783761739730835,0.24628326296806335,0.1815701276063919,0.4446153938770294,0.4130953550338745
