,when,did,the,name,black,death,officially,take,root,in,england,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.2459065467119217,0.20407067239284515,0.18743370473384857,0.33332085609436035,0.21975718438625336,0.13749954104423523,1.0,0.33311840891838074,0.20430970191955566
england,0.26359328627586365,0.22023706138134003,0.28280043601989746,0.16662749648094177,0.16946254670619965,0.17668470740318298,0.2034929096698761,0.1490502804517746,0.09675966203212738,0.33311840891838074,0.9999998807907104,0.13436897099018097
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.28145334124565125,0.23807229101657867,0.2070959210395813,0.27735915780067444,0.2881867289543152,0.21637433767318726,0.5201468467712402,0.2732875645160675,0.31091248989105225
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,0.2910972535610199,0.2078537493944168,0.16903388500213623,0.36518555879592896,0.27032700181007385,0.17080867290496826,0.5130809545516968,0.2441660463809967,0.25732165575027466
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.2646567225456238,0.1419273465871811,0.28516459465026855,0.4353274703025818,0.15919329226016998,0.08614208549261093,0.45514053106307983,0.2656741440296173,0.18412111699581146
not,0.4799930453300476,0.6481515765190125,0.4310511648654938,0.2188112437725067,0.17841291427612305,0.23071882128715515,0.2865803837776184,0.31103554368019104,0.2040645331144333,0.3403114080429077,0.2395525872707367,0.41942933201789856
until,0.494509756565094,0.33905428647994995,0.37191009521484375,0.2578715980052948,0.1231197714805603,0.4438048005104065,0.3453391194343567,0.14862164855003357,0.046973440796136856,0.38338494300842285,0.2364904284477234,0.20304496586322784
1823,-0.01304932776838541,-0.021895963698625565,0.053309883922338486,0.0675053820014,-0.020861616358160973,0.03991159796714783,-0.07572122663259506,-0.026618318632245064,0.059488359838724136,0.0027856763917952776,-0.06295657902956009,-0.13986533880233765
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.27224332094192505,0.22347763180732727,0.25607815384864807,0.2800712287425995,0.3651382029056549,0.21681155264377594,0.435920387506485,0.2558189034461975,0.32716336846351624
the,0.5091903209686279,0.34736719727516174,1.0,0.3171212375164032,0.28466513752937317,0.21438048779964447,0.36343514919281006,0.31620436906814575,0.16797003149986267,0.6662389636039734,0.28280043601989746,0.22068053483963013
medieval,0.19109046459197998,0.1563311666250229,0.28617456555366516,0.14836347103118896,0.1442212164402008,0.10823393613100052,0.08251528441905975,0.08682224899530411,0.15211431682109833,0.2546980679035187,0.2745826840400696,0.15571735799312592
epidemic,0.2728027105331421,0.20773723721504211,0.23666009306907654,0.09423403441905975,0.14684009552001953,0.2925157845020294,0.12063685804605484,0.18482859432697296,0.1445302814245224,0.28030508756637573,0.26038452982902527,0.1562352478504181
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.2646567225456238,0.1419273465871811,0.28516459465026855,0.4353274703025818,0.15919329226016998,0.08614208549261093,0.45514053106307983,0.2656741440296173,0.18412111699581146
first,0.4282494783401489,0.33691170811653137,0.49448907375335693,0.3163818418979645,0.14931964874267578,0.21622197329998016,0.37911683320999146,0.29357022047042847,0.07750454545021057,0.4127444326877594,0.24895092844963074,0.18701928853988647
called,0.39188069105148315,0.277748167514801,0.489897221326828,0.30947911739349365,0.17825715243816376,0.1122669205069542,0.31531384587287903,0.25102952122688293,0.1973494589328766,0.40847352147102356,0.22477780282497406,0.18963319063186646
the,0.5091903209686279,0.34736719727516174,1.0,0.3171212375164032,0.28466513752937317,0.21438048779964447,0.36343514919281006,0.31620436906814575,0.16797003149986267,0.6662389636039734,0.28280043601989746,0.22068053483963013
black,0.1860525906085968,0.14310608804225922,0.28466513752937317,0.12729579210281372,1.0,0.1932034194469452,0.13382656872272491,0.1688656508922577,0.12802347540855408,0.20407067239284515,0.16946254670619965,0.15159966051578522
death,0.21254116296768188,0.2252790331840515,0.21438048779964447,0.18105126917362213,0.1932034194469452,0.9999998807907104,0.1599726676940918,0.15981203317642212,0.11330964416265488,0.18743370473384857,0.17668470740318298,0.21149799227714539
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.24737101793289185,0.24577875435352325,0.24631039798259735,0.2769482433795929,0.3045158088207245,0.2173004299402237,0.5591574311256409,0.31012484431266785,0.4130953550338745
