,what,has,technological,innovation,and,automation,replaced,low-skilled,jobs,with,?
robert,0.1948658525943756,0.13334539532661438,0.1281207799911499,0.1599358469247818,0.21826715767383575,0.16264745593070984,0.12235049903392792,0.21003086864948273,0.13031227886676788,0.19348889589309692,0.11293095350265503
lawrence,0.17999349534511566,0.08194372057914734,0.15524780750274658,0.18197838962078094,0.22790755331516266,0.12564906477928162,0.12424104660749435,0.257982075214386,0.19014066457748413,0.13636909425258636,0.1681434065103531
argues,0.3211183547973633,0.18066540360450745,0.25110018253326416,0.2718368172645569,0.27027055621147156,0.07723722606897354,0.11548313498497009,0.239554762840271,0.22304174304008484,0.18542061746120453,0.20733967423439026
that,0.6297725439071655,0.41272613406181335,0.2783549427986145,0.2269841432571411,0.4731321930885315,0.36467117071151733,0.2443014234304428,0.335321307182312,0.2788684070110321,0.4154358208179474,0.32716336846351624
technological,0.22749881446361542,0.19947804510593414,1.0,0.47983235120773315,0.26761138439178467,0.35297611355781555,0.09822703152894974,0.2316828966140747,0.24168242514133453,0.17939849197864532,0.1312418282032013
innovation,0.15711469948291779,0.2400178462266922,0.47983235120773315,0.9999998807907104,0.2642185688018799,0.37888142466545105,0.14703696966171265,0.2801753282546997,0.23201505839824677,0.21914337575435638,0.17877207696437836
and,0.31309178471565247,0.43716782331466675,0.26761138439178467,0.2642185688018799,1.0,0.21454113721847534,0.2584592401981354,0.38410958647727966,0.3128224313259125,0.5477725267410278,0.20544172823429108
automation,0.29592621326446533,0.15325632691383362,0.35297611355781555,0.37888142466545105,0.21454113721847534,0.9999998807907104,0.20494017004966736,0.2471957802772522,0.31887251138687134,0.16531117260456085,0.26651784777641296
has,0.20338068902492523,1.0,0.19947804510593414,0.2400178462266922,0.43716782331466675,0.15325632691383362,0.16623616218566895,0.2229040563106537,0.19490747153759003,0.44092974066734314,0.15994466841220856
meant,0.40698376297950745,0.20495302975177765,0.20474082231521606,0.1632983237504959,0.3015248775482178,0.28192460536956787,0.29478320479393005,0.30503958463668823,0.2508413791656494,0.22138796746730804,0.28817421197891235
that,0.6297725439071655,0.41272613406181335,0.2783549427986145,0.2269841432571411,0.4731321930885315,0.36467117071151733,0.2443014234304428,0.335321307182312,0.2788684070110321,0.4154358208179474,0.32716336846351624
low-skilled,0.23732228577136993,0.2229040563106537,0.2316828966140747,0.2801753282546997,0.38410958647727966,0.2471957802772522,0.2843555808067322,0.9999998807907104,0.4096199572086334,0.30512088537216187,0.19992585480213165
jobs,0.24064965546131134,0.19490747153759003,0.24168242514133453,0.23201505839824677,0.3128224313259125,0.31887251138687134,0.16319070756435394,0.4096199572086334,1.0000001192092896,0.20158664882183075,0.15148547291755676
have,0.39808809757232666,0.6353569626808167,0.2099624127149582,0.18505418300628662,0.4711785912513733,0.22083278000354767,0.19048047065734863,0.30595263838768005,0.2769565284252167,0.48046383261680603,0.32991164922714233
been,0.2567804455757141,0.6162750124931335,0.2205527275800705,0.19472284615039825,0.3424558639526367,0.16491656005382538,0.2910950481891632,0.27265191078186035,0.20815491676330566,0.2804456949234009,0.24354910850524902
replaced,0.12975038588047028,0.16623616218566895,0.09822703152894974,0.14703696966171265,0.2584592401981354,0.20494017004966736,1.0,0.2843555808067322,0.16319070756435394,0.24342618882656097,0.14945141971111298
by,0.2455483376979828,0.3254803419113159,0.1727765053510666,0.18065384030342102,0.4289871156215668,0.26445871591567993,0.31910058856010437,0.29306864738464355,0.21551355719566345,0.39731505513191223,0.17966607213020325
machine,0.23075932264328003,0.10998920351266861,0.251668781042099,0.2272576093673706,0.20538194477558136,0.4673805236816406,0.18311995267868042,0.2998388409614563,0.2558843493461609,0.1688918024301529,0.17587624490261078
labor,0.1943984031677246,0.07829708606004715,0.22417253255844116,0.22244077920913696,0.22200584411621094,0.18984940648078918,0.17077042162418365,0.3623078763484955,0.31277626752853394,0.11488557606935501,0.19386747479438782
in,0.30808621644973755,0.4173259735107422,0.26757490634918213,0.24531784653663635,0.4954058527946472,0.19856344163417816,0.2068215310573578,0.2875152826309204,0.25891396403312683,0.4080928862094879,0.20430970191955566
wealthier,0.2523355782032013,0.16801699995994568,0.22482989728450775,0.21566450595855713,0.3105511963367462,0.11974513530731201,0.20922107994556427,0.3995415270328522,0.26574280858039856,0.1597169041633606,0.15704771876335144
nations,0.19211222231388092,0.1980651617050171,0.32395851612091064,0.32945266366004944,0.2505394220352173,0.15216347575187683,0.1450740396976471,0.210642471909523,0.21661481261253357,0.2591147720813751,0.20999202132225037
",",0.3087472915649414,0.3734780251979828,0.27014395594596863,0.2138882577419281,0.6633074283599854,0.2704460918903351,0.21472671627998352,0.38412943482398987,0.29151952266693115,0.4120737314224243,0.31091248989105225
and,0.31309178471565247,0.43716782331466675,0.26761138439178467,0.2642185688018799,1.0,0.21454113721847534,0.2584592401981354,0.38410958647727966,0.3128224313259125,0.5477725267410278,0.20544172823429108
that,0.6297725439071655,0.41272613406181335,0.2783549427986145,0.2269841432571411,0.4731321930885315,0.36467117071151733,0.2443014234304428,0.335321307182312,0.2788684070110321,0.4154358208179474,0.32716336846351624
wealthier,0.2523355782032013,0.16801699995994568,0.22482989728450775,0.21566450595855713,0.3105511963367462,0.11974513530731201,0.20922107994556427,0.3995415270328522,0.26574280858039856,0.1597169041633606,0.15704771876335144
countries,0.22319257259368896,0.26221421360969543,0.2473805844783783,0.19296260178089142,0.37200918793678284,0.17617453634738922,0.14161601662635803,0.23896387219429016,0.32489532232284546,0.33792537450790405,0.15128466486930847
no,0.339326947927475,0.2747333347797394,0.20658046007156372,0.14842955768108368,0.25880882143974304,0.19386661052703857,0.15722183883190155,0.21584700047969818,0.15405182540416718,0.24678650498390198,0.32165053486824036
longer,0.3188037574291229,0.2752714157104492,0.2690413296222687,0.1630437970161438,0.28952836990356445,0.21613919734954834,0.3104969263076782,0.23777931928634644,0.20463933050632477,0.23182256519794464,0.24416615068912506
have,0.39808809757232666,0.6353569626808167,0.2099624127149582,0.18505418300628662,0.4711785912513733,0.22083278000354767,0.19048047065734863,0.30595263838768005,0.2769565284252167,0.48046383261680603,0.32991164922714233
significant,0.24268144369125366,0.30761855840682983,0.2929922640323639,0.31955674290657043,0.31841233372688293,0.2097426801919937,0.06269863992929459,0.28853464126586914,0.22477328777313232,0.23590056598186493,0.18679562211036682
numbers,0.24586999416351318,0.17843097448349,0.16144415736198425,0.1478491723537445,0.24053069949150085,0.23156656324863434,0.13496682047843933,0.25915148854255676,0.3086107671260834,0.21640020608901978,0.19297972321510315
of,0.33290785551071167,0.3909035325050354,0.32200396060943604,0.3399965465068817,0.5116966962814331,0.2094230204820633,0.20067165791988373,0.31939107179641724,0.27215415239334106,0.41827285289764404,0.1826142966747284
low-skilled,0.23732228577136993,0.2229040563106537,0.2316828966140747,0.2801753282546997,0.38410958647727966,0.2471957802772522,0.2843555808067322,0.9999998807907104,0.4096199572086334,0.30512088537216187,0.19992585480213165
manufacturing,0.1945977807044983,0.198152557015419,0.43581897020339966,0.48756030201911926,0.26176297664642334,0.41906046867370605,0.22622840106487274,0.32698044180870056,0.29257118701934814,0.218266099691391,0.11596895009279251
workers,0.21390831470489502,0.12765945494174957,0.26705294847488403,0.2504049241542816,0.22632038593292236,0.17528240382671356,0.12352371960878372,0.390444278717041,0.45520082116127014,0.17668847739696503,0.1706571877002716
that,0.6297725439071655,0.41272613406181335,0.2783549427986145,0.2269841432571411,0.4731321930885315,0.36467117071151733,0.2443014234304428,0.335321307182312,0.2788684070110321,0.4154358208179474,0.32716336846351624
could,0.4188697934150696,0.30405887961387634,0.2686331570148468,0.20578444004058838,0.3385082483291626,0.28363683819770813,0.22907483577728271,0.33420073986053467,0.305321604013443,0.32055896520614624,0.3411986827850342
be,0.3929833769798279,0.3863394856452942,0.24302348494529724,0.17706845700740814,0.41766801476478577,0.2698574364185333,0.2890104055404663,0.29623639583587646,0.232402041554451,0.36101722717285156,0.3324260413646698
affected,0.2881362736225128,0.22337481379508972,0.2271277904510498,0.16755515336990356,0.3552402853965759,0.17861701548099518,0.24602431058883667,0.4285524785518646,0.2031867355108261,0.3476172387599945,0.21614891290664673
by,0.2455483376979828,0.3254803419113159,0.1727765053510666,0.18065384030342102,0.4289871156215668,0.26445871591567993,0.31910058856010437,0.29306864738464355,0.21551355719566345,0.39731505513191223,0.17966607213020325
competition,0.18313148617744446,0.19690701365470886,0.21693474054336548,0.2750592529773712,0.28522542119026184,0.21839570999145508,0.11928213387727737,0.23526045680046082,0.18966630101203918,0.19646349549293518,0.1394461691379547
from,0.2737620174884796,0.2621968984603882,0.19502371549606323,0.1234656348824501,0.3601827025413513,0.19848713278770447,0.20668555796146393,0.2670322060585022,0.20853225886821747,0.26272761821746826,0.19969791173934937
poor,0.2570318877696991,0.1895977109670639,0.18469689786434174,0.1786557137966156,0.31649142503738403,0.16463851928710938,0.18311336636543274,0.3749789297580719,0.3358188569545746,0.22900480031967163,0.12937016785144806
countries,0.22319257259368896,0.26221421360969543,0.2473805844783783,0.19296260178089142,0.37200918793678284,0.17617453634738922,0.14161601662635803,0.23896387219429016,0.32489532232284546,0.33792537450790405,0.15128466486930847
.,0.3567904531955719,0.4105546176433563,0.2183133065700531,0.2152167558670044,0.588965117931366,0.289605975151062,0.2553439438343048,0.33187973499298096,0.27586984634399414,0.4446153938770294,0.4130953550338745
