,when,did,archbishop,albrecht,send,luther,'s,letter,containing,the,95,theses,to,rome,?
he,0.39115971326828003,0.3292143940925598,0.2637402415275574,0.30674684047698975,0.16456864774227142,0.2454872578382492,0.024063590914011,0.17905640602111816,0.030605504289269447,0.4571082592010498,-0.12012786418199539,0.2021302729845047,0.385390967130661,0.2921570837497711,0.2089974731206894
had,0.37526828050613403,0.540525496006012,0.1767185479402542,0.2093045711517334,0.21666693687438965,0.16133075952529907,-0.004401352722197771,0.18133340775966644,0.16894987225532532,0.3875846862792969,-0.0263928584754467,0.18181145191192627,0.37984350323677063,0.2583032250404358,0.20728366076946259
the,0.5091903209686279,0.34736719727516174,0.1770705133676529,0.2253129929304123,0.2581755518913269,0.1759674996137619,-0.01540423184633255,0.26056721806526184,0.268460214138031,1.0,-0.027035299688577652,0.32067108154296875,0.535392165184021,0.2399049997329712,0.22068053483963013
theses,0.19483643770217896,0.20294758677482605,0.2601156234741211,0.32372939586639404,0.16601242125034332,0.4810737073421478,0.054575804620981216,0.21699224412441254,0.23536846041679382,0.32067108154296875,-0.0005049377214163542,1.0,0.24799592792987823,0.25377073884010315,0.19188037514686584
checked,0.33929643034935,0.29165804386138916,0.021670307964086533,0.14900493621826172,0.20029938220977783,0.0980968028306961,-0.010652205906808376,0.1277252435684204,0.2792101800441742,0.2880535125732422,-0.0388096421957016,0.22284385561943054,0.2594992518424988,0.13433943688869476,0.35257798433303833
for,0.43402108550071716,0.318512886762619,0.1230706125497818,0.12431797385215759,0.26787710189819336,0.12958186864852905,-0.07241261005401611,0.22573956847190857,0.30464085936546326,0.4739971458911896,-0.03268638998270035,0.24452009797096252,0.4451248347759247,0.15568199753761292,0.264628142118454
heresy,0.24459916353225708,0.26570263504981995,0.4191303253173828,0.2581963539123535,0.1468723565340042,0.3632068634033203,-0.029541095718741417,0.23064620792865753,0.1819836050271988,0.23429863154888153,-0.10680383443832397,0.4062553346157074,0.23440790176391602,0.31725525856018066,0.274998277425766
and,0.4716290831565857,0.34479495882987976,0.1674930453300476,0.2053811252117157,0.3002150058746338,0.20796556770801544,0.06895173341035843,0.19703584909439087,0.2863690257072449,0.5171257257461548,0.02759530581533909,0.30367252230644226,0.48971283435821533,0.2234899401664734,0.20544172823429108
in,0.4431333839893341,0.2593238651752472,0.18122917413711548,0.2214725762605667,0.18412359058856964,0.20523880422115326,-0.037580832839012146,0.184263214468956,0.2999787926673889,0.6662389636039734,0.04103328287601471,0.26951003074645996,0.45010748505592346,0.25722408294677734,0.20430970191955566
december,0.28435230255126953,0.2542226016521454,0.2599852681159973,0.18837441504001617,0.14115478098392487,0.15935564041137695,-0.06368480622768402,0.11829397082328796,0.032851748168468475,0.23266014456748962,-0.09344145655632019,0.11205318570137024,0.21181435883045197,0.16711564362049103,0.2480352818965912
1517,0.01630227454006672,-0.08169008791446686,-0.047559577971696854,0.0042739505879580975,-0.008087096735835075,0.06654816120862961,-0.07013892382383347,-0.017254633828997612,-0.03332739695906639,0.004705409519374371,-0.007044137921184301,0.014112510718405247,-0.03239324688911438,-0.02786603569984436,-0.06332475692033768
forwarded,0.24446681141853333,0.18161137402057648,0.1353822648525238,0.12455466389656067,0.2871875464916229,0.152599036693573,-0.05114484950900078,0.20451310276985168,0.18640224635601044,0.2760762572288513,-0.08106179535388947,0.264874666929245,0.33755698800086975,0.14990711212158203,0.2896992266178131
them,0.4773717522621155,0.44189682602882385,0.17493878304958344,0.2439999282360077,0.3844291865825653,0.1940135955810547,0.025712676346302032,0.23637215793132782,0.2840784192085266,0.4788833558559418,-0.0014313401188701391,0.3569169342517853,0.5916602611541748,0.25141972303390503,0.35435691475868225
to,0.5423505902290344,0.4452643394470215,0.17190921306610107,0.21759264171123505,0.3854542672634125,0.18029534816741943,0.03782717138528824,0.19918757677078247,0.23763379454612732,0.535392165184021,-0.008685051463544369,0.24799592792987823,1.0,0.27313151955604553,0.29463258385658264
rome,0.19273169338703156,0.21517880260944366,0.3431682288646698,0.279972106218338,0.22674214839935303,0.17510516941547394,0.06247852370142937,0.14914068579673767,0.1009427160024643,0.2399049997329712,-0.0854564905166626,0.25377073884010315,0.27313151955604553,1.0,0.16867119073867798
.,0.475719153881073,0.35288307070732117,0.2013315111398697,0.23622198402881622,0.31951451301574707,0.24907569587230682,-0.003708066651597619,0.2643651068210602,0.23683732748031616,0.5934505462646484,-0.028137177228927612,0.29926246404647827,0.4645031690597534,0.22383488714694977,0.4130953550338745
