,what,mathematician,was,also,apart,of,the,university,'s,faculty,?
past,0.3538547456264496,0.12647493183612823,0.17324605584144592,0.364840030670166,0.19317343831062317,0.27417802810668945,0.2747827172279358,0.14865194261074066,0.028495052829384804,0.2085273563861847,0.2598046660423279
faculty,0.17261409759521484,0.23722121119499207,0.2076377123594284,0.2033000886440277,0.12334224581718445,0.28538843989372253,0.19605974853038788,0.6468125581741333,-0.007807043846696615,1.0,0.04951627925038338
have,0.39808809757232666,0.11912008374929428,0.2863433063030243,0.5252172946929932,0.3411238193511963,0.3802283704280853,0.40389683842658997,0.1617986559867859,-0.02807004563510418,0.1455758959054947,0.32991164922714233
also,0.42747777700424194,0.16260157525539398,0.4032125174999237,1.0000001192092896,0.2608914375305176,0.4924938678741455,0.6021018624305725,0.2568899393081665,-0.0014726108638569713,0.2033000886440277,0.21848613023757935
included,0.2288810908794403,0.10209766030311584,0.3148443400859833,0.3562854826450348,0.2520985007286072,0.4391688108444214,0.3825419843196869,0.11725622415542603,-0.041006240993738174,0.09471950680017471,0.14385655522346497
egyptologist,0.2423161119222641,0.5449663996696472,0.2976313531398773,0.20319817960262299,0.13987815380096436,0.16932356357574463,0.23921959102153778,0.3209572732448578,0.04098603501915932,0.3363035321235657,0.20073141157627106
james,0.20536290109157562,0.23610974848270416,0.2958067059516907,0.17870911955833435,0.1021832823753357,0.18323110044002533,0.22481533885002136,0.22221921384334564,0.043919146060943604,0.1628858745098114,0.12139993160963058
henry,0.1911626160144806,0.2080661952495575,0.31945720314979553,0.17937397956848145,0.15481364727020264,0.2390729784965515,0.2542637586593628,0.1812899112701416,-0.032912835478782654,0.1129571720957756,0.16836383938789368
breasted,0.143403097987175,0.14308984577655792,0.23498006165027618,0.2081322968006134,0.23007570207118988,0.2000974416732788,0.2723764479160309,0.11164158582687378,0.012779595330357552,0.11153550446033478,0.15987545251846313
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
mathematician,0.1574619710445404,1.0,0.2740672826766968,0.16260157525539398,0.14634186029434204,0.13611692190170288,0.1224498599767685,0.22792470455169678,0.0017261904431506991,0.23722121119499207,0.11787978559732437
alberto,0.12821601331233978,0.1899896115064621,0.25397196412086487,0.1431373506784439,0.14995110034942627,0.15212282538414001,0.1584240347146988,0.12016761302947998,-0.05017838254570961,0.13727061450481415,0.13585834205150604
calderón,0.1327170878648758,0.15964412689208984,0.2671351432800293,0.16535159945487976,0.07889392226934433,0.21301163733005524,0.23859776556491852,0.23104149103164673,-0.021633628755807877,0.2034587264060974,0.13828477263450623
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
nobel,0.20388969779014587,0.3314097821712494,0.2319665551185608,0.18067531287670135,0.12883412837982178,0.20963376760482788,0.1909446120262146,0.2923794984817505,-0.1214783638715744,0.3097632825374603,0.15008176863193512
prize,0.1654435694217682,0.27801427245140076,0.2402031123638153,0.17009899020195007,0.16436243057250977,0.2154514491558075,0.18969248235225677,0.2631310522556305,-0.10169786214828491,0.28145381808280945,0.14158497750759125
winning,0.10492657124996185,0.17035801708698273,0.28111928701400757,0.23652184009552002,0.15399523079395294,0.23572386801242828,0.30045071244239807,0.1563112735748291,0.0400766022503376,0.14308229088783264,0.1251823455095291
economist,0.16227665543556213,0.5638095736503601,0.2793600261211395,0.16564032435417175,0.06473559886217117,0.1498451977968216,0.1439521312713623,0.2912663519382477,0.01463379431515932,0.27937251329421997,0.15311987698078156
and,0.31309178471565247,0.16645929217338562,0.3740963041782379,0.5755972862243652,0.330744206905365,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.21924199163913727,0.20544172823429108
classical,0.22816240787506104,0.32070159912109375,0.26228487491607666,0.23056384921073914,0.11948858946561813,0.2391258031129837,0.20384269952774048,0.20252136886119843,0.06565571576356888,0.19719445705413818,0.18862907588481903
liberalism,0.274588406085968,0.24762427806854248,0.20754332840442657,0.21285684406757355,0.14437948167324066,0.24032530188560486,0.20402196049690247,0.25238272547721863,-0.01736503839492798,0.2337905615568161,0.17654304206371307
defender,0.15597127377986908,0.290753573179245,0.24341902136802673,0.2463849037885666,0.09088119864463806,0.20712707936763763,0.23814363777637482,0.2207723706960678,-0.06163295358419418,0.20118281245231628,0.22172915935516357
friedrich,0.21411612629890442,0.3418719470500946,0.24164628982543945,0.1785704493522644,0.11030199378728867,0.23445762693881989,0.19149547815322876,0.17852765321731567,0.06704804301261902,0.2163439840078354,0.19029006361961365
hayek,0.2152109146118164,0.32358238101005554,0.263309121131897,0.20093762874603271,0.10412413626909256,0.1472812443971634,0.1756027340888977,0.2210441678762436,-0.024343205615878105,0.19295603036880493,0.17380668222904205
",",0.3087472915649414,0.2415458858013153,0.45456063747406006,0.4717654287815094,0.2889974117279053,0.4946078956127167,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
meteorologist,0.20069141685962677,0.48668643832206726,0.2666330337524414,0.1449972540140152,0.09033302962779999,0.1469470113515854,0.22676584124565125,0.3215903043746948,0.021995341405272484,0.2866972088813782,0.19712631404399872
