,who,did,carolina,beat,in,the,divisional,round,?
the,0.3733934462070465,0.34736719727516174,0.24749229848384857,0.24951939284801483,0.6662389636039734,1.0,0.29866886138916016,0.19933617115020752,0.22068053483963013
panthers,0.2132880985736847,0.189295694231987,0.4154948592185974,0.2554819583892822,0.2115829735994339,0.2602776288986206,0.31217241287231445,0.2859363555908203,0.16608978807926178
beat,0.19657617807388306,0.2632322311401367,0.16008420288562775,0.9999998807907104,0.16871558129787445,0.24951939284801483,0.2122587412595749,0.31973010301589966,0.19461682438850403
the,0.3733934462070465,0.34736719727516174,0.24749229848384857,0.24951939284801483,0.6662389636039734,1.0,0.29866886138916016,0.19933617115020752,0.22068053483963013
seattle,0.22585025429725647,0.19111749529838562,0.34613820910453796,0.25530827045440674,0.24961012601852417,0.2813572883605957,0.19648867845535278,0.12267432361841202,0.16032689809799194
seahawks,0.22294078767299652,0.17121995985507965,0.35115304589271545,0.3127140402793884,0.17017868161201477,0.24584239721298218,0.34633976221084595,0.31914040446281433,0.20517028868198395
in,0.2792111933231354,0.2593238651752472,0.2380082756280899,0.16871558129787445,1.0,0.6662389636039734,0.27742800116539,0.17063008248806,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.24749229848384857,0.24951939284801483,0.6662389636039734,1.0,0.29866886138916016,0.19933617115020752,0.22068053483963013
divisional,0.12287947535514832,0.17902438342571259,0.18811626732349396,0.2122587412595749,0.27742800116539,0.29866886138916016,1.0,0.23850208520889282,0.08093056827783585
round,0.14290806651115417,0.11159620434045792,0.14732055366039276,0.31973010301589966,0.17063008248806,0.19933617115020752,0.23850208520889282,1.0,0.17003268003463745
",",0.3365725874900818,0.3015086054801941,0.2566046118736267,0.2718006372451782,0.5201468467712402,0.4933079481124878,0.26088419556617737,0.2113574892282486,0.31091248989105225
running,0.2064424604177475,0.23744943737983704,0.12100528925657272,0.23873142898082733,0.2874506413936615,0.28883472084999084,0.12703709304332733,0.15093263983726501,0.15679655969142914
up,0.26056501269340515,0.21613863110542297,0.2077687382698059,0.28096646070480347,0.3120773434638977,0.38423117995262146,0.21477630734443665,0.21007707715034485,0.1819818764925003
a,0.36608949303627014,0.2552328109741211,0.1979188621044159,0.17927181720733643,0.539380669593811,0.5829201340675354,0.21646836400032043,0.16263510286808014,0.23916715383529663
31–0,-0.27903100848197937,-0.21475829184055328,-0.1433442234992981,-0.09092161059379578,-0.1932193636894226,-0.2617221772670746,-0.15916165709495544,0.12301968783140182,-0.012736250646412373
halftime,0.19379067420959473,0.25294193625450134,0.24479083716869354,0.3420359194278717,0.2745802700519562,0.31780552864074707,0.20658640563488007,0.2799694538116455,0.21138669550418854
lead,0.19455209374427795,0.2009882926940918,0.09114744514226913,0.17545966804027557,0.2055644989013672,0.21995973587036133,0.1502722054719925,0.09396806359291077,0.14552436769008636
and,0.41279885172843933,0.34479495882987976,0.22423055768013,0.2474934160709381,0.4954058527946472,0.5171257257461548,0.23339633643627167,0.23684285581111908,0.20544172823429108
then,0.29952746629714966,0.303744375705719,0.1936628222465515,0.23747502267360687,0.36253848671913147,0.4297412931919098,0.11642491817474365,0.24983663856983185,0.2884598970413208
holding,0.2884242832660675,0.1890382617712021,0.09934896230697632,0.20368848741054535,0.23142732679843903,0.31092849373817444,0.18320629000663757,0.20323732495307922,0.17956523597240448
off,0.16363953053951263,0.17696987092494965,0.15051044523715973,0.20240141451358795,0.25627145171165466,0.2773582935333252,0.1523633599281311,0.1849031001329422,0.12937544286251068
a,0.36608949303627014,0.2552328109741211,0.1979188621044159,0.17927181720733643,0.539380669593811,0.5829201340675354,0.21646836400032043,0.16263510286808014,0.23916715383529663
furious,0.31836268305778503,0.24301466345787048,0.14353734254837036,0.2693668305873871,0.1850520372390747,0.2583010196685791,0.18476682901382446,0.1493859738111496,0.1803043633699417
second,0.21920166909694672,0.20727969706058502,0.16378067433834076,0.3104352355003357,0.34510284662246704,0.4620301127433777,0.19943247735500336,0.2828505039215088,0.17239587008953094
half,0.2674400806427002,0.12883292138576508,0.09971649944782257,0.1313650757074356,0.25644969940185547,0.3189295828342438,0.20478270947933197,0.18969157338142395,0.07471233606338501
comeback,0.22864589095115662,0.22270122170448303,0.17488223314285278,0.32935065031051636,0.21606028079986572,0.2754713296890259,0.19797225296497345,0.1955237239599228,0.1894063800573349
attempt,0.2894035577774048,0.3181029260158539,0.1374470293521881,0.176233172416687,0.1812446564435959,0.2614527940750122,0.15004928410053253,0.0914003923535347,0.16559520363807678
to,0.42656609416007996,0.4452643394470215,0.23296888172626495,0.24239139258861542,0.45010748505592346,0.535392165184021,0.19002176821231842,0.22003763914108276,0.29463258385658264
win,0.25592827796936035,0.303374707698822,0.16034352779388428,0.46168258786201477,0.2503834664821625,0.28308698534965515,0.23858554661273956,0.22705447673797607,0.1873117983341217
31–24,0.11375551670789719,0.15662001073360443,-0.0031848386861383915,0.1784050464630127,0.05530508980154991,0.08104430139064789,0.06207910180091858,0.062234845012426376,0.0053295171819627285
",",0.3365725874900818,0.3015086054801941,0.2566046118736267,0.2718006372451782,0.5201468467712402,0.4933079481124878,0.26088419556617737,0.2113574892282486,0.31091248989105225
avenging,0.2679349482059479,0.17357969284057617,0.1832522749900818,0.1884971410036087,0.2615368068218231,0.3258914351463318,0.1506325900554657,0.11477489769458771,0.0869947224855423
their,0.3767721951007843,0.38078752160072327,0.16664347052574158,0.21771855652332306,0.34976133704185486,0.516537070274353,0.17982441186904907,0.16917337477207184,0.1898253709077835
elimination,0.137575164437294,0.17735333740711212,0.17270877957344055,0.23798123002052307,0.19327566027641296,0.28632253408432007,0.2332354485988617,0.27330949902534485,0.16252410411834717
from,0.27839982509613037,0.20248863101005554,0.23510479927062988,0.21223638951778412,0.4274188280105591,0.40150508284568787,0.16820643842220306,0.19219133257865906,0.19969791173934937
a,0.36608949303627014,0.2552328109741211,0.1979188621044159,0.17927181720733643,0.539380669593811,0.5829201340675354,0.21646836400032043,0.16263510286808014,0.23916715383529663
year,0.2851492762565613,0.21422851085662842,0.20001289248466492,0.2083621621131897,0.3359307050704956,0.3609684407711029,0.14761540293693542,0.26364651322364807,0.18315006792545319
earlier,0.23053643107414246,0.24518106877803802,0.1362878531217575,0.1492668241262436,0.24141792953014374,0.26843780279159546,0.20191849768161774,0.05617427080869675,0.13306351006031036
.,0.3541337847709656,0.35288307070732117,0.2702518403530121,0.2967934012413025,0.5591574311256409,0.5934505462646484,0.25612205266952515,0.218585804104805,0.4130953550338745
