,in,what,area,did,the,1996,television,film,premier,?
finally,0.36356985569000244,0.33623361587524414,0.2272840291261673,0.284234881401062,0.4516841769218445,0.16982907056808472,0.11792271584272385,0.1760932356119156,0.12835200130939484,0.16868984699249268
",",0.5201468467712402,0.3087472915649414,0.2664283812046051,0.3015086054801941,0.4933079481124878,0.20095814764499664,0.27995240688323975,0.2552308440208435,0.22379356622695923,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.37834644317626953,0.34736719727516174,1.0,0.10029517859220505,0.24569597840309143,0.2824619710445404,0.22658593952655792,0.22068053483963013
1996,0.07233931124210358,0.1822642683982849,-0.002720907563343644,0.24150575697422028,0.10029517859220505,1.0,0.010741958394646645,0.020866384729743004,0.16678394377231598,0.18022380769252777
television,0.2689782977104187,0.19838058948516846,0.17823682725429535,0.17055591940879822,0.24569597840309143,0.010741958394646645,1.0000001192092896,0.39371010661125183,0.23027291893959045,0.16825827956199646
film,0.22183799743652344,0.17437689006328583,0.1382562667131424,0.17830699682235718,0.2824619710445404,0.020866384729743004,0.39371010661125183,0.9999999403953552,0.127023845911026,0.16369038820266724
premièred,0.2665478587150574,0.20435358583927155,0.07123536616563797,0.1971089243888855,0.31893205642700195,0.04203883185982704,0.36080488562583923,0.30298951268196106,0.47371605038642883,0.253939151763916
on,0.46853652596473694,0.34226128458976746,0.20868615806102753,0.2670976221561432,0.5107308030128479,0.11237630248069763,0.2825660705566406,0.162833571434021,0.17320027947425842,0.2714994251728058
12,0.18516430258750916,0.1696145385503769,0.23354226350784302,0.11160892248153687,0.28907760977745056,0.02071675844490528,-0.09868621081113815,0.014315635897219181,0.031250063329935074,0.10021790862083435
may,0.3424151837825775,0.25739946961402893,0.2072964906692505,0.3038632869720459,0.2694292366504669,0.09097855538129807,0.23664647340774536,0.20138096809387207,0.15449221432209015,0.2768254578113556
1996,0.07233931124210358,0.1822642683982849,-0.002720907563343644,0.24150575697422028,0.10029517859220505,1.0,0.010741958394646645,0.020866384729743004,0.16678394377231598,0.18022380769252777
on,0.46853652596473694,0.34226128458976746,0.20868615806102753,0.2670976221561432,0.5107308030128479,0.11237630248069763,0.2825660705566406,0.162833571434021,0.17320027947425842,0.2714994251728058
citv,0.3084529638290405,0.19968050718307495,0.20179466903209686,0.1429734081029892,0.2778775691986084,-0.07479459792375565,0.5536864995956421,0.3413393199443817,0.22012464702129364,0.22337108850479126
in,1.0,0.30808621644973755,0.33632898330688477,0.2593238651752472,0.6662389636039734,0.07233931124210358,0.2689782977104187,0.22183799743652344,0.1662118285894394,0.20430970191955566
edmonton,0.21916185319423676,0.16581183671951294,0.17018963396549225,0.11931084841489792,0.21999219059944153,0.00017380579083692282,0.19727903604507446,0.14472976326942444,0.30770745873451233,0.16545714437961578
",",0.5201468467712402,0.3087472915649414,0.2664283812046051,0.3015086054801941,0.4933079481124878,0.20095814764499664,0.27995240688323975,0.2552308440208435,0.22379356622695923,0.31091248989105225
canada,0.3175714612007141,0.19760756194591522,0.17893195152282715,0.15692639350891113,0.2934837341308594,0.053366418927907944,0.21632464230060577,0.1545395702123642,0.2970653772354126,0.15722735226154327
",",0.5201468467712402,0.3087472915649414,0.2664283812046051,0.3015086054801941,0.4933079481124878,0.20095814764499664,0.27995240688323975,0.2552308440208435,0.22379356622695923,0.31091248989105225
15,0.02424248494207859,-0.01077192835509777,-0.027839746326208115,0.03605250269174576,-0.011810222640633583,0.04124148190021515,0.022592652589082718,-0.013727627694606781,-0.0018962329486384988,-0.010706285014748573
days,0.24827800691127777,0.2191895991563797,0.140853151679039,0.2182302623987198,0.2574930489063263,0.12820081412792206,0.1740061640739441,0.15281683206558228,0.13376082479953766,0.2198754847049713
before,0.4155850410461426,0.3801657259464264,0.1715146005153656,0.33642593026161194,0.45900648832321167,0.15456561744213104,0.20853054523468018,0.17596763372421265,0.15751756727695465,0.2507109045982361
the,0.6662389636039734,0.42745697498321533,0.37834644317626953,0.34736719727516174,1.0,0.10029517859220505,0.24569597840309143,0.2824619710445404,0.22658593952655792,0.22068053483963013
bbc,0.22430340945720673,0.20634698867797852,0.14741933345794678,0.1677953153848648,0.2735401690006256,0.06447122246026993,0.48650142550468445,0.24617424607276917,0.21698762476444244,0.20556949079036713
one,0.4129433035850525,0.376489520072937,0.22590439021587372,0.27659472823143005,0.5514441132545471,0.040363386273384094,0.23272545635700226,0.1468900889158249,0.20597241818904877,0.2673267424106598
showing,0.2822064757347107,0.2931436598300934,0.20577341318130493,0.24708130955696106,0.34540408849716187,0.009369167499244213,0.25163301825523376,0.12854795157909393,0.1164737194776535,0.23185425996780396
",",0.5201468467712402,0.3087472915649414,0.2664283812046051,0.3015086054801941,0.4933079481124878,0.20095814764499664,0.27995240688323975,0.2552308440208435,0.22379356622695923,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.3044000566005707,0.34479495882987976,0.5171257257461548,0.062450964003801346,0.29514092206954956,0.23832054436206818,0.21677951514720917,0.20544172823429108
two,0.36463531851768494,0.23363454639911652,0.15958356857299805,0.2755576968193054,0.43858039379119873,0.005733142141252756,0.20872139930725098,0.14766688644886017,0.14957374334335327,0.19645625352859497
days,0.24827800691127777,0.2191895991563797,0.140853151679039,0.2182302623987198,0.2574930489063263,0.12820081412792206,0.1740061640739441,0.15281683206558228,0.13376082479953766,0.2198754847049713
before,0.4155850410461426,0.3801657259464264,0.1715146005153656,0.33642593026161194,0.45900648832321167,0.15456561744213104,0.20853054523468018,0.17596763372421265,0.15751756727695465,0.2507109045982361
it,0.5130809545516968,0.45803478360176086,0.34513235092163086,0.2993364930152893,0.6251175999641418,0.09828592091798782,0.17099279165267944,0.24434618651866913,0.16498376429080963,0.25732165575027466
aired,0.21521411836147308,0.1692323386669159,0.21007779240608215,0.1378907710313797,0.2525516450405121,-0.06229640170931816,0.5683969855308533,0.28659215569496155,0.23080243170261383,0.22283338010311127
on,0.46853652596473694,0.34226128458976746,0.20868615806102753,0.2670976221561432,0.5107308030128479,0.11237630248069763,0.2825660705566406,0.162833571434021,0.17320027947425842,0.2714994251728058
fox,0.22528515756130219,0.16651637852191925,0.20179463922977448,0.17967204749584198,0.24760441482067108,-0.04190049320459366,0.35362255573272705,0.25025081634521484,0.17430102825164795,0.1670110523700714
in,1.0,0.30808621644973755,0.33632898330688477,0.2593238651752472,0.6662389636039734,0.07233931124210358,0.2689782977104187,0.22183799743652344,0.1662118285894394,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.37834644317626953,0.34736719727516174,1.0,0.10029517859220505,0.24569597840309143,0.2824619710445404,0.22658593952655792,0.22068053483963013
united,0.3938477039337158,0.20036718249320984,0.24972930550575256,0.21137088537216187,0.34367692470550537,0.1326332837343216,0.23613357543945312,0.14082004129886627,0.2740206718444824,0.17266890406608582
states,0.3977442979812622,0.21526020765304565,0.2400316596031189,0.21754568815231323,0.3463578522205353,0.1443718820810318,0.22540400922298431,0.13797974586486816,0.21159210801124573,0.16272737085819244
.,0.5591574311256409,0.3567904531955719,0.2760866582393646,0.35288307070732117,0.5934505462646484,0.12802715599536896,0.2806251645088196,0.22823183238506317,0.24304081499576569,0.4130953550338745
