,what,image,has,become,linked,to,doctor,who,?
the,0.42745697498321533,0.24039390683174133,0.4177538752555847,0.31731709837913513,0.2907569110393524,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
image,0.13311375677585602,0.9999999403953552,0.11144368350505829,0.11455309391021729,0.12758022546768188,0.19959285855293274,0.12730459868907928,0.09531126171350479,0.14968013763427734
of,0.33290785551071167,0.21113355457782745,0.3909035325050354,0.31678006052970886,0.244833841919899,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.24039390683174133,0.4177538752555847,0.31731709837913513,0.2907569110393524,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
tardis,0.21426796913146973,0.13400398194789886,0.19771789014339447,0.1809610277414322,0.14277538657188416,0.2524881064891815,0.5026617050170898,0.2757788300514221,0.14893783628940582
has,0.20338068902492523,0.11144368350505829,1.0,0.30010637640953064,0.21080438792705536,0.3619994819164276,0.1778179407119751,0.2558172643184662,0.15994466841220856
become,0.27134042978286743,0.11455309391021729,0.30010637640953064,1.0,0.1957044005393982,0.36996012926101685,0.18406878411769867,0.36563706398010254,0.19511328637599945
firmly,0.38080111145973206,0.06076326593756676,0.295919805765152,0.31567129492759705,0.12234654277563095,0.2812066078186035,0.1380366086959839,0.288626492023468,0.23320716619491577
linked,0.2771798372268677,0.12758022546768188,0.21080438792705536,0.1957044005393982,0.9999998807907104,0.25303661823272705,0.10550844669342041,0.16319158673286438,0.22991526126861572
to,0.455847829580307,0.19959285855293274,0.3619994819164276,0.36996012926101685,0.25303661823272705,1.0,0.22950075566768646,0.42656609416007996,0.29463258385658264
the,0.42745697498321533,0.24039390683174133,0.4177538752555847,0.31731709837913513,0.2907569110393524,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
show,0.29653704166412354,0.1139591708779335,0.2685723900794983,0.21376727521419525,0.23109959065914154,0.29833272099494934,0.2094513326883316,0.2095358669757843,0.2520138621330261
in,0.30808621644973755,0.1773042231798172,0.4173259735107422,0.23238378763198853,0.21849478781223297,0.45010748505592346,0.25567495822906494,0.2792111933231354,0.20430970191955566
the,0.42745697498321533,0.24039390683174133,0.4177538752555847,0.31731709837913513,0.2907569110393524,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
public,0.1729622185230255,0.096684031188488,0.20210739970207214,0.156905859708786,0.15661019086837769,0.2672370672225952,0.18721534311771393,0.18950407207012177,0.19872993230819702
's,0.02692362666130066,0.07317933440208435,-0.040683966130018234,-0.06629510223865509,-0.031395699828863144,0.03782717138528824,0.031664930284023285,0.05599616840481758,-0.023395681753754616
consciousness,0.27972298860549927,0.12980306148529053,0.16479000449180603,0.17765633761882782,0.16678160429000854,0.24633295834064484,0.24719183146953583,0.20696717500686646,0.13624824583530426
;,0.10986888408660889,0.13406771421432495,0.05589579790830612,-0.0328979529440403,0.00730985077098012,0.0979827418923378,0.03465403988957405,0.007937713526189327,0.10349778085947037
bbc,0.20634698867797852,0.09320192784070969,0.1988421231508255,0.10787412524223328,0.14807844161987305,0.19421324133872986,0.32370132207870483,0.2086644321680069,0.20556949079036713
scriptwriter,0.2107020765542984,0.14799843728542328,0.15106292068958282,0.15060141682624817,0.12366814911365509,0.18982550501823425,0.32946550846099854,0.3245449364185333,0.215373232960701
anthony,0.12305492162704468,0.10802379995584488,0.13877660036087036,0.08677729219198227,0.0056286221370100975,0.1757044792175293,0.15906231105327606,0.1934870481491089,0.1372954547405243
coburn,0.12710578739643097,0.12096281349658966,0.14435647428035736,0.17086733877658844,0.1248960793018341,0.16008521616458893,0.23350049555301666,0.22569002211093903,0.18378986418247223
",",0.3087472915649414,0.2188224196434021,0.3734780251979828,0.29676204919815063,0.24692510068416595,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
who,0.40942975878715515,0.09531126171350479,0.2558172643184662,0.36563706398010254,0.16319158673286438,0.42656609416007996,0.3504868149757385,0.9999998807907104,0.26220351457595825
lived,0.18411467969417572,0.08863186836242676,0.2240322083234787,0.19078682363033295,0.07402877509593964,0.1957261860370636,0.1251869797706604,0.3081893026828766,0.1798510104417801
in,0.30808621644973755,0.1773042231798172,0.4173259735107422,0.23238378763198853,0.21849478781223297,0.45010748505592346,0.25567495822906494,0.2792111933231354,0.20430970191955566
the,0.42745697498321533,0.24039390683174133,0.4177538752555847,0.31731709837913513,0.2907569110393524,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
resort,0.16167303919792175,0.14953771233558655,0.19264696538448334,0.20193304121494293,0.14989623427391052,0.21480782330036163,0.06901659071445465,0.12884050607681274,0.12942275404930115
of,0.33290785551071167,0.21113355457782745,0.3909035325050354,0.31678006052970886,0.244833841919899,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.1826142966747284
herne,0.1657615303993225,0.09493360668420792,0.12658663094043732,0.12921908497810364,0.10169382393360138,0.18690215051174164,0.2110968828201294,0.1676003783941269,0.06637217104434967
bay,0.20251236855983734,0.13088653981685638,0.15649807453155518,0.125701442360878,0.11844123154878616,0.15862606465816498,0.027289096266031265,0.09531085193157196,0.10773546993732452
",",0.3087472915649414,0.2188224196434021,0.3734780251979828,0.29676204919815063,0.24692510068416595,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
kent,0.1471550464630127,0.05948931723833084,0.1418846994638443,0.10384013503789902,0.1051502600312233,0.18493478000164032,0.129000723361969,0.20225593447685242,0.14343582093715668
",",0.3087472915649414,0.2188224196434021,0.3734780251979828,0.29676204919815063,0.24692510068416595,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
was,0.22111038863658905,0.15568946301937103,0.40313825011253357,0.3147440552711487,0.16907820105552673,0.3636345863342285,0.19672659039497375,0.3318818509578705,0.18412111699581146
one,0.376489520072937,0.2268361747264862,0.43032392859458923,0.35657981038093567,0.2898479998111725,0.4025384783744812,0.17397142946720123,0.40083858370780945,0.2673267424106598
of,0.33290785551071167,0.21113355457782745,0.3909035325050354,0.31678006052970886,0.244833841919899,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.24039390683174133,0.4177538752555847,0.31731709837913513,0.2907569110393524,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
people,0.32444337010383606,0.12322669476270676,0.2147672474384308,0.2041068971157074,0.2563791871070862,0.37275731563568115,0.2473353147506714,0.3933800458908081,0.23739641904830933
who,0.40942975878715515,0.09531126171350479,0.2558172643184662,0.36563706398010254,0.16319158673286438,0.42656609416007996,0.3504868149757385,0.9999998807907104,0.26220351457595825
conceived,0.22557096183300018,0.17708173394203186,0.20621344447135925,0.26069143414497375,0.26179248094558716,0.22657549381256104,0.2325112372636795,0.2570499777793884,0.14654332399368286
the,0.42745697498321533,0.24039390683174133,0.4177538752555847,0.31731709837913513,0.2907569110393524,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
idea,0.44512778520584106,0.15723545849323273,0.18297205865383148,0.2657047212123871,0.26187819242477417,0.3542773127555847,0.1660250574350357,0.3689709007740021,0.2952161729335785
of,0.33290785551071167,0.21113355457782745,0.3909035325050354,0.31678006052970886,0.244833841919899,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.1826142966747284
a,0.3320399522781372,0.199119433760643,0.4670248031616211,0.3215816617012024,0.2052881270647049,0.45503583550453186,0.22883038222789764,0.36608949303627014,0.23916715383529663
police,0.1865120679140091,0.11937735229730606,0.12643305957317352,0.10600534826517105,0.1266707330942154,0.27044278383255005,0.22549904882907867,0.24648535251617432,0.1765819936990738
box,0.20509275794029236,0.18871740996837616,0.15471495687961578,0.086504727602005,0.1506112962961197,0.2480730414390564,0.1408747285604477,0.1754302829504013,0.21736569702625275
as,0.31749409437179565,0.1830495148897171,0.351646363735199,0.36734503507614136,0.18691878020763397,0.42092081904411316,0.17422905564308167,0.3923053741455078,0.27043893933296204
a,0.3320399522781372,0.199119433760643,0.4670248031616211,0.3215816617012024,0.2052881270647049,0.45503583550453186,0.22883038222789764,0.36608949303627014,0.23916715383529663
time,0.36319252848625183,0.16276822984218597,0.25164222717285156,0.30314525961875916,0.1370612531900406,0.3679993152618408,0.22827142477035522,0.36634087562561035,0.27391523122787476
