,what,is,the,problem,attributed,to,defining,if,two,finite,graphs,are,isomorphic,?
the,0.42745697498321533,0.5823672413825989,1.0,0.24928659200668335,0.21220806241035461,0.535392165184021,0.3161003887653351,0.33724796772003174,0.43858039379119873,0.25951775908470154,0.12824366986751556,0.40399202704429626,0.18042787909507751,0.22068053483963013
graph,0.2775743007659912,0.2441651076078415,0.26083993911743164,0.32991036772727966,0.2562490403652191,0.19438183307647705,0.35283738374710083,0.28144025802612305,0.24409820139408112,0.3981810510158539,0.6928385496139526,0.21210063993930817,0.33296388387680054,0.20263607800006866
isomorphism,0.24923816323280334,0.26257652044296265,0.20008665323257446,0.30088382959365845,0.20810432732105255,0.18489499390125275,0.4373643100261688,0.268629789352417,0.2711489200592041,0.4644242525100708,0.330833375453949,0.35204312205314636,0.8733809590339661,0.18148627877235413
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,1.0,0.26950785517692566,0.2502208352088928,0.35980740189552307,0.43518564105033875,0.24874572455883026,0.3287704586982727,0.25099992752075195,0.2619974911212921,0.2608313262462616,0.3762950301170349
is,0.28837618231773376,1.0,0.5823672413825989,0.23238427937030792,0.15490207076072693,0.42745086550712585,0.3014201521873474,0.30927813053131104,0.2315155267715454,0.30129143595695496,0.11647754162549973,0.5330929756164551,0.2604101300239563,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.24928659200668335,0.21220806241035461,0.535392165184021,0.3161003887653351,0.33724796772003174,0.43858039379119873,0.25951775908470154,0.12824366986751556,0.40399202704429626,0.18042787909507751,0.22068053483963013
computational,0.29464593529701233,0.2470806986093521,0.18477948009967804,0.41473615169525146,0.21958062052726746,0.246933713555336,0.43275532126426697,0.34371140599250793,0.19982342422008514,0.5631846189498901,0.39656978845596313,0.2675340473651886,0.40720656514167786,0.21617397665977478
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,1.0,0.26950785517692566,0.2502208352088928,0.35980740189552307,0.43518564105033875,0.24874572455883026,0.3287704586982727,0.25099992752075195,0.2619974911212921,0.2608313262462616,0.3762950301170349
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.20464475452899933,0.2709019184112549,0.41548454761505127,0.345196932554245,0.2557544410228729,0.37726253271102905,0.28330323100090027,0.16268819570541382,0.39081433415412903,0.19572684168815613,0.1826142966747284
determining,0.3854760527610779,0.3241519629955292,0.35818397998809814,0.3468671143054962,0.18483702838420868,0.3152051270008087,0.5336335301399231,0.4116392433643341,0.25438717007637024,0.39411330223083496,0.3068293333053589,0.30304640531539917,0.32992517948150635,0.25675374269485474
whether,0.5516265630722046,0.30252501368522644,0.3211745023727417,0.39455604553222656,0.2183358073234558,0.43423423171043396,0.3028273284435272,0.6391664743423462,0.21702654659748077,0.28385213017463684,0.15008527040481567,0.3003474473953247,0.2008284628391266,0.3150278329849243
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.24874572455883026,0.15169410407543182,0.3343428373336792,0.20412936806678772,0.24792033433914185,1.0000001192092896,0.298086553812027,0.2709161341190338,0.46276170015335083,0.2561804950237274,0.19645625352859497
finite,0.24087895452976227,0.30129143595695496,0.25951775908470154,0.3287704586982727,0.1498229056596756,0.2827737033367157,0.3247841000556946,0.3812500536441803,0.298086553812027,0.9999999403953552,0.3282022476196289,0.2578965425491333,0.42548248171806335,0.19618844985961914
graphs,0.23150402307510376,0.11647754162549973,0.12824366986751556,0.25099992752075195,0.23390480875968933,0.17534662783145905,0.2954898178577423,0.19302162528038025,0.2709161341190338,0.3282022476196289,1.0000001192092896,0.30241164565086365,0.2961499094963074,0.2068129926919937
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.2619974911212921,0.13890594244003296,0.3504326641559601,0.2832374572753906,0.32547882199287415,0.46276170015335083,0.2578965425491333,0.30241164565086365,1.0,0.3294745981693268,0.24591213464736938
isomorphic,0.19097474217414856,0.2604101300239563,0.18042787909507751,0.2608313262462616,0.17772725224494934,0.17902646958827972,0.3895230293273926,0.24951104819774628,0.2561804950237274,0.42548248171806335,0.2961499094963074,0.3294745981693268,0.9999999403953552,0.11889787763357162
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22562150657176971,0.2074218988418579,0.4645031690597534,0.23315094411373138,0.421799898147583,0.3524959683418274,0.1642792969942093,0.22669817507266998,0.3452940285205841,0.1913829892873764,0.4130953550338745
