,where,according,to,gross,state,product,does,victoria,rank,in,australia,?
victoria,0.1839742809534073,-0.010147377848625183,0.18328198790550232,0.12545940279960632,0.23197819292545319,0.11108585447072983,0.09501408785581589,1.0,0.16509883105754852,0.20823122560977936,0.5548879504203796,0.12246892601251602
's,0.0007701900321990252,-0.0037221983075141907,0.03782717138528824,-0.018771350383758545,0.038451772183179855,-0.0510377511382103,-0.02895052544772625,0.06206126511096954,0.07260813564062119,-0.037580832839012146,0.040361400693655014,-0.023395681753754616
total,0.23611721396446228,0.24346651136875153,0.22792020440101624,0.2913479804992676,0.20453955233097076,0.1520901322364807,0.17424942553043365,0.10661474615335464,0.1764192134141922,0.27667245268821716,0.10201960802078247,0.14396025240421295
gross,0.08484113216400146,0.213968425989151,0.1351269632577896,0.9999999403953552,0.2511243224143982,0.37671908736228943,0.12536704540252686,0.12545940279960632,0.2118210643529892,0.20210827887058258,0.2055085003376007,0.22810624539852142
state,0.2583591639995575,0.18561944365501404,0.25557461380958557,0.2511243224143982,1.0,0.185143381357193,0.15987756848335266,0.23197819292545319,0.08425161242485046,0.33316072821617126,0.19653691351413727,0.1160883978009224
product,0.22332638502120972,0.15355578064918518,0.24510730803012848,0.37671908736228943,0.185143381357193,1.0,0.2916180491447449,0.11108585447072983,0.16068965196609497,0.17412906885147095,0.10528071224689484,0.19651241600513458
(,0.1970011591911316,0.19962136447429657,0.30882009863853455,0.2138000726699829,0.23423868417739868,0.12811395525932312,0.2728188931941986,0.14948904514312744,0.16142021119594574,0.3087427020072937,0.17133381962776184,0.40561532974243164
gsp,0.2369452863931656,0.264618843793869,0.2577846646308899,0.39846277236938477,0.2332381308078766,0.3902486562728882,0.2677425146102905,0.14502055943012238,0.20476454496383667,0.2516089379787445,0.25307559967041016,0.3730941116809845
),0.20711064338684082,0.19621314108371735,0.31236231327056885,0.21909907460212708,0.2340407520532608,0.14045067131519318,0.2575884759426117,0.17964273691177368,0.18833895027637482,0.3326910734176636,0.1751205027103424,0.42300865054130554
is,0.3586711287498474,0.2838992476463318,0.42745086550712585,0.14047035574913025,0.2627358138561249,0.2903512120246887,0.4403602182865143,0.1633591204881668,0.15803313255310059,0.5394441485404968,0.1734699010848999,0.22961433231830597
ranked,0.11600828915834427,0.28960883617401123,0.08006753772497177,0.24771568179130554,0.15635782480239868,0.12310067564249039,0.12128464877605438,0.13931472599506378,0.4275280237197876,0.2005387395620346,0.18770959973335266,0.12953443825244904
second,0.26257625222206116,0.17949353158473969,0.3098561465740204,0.15606465935707092,0.14943310618400574,0.17519475519657135,0.18026727437973022,0.1898021548986435,0.182648703455925,0.34510284662246704,0.18690448999404907,0.17239587008953094
in,0.5344807505607605,0.29259276390075684,0.45010748505592346,0.20210827887058258,0.33316072821617126,0.17412906885147095,0.214483380317688,0.20823122560977936,0.20269498229026794,1.0,0.2697675824165344,0.20430970191955566
australia,0.24999256432056427,0.07681751996278763,0.24799345433712006,0.2055085003376007,0.19653691351413727,0.10528071224689484,0.16011479496955872,0.5548879504203796,0.16540895402431488,0.2697675824165344,1.0,0.15702682733535767
",",0.3149496018886566,0.3107093870639801,0.44245919585227966,0.2944166660308838,0.29481780529022217,0.20782852172851562,0.28617382049560547,0.2279360294342041,0.2213623821735382,0.5201468467712402,0.22314006090164185,0.31091248989105225
although,0.2586391270160675,0.26111772656440735,0.4176313281059265,0.10095340013504028,0.16698279976844788,0.12016018480062485,0.3092105984687805,0.14212118089199066,0.1574171930551529,0.28763338923454285,0.18031316995620728,0.15541206300258636
victoria,0.1839742809534073,-0.010147377848625183,0.18328198790550232,0.12545940279960632,0.23197819292545319,0.11108585447072983,0.09501408785581589,1.0,0.16509883105754852,0.20823122560977936,0.5548879504203796,0.12246892601251602
is,0.3586711287498474,0.2838992476463318,0.42745086550712585,0.14047035574913025,0.2627358138561249,0.2903512120246887,0.4403602182865143,0.1633591204881668,0.15803313255310059,0.5394441485404968,0.1734699010848999,0.22961433231830597
ranked,0.11600828915834427,0.28960883617401123,0.08006753772497177,0.24771568179130554,0.15635782480239868,0.12310067564249039,0.12128464877605438,0.13931472599506378,0.4275280237197876,0.2005387395620346,0.18770959973335266,0.12953443825244904
fourth,0.2012963891029358,0.23519949615001678,0.22159133851528168,0.1986396163702011,0.14933976531028748,0.17064963281154633,0.15424591302871704,0.16795597970485687,0.19526199996471405,0.29149749875068665,0.16853392124176025,0.13791213929653168
in,0.5344807505607605,0.29259276390075684,0.45010748505592346,0.20210827887058258,0.33316072821617126,0.17412906885147095,0.214483380317688,0.20823122560977936,0.20269498229026794,1.0,0.2697675824165344,0.20430970191955566
terms,0.2043696790933609,0.1688501238822937,0.356818288564682,0.23616552352905273,0.18825244903564453,0.2515585720539093,0.24520082771778107,0.14271053671836853,0.22947467863559723,0.2410934716463089,0.12922194600105286,0.23466452956199646
of,0.38066378235816956,0.3307822346687317,0.41548454761505127,0.21245229244232178,0.34253445267677307,0.19526132941246033,0.3119818866252899,0.2505437433719635,0.22729025781154633,0.5696388483047485,0.2669609785079956,0.1826142966747284
gsp,0.2369452863931656,0.264618843793869,0.2577846646308899,0.39846277236938477,0.2332381308078766,0.3902486562728882,0.2677425146102905,0.14502055943012238,0.20476454496383667,0.2516089379787445,0.25307559967041016,0.3730941116809845
per,0.17782405018806458,0.20566634833812714,0.2519395351409912,0.28165754675865173,0.12453794479370117,0.20217719674110413,0.22441036999225616,0.14225269854068756,0.13493132591247559,0.1975519210100174,0.1654743254184723,0.22323818504810333
capita,0.13423053920269012,0.26257434487342834,0.21939945220947266,0.4560997486114502,0.23630498349666595,0.33704420924186707,0.16330569982528687,0.09759225696325302,0.23317721486091614,0.21924816071987152,0.11855772882699966,0.21739831566810608
because,0.46146172285079956,0.2880668640136719,0.5166091918945312,0.14776037633419037,0.25135982036590576,0.26949480175971985,0.4424310624599457,0.16210971772670746,0.146107017993927,0.37423941493034363,0.24367013573646545,0.2528740465641022
of,0.38066378235816956,0.3307822346687317,0.41548454761505127,0.21245229244232178,0.34253445267677307,0.19526132941246033,0.3119818866252899,0.2505437433719635,0.22729025781154633,0.5696388483047485,0.2669609785079956,0.1826142966747284
its,0.27530840039253235,0.2460927665233612,0.3691340684890747,0.20022544264793396,0.3171643614768982,0.3085567355155945,0.33437713980674744,0.17721910774707794,0.12665368616580963,0.3793783485889435,0.17897310853004456,0.15103481709957123
limited,0.19624102115631104,0.14298491179943085,0.2564510405063629,0.1994001865386963,0.16722506284713745,0.25547853112220764,0.2681020200252533,0.14696550369262695,0.10204962641000748,0.23956921696662903,0.2398548275232315,0.09444807469844818
mining,0.2639174461364746,0.18164606392383575,0.21731622517108917,0.12857304513454437,0.19971546530723572,0.24191439151763916,0.17644165456295013,0.2495705932378769,0.049940451979637146,0.2947709858417511,0.26774951815605164,0.11012917757034302
activity,0.21643315255641937,0.09618112444877625,0.26676592230796814,0.20241476595401764,0.14659543335437775,0.24765567481517792,0.22425250709056854,0.1118694394826889,0.14129577577114105,0.2278560847043991,0.12246707826852798,0.19043973088264465
.,0.41390106081962585,0.29052162170410156,0.4645031690597534,0.24170349538326263,0.31380724906921387,0.21721361577510834,0.3022993505001068,0.23069117963314056,0.25294268131256104,0.5591574311256409,0.2899940609931946,0.4130953550338745
