,what,river,did,genghis,khan,cross,before,defeating,the,main,tangut,army,?
in,0.30808621644973755,0.2149806171655655,0.2593238651752472,0.224680557847023,0.1527150720357895,0.18247009813785553,0.4155850410461426,0.25722265243530273,0.6662389636039734,0.28862449526786804,0.28882312774658203,0.25258398056030273,0.20430970191955566
november,0.23963461816310883,0.15485872328281403,0.27178457379341125,0.2051042765378952,0.21287962794303894,0.14852671325206757,0.31125110387802124,0.20196539163589478,0.25734350085258484,0.1179807260632515,0.09724423289299011,0.20843614637851715,0.3159552216529846
",",0.3087472915649414,0.26637205481529236,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.2534312307834625,0.3156566619873047,0.30486419796943665,0.4933079481124878,0.2989408075809479,0.3729153573513031,0.230897456407547,0.31091248989105225
genghis,0.24369274079799652,0.29427242279052734,0.18339850008487701,1.0,0.5896923542022705,0.132706880569458,0.21553796529769897,0.28551071882247925,0.3448939025402069,0.1092170923948288,0.3830920457839966,0.33970266580581665,0.18813461065292358
laid,0.1648951917886734,0.1337994784116745,0.2033681571483612,0.21960486471652985,0.09272229671478271,0.13814696669578552,0.19444669783115387,0.11644400656223297,0.30588608980178833,0.11849814653396606,0.16802939772605896,0.13280262053012848,0.11215737462043762
siege,0.12691979110240936,0.2540944814682007,0.09595377743244171,0.3503280282020569,0.170835480093956,0.11887537688016891,0.21352680027484894,0.3259154260158539,0.26454421877861023,0.07902481406927109,0.13330087065696716,0.3624343276023865,0.07257505506277084
to,0.455847829580307,0.13636653125286102,0.4452643394470215,0.2294713407754898,0.18221943080425262,0.21814192831516266,0.4190867841243744,0.22420017421245575,0.535392165184021,0.26116618514060974,0.24317984282970428,0.22938482463359833,0.29463258385658264
the,0.42745697498321533,0.2894456386566162,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.25741100311279297,0.45900648832321167,0.31832075119018555,1.0,0.38631999492645264,0.300812304019928,0.31011611223220825,0.22068053483963013
tangut,0.21620458364486694,0.22672967612743378,0.10968852788209915,0.3830920457839966,0.2926086187362671,0.11758504062891006,0.16746458411216736,0.1446242332458496,0.300812304019928,0.22724317014217377,1.0,0.16007310152053833,0.157356396317482
city,0.17493832111358643,0.3428632318973541,0.12266099452972412,0.30777209997177124,0.19724291563034058,0.18598602712154388,0.18632392585277557,0.2177830934524536,0.35769423842430115,0.20839166641235352,0.22519320249557495,0.2515457570552826,0.13423943519592285
lingzhou,0.0778123065829277,0.25752848386764526,0.125746488571167,0.40788203477859497,0.3478925824165344,0.043829843401908875,0.2089194357395172,0.09482384473085403,0.24064522981643677,0.22519826889038086,0.40867000818252563,0.177781343460083,0.14940400421619415
and,0.31309178471565247,0.19898422062397003,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.25427764654159546,0.3518902659416199,0.2661690413951874,0.5171257257461548,0.29831406474113464,0.35823047161102295,0.25581875443458557,0.20544172823429108
crossed,0.182399183511734,0.3556027412414551,0.21648262441158295,0.2816449701786041,0.1818779557943344,0.5201024413108826,0.24950189888477325,0.2053680121898651,0.3004564642906189,0.16082268953323364,0.17257215082645416,0.32290583848953247,0.15642015635967255
the,0.42745697498321533,0.2894456386566162,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.25741100311279297,0.45900648832321167,0.31832075119018555,1.0,0.38631999492645264,0.300812304019928,0.31011611223220825,0.22068053483963013
yellow,0.17067797482013702,0.2163834273815155,0.14123791456222534,0.2549222707748413,0.15777193009853363,0.142549067735672,0.0945276990532875,0.09750261157751083,0.2507648169994354,0.13845235109329224,0.25041118264198303,0.1224483847618103,0.142889603972435
river,0.13815869390964508,0.9999999403953552,0.15783563256263733,0.29427242279052734,0.16848056018352509,0.20662662386894226,0.15130770206451416,0.18298618495464325,0.2894456386566162,0.23717069625854492,0.22672967612743378,0.24856027960777283,0.15390869975090027
",",0.3087472915649414,0.26637205481529236,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.2534312307834625,0.3156566619873047,0.30486419796943665,0.4933079481124878,0.2989408075809479,0.3729153573513031,0.230897456407547,0.31091248989105225
defeating,0.1266573965549469,0.18298618495464325,0.16532371938228607,0.28551071882247925,0.20246471464633942,0.0810222178697586,0.21070311963558197,1.0,0.31832075119018555,0.20851048827171326,0.1446242332458496,0.2976829707622528,0.15296590328216553
the,0.42745697498321533,0.2894456386566162,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.25741100311279297,0.45900648832321167,0.31832075119018555,1.0,0.38631999492645264,0.300812304019928,0.31011611223220825,0.22068053483963013
tangut,0.21620458364486694,0.22672967612743378,0.10968852788209915,0.3830920457839966,0.2926086187362671,0.11758504062891006,0.16746458411216736,0.1446242332458496,0.300812304019928,0.22724317014217377,1.0,0.16007310152053833,0.157356396317482
relief,0.1674574613571167,0.13069666922092438,0.10913018882274628,0.14195780456066132,0.11647718399763107,0.16262182593345642,0.13309907913208008,0.1235639899969101,0.25068938732147217,0.12144196778535843,0.16248582303524017,0.22792664170265198,0.06312807649374008
army,0.1698741316795349,0.24856027960777283,0.21148359775543213,0.33970266580581665,0.2175215482711792,0.2299613356590271,0.19792816042900085,0.2976829707622528,0.31011611223220825,0.12213554233312607,0.16007310152053833,1.0000001192092896,0.180583193898201
.,0.3567904531955719,0.21443960070610046,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.20566852390766144,0.36693984270095825,0.24233591556549072,0.5934505462646484,0.31122034788131714,0.3289887309074402,0.28860729932785034,0.4130953550338745
