,how,were,some,modern,economic,inequalities,created,?
however,0.45072782039642334,0.4428504705429077,0.5966196060180664,0.30586105585098267,0.2654712200164795,0.2969294488430023,0.23596230149269104,0.2152075469493866
",",0.22659391164779663,0.36755475401878357,0.42400437593460083,0.2557750344276428,0.2340485155582428,0.2682013213634491,0.2755771577358246,0.31091248989105225
nozick,0.24066448211669922,0.19289588928222656,0.19894276559352875,0.19420601427555084,0.26508212089538574,0.2916281819343567,0.21847325563430786,0.22039884328842163
recognized,0.12460648268461227,0.2519722282886505,0.28851526975631714,0.20377379655838013,0.13525934517383575,0.19575925171375275,0.25513872504234314,0.18558090925216675
that,0.557814359664917,0.35517072677612305,0.6049469113349915,0.24473170936107635,0.2305225282907486,0.35148030519485474,0.3583657741546631,0.32716336846351624
some,0.4180530905723572,0.4592604339122772,0.9999999403953552,0.3517571687698364,0.17811153829097748,0.2977786660194397,0.24778182804584503,0.2562315762042999
modern,0.15316444635391235,0.2078569084405899,0.3517571687698364,0.9999999403953552,0.14753998816013336,0.17545267939567566,0.16490930318832397,0.12475407868623734
economic,0.22296547889709473,0.19314044713974,0.17811153829097748,0.14753998816013336,0.9999999403953552,0.3530295491218567,0.17376670241355896,0.1206481084227562
inequalities,0.3045893609523773,0.20771540701389313,0.2977786660194397,0.17545267939567566,0.3530295491218567,1.0,0.1726554036140442,0.19635117053985596
were,0.2082374095916748,1.0000001192092896,0.4592604339122772,0.2078569084405899,0.19314044713974,0.20771540701389313,0.2975761294364929,0.17890112102031708
the,0.33890387415885925,0.3906462490558624,0.4566698372364044,0.3283970355987549,0.282455176115036,0.22218865156173706,0.3539263904094696,0.22068053483963013
result,0.23323923349380493,0.21311920881271362,0.21151091158390045,0.05884811282157898,0.2350987046957016,0.2860298454761505,0.17441904544830322,0.17218433320522308
of,0.2480744868516922,0.34038281440734863,0.4300730526447296,0.3482828736305237,0.3030148148536682,0.27897384762763977,0.32043445110321045,0.1826142966747284
forceful,0.2557985484600067,0.24519769847393036,0.27170681953430176,0.16109974682331085,0.2474483847618103,0.3573663830757141,0.11227871477603912,0.17441634833812714
taking,0.23024597764015198,0.18896862864494324,0.292289137840271,0.12558485567569733,0.14795097708702087,0.2132928967475891,0.17047947645187378,0.19960761070251465
of,0.2480744868516922,0.34038281440734863,0.4300730526447296,0.3482828736305237,0.3030148148536682,0.27897384762763977,0.32043445110321045,0.1826142966747284
property,0.21214880049228668,0.1650211066007614,0.21420353651046753,0.09509766101837158,0.22978028655052185,0.27452561259269714,0.16169841587543488,0.16865147650241852
",",0.22659391164779663,0.36755475401878357,0.42400437593460083,0.2557750344276428,0.2340485155582428,0.2682013213634491,0.2755771577358246,0.31091248989105225
and,0.33647966384887695,0.42175528407096863,0.5337774157524109,0.3277876079082489,0.2707010805606842,0.2735365331172943,0.2873832881450653,0.20544172823429108
a,0.29312583804130554,0.17203083634376526,0.34539633989334106,0.24361324310302734,0.2234611213207245,0.18377651274204254,0.30777761340141296,0.23916715383529663
certain,0.47261449694633484,0.2825849652290344,0.617815375328064,0.25328969955444336,0.19244791567325592,0.40629273653030396,0.16141720116138458,0.2516106069087982
