,who,is,the,uk,'s,largest,digital,subscription,television,company,?
formed,0.12868277728557587,0.22319979965686798,0.28813210129737854,0.12199241667985916,0.08651898056268692,0.21638183295726776,0.07606543600559235,0.07739019393920898,0.05052237585186958,0.1684102863073349,0.09686966985464096
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.2261405885219574,-0.037580832839012146,0.3017216920852661,0.1500016450881958,0.2119540274143219,0.2689782977104187,0.22141718864440918,0.20430970191955566
november,0.2615586519241333,0.24317221343517303,0.25734350085258484,0.18377570807933807,-0.04690810292959213,0.09510967880487442,0.11168304830789566,0.21444275975227356,0.2587933838367462,0.19220638275146484,0.3159552216529846
1990,0.17690111696720123,-0.07882336527109146,-0.0810435339808464,-0.08423774689435959,0.06237616762518883,-0.06564359366893768,-0.11949845403432846,-0.11858893930912018,-0.04506203159689903,-0.06177918612957001,0.07789827883243561
by,0.39727845788002014,0.3899846076965332,0.4408751428127289,0.1589900702238083,-0.010884488001465797,0.17839421331882477,0.17123854160308838,0.19184285402297974,0.23368048667907715,0.22328482568264008,0.17966607213020325
the,0.3733934462070465,0.5823672413825989,1.0,0.2143084555864334,-0.01540423184633255,0.3757036626338959,0.18361380696296692,0.26760369539260864,0.24569597840309143,0.26591673493385315,0.22068053483963013
equal,0.16318732500076294,0.20287640392780304,0.21154357492923737,0.14414840936660767,0.016483474522829056,0.1347987949848175,0.13663314282894135,0.2117236852645874,0.11772051453590393,0.11441284418106079,0.15421567857265472
merger,0.1228785514831543,0.18395628035068512,0.2557354271411896,0.13313151895999908,-0.03215087205171585,0.25462713837623596,0.11325714737176895,0.14943571388721466,0.10048628598451614,0.3440839648246765,0.1345871090888977
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.21513383090496063,-0.03817026689648628,0.36650770902633667,0.20011478662490845,0.20247460901737213,0.21995750069618225,0.20467796921730042,0.1826142966747284
sky,0.1716228425502777,0.21240133047103882,0.26521286368370056,0.18511655926704407,0.054967135190963745,0.13924908638000488,0.24256861209869385,0.1107199639081955,0.20846030116081238,0.16273526847362518,0.11270341277122498
television,0.2515988349914551,0.21374565362930298,0.24569597840309143,0.1726880967617035,0.11021530628204346,0.11797025054693222,0.327540785074234,0.27815672755241394,1.0000001192092896,0.25623777508735657,0.16825827956199646
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2701246440410614,0.06895173341035843,0.24602696299552917,0.20433840155601501,0.17433135211467743,0.29514092206954956,0.23788511753082275,0.20544172823429108
british,0.2666113078594208,0.19484983384609222,0.28973397612571716,0.38841667771339417,0.06352180242538452,0.15550586581230164,0.16620248556137085,0.07365594059228897,0.2882291078567505,0.23512013256549835,0.09711728990077972
satellite,0.14650198817253113,0.19278542697429657,0.22563834488391876,0.1844269335269928,0.1227913498878479,0.2613983750343323,0.4044962227344513,0.38417208194732666,0.3117383122444153,0.14526723325252533,0.13568443059921265
broadcasting,0.16948257386684418,0.1978546530008316,0.29916465282440186,0.25648200511932373,0.10137476027011871,0.204858660697937,0.43006980419158936,0.3748008906841278,0.6134137511253357,0.3277682960033417,0.10870421677827835
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2632971405982971,-0.0016132977325469255,0.26626327633857727,0.17865565419197083,0.252554714679718,0.27995240688323975,0.2697763442993164,0.31091248989105225
bskyb,0.14450614154338837,0.20114660263061523,0.20915858447551727,0.21248479187488556,0.046084970235824585,0.1545189470052719,0.2244831621646881,0.2627624273300171,0.22888946533203125,0.18916723132133484,0.2979319989681244
became,0.2624726891517639,0.34253424406051636,0.36325156688690186,0.19085970520973206,0.0067522358149290085,0.2075943648815155,0.19945985078811646,0.09927447140216827,0.18646012246608734,0.16613920032978058,0.11374033987522125
the,0.3733934462070465,0.5823672413825989,1.0,0.2143084555864334,-0.01540423184633255,0.3757036626338959,0.18361380696296692,0.26760369539260864,0.24569597840309143,0.26591673493385315,0.22068053483963013
uk,0.10701356083154678,0.17650434374809265,0.2143084555864334,1.0,-0.0013451746199280024,0.21688705682754517,0.26866528391838074,0.1866791993379593,0.1726880967617035,0.23099765181541443,0.20222434401512146
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,-0.0013451746199280024,0.9999999403953552,-0.02050611935555935,0.14468993246555328,0.08943908661603928,0.11021530628204346,0.003266559913754463,-0.023395681753754616
largest,0.12422340363264084,0.3413417339324951,0.3757036626338959,0.21688705682754517,-0.02050611935555935,0.9999999403953552,0.1368664801120758,0.22805897891521454,0.11797025054693222,0.1974945217370987,0.12401245534420013
digital,0.1301393359899521,0.16141945123672485,0.18361380696296692,0.26866528391838074,0.14468993246555328,0.1368664801120758,1.0000001192092896,0.3110823333263397,0.327540785074234,0.19660061597824097,0.12982943654060364
subscription,0.2185862809419632,0.19648891687393188,0.26760369539260864,0.1866791993379593,0.08943908661603928,0.22805897891521454,0.3110823333263397,1.0,0.27815672755241394,0.24685296416282654,0.22697269916534424
television,0.2515988349914551,0.21374565362930298,0.24569597840309143,0.1726880967617035,0.11021530628204346,0.11797025054693222,0.327540785074234,0.27815672755241394,1.0000001192092896,0.25623777508735657,0.16825827956199646
company,0.2383776307106018,0.18005689978599548,0.26591673493385315,0.23099765181541443,0.003266559913754463,0.1974945217370987,0.19660061597824097,0.24685296416282654,0.25623777508735657,1.0,0.12195809185504913
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.24075214564800262,-0.003708066651597619,0.18871670961380005,0.1748691350221634,0.27391132712364197,0.2806251645088196,0.266353577375412,0.4130953550338745
