,what,two,comedies,were,featured,on,abc,'s,new,wednesday,comedy,lineup,?
among,0.21154822409152985,0.3255499601364136,0.2527567446231842,0.35641026496887207,0.23424875736236572,0.2041729986667633,0.06692434847354889,0.01186611782759428,0.1640370488166809,0.07579267024993896,0.1499466449022293,0.08632650226354599,0.14343059062957764
the,0.42745697498321533,0.43858039379119873,0.20470845699310303,0.3906462490558624,0.28660184144973755,0.5107308030128479,0.2068762183189392,-0.01540423184633255,0.3845241069793701,0.22020339965820312,0.18746663630008698,0.32800373435020447,0.22068053483963013
few,0.2780759632587433,0.49171993136405945,0.21724998950958252,0.36065220832824707,0.22555603086948395,0.3005446493625641,0.09540363401174545,0.06408512592315674,0.29734930396080017,0.1740538775920868,0.15078583359718323,0.25621727108955383,0.2334265559911728
bright,0.22715561091899872,0.2401849925518036,0.2185555398464203,0.19348135590553284,0.21897251904010773,0.2336265742778778,0.12808962166309357,-0.036686837673187256,0.20268163084983826,0.17651773989200592,0.17478972673416138,0.28003376722335815,0.18864305317401886
spots,0.17016397416591644,0.25754985213279724,0.19916732609272003,0.17118243873119354,0.24255339801311493,0.22958020865917206,0.13742437958717346,-0.035880301147699356,0.10891656577587128,0.12989303469657898,0.15066540241241455,0.2794366776943207,0.11847157776355743
during,0.24137552082538605,0.3126561641693115,0.16832344233989716,0.4064035415649414,0.2333056926727295,0.3347817361354828,0.18870772421360016,0.011294117197394371,0.19458933174610138,0.21485784649848938,0.1394873410463333,0.2763282060623169,0.1325719803571701
this,0.5489566326141357,0.33004114031791687,0.1735125184059143,0.25469228625297546,0.2519071400165558,0.4193967580795288,0.16107726097106934,0.02106832154095173,0.3234144449234009,0.23306013643741608,0.15028387308120728,0.25563564896583557,0.3155723512172699
season,0.12117787450551987,0.24167193472385406,0.1921054571866989,0.20231115818023682,0.2938557267189026,0.2107619047164917,0.29887476563453674,0.06624794006347656,0.17859753966331482,0.27351588010787964,0.22992604970932007,0.3858068287372589,0.16793298721313477
were,0.22298263013362885,0.4493520259857178,0.2496452033519745,1.0000001192092896,0.26517489552497864,0.2774328887462616,0.09045279771089554,0.007088581565767527,0.21711495518684387,0.13476355373859406,0.14445234835147858,0.21619224548339844,0.17890112102031708
the,0.42745697498321533,0.43858039379119873,0.20470845699310303,0.3906462490558624,0.28660184144973755,0.5107308030128479,0.2068762183189392,-0.01540423184633255,0.3845241069793701,0.22020339965820312,0.18746663630008698,0.32800373435020447,0.22068053483963013
midseason,0.17481674253940582,0.2897230088710785,0.2601006329059601,0.2665572762489319,0.3086989223957062,0.27986225485801697,0.35334235429763794,0.03501487150788307,0.21274937689304352,0.3369520306587219,0.30246227979660034,0.44993990659713745,0.2094298005104065
crime,0.24425745010375977,0.14874713122844696,0.2831465005874634,0.14047807455062866,0.15226420760154724,0.19021403789520264,0.16430798172950745,0.04433533549308777,0.1497805267572403,0.15379157662391663,0.3944151699542999,0.14816725254058838,0.2067868858575821
dramedy,0.2575814127922058,0.2555564343929291,0.47531628608703613,0.19191744923591614,0.30472493171691895,0.2970257103443146,0.3770431876182556,0.0897441878914833,0.18618670105934143,0.24759317934513092,0.7124553918838501,0.23957523703575134,0.25486356019973755
castle,0.15708477795124054,0.09897450357675552,0.10771193355321884,0.16723208129405975,0.04199310392141342,0.0922730341553688,0.08521094173192978,-0.12325005233287811,0.14607030153274536,0.14876186847686768,0.11656049638986588,0.1369643360376358,0.0871945396065712
as,0.31749409437179565,0.3029302954673767,0.2573591470718384,0.3025437891483307,0.29986897110939026,0.36047765612602234,0.2286096066236496,-0.05775856226682663,0.24585270881652832,0.1658480316400528,0.18734407424926758,0.3068793714046478,0.27043893933296204
well,0.4154493808746338,0.3453908860683441,0.3200686275959015,0.37577003240585327,0.3466792404651642,0.2982843816280365,0.11003991216421127,-0.0049502006731927395,0.22021858394145966,0.13997705280780792,0.17382939159870148,0.22630491852760315,0.24815571308135986
as,0.31749409437179565,0.3029302954673767,0.2573591470718384,0.3025437891483307,0.29986897110939026,0.36047765612602234,0.2286096066236496,-0.05775856226682663,0.24585270881652832,0.1658480316400528,0.18734407424926758,0.3068793714046478,0.27043893933296204
the,0.42745697498321533,0.43858039379119873,0.20470845699310303,0.3906462490558624,0.28660184144973755,0.5107308030128479,0.2068762183189392,-0.01540423184633255,0.3845241069793701,0.22020339965820312,0.18746663630008698,0.32800373435020447,0.22068053483963013
success,0.22873179614543915,0.22035646438598633,0.23504005372524261,0.2159206122159958,0.26322412490844727,0.20526273548603058,0.22851410508155823,0.041425660252571106,0.20201511681079865,0.15964606404304504,0.2550947666168213,0.2667563259601593,0.1216118186712265
of,0.33290785551071167,0.37726253271102905,0.19674921035766602,0.34038281440734863,0.2342860847711563,0.3966929316520691,0.14607268571853638,-0.03817026689648628,0.343457967042923,0.10778898745775223,0.16859161853790283,0.18776953220367432,0.1826142966747284
two,0.23363454639911652,1.0000001192092896,0.27608928084373474,0.4493520259857178,0.27362558245658875,0.3205535411834717,0.15247683227062225,0.038143858313560486,0.2712784707546234,0.15347567200660706,0.2504573464393616,0.27941247820854187,0.19645625352859497
family,0.16391263902187347,0.17418302595615387,0.155561625957489,0.19354695081710815,0.138220876455307,0.19757194817066193,0.1806795746088028,-0.053779419511556625,0.19251659512519836,0.0490114763379097,0.2162700742483139,0.18524876236915588,0.15222905576229095
sitcoms,0.18031997978687286,0.2561006247997284,0.6202272176742554,0.24709933996200562,0.32049840688705444,0.25461748242378235,0.4582005441188812,0.01299735065549612,0.16792155802249908,0.18544943630695343,0.610413134098053,0.2546957731246948,0.2223932296037674
that,0.6297725439071655,0.3858162462711334,0.21028296649456024,0.35517072677612305,0.2773626148700714,0.42569106817245483,0.17440107464790344,0.04397977516055107,0.29177987575531006,0.25618210434913635,0.17098571360111237,0.2783430218696594,0.32716336846351624
anchored,0.16780303418636322,0.2155001014471054,0.2047470510005951,0.1821439266204834,0.2399495244026184,0.3095340430736542,0.3618408143520355,-0.0034982941579073668,0.20495450496673584,0.1132972314953804,0.2032223492860794,0.19049662351608276,0.0930626317858696
the,0.42745697498321533,0.43858039379119873,0.20470845699310303,0.3906462490558624,0.28660184144973755,0.5107308030128479,0.2068762183189392,-0.01540423184633255,0.3845241069793701,0.22020339965820312,0.18746663630008698,0.32800373435020447,0.22068053483963013
network,0.16917307674884796,0.18832415342330933,0.14529147744178772,0.14680062234401703,0.2224070280790329,0.30190837383270264,0.4295894205570221,0.07819218933582306,0.18174515664577484,0.2553909122943878,0.25875306129455566,0.25760385394096375,0.17853789031505585
's,0.02692362666130066,0.038143858313560486,0.08870904892683029,0.007088581565767527,-0.01579626277089119,0.0026888418942689896,0.06670809537172318,0.9999999403953552,-0.008355522528290749,-0.0014544842997565866,0.09444256871938705,-0.029212497174739838,-0.023395681753754616
revamped,0.32078325748443604,0.23205365240573883,0.20186081528663635,0.31711411476135254,0.293443888425827,0.32649242877960205,0.22990576922893524,0.0773421972990036,0.21632319688796997,0.20717480778694153,0.20797215402126312,0.2836155593395233,0.2505996525287628
wednesday,0.2001657634973526,0.15347567200660706,0.1574072539806366,0.13476355373859406,0.19457031786441803,0.30970099568367004,0.3052311837673187,-0.0014544842997565866,0.15581142902374268,1.0,0.18634596467018127,0.23021677136421204,0.19706036150455475
comedy,0.1880163848400116,0.2504573464393616,0.6894869208335876,0.14445234835147858,0.267476886510849,0.22421178221702576,0.3460328280925751,0.09444256871938705,0.14458589255809784,0.18634596467018127,0.9999999403953552,0.2282690852880478,0.23552699387073517
lineup,0.2057647854089737,0.27941247820854187,0.16370636224746704,0.21619224548339844,0.31697532534599304,0.29088109731674194,0.31382066011428833,-0.029212497174739838,0.25908732414245605,0.23021677136421204,0.2282690852880478,1.0,0.19030295312404633
",",0.3087472915649414,0.35859420895576477,0.23804762959480286,0.36755475401878357,0.27189624309539795,0.49057599902153015,0.2097204476594925,-0.0016132977325469255,0.36073189973831177,0.2671501636505127,0.17748676240444183,0.19441112875938416,0.31091248989105225
the,0.42745697498321533,0.43858039379119873,0.20470845699310303,0.3906462490558624,0.28660184144973755,0.5107308030128479,0.2068762183189392,-0.01540423184633255,0.3845241069793701,0.22020339965820312,0.18746663630008698,0.32800373435020447,0.22068053483963013
middle,0.18312302231788635,0.24100592732429504,0.16243769228458405,0.2178332656621933,0.1824020892381668,0.22140929102897644,0.0948118045926094,-0.017355401068925858,0.11113183945417404,0.14677010476589203,0.13817983865737915,0.19743846356868744,0.13139553368091583
and,0.31309178471565247,0.4671151638031006,0.3344041705131531,0.42175528407096863,0.26700839400291443,0.4077630043029785,0.16453155875205994,0.06895173341035843,0.31402453780174255,0.13212290406227112,0.2702628970146179,0.22190429270267487,0.20544172823429108
modern,0.2655639946460724,0.2429143786430359,0.20169231295585632,0.2078569084405899,0.16907168924808502,0.17548997700214386,0.030294669792056084,0.03816800191998482,0.24743801355361938,0.02010066621005535,0.12499019503593445,0.1569402515888214,0.12475407868623734
family,0.16391263902187347,0.17418302595615387,0.155561625957489,0.19354695081710815,0.138220876455307,0.19757194817066193,0.1806795746088028,-0.053779419511556625,0.19251659512519836,0.0490114763379097,0.2162700742483139,0.18524876236915588,0.15222905576229095
",",0.3087472915649414,0.35859420895576477,0.23804762959480286,0.36755475401878357,0.27189624309539795,0.49057599902153015,0.2097204476594925,-0.0016132977325469255,0.36073189973831177,0.2671501636505127,0.17748676240444183,0.19441112875938416,0.31091248989105225
the,0.42745697498321533,0.43858039379119873,0.20470845699310303,0.3906462490558624,0.28660184144973755,0.5107308030128479,0.2068762183189392,-0.01540423184633255,0.3845241069793701,0.22020339965820312,0.18746663630008698,0.32800373435020447,0.22068053483963013
latter,0.25606152415275574,0.26322758197784424,0.12235163897275925,0.2214890420436859,0.17997850477695465,0.20572464168071747,0.09004172682762146,0.09834528714418411,0.2570258677005768,0.13271653652191162,0.11500932276248932,0.24634099006652832,0.12733961641788483
of,0.33290785551071167,0.37726253271102905,0.19674921035766602,0.34038281440734863,0.2342860847711563,0.3966929316520691,0.14607268571853638,-0.03817026689648628,0.343457967042923,0.10778898745775223,0.16859161853790283,0.18776953220367432,0.1826142966747284
which,0.5261979103088379,0.4674137234687805,0.24955785274505615,0.2807837128639221,0.30209124088287354,0.4245251417160034,0.1991286277770996,0.03856118768453598,0.33739399909973145,0.20864540338516235,0.19440831243991852,0.2603868842124939,0.25814583897590637
was,0.22111038863658905,0.27166637778282166,0.20068001747131348,0.590133786201477,0.3064519464969635,0.3909217119216919,0.21565799415111542,0.008974763564765453,0.2748313844203949,0.18825015425682068,0.21376477181911469,0.289968341588974,0.18412111699581146
both,0.3361809551715851,0.6091675162315369,0.29983314871788025,0.4254525601863861,0.2689511477947235,0.3685423731803894,0.1231609657406807,0.03109198436141014,0.21634207665920258,0.17289960384368896,0.1684749573469162,0.23104992508888245,0.19455738365650177
a,0.3320399522781372,0.3289857804775238,0.1922728419303894,0.17203083634376526,0.3058987855911255,0.3848365545272827,0.21331243216991425,0.04866964742541313,0.3214259147644043,0.22215284407138824,0.2229022979736328,0.25587448477745056,0.23916715383529663
critical,0.3103362023830414,0.2393924742937088,0.23101414740085602,0.2148934155702591,0.24741770327091217,0.25673365592956543,0.1034628227353096,-0.041051238775253296,0.19816935062408447,0.039250776171684265,0.24747920036315918,0.11406462639570236,0.2388133704662323
and,0.31309178471565247,0.4671151638031006,0.3344041705131531,0.42175528407096863,0.26700839400291443,0.4077630043029785,0.16453155875205994,0.06895173341035843,0.31402453780174255,0.13212290406227112,0.2702628970146179,0.22190429270267487,0.20544172823429108
commercial,0.12070754915475845,0.15886181592941284,0.18482644855976105,0.15130124986171722,0.23888196051120758,0.242442324757576,0.20757772028446198,0.03145602345466614,0.1424824595451355,0.15765397250652313,0.1636008471250534,0.16783787310123444,0.04216946288943291
success,0.22873179614543915,0.22035646438598633,0.23504005372524261,0.2159206122159958,0.26322412490844727,0.20526273548603058,0.22851410508155823,0.041425660252571106,0.20201511681079865,0.15964606404304504,0.2550947666168213,0.2667563259601593,0.1216118186712265
.,0.3567904531955719,0.3524959683418274,0.2346273809671402,0.3378238379955292,0.27540460228919983,0.49257001280784607,0.2567209303379059,-0.003708066651597619,0.35031336545944214,0.25620368123054504,0.2036953866481781,0.2677913010120392,0.4130953550338745
