,who,did,luther,think,was,behind,the,antinomian,theses,circulating,in,wittenberg,?
early,0.23985694348812103,0.32047218084335327,0.20602326095104218,0.22186368703842163,0.4148794412612915,0.18464189767837524,0.34442198276519775,0.3075158894062042,0.20242232084274292,0.29293549060821533,0.34672921895980835,0.2517642676830292,0.15272949635982513
in,0.2792111933231354,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.45514053106307983,0.3174246549606323,0.6662389636039734,0.10744144767522812,0.26951003074645996,0.21073772013187408,1.0,0.2511049211025238,0.20430970191955566
1537,-0.06848248839378357,0.038711920380592346,0.06447217613458633,0.23066717386245728,-0.12697800993919373,0.002822338370606303,0.023654120042920113,-0.024809610098600388,0.08724521845579147,0.04453321918845177,-0.014458498917520046,0.06671678274869919,0.20334532856941223
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.27367478609085083,0.4933079481124878,0.23915055394172668,0.2943568527698517,0.22749271988868713,0.5201468467712402,0.23876431584358215,0.31091248989105225
johannes,0.20548845827579498,0.21629485487937927,0.31875139474868774,0.1577700674533844,0.23570336401462555,0.04230300337076187,0.14987294375896454,0.3098542094230652,0.23749276995658875,0.18971604108810425,0.1588989645242691,0.32493025064468384,0.11330793052911758
agricola,0.2527671456336975,0.19420742988586426,0.302671879529953,0.14208166301250458,0.30625584721565247,0.05755741894245148,0.21466106176376343,0.41172167658805847,0.2956717908382416,0.16072747111320496,0.22637778520584106,0.30008915066719055,0.09306862205266953
(,0.2443375140428543,0.18979617953300476,0.1677781045436859,0.21604181826114655,0.2980341613292694,0.15433914959430695,0.33289089798927307,0.23323680460453033,0.17857643961906433,0.13681869208812714,0.3087427020072937,0.20256580412387848,0.40561532974243164
1494–1566,0.14530549943447113,-0.02039993554353714,0.10515520721673965,0.018881745636463165,0.20042383670806885,0.016344336792826653,-0.016356345266103745,-0.007644882425665855,-0.026781566441059113,0.0003008230705745518,0.02619437873363495,0.08691631257534027,0.10092730820178986
),0.2457384318113327,0.18584993481636047,0.18587662279605865,0.2265138179063797,0.3267642855644226,0.18223288655281067,0.3456730246543884,0.22165632247924805,0.17904813587665558,0.14381664991378784,0.3326910734176636,0.21272321045398712,0.42300865054130554
–,0.2920783460140228,0.2259434312582016,0.21198253333568573,0.16588819026947021,0.30754852294921875,0.1680290400981903,0.2607575058937073,0.18529169261455536,0.11494486778974533,0.09825092554092407,0.23687128722667694,0.2315296232700348,0.2714554965496063
serving,0.2584376931190491,0.10483568906784058,0.1027163490653038,0.155902698636055,0.30192261934280396,0.15028949081897736,0.2714371681213379,0.12383133918046951,0.07846685498952866,0.21668405830860138,0.2532373070716858,0.22405482828617096,0.13876403868198395
at,0.22096660733222961,0.28390252590179443,0.13834704458713531,0.2636626064777374,0.36707764863967896,0.2251313030719757,0.457212895154953,0.07867100089788437,0.21526087820529938,0.1594485491514206,0.4374977946281433,0.1723494976758957,0.21978627145290375
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,0.38928431272506714,1.0,0.19801679253578186,0.32067108154296875,0.2951548099517822,0.6662389636039734,0.31221258640289307,0.22068053483963013
time,0.36634087562561035,0.3567926585674286,0.17623016238212585,0.3759745955467224,0.3641340136528015,0.23013393580913544,0.43061500787734985,0.19484727084636688,0.20353078842163086,0.22610962390899658,0.3431483507156372,0.16516843438148499,0.27391523122787476
as,0.3923053741455078,0.3596470057964325,0.20242992043495178,0.3555661737918854,0.3677520453929901,0.25558921694755554,0.48381632566452026,0.27406758069992065,0.24235296249389648,0.22157198190689087,0.3887844979763031,0.24344627559185028,0.27043893933296204
pastor,0.25064510107040405,0.1603202521800995,0.45146533846855164,0.1527826189994812,0.2464302033185959,0.04476509615778923,0.13653714954853058,0.2842146158218384,0.261881560087204,0.11678837984800339,0.203180730342865,0.3168196380138397,0.1683567762374878
in,0.2792111933231354,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.45514053106307983,0.3174246549606323,0.6662389636039734,0.10744144767522812,0.26951003074645996,0.21073772013187408,1.0,0.2511049211025238,0.20430970191955566
luther,0.21013082563877106,0.23667675256729126,1.0,0.16532817482948303,0.19185513257980347,0.05796407535672188,0.1759674996137619,0.23616527020931244,0.4810737073421478,0.06249339506030083,0.20523880422115326,0.42518264055252075,0.1732746809720993
's,0.05599616840481758,0.05069678649306297,-0.009990512393414974,0.015562640503048897,0.008974763564765453,0.06894329190254211,-0.01540423184633255,0.0019273135112598538,0.054575804620981216,-0.010041407309472561,-0.037580832839012146,0.0032721450552344322,-0.023395681753754616
birthplace,0.23570036888122559,0.18829503655433655,0.14115262031555176,0.2107052356004715,0.3066881000995636,0.15691477060317993,0.24668103456497192,0.13621608912944794,0.13020926713943481,-0.00779313500970602,0.35500988364219666,0.14551937580108643,0.08009099215269089
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.27367478609085083,0.4933079481124878,0.23915055394172668,0.2943568527698517,0.22749271988868713,0.5201468467712402,0.23876431584358215,0.31091248989105225
eisleben,0.2392118126153946,0.19633826613426208,0.4205946624279022,0.19445529580116272,0.2786927819252014,0.09925271570682526,0.26362890005111694,0.17126350104808807,0.2645712196826935,0.13287055492401123,0.272949755191803,0.5393631458282471,0.19898785650730133
–,0.2920783460140228,0.2259434312582016,0.21198253333568573,0.16588819026947021,0.30754852294921875,0.1680290400981903,0.2607575058937073,0.18529169261455536,0.11494486778974533,0.09825092554092407,0.23687128722667694,0.2315296232700348,0.2714554965496063
preached,0.3087771236896515,0.2960425317287445,0.34157779812812805,0.270036518573761,0.29532238841056824,0.14212068915367126,0.22356590628623962,0.199997216463089,0.31684258580207825,0.17663846909999847,0.22246213257312775,0.2051645815372467,0.21524854004383087
a,0.36608949303627014,0.2552328109741211,0.17967689037322998,0.35850703716278076,0.4508470594882965,0.26228266954421997,0.5829201340675354,0.21801866590976715,0.1673763245344162,0.2045757919549942,0.539380669593811,0.24799036979675293,0.23916715383529663
sermon,0.20328930020332336,0.22592276334762573,0.36996790766716003,0.26067665219306946,0.20237168669700623,0.09492537379264832,0.2812419533729553,0.22350291907787323,0.377107173204422,0.17808428406715393,0.22135332226753235,0.25271910429000854,0.24739065766334534
