,what,needs,to,be,avoided,with,civil,disobedience,?
one,0.376489520072937,0.289870947599411,0.4025384783744812,0.4154875874519348,0.22932587563991547,0.3855307400226593,0.15266822278499603,0.20541732013225555,0.2673267424106598
theory,0.297923743724823,0.22659993171691895,0.21947365999221802,0.2076098620891571,0.19691991806030273,0.21627245843410492,0.1178407371044159,0.23475249111652374,0.1387292891740799
is,0.28837618231773376,0.36612293124198914,0.42745086550712585,0.4819129705429077,0.2064962536096573,0.3250955045223236,0.16941262781620026,0.21453623473644257,0.22961433231830597
that,0.6297725439071655,0.39744770526885986,0.5436353087425232,0.6036020517349243,0.3334939181804657,0.4154358208179474,0.16867391765117645,0.3551425039768219,0.32716336846351624
",",0.3087472915649414,0.2390357255935669,0.44245919585227966,0.39254459738731384,0.24417760968208313,0.4120737314224243,0.24795588850975037,0.2878543734550476,0.31091248989105225
while,0.35511791706085205,0.27750152349472046,0.43899232149124146,0.3466706871986389,0.37767335772514343,0.4426766335964203,0.17608642578125,0.26316946744918823,0.21076419949531555
disobedience,0.3298627436161041,0.14659270644187927,0.30665844678878784,0.2944406270980835,0.33533433079719543,0.21576236188411713,0.5442691445350647,1.0,0.19890835881233215
may,0.25739946961402893,0.26598575711250305,0.391582727432251,0.45514434576034546,0.26887500286102295,0.23512546718120575,0.1700199544429779,0.24693389236927032,0.2768254578113556
be,0.3929833769798279,0.5167654156684875,0.4972836375236511,1.0,0.4245990514755249,0.36101722717285156,0.18061059713363647,0.2944406270980835,0.3324260413646698
helpful,0.3775959312915802,0.4830251932144165,0.33543428778648376,0.48287713527679443,0.36835312843322754,0.31937089562416077,0.20938165485858917,0.2288075089454651,0.42450982332229614
",",0.3087472915649414,0.2390357255935669,0.44245919585227966,0.39254459738731384,0.24417760968208313,0.4120737314224243,0.24795588850975037,0.2878543734550476,0.31091248989105225
any,0.43670421838760376,0.4255169630050659,0.46410247683525085,0.5107080936431885,0.38676872849464417,0.34412381052970886,0.1881321221590042,0.2978997826576233,0.4113408327102661
great,0.2562883198261261,0.13359948992729187,0.1880372017621994,0.17040422558784485,0.10956783592700958,0.21752162277698517,0.16743291914463043,0.1897464245557785,0.13135133683681488
amount,0.2602839767932892,0.3878398835659027,0.309798926115036,0.3666991889476776,0.2774656414985657,0.30051055550575256,0.08941679447889328,0.1565355807542801,0.17984020709991455
of,0.33290785551071167,0.17594867944717407,0.41548454761505127,0.33904364705085754,0.2260015457868576,0.41827285289764404,0.24698495864868164,0.31932318210601807,0.1826142966747284
it,0.45803478360176086,0.2979326546192169,0.513711154460907,0.5203388929367065,0.2289041131734848,0.3369046747684479,0.17707513272762299,0.2648297846317291,0.25732165575027466
would,0.45766422152519226,0.4593992531299591,0.5965728163719177,0.5202695727348328,0.401328980922699,0.38372042775154114,0.16814836859703064,0.29806897044181824,0.37178951501846313
undermine,0.3837501108646393,0.28493836522102356,0.3702184855937958,0.3232320249080658,0.38376885652542114,0.26198992133140564,0.16989153623580933,0.32118621468544006,0.31749099493026733
the,0.42745697498321533,0.24302323162555695,0.535392165184021,0.4248143136501312,0.2570779025554657,0.4223487675189972,0.2477465271949768,0.30963727831840515,0.22068053483963013
law,0.2145031988620758,0.1499509960412979,0.259207159280777,0.18454892933368683,0.12692010402679443,0.12950056791305542,0.31305259466171265,0.3980846405029297,0.1528988480567932
by,0.2455483376979828,0.20343180000782013,0.33534231781959534,0.43158695101737976,0.24573306739330292,0.39731505513191223,0.15479567646980286,0.2563513219356537,0.17966607213020325
encouraging,0.26924481987953186,0.3136509954929352,0.346218466758728,0.29633432626724243,0.4436885714530945,0.3032068908214569,0.2001979798078537,0.3919442892074585,0.23532812297344208
general,0.24928055703639984,0.15702171623706818,0.24755197763442993,0.1851358562707901,0.17217157781124115,0.1510423719882965,0.24553552269935608,0.2706870138645172,0.1972234547138214
disobedience,0.3298627436161041,0.14659270644187927,0.30665844678878784,0.2944406270980835,0.33533433079719543,0.21576236188411713,0.5442691445350647,1.0,0.19890835881233215
which,0.5261979103088379,0.32640475034713745,0.5345056653022766,0.476310670375824,0.3015774190425873,0.46403205394744873,0.13459211587905884,0.3121037483215332,0.25814583897590637
is,0.28837618231773376,0.36612293124198914,0.42745086550712585,0.4819129705429077,0.2064962536096573,0.3250955045223236,0.16941262781620026,0.21453623473644257,0.22961433231830597
neither,0.376018226146698,0.26861268281936646,0.3499351739883423,0.3912041485309601,0.2676871120929718,0.32305625081062317,0.20026035606861115,0.24919457733631134,0.262674480676651
conscientious,0.3660549819469452,0.3217211365699768,0.3110290467739105,0.2984945476055145,0.3501555323600769,0.14750370383262634,0.29765796661376953,0.4703051447868347,0.24232997000217438
nor,0.33353856205940247,0.2848333418369293,0.29058706760406494,0.3314928710460663,0.22806914150714874,0.22873133420944214,0.16348499059677124,0.26482877135276794,0.2602383494377136
of,0.33290785551071167,0.17594867944717407,0.41548454761505127,0.33904364705085754,0.2260015457868576,0.41827285289764404,0.24698495864868164,0.31932318210601807,0.1826142966747284
social,0.22217629849910736,0.20898114144802094,0.19684761762619019,0.1878766417503357,0.20151418447494507,0.20528239011764526,0.2795228660106659,0.323582261800766,0.1615191102027893
benefit,0.3018529415130615,0.4037940800189972,0.29776766896247864,0.39361342787742615,0.37260982394218445,0.24818842113018036,0.17819175124168396,0.2706187963485718,0.31136202812194824
.,0.3567904531955719,0.23357591032981873,0.4645031690597534,0.4383580684661865,0.22245344519615173,0.4446153938770294,0.2541380822658539,0.2603943943977356,0.4130953550338745
,what,needs,to,be,avoided,with,civil,disobedience,?
therefore,0.4125064015388489,0.43584495782852173,0.49267399311065674,0.5337756276130676,0.4008280634880066,0.3294515013694763,0.1269373893737793,0.3259392976760864,0.3325358033180237
",",0.3087472915649414,0.2390357255935669,0.44245919585227966,0.39254459738731384,0.24417760968208313,0.4120737314224243,0.24795588850975037,0.2878543734550476,0.31091248989105225
conscientious,0.3660549819469452,0.3217211365699768,0.3110290467739105,0.2984945476055145,0.3501555323600769,0.14750370383262634,0.29765796661376953,0.4703051447868347,0.24232997000217438
lawbreakers,0.2589745819568634,0.17918992042541504,0.2950519025325775,0.23520947992801666,0.19457440078258514,0.26685023307800293,0.22041909396648407,0.24123138189315796,0.20063912868499756
must,0.30362528562545776,0.550896942615509,0.43356871604919434,0.4737209677696228,0.26926103234291077,0.28391414880752563,0.12366364151239395,0.2450776845216751,0.23707495629787445
be,0.3929833769798279,0.5167654156684875,0.4972836375236511,1.0,0.4245990514755249,0.36101722717285156,0.18061059713363647,0.2944406270980835,0.3324260413646698
punished,0.34724438190460205,0.135377898812294,0.24920512735843658,0.2941822409629822,0.3322550356388092,0.20562048256397247,0.26259273290634155,0.45828118920326233,0.23893512785434723
.,0.3567904531955719,0.23357591032981873,0.4645031690597534,0.4383580684661865,0.22245344519615173,0.4446153938770294,0.2541380822658539,0.2603943943977356,0.4130953550338745
