,in,what,year,did,fresno,get,its,first,pedestrian,mall,?
fulton,0.2750072777271271,0.15712673962116241,0.1310102790594101,0.18117156624794006,0.36193063855171204,0.17845258116722107,0.17771178483963013,0.2879614531993866,0.15281559526920319,0.25514447689056396,0.11802370846271515
street,0.2281111478805542,0.14271703362464905,0.1705731600522995,0.13786788284778595,0.1531991958618164,0.16035230457782745,0.2353723794221878,0.16979321837425232,0.420907199382782,0.41927310824394226,0.07315441966056824
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26126348972320557,0.24899829924106598,0.3793783485889435,0.4127444326877594,0.17758093774318695,0.2939794063568115,0.20430970191955566
downtown,0.2716291546821594,0.1348404437303543,0.18198995292186737,0.15019424259662628,0.29853299260139465,0.0970277339220047,0.25781264901161194,0.12867820262908936,0.36702752113342285,0.556624174118042,0.15638743340969086
fresno,0.26126348972320557,0.159109428524971,0.20265795290470123,0.1545737385749817,1.0000001192092896,0.14002741873264313,0.1913203001022339,0.15842407941818237,0.1653708666563034,0.21993760764598846,0.13224096596240997
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.2749030292034149,0.2066597044467926,0.3518870174884796,0.5022147297859192,0.1931813359260559,0.15435482561588287,0.18412111699581146
fresno,0.26126348972320557,0.159109428524971,0.20265795290470123,0.1545737385749817,1.0000001192092896,0.14002741873264313,0.1913203001022339,0.15842407941818237,0.1653708666563034,0.21993760764598846,0.13224096596240997
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.032067470252513885,-0.031001994386315346,0.03202139586210251,-0.014458609744906425,0.038668375462293625,-0.006871939171105623,-0.023395681753754616
main,0.28862449526786804,0.2344268560409546,0.11584190279245377,0.15925762057304382,0.05237830802798271,0.2123269885778427,0.272861510515213,0.24865727126598358,0.2102966159582138,0.20351046323776245,0.1665669083595276
financial,0.23881284892559052,0.1900392472743988,0.17739994823932648,0.2442471981048584,0.20716330409049988,0.14895841479301453,0.2625470757484436,0.21671800315380096,0.22270725667476654,0.2590695023536682,0.06444920599460602
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.21513071656227112,0.37609121203422546,0.3841775357723236,0.3167642652988434,0.23101849853992462,0.2136000692844391,0.20544172823429108
commercial,0.2615188956260681,0.12070754915475845,0.12610527873039246,0.17984269559383392,0.18496963381767273,0.1613461673259735,0.29945796728134155,0.27400627732276917,0.2823120951652527,0.28690025210380554,0.04216946288943291
district,0.30883273482322693,0.13126243650913239,0.20726290345191956,0.06963783502578735,0.16571244597434998,0.09657736867666245,0.22198960185050964,0.107394739985466,0.16303987801074982,0.28050461411476135,0.06725285202264786
before,0.4155850410461426,0.3801657259464264,0.3268006145954132,0.33642593026161194,0.22969280183315277,0.28847837448120117,0.2706633508205414,0.46023231744766235,0.10027030855417252,0.16066808998584747,0.2507109045982361
being,0.33162933588027954,0.3760843276977539,0.2561481297016144,0.27905046939849854,0.16916437447071075,0.3637855052947998,0.3381310999393463,0.3338102698326111,0.2450191229581833,0.14930209517478943,0.26743772625923157
converted,0.22429603338241577,0.1663769781589508,0.08679400384426117,0.10387513041496277,0.12500225007534027,0.20911990106105804,0.18813389539718628,0.18033786118030548,0.17460818588733673,0.1131916418671608,0.12743066251277924
into,0.38021373748779297,0.2180619090795517,0.08657927066087723,0.14888085424900055,0.1685473471879959,0.29681822657585144,0.2562001943588257,0.21452488005161285,0.12135279923677444,0.14460980892181396,0.15662476420402527
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.27659472823143005,0.1632690131664276,0.2962729334831238,0.42848992347717285,0.4552372097969055,0.2703248858451843,0.17462997138500214,0.2673267424106598
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.1875009983778,0.26628199219703674,0.48690423369407654,0.3536086082458496,0.18429170548915863,0.19005939364433289,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.22571885585784912,0.29667025804519653,0.559237003326416,0.49448907375335693,0.2353980541229248,0.24676764011383057,0.22068053483963013
nation,0.24983231723308563,0.21990635991096497,0.21017327904701233,0.23396416008472443,0.2097930610179901,0.19830988347530365,0.30812326073646545,0.26920846104621887,0.1317279189825058,0.12252283841371536,0.17865248024463654
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.032067470252513885,-0.031001994386315346,0.03202139586210251,-0.014458609744906425,0.038668375462293625,-0.006871939171105623,-0.023395681753754616
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.15842407941818237,0.21069572865962982,0.26377397775650024,1.0,0.15024814009666443,0.15631918609142303,0.18701928853988647
pedestrian,0.17758093774318695,0.10811614245176315,0.10216204077005386,0.06817060708999634,0.1653708666563034,0.17668643593788147,0.1920047551393509,0.15024814009666443,0.9999999403953552,0.39174503087997437,0.12928085029125214
malls,0.3359226882457733,0.13352496922016144,0.17175891995429993,0.1358526200056076,0.2686920166015625,0.21155984699726105,0.20091840624809265,0.19339396059513092,0.38229209184646606,0.7365638613700867,0.10351906716823578
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26126348972320557,0.24899829924106598,0.3793783485889435,0.4127444326877594,0.17758093774318695,0.2939794063568115,0.20430970191955566
1964,0.00943821482360363,-0.0811573788523674,-0.051297448575496674,-0.1228223368525505,-0.04768899455666542,-0.06605041027069092,-0.0068047987297177315,-0.14690802991390228,0.007232851814478636,-0.008880279958248138,0.041380032896995544
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2480216920375824,0.39392393827438354,0.3566088080406189,0.4345304071903229,0.17671437561511993,0.22373902797698975,0.4130953550338745
