,where,did,moncalm,slip,away,to,attack,",",left,largely,unprotected,?
with,0.4142743945121765,0.25472134351730347,0.23057572543621063,0.1756163239479065,0.21399961411952972,0.4239959120750427,0.1795673668384552,0.4120737314224243,0.219827800989151,0.20874223113059998,0.2004849761724472,0.2433311939239502
abercrombie,0.21818327903747559,0.13679982721805573,0.2620322108268738,0.18167756497859955,0.1950581967830658,0.27117103338241577,0.2320777326822281,0.3788672983646393,0.17972807586193085,0.08195234090089798,0.20389360189437866,0.19258330762386322
pinned,0.21171072125434875,0.2636733949184418,0.2635955214500427,0.23707638680934906,0.18753111362457275,0.21699979901313782,0.2517642676830292,0.20967712998390198,0.253011554479599,0.09176290780305862,0.21683260798454285,0.15031328797340393
down,0.2914401888847351,0.2029697746038437,0.23384924232959747,0.29167649149894714,0.39258110523223877,0.33130598068237305,0.1769757866859436,0.23362469673156738,0.285753458738327,0.147213414311409,0.2305876761674881,0.13836295902729034
at,0.4402937591075897,0.28390252590179443,0.3441924452781677,0.18958225846290588,0.21845291554927826,0.36524343490600586,0.21748682856559753,0.38314947485923767,0.23447579145431519,0.1097077801823616,0.20737196505069733,0.21978627145290375
albany,0.22394849359989166,0.1457691192626953,0.3579297363758087,0.18001194298267365,0.1594119369983673,0.22671322524547577,0.17426075041294098,0.31112930178642273,0.19395017623901367,0.09702184051275253,0.19692513346672058,0.08516642451286316
",",0.3149496018886566,0.3015086054801941,0.35950392484664917,0.17712333798408508,0.24632208049297333,0.44245919585227966,0.29392024874687195,1.0000001192092896,0.2448868453502655,0.24212822318077087,0.2759683430194855,0.31091248989105225
montcalm,0.26574409008026123,0.1483006626367569,0.7175745964050293,0.13743922114372253,0.14185209572315216,0.22202105820178986,0.19420576095581055,0.3917418122291565,0.19240780174732208,0.1646636724472046,0.22616884112358093,0.23564797639846802
slipped,0.20369815826416016,0.2547573447227478,0.2645569443702698,0.5922240018844604,0.2924157977104187,0.2530755400657654,0.14235948026180267,0.19522641599178314,0.18166887760162354,0.19518549740314484,0.30062776803970337,0.21505706012248993
away,0.34789830446243286,0.2167721837759018,0.20342956483364105,0.2619694173336029,1.0000001192092896,0.36056286096572876,0.2232719361782074,0.24632208049297333,0.286112517118454,0.14820551872253418,0.27548733353614807,0.15156377851963043
and,0.43859338760375977,0.34479495882987976,0.2756303548812866,0.22449025511741638,0.3249220848083496,0.48971283435821533,0.24922382831573486,0.6633074283599854,0.2571277916431427,0.2951068878173828,0.22404998540878296,0.20544172823429108
led,0.11015363037586212,0.3213953971862793,0.1600743681192398,0.0943523421883583,0.18166986107826233,0.21815308928489685,0.164364293217659,0.22548827528953552,0.20619182288646698,0.2489207684993744,0.17049790918827057,0.09273858368396759
the,0.5003893971443176,0.34736719727516174,0.3435816764831543,0.24078814685344696,0.29030847549438477,0.535392165184021,0.2508925497531891,0.4933079481124878,0.33113980293273926,0.34641584753990173,0.22486601769924164,0.22068053483963013
successful,0.1425083875656128,0.32393038272857666,0.140328049659729,0.1108606606721878,0.13826514780521393,0.2317596971988678,0.2504829466342926,0.28826844692230225,0.15977251529693604,0.16334110498428345,0.13012661039829254,0.1132197454571724
attack,0.19145746529102325,0.13678960502147675,0.2551341950893402,0.19556953012943268,0.2232719361782074,0.19954605400562286,1.0,0.29392024874687195,0.18252600729465485,0.15043215453624725,0.27587419748306274,0.126759335398674
on,0.37630224227905273,0.2670976221561432,0.28971633315086365,0.25413429737091064,0.20892785489559174,0.41031414270401,0.27725884318351746,0.49057599902153015,0.30747801065444946,0.26004865765571594,0.29955536127090454,0.2714994251728058
oswego,0.29538053274154663,0.23585815727710724,0.37041062116622925,0.19945977628231049,0.16871394217014313,0.28112345933914185,0.18003404140472412,0.3914932310581207,0.22125354409217834,0.20017819106578827,0.1074502244591713,0.2019198089838028
in,0.5344807505607605,0.2593238651752472,0.3166704475879669,0.15796400606632233,0.2264246642589569,0.45010748505592346,0.1944931447505951,0.5201468467712402,0.21139952540397644,0.2371911108493805,0.14504896104335785,0.20430970191955566
august,0.17621853947639465,0.26378265023231506,0.333511084318161,0.12288492172956467,0.13469576835632324,0.2269229143857956,0.2376646101474762,0.4532424807548523,0.1461072564125061,0.12752781808376312,0.259451299905777,0.3006744682788849
.,0.41390106081962585,0.35288307070732117,0.3386085629463196,0.2090701460838318,0.27494382858276367,0.4645031690597534,0.3003302216529846,0.6812511086463928,0.28830423951148987,0.19839447736740112,0.292793869972229,0.4130953550338745
